Timestamp,Source IP Address,Destination IP Address,Attack Type,Severity Level
2026-09-20T08:03:26Z,172.16.0.22,10.0.0.122,Malware Beacon,MEDIUM
2026-09-20T08:03:28Z,8.8.8.8,192.168.1.1,DDoS UDP Flood,HIGH
2026-09-20T08:03:30Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T08:03:32Z,172.16.0.21,10.0.0.121,Malware Beacon,MEDIUM
2026-09-20T08:03:34Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T08:03:36Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T08:03:38Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T08:03:40Z,192.168.1.50,192.168.1.52,Port Scan,LOW
2026-09-20T08:03:42Z,172.16.0.1,10.0.0.101,Malware Beacon,MEDIUM
2026-09-20T08:03:44Z,172.16.0.22,10.0.0.122,Malware Beacon,MEDIUM
2026-09-20T08:03:46Z,172.16.0.0,10.0.0.100,Malware Beacon,MEDIUM
2026-09-20T08:03:48Z,172.16.0.5,10.0.0.105,Malware Beacon,MEDIUM
2026-09-20T08:03:50Z,172.16.0.24,10.0.0.124,Malware Beacon,MEDIUM
2026-09-20T08:03:52Z,172.16.0.8,10.0.0.108,Malware Beacon,MEDIUM
2026-09-20T08:03:54Z,172.16.0.8,10.0.0.108,Malware Beacon,MEDIUM
2026-09-20T08:03:56Z,172.16.0.19,10.0.0.119,Malware Beacon,MEDIUM
2026-09-20T08:03:58Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T08:04:00Z,172.16.0.21,10.0.0.121,Malware Beacon,MEDIUM
2026-09-20T08:04:02Z,10.0.0.2,8.8.8.8,Outbound DNS Exfiltration,CRITICAL
2026-09-20T08:04:04Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
2026-09-20T08:04:06Z,172.16.0.21,10.0.0.121,Malware Beacon,MEDIUM
2026-09-20T08:04:08Z,172.16.0.5,10.0.0.105,Malware Beacon,MEDIUM
2026-09-20T08:04:10Z,10.0.0.2,8.8.8.8,Outbound DNS Exfiltration,CRITICAL
2026-09-20T08:04:12Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T08:04:14Z,172.16.0.7,10.0.0.107,Malware Beacon,MEDIUM
2026-09-20T08:04:16Z,172.16.0.7,10.0.0.107,Malware Beacon,MEDIUM
2026-09-20T08:04:18Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T08:04:20Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T08:04:22Z,172.16.0.2,10.0.0.102,Malware Beacon,MEDIUM
2026-09-20T08:04:24Z,172.16.0.21,10.0.0.121,Malware Beacon,MEDIUM
2026-09-20T08:04:26Z,192.168.1.105,10.0.0.5-SWIFT,SQL Injection,CRITICAL
2026-09-20T08:04:28Z,172.16.0.8,10.0.0.108,Malware Beacon,MEDIUM
2026-09-20T08:04:30Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T08:04:32Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T08:04:34Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
2026-09-20T08:04:36Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T08:04:38Z,172.16.0.14,10.0.0.114,Malware Beacon,MEDIUM
2026-09-20T08:04:40Z,172.16.0.21,10.0.0.121,Malware Beacon,MEDIUM
2026-09-20T08:04:42Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T08:04:44Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T08:04:46Z,192.168.1.50,192.168.1.51,Port Scan,LOW
2026-09-20T08:04:48Z,192.168.1.50,192.168.1.51,Port Scan,LOW
2026-09-20T08:04:50Z,172.16.0.19,10.0.0.119,Malware Beacon,MEDIUM
2026-09-20T08:04:52Z,10.0.0.2,8.8.8.8,Outbound DNS Exfiltration,CRITICAL
2026-09-20T08:04:54Z,172.16.0.12,10.0.0.112,Malware Beacon,MEDIUM
2026-09-20T08:04:56Z,172.16.0.12,10.0.0.112,Malware Beacon,MEDIUM
2026-09-20T08:04:58Z,172.16.0.18,10.0.0.118,Malware Beacon,MEDIUM
2026-09-20T08:05:00Z,45.33.22.11,10.0.0.55-AUTH,Brute Force SSH,HIGH
2026-09-20T08:05:02Z,45.33.22.11,10.0.0.55-AUTH,Brute Force SSH,HIGH
2026-09-20T08:05:04Z,172.16.0.13,10.0.0.113,Malware Beacon,MEDIUM
2026-09-20T08:05:06Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T08:05:08Z,172.16.0.28,10.0.0.128,Malware Beacon,MEDIUM
2026-09-20T08:05:10Z,192.168.1.50,192.168.1.51,Port Scan,LOW
2026-09-20T08:05:12Z,172.16.0.5,10.0.0.105,Malware Beacon,MEDIUM
2026-09-20T08:05:14Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T08:05:16Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T08:05:18Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T08:05:20Z,172.16.0.15,10.0.0.115,Malware Beacon,MEDIUM
2026-09-20T08:05:22Z,172.16.0.20,10.0.0.120,Malware Beacon,MEDIUM
2026-09-20T08:05:24Z,10.0.0.2,8.8.8.8,Outbound DNS Exfiltration,CRITICAL
2026-09-20T08:05:26Z,172.16.0.5,10.0.0.105,Malware Beacon,MEDIUM
2026-09-20T08:05:28Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T08:05:30Z,172.16.0.22,10.0.0.122,Malware Beacon,MEDIUM
2026-09-20T08:05:32Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T08:05:34Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T08:05:36Z,172.16.0.14,10.0.0.114,Malware Beacon,MEDIUM
2026-09-20T08:05:38Z,172.16.0.15,10.0.0.115,Malware Beacon,MEDIUM
2026-09-20T08:05:40Z,192.168.1.50,192.168.1.51,Port Scan,LOW
2026-09-20T08:05:42Z,192.168.1.50,192.168.1.51,Port Scan,LOW
2026-09-20T08:05:44Z,172.16.0.0,10.0.0.100,Malware Beacon,MEDIUM
2026-09-20T08:05:46Z,8.8.8.8,192.168.1.1,DDoS UDP Flood,HIGH
2026-09-20T08:05:48Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T08:05:50Z,172.16.0.28,10.0.0.128,Malware Beacon,MEDIUM
2026-09-20T08:05:52Z,172.16.0.8,10.0.0.108,Malware Beacon,MEDIUM
2026-09-20T08:05:54Z,192.168.1.50,192.168.1.52,Port Scan,LOW
2026-09-20T08:05:56Z,172.16.0.5,10.0.0.105,Malware Beacon,MEDIUM
2026-09-20T08:05:58Z,172.16.0.10,10.0.0.110,Malware Beacon,MEDIUM
2026-09-20T08:06:00Z,172.16.0.21,10.0.0.121,Malware Beacon,MEDIUM
2026-09-20T08:06:02Z,192.168.1.50,192.168.1.51,Port Scan,LOW
2026-09-20T08:06:04Z,10.0.0.2,8.8.8.8,Outbound DNS Exfiltration,CRITICAL
2026-09-20T08:06:06Z,172.16.0.19,10.0.0.119,Malware Beacon,MEDIUM
2026-09-20T08:06:08Z,172.16.0.14,10.0.0.114,Malware Beacon,MEDIUM
2026-09-20T08:06:10Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T08:06:12Z,172.16.0.0,10.0.0.100,Malware Beacon,MEDIUM
2026-09-20T08:06:14Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
2026-09-20T08:06:16Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T08:06:18Z,10.0.0.2,8.8.8.8,Outbound DNS Exfiltration,CRITICAL
2026-09-20T08:06:20Z,10.0.0.2,8.8.8.8,Outbound DNS Exfiltration,CRITICAL
2026-09-20T08:06:22Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T08:06:24Z,114.5.6.7,10.0.0.12-CORE-DB,Ransomware Payload,CRITICAL
2026-09-20T08:06:26Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
2026-09-20T08:06:28Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T08:06:30Z,192.168.1.50,192.168.1.51,Port Scan,LOW
2026-09-20T08:06:32Z,172.16.0.14,10.0.0.114,Malware Beacon,MEDIUM
2026-09-20T08:06:34Z,172.16.0.14,10.0.0.114,Malware Beacon,MEDIUM
2026-09-20T08:06:36Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T08:06:38Z,192.168.1.50,192.168.1.52,Port Scan,LOW
2026-09-20T08:06:40Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T08:06:42Z,172.16.0.8,10.0.0.108,Malware Beacon,MEDIUM
2026-09-20T08:06:44Z,172.16.0.21,10.0.0.121,Malware Beacon,MEDIUM
2026-09-20T08:06:46Z,172.16.0.24,10.0.0.124,Malware Beacon,MEDIUM
2026-09-20T08:06:48Z,172.16.0.20,10.0.0.120,Malware Beacon,MEDIUM
2026-09-20T08:06:50Z,192.168.1.50,192.168.1.52,Port Scan,LOW
2026-09-20T08:06:52Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T08:06:54Z,172.16.0.1,10.0.0.101,Malware Beacon,MEDIUM
2026-09-20T08:06:56Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
2026-09-20T08:06:58Z,172.16.0.22,10.0.0.122,Malware Beacon,MEDIUM
2026-09-20T08:07:00Z,172.16.0.2,10.0.0.102,Malware Beacon,MEDIUM
2026-09-20T08:07:02Z,172.16.0.9,10.0.0.109,Malware Beacon,MEDIUM
2026-09-20T08:07:04Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T08:07:06Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T08:07:08Z,172.16.0.0,10.0.0.100,Malware Beacon,MEDIUM
2026-09-20T08:07:10Z,172.16.0.8,10.0.0.108,Malware Beacon,MEDIUM
2026-09-20T08:07:12Z,172.16.0.19,10.0.0.119,Malware Beacon,MEDIUM
2026-09-20T08:07:14Z,172.16.0.0,10.0.0.100,Malware Beacon,MEDIUM
2026-09-20T08:07:16Z,172.16.0.12,10.0.0.112,Malware Beacon,MEDIUM
2026-09-20T08:07:18Z,172.16.0.12,10.0.0.112,Malware Beacon,MEDIUM
2026-09-20T08:07:20Z,172.16.0.22,10.0.0.122,Malware Beacon,MEDIUM
2026-09-20T08:07:22Z,172.16.0.12,10.0.0.112,Malware Beacon,MEDIUM
2026-09-20T08:07:24Z,8.8.8.8,192.168.1.1,DDoS UDP Flood,HIGH
2026-09-20T08:07:26Z,172.16.0.15,10.0.0.115,Malware Beacon,MEDIUM
2026-09-20T08:07:28Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
2026-09-20T08:07:30Z,192.168.1.50,192.168.1.52,Port Scan,LOW
2026-09-20T08:07:32Z,172.16.0.1,10.0.0.101,Malware Beacon,MEDIUM
2026-09-20T08:07:34Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T08:07:36Z,192.168.1.50,192.168.1.51,Port Scan,LOW
2026-09-20T08:07:38Z,172.16.0.8,10.0.0.108,Malware Beacon,MEDIUM
2026-09-20T08:07:40Z,10.0.0.2,8.8.8.8,Outbound DNS Exfiltration,CRITICAL
2026-09-20T08:07:42Z,172.16.0.16,10.0.0.116,Malware Beacon,MEDIUM
2026-09-20T08:07:44Z,172.16.0.6,10.0.0.106,Malware Beacon,MEDIUM
2026-09-20T08:07:46Z,10.0.0.2,8.8.8.8,Outbound DNS Exfiltration,CRITICAL
2026-09-20T08:07:48Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T08:07:50Z,172.16.0.2,10.0.0.102,Malware Beacon,MEDIUM
2026-09-20T08:07:52Z,172.16.0.13,10.0.0.113,Malware Beacon,MEDIUM
2026-09-20T08:07:54Z,172.16.0.29,10.0.0.129,Malware Beacon,MEDIUM
2026-09-20T08:07:56Z,172.16.0.19,10.0.0.119,Malware Beacon,MEDIUM
2026-09-20T08:07:58Z,8.8.8.8,192.168.1.1,DDoS UDP Flood,HIGH
2026-09-20T08:08:00Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T08:08:02Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T08:08:04Z,8.8.8.8,192.168.1.1,DDoS UDP Flood,HIGH
2026-09-20T08:08:06Z,192.168.1.50,192.168.1.51,Port Scan,LOW
2026-09-20T08:08:08Z,172.16.0.9,10.0.0.109,Malware Beacon,MEDIUM
2026-09-20T08:08:10Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T08:08:12Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T08:08:14Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T08:08:16Z,172.16.0.1,10.0.0.101,Malware Beacon,MEDIUM
2026-09-20T08:08:18Z,172.16.0.5,10.0.0.105,Malware Beacon,MEDIUM
2026-09-20T08:08:20Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T08:08:22Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T08:08:24Z,172.16.0.14,10.0.0.114,Malware Beacon,MEDIUM
2026-09-20T08:08:26Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T08:08:28Z,172.16.0.13,10.0.0.113,Malware Beacon,MEDIUM
2026-09-20T08:08:30Z,45.33.22.11,10.0.0.55-AUTH,Brute Force SSH,HIGH
2026-09-20T08:08:32Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T08:08:34Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T08:08:36Z,172.16.0.25,10.0.0.125,Malware Beacon,MEDIUM
2026-09-20T08:08:38Z,172.16.0.16,10.0.0.116,Malware Beacon,MEDIUM
2026-09-20T08:08:40Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T08:08:42Z,172.16.0.9,10.0.0.109,Malware Beacon,MEDIUM
2026-09-20T08:08:44Z,172.16.0.1,10.0.0.101,Malware Beacon,MEDIUM
2026-09-20T08:08:46Z,172.16.0.1,10.0.0.101,Malware Beacon,MEDIUM
2026-09-20T08:08:48Z,172.16.0.17,10.0.0.117,Malware Beacon,MEDIUM
2026-09-20T08:08:50Z,172.16.0.8,10.0.0.108,Malware Beacon,MEDIUM
2026-09-20T08:08:52Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T08:08:54Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T08:08:56Z,172.16.0.10,10.0.0.110,Malware Beacon,MEDIUM
2026-09-20T08:08:58Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T08:09:00Z,172.16.0.27,10.0.0.127,Malware Beacon,MEDIUM
2026-09-20T08:09:02Z,172.16.0.10,10.0.0.110,Malware Beacon,MEDIUM
2026-09-20T08:09:04Z,172.16.0.16,10.0.0.116,Malware Beacon,MEDIUM
2026-09-20T08:09:06Z,172.16.0.10,10.0.0.110,Malware Beacon,MEDIUM
2026-09-20T08:09:08Z,8.8.8.8,192.168.1.1,DDoS UDP Flood,HIGH
2026-09-20T08:09:10Z,172.16.0.8,10.0.0.108,Malware Beacon,MEDIUM
2026-09-20T08:09:12Z,172.16.0.26,10.0.0.126,Malware Beacon,MEDIUM
2026-09-20T08:09:14Z,172.16.0.2,10.0.0.102,Malware Beacon,MEDIUM
2026-09-20T08:09:16Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T08:09:18Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T08:09:20Z,172.16.0.1,10.0.0.101,Malware Beacon,MEDIUM
2026-09-20T08:09:22Z,172.16.0.21,10.0.0.121,Malware Beacon,MEDIUM
2026-09-20T08:09:24Z,172.16.0.20,10.0.0.120,Malware Beacon,MEDIUM
2026-09-20T08:09:26Z,172.16.0.23,10.0.0.123,Malware Beacon,MEDIUM
2026-09-20T08:09:28Z,172.16.0.22,10.0.0.122,Malware Beacon,MEDIUM
2026-09-20T08:09:30Z,172.16.0.22,10.0.0.122,Malware Beacon,MEDIUM
2026-09-20T08:09:32Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T08:09:34Z,172.16.0.28,10.0.0.128,Malware Beacon,MEDIUM
2026-09-20T08:09:36Z,172.16.0.2,10.0.0.102,Malware Beacon,MEDIUM
2026-09-20T08:09:38Z,114.5.6.7,10.0.0.12-CORE-DB,Ransomware Payload,CRITICAL
2026-09-20T08:09:40Z,172.16.0.10,10.0.0.110,Malware Beacon,MEDIUM
2026-09-20T08:09:42Z,172.16.0.28,10.0.0.128,Malware Beacon,MEDIUM
2026-09-20T08:09:44Z,172.16.0.18,10.0.0.118,Malware Beacon,MEDIUM
2026-09-20T08:09:46Z,172.16.0.16,10.0.0.116,Malware Beacon,MEDIUM
2026-09-20T08:09:48Z,172.16.0.4,10.0.0.104,Malware Beacon,MEDIUM
2026-09-20T08:09:50Z,172.16.0.3,10.0.0.103,Malware Beacon,MEDIUM
2026-09-20T08:09:52Z,172.16.0.5,10.0.0.105,Malware Beacon,MEDIUM
2026-09-20T08:09:54Z,172.16.0.18,10.0.0.118,Malware Beacon,MEDIUM
2026-09-20T08:09:56Z,192.168.1.50,192.168.1.53,Port Scan,LOW
2026-09-20T08:09:58Z,172.16.0.18,10.0.0.118,Malware Beacon,MEDIUM
2026-09-20T08:10:00Z,172.16.0.19,10.0.0.119,Malware Beacon,MEDIUM
2026-09-20T08:10:02Z,172.16.0.11,10.0.0.111,Malware Beacon,MEDIUM
