asset_id,hostname,ip,segment,role,os,criticality,exposed
AST-0210,GCH-AD-210,10.20.0.77,Segment B,AD,Windows,High,False
AST-0211,GCH-HIS-211,10.20.0.78,Segment B,HIS,Linux,Low,True
AST-0212,GCH-LIS-212,10.20.0.79,Segment B,LIS,Linux,Low,False
AST-0213,GCH-PACS-213,10.20.0.80,Segment B,PACS,Linux,High,False
AST-0214,GCH-AD-214,10.20.0.81,Segment B,AD,Windows,Low,False
AST-0215,GCH-HIS-215,10.20.0.82,Segment B,HIS,Linux,Critical,False
AST-0216,GCH-LIS-216,10.20.0.83,Segment B,LIS,Windows,Medium,False
AST-0217,GCH-PACS-217,10.20.0.84,Segment B,PACS,Linux,High,False
AST-0218,GCH-AD-218,10.20.0.85,Segment B,AD,Windows,High,False
AST-0219,GCH-HIS-219,10.20.0.86,Segment B,HIS,Linux,Medium,True
AST-0220,GCH-LIS-220,10.20.0.87,Segment B,LIS,Linux,High,True
AST-0221,GCH-PACS-221,10.20.0.88,Segment B,PACS,Linux,Critical,True
AST-0222,GCH-AD-222,10.20.0.89,Segment B,AD,Windows,Critical,False
AST-0223,GCH-HIS-223,10.20.0.90,Segment B,HIS,Linux,High,False
AST-0224,GCH-LIS-224,10.20.0.91,Segment B,LIS,Linux,High,False
AST-0225,GCH-PACS-225,10.20.0.92,Segment B,PACS,Linux,High,False
AST-0226,GCH-AD-226,10.20.0.93,Segment B,AD,Windows,Medium,True
AST-0227,GCH-HIS-227,10.20.0.94,Segment B,HIS,Linux,Low,False
AST-0228,GCH-LIS-228,10.20.0.95,Segment B,LIS,Windows,High,True
AST-0229,GCH-PACS-229,10.20.0.96,Segment B,PACS,Linux,High,True
AST-0230,GCH-AD-230,10.20.0.97,Segment B,AD,Windows,High,True
AST-0231,GCH-HIS-231,10.20.0.98,Segment B,HIS,Linux,High,False
AST-0232,GCH-LIS-232,10.20.0.99,Segment B,LIS,Linux,Critical,False
AST-0233,GCH-PACS-233,10.20.0.100,Segment B,PACS,Linux,Critical,False
AST-0234,GCH-AD-234,10.20.0.101,Segment B,AD,Windows,Low,False
AST-0235,GCH-HIS-235,10.20.0.102,Segment B,HIS,Linux,High,False
AST-0236,GCH-LIS-236,10.20.0.103,Segment B,LIS,Linux,Critical,False
AST-0237,GCH-PACS-237,10.20.0.104,Segment B,PACS,Linux,High,False
AST-0238,GCH-AD-238,10.20.0.105,Segment B,AD,Windows,Critical,False
AST-0239,GCH-HIS-239,10.20.0.106,Segment B,HIS,Linux,Low,True
AST-0240,GCH-LIS-240,10.20.0.107,Segment B,LIS,Windows,Low,False
AST-0241,GCH-PACS-241,10.20.0.108,Segment B,PACS,Linux,Critical,False
AST-0242,GCH-AD-242,10.20.0.109,Segment B,AD,Windows,Critical,False
AST-0243,GCH-HIS-243,10.20.0.110,Segment B,HIS,Linux,Low,False
AST-0244,GCH-LIS-244,10.20.0.111,Segment B,LIS,Linux,Low,False
AST-0245,GCH-PACS-245,10.20.0.112,Segment B,PACS,Linux,Critical,False
AST-0246,GCH-AD-246,10.20.0.113,Segment B,AD,Windows,Medium,True
AST-0247,GCH-HIS-247,10.20.0.114,Segment B,HIS,Linux,High,False
AST-0248,GCH-LIS-248,10.20.0.115,Segment B,LIS,Linux,Low,True
AST-0249,GCH-PACS-249,10.20.0.116,Segment B,PACS,Linux,High,False
AST-0250,GCH-AD-250,10.20.0.117,Segment B,AD,Windows,Low,True
AST-0251,GCH-HIS-251,10.20.0.118,Segment B,HIS,Linux,High,False
AST-0252,GCH-LIS-252,10.20.0.119,Segment B,LIS,Windows,Low,False
AST-0253,GCH-PACS-253,10.20.0.120,Segment B,PACS,Linux,High,True
AST-0254,GCH-AD-254,10.20.0.121,Segment B,AD,Windows,Critical,True
AST-0255,GCH-HIS-255,10.20.0.122,Segment B,HIS,Linux,Medium,False
AST-0256,GCH-LIS-256,10.20.0.123,Segment B,LIS,Linux,High,True
AST-0257,GCH-PACS-257,10.20.0.124,Segment B,PACS,Linux,High,False
AST-0258,GCH-AD-258,10.20.0.125,Segment B,AD,Windows,Medium,False
AST-0259,GCH-HIS-259,10.20.0.126,Segment B,HIS,Linux,Critical,True
AST-0260,GCH-LIS-260,10.20.0.127,Segment B,LIS,Linux,Medium,False
AST-0261,GCH-PACS-261,10.20.0.128,Segment B,PACS,Linux,High,True
AST-0262,GCH-AD-262,10.20.0.129,Segment B,AD,Windows,High,False
AST-0263,GCH-HIS-263,10.20.0.130,Segment B,HIS,Linux,Medium,False
AST-0264,GCH-LIS-264,10.20.0.131,Segment B,LIS,Windows,Low,True
AST-0265,GCH-PACS-265,10.20.0.132,Segment B,PACS,Linux,Critical,True
AST-0266,GCH-AD-266,10.20.0.133,Segment B,AD,Windows,High,False
AST-0267,GCH-HIS-267,10.20.0.134,Segment B,HIS,Linux,Medium,True
AST-0268,GCH-LIS-268,10.20.0.135,Segment B,LIS,Linux,Low,False
AST-0269,GCH-EMR-269,10.30.0.2,Segment C,EMR,Linux,High,False
AST-0270,GCH-DB-270,10.30.0.3,Segment C,DB,Windows,High,True
AST-0271,GCH-LAB-271,10.30.0.4,Segment C,LAB,Linux,Critical,False
AST-0272,GCH-IOT-272,10.30.0.5,Segment C,IOT,Linux,High,True
AST-0273,GCH-EMR-273,10.30.0.6,Segment C,EMR,Linux,Critical,False
AST-0274,GCH-DB-274,10.30.0.7,Segment C,DB,Linux,High,True
AST-0275,GCH-LAB-275,10.30.0.8,Segment C,LAB,Linux,Medium,False
AST-0276,GCH-IOT-276,10.30.0.9,Segment C,IOT,Windows,High,True
AST-0277,GCH-EMR-277,10.30.0.10,Segment C,EMR,Linux,High,False
AST-0278,GCH-DB-278,10.30.0.11,Segment C,DB,Linux,High,True
AST-0279,GCH-LAB-279,10.30.0.12,Segment C,LAB,Linux,Medium,False
AST-0280,GCH-IOT-280,10.30.0.13,Segment C,IOT,Linux,Medium,True
AST-0281,GCH-EMR-281,10.30.0.14,Segment C,EMR,Linux,Critical,True
AST-0282,GCH-DB-282,10.30.0.15,Segment C,DB,Windows,High,False
AST-0283,GCH-LAB-283,10.30.0.16,Segment C,LAB,Linux,Critical,False
AST-0284,GCH-IOT-284,10.30.0.17,Segment C,IOT,Linux,High,False
AST-0285,GCH-EMR-285,10.30.0.18,Segment C,EMR,Linux,Critical,False
AST-0286,GCH-DB-286,10.30.0.19,Segment C,DB,Linux,Critical,False
AST-0287,GCH-LAB-287,10.30.0.20,Segment C,LAB,Linux,Medium,True
AST-0288,GCH-IOT-288,10.30.0.21,Segment C,IOT,Windows,Critical,False
AST-0289,GCH-EMR-289,10.30.0.22,Segment C,EMR,Linux,High,False
AST-0290,GCH-DB-290,10.30.0.23,Segment C,DB,Linux,High,False
AST-0291,GCH-LAB-291,10.30.0.24,Segment C,LAB,Linux,Medium,True
AST-0292,GCH-IOT-292,10.30.0.25,Segment C,IOT,Linux,Critical,False
AST-0293,GCH-EMR-293,10.30.0.26,Segment C,EMR,Linux,High,False
AST-0294,GCH-DB-294,10.30.0.27,Segment C,DB,Windows,High,False
AST-0295,GCH-LAB-295,10.30.0.28,Segment C,LAB,Linux,Medium,True
AST-0296,GCH-IOT-296,10.30.0.29,Segment C,IOT,Linux,Medium,True
AST-0297,GCH-EMR-297,10.30.0.30,Segment C,EMR,Linux,Critical,False
AST-0298,GCH-DB-298,10.30.0.31,Segment C,DB,Linux,Critical,False
AST-0299,GCH-LAB-299,10.30.0.32,Segment C,LAB,Linux,Critical,True
AST-0300,GCH-IOT-300,10.30.0.33,Segment C,IOT,Windows,Low,False
AST-0301,GCH-EMR-301,10.30.0.34,Segment C,EMR,Linux,Critical,False
AST-0302,GCH-DB-302,10.30.0.35,Segment C,DB,Linux,High,True
AST-0303,GCH-LAB-303,10.30.0.36,Segment C,LAB,Linux,Low,True
AST-0304,GCH-IOT-304,10.30.0.37,Segment C,IOT,Linux,Medium,True
AST-0305,GCH-EMR-305,10.30.0.38,Segment C,EMR,Linux,Critical,True
AST-0306,GCH-DB-306,10.30.0.39,Segment C,DB,Windows,High,False
AST-0307,GCH-LAB-307,10.30.0.40,Segment C,LAB,Linux,Low,False
AST-0308,GCH-IOT-308,10.30.0.41,Segment C,IOT,Linux,Medium,False
AST-0309,GCH-EMR-309,10.30.0.42,Segment C,EMR,Linux,Critical,False
AST-0310,GCH-DB-310,10.30.0.43,Segment C,DB,Linux,High,True
AST-0311,GCH-LAB-311,10.30.0.44,Segment C,LAB,Linux,High,True
AST-0312,GCH-IOT-312,10.30.0.45,Segment C,IOT,Windows,Medium,False
AST-0313,GCH-EMR-313,10.30.0.46,Segment C,EMR,Linux,Critical,False
AST-0314,GCH-DB-314,10.30.0.47,Segment C,DB,Linux,Critical,False
AST-0315,GCH-LAB-315,10.30.0.48,Segment C,LAB,Linux,Low,True
AST-0316,GCH-IOT-316,10.30.0.49,Segment C,IOT,Linux,Medium,False
AST-0317,GCH-EMR-317,10.30.0.50,Segment C,EMR,Linux,High,True
AST-0318,GCH-DB-318,10.30.0.51,Segment C,DB,Windows,High,False
AST-0319,GCH-LAB-319,10.30.0.52,Segment C,LAB,Linux,Medium,False
AST-0320,GCH-IOT-320,10.30.0.53,Segment C,IOT,Linux,Medium,False
AST-0321,GCH-EMR-321,10.30.0.54,Segment C,EMR,Linux,High,False
AST-0322,GCH-DB-322,10.30.0.55,Segment C,DB,Linux,Critical,False
AST-0323,GCH-LAB-323,10.30.0.56,Segment C,LAB,Linux,Medium,True
AST-0324,GCH-IOT-324,10.30.0.57,Segment C,IOT,Windows,High,False
AST-0325,GCH-EMR-325,10.30.0.58,Segment C,EMR,Linux,Critical,True
AST-0326,GCH-DB-326,10.30.0.59,Segment C,DB,Linux,High,False
AST-0327,GCH-LAB-327,10.30.0.60,Segment C,LAB,Linux,Medium,True
AST-0328,GCH-IOT-328,10.30.0.61,Segment C,IOT,Linux,High,False
AST-0329,GCH-EMR-329,10.30.0.62,Segment C,EMR,Linux,Critical,True
AST-0330,GCH-DB-330,10.30.0.63,Segment C,DB,Windows,High,False
AST-0331,GCH-LAB-331,10.30.0.64,Segment C,LAB,Linux,High,False
AST-0332,GCH-IOT-332,10.30.0.65,Segment C,IOT,Linux,Low,False
