asset_id,hostname,ip,segment,role,os,criticality,exposed,high_sev_alerts,first_seen,last_seen,permitted
AST-0125,GCH-WEB-125,10.10.0.126,Segment A,WEB,Linux,Critical,True,37,2020-04-13T15:41:49.515066+0000,2023-07-24T03:59:10.841902+0000,26
AST-0131,GCH-DNS-131,10.10.0.132,Segment A,DNS,Linux,Critical,True,58,2020-01-03T19:05:11.084902+0000,2023-10-02T09:56:22.702841+0000,42
AST-0132,GCH-PTL-132,10.10.0.133,Segment A,PTL,Windows,Low,True,20,2020-02-21T12:32:02.944409+0000,2023-07-30T16:05:25.063032+0000,9
AST-0133,GCH-WEB-133,10.10.0.134,Segment A,WEB,Linux,Medium,True,50,2020-01-18T21:53:33.876519+0000,2023-10-02T11:20:58.846714+0000,31
AST-0140,GCH-LIS-140,10.20.0.7,Segment B,LIS,Linux,Medium,True,68,2020-01-03T21:24:58.436679+0000,2023-09-08T12:01:32.228087+0000,46
AST-0141,GCH-PACS-141,10.20.0.8,Segment B,PACS,Linux,Critical,True,53,2020-01-20T20:08:49.878008+0000,2023-10-06T06:29:18.892043+0000,31
AST-0143,GCH-HIS-143,10.20.0.10,Segment B,HIS,Linux,Critical,True,61,2020-02-06T03:38:04.581392+0000,2023-09-18T12:22:32.753884+0000,44
AST-0151,GCH-HIS-151,10.20.0.18,Segment B,HIS,Linux,High,True,50,2020-01-07T12:21:37.312411+0000,2023-08-13T15:56:38.020056+0000,33
AST-0154,GCH-AD-154,10.20.0.21,Segment B,AD,Windows,Critical,True,23,2020-01-26T05:04:27.139802+0000,2023-08-14T20:04:51.490087+0000,17
AST-0155,GCH-HIS-155,10.20.0.22,Segment B,HIS,Linux,High,True,54,2020-01-20T16:45:42.114795+0000,2023-10-02T17:04:11.264149+0000,36
AST-0158,GCH-AD-158,10.20.0.25,Segment B,AD,Windows,High,True,22,2020-06-08T10:02:40.986629+0000,2023-10-10T03:38:31.259764+0000,17
AST-0159,GCH-HIS-159,10.20.0.26,Segment B,HIS,Linux,Low,True,59,2020-03-08T07:55:47.340644+0000,2023-09-13T11:27:06.274226+0000,44
AST-0164,GCH-LIS-164,10.20.0.31,Segment B,LIS,Linux,Critical,True,63,2020-03-16T07:36:33.760686+0000,2023-09-29T10:21:12.156876+0000,45
AST-0166,GCH-AD-166,10.20.0.33,Segment B,AD,Windows,Critical,True,12,2020-03-29T01:29:54.451863+0000,2023-10-05T14:27:36.222136+0000,10
AST-0171,GCH-HIS-171,10.20.0.38,Segment B,HIS,Linux,Medium,True,61,2020-01-23T21:50:36.854442+0000,2023-08-26T19:55:05.783965+0000,42
AST-0172,GCH-LIS-172,10.20.0.39,Segment B,LIS,Linux,Medium,True,53,2020-02-28T20:22:38.650314+0000,2023-10-09T22:42:37.024912+0000,33
AST-0173,GCH-PACS-173,10.20.0.40,Segment B,PACS,Linux,Critical,True,51,2020-02-14T19:26:09.667487+0000,2023-08-18T16:56:31.072486+0000,27
AST-0174,GCH-AD-174,10.20.0.41,Segment B,AD,Windows,Medium,True,23,2020-01-26T05:34:17.005986+0000,2023-10-01T05:34:15.229745+0000,13
AST-0175,GCH-HIS-175,10.20.0.42,Segment B,HIS,Linux,Critical,True,55,2020-01-13T18:34:08.820532+0000,2023-08-14T02:17:14.834806+0000,36
AST-0177,GCH-PACS-177,10.20.0.44,Segment B,PACS,Linux,High,True,47,2020-01-20T21:06:48.626780+0000,2023-08-13T07:56:13.207690+0000,32
AST-0180,GCH-LIS-180,10.20.0.47,Segment B,LIS,Windows,Medium,True,17,2020-01-05T18:54:49.801513+0000,2023-10-02T20:14:22.259916+0000,13
AST-0182,GCH-AD-182,10.20.0.49,Segment B,AD,Windows,Critical,True,19,2020-02-28T17:12:15.005122+0000,2023-09-26T16:26:53.776103+0000,12
AST-0185,GCH-PACS-185,10.20.0.52,Segment B,PACS,Linux,High,True,57,2020-01-01T23:08:08.054416+0000,2023-09-25T01:09:29.235134+0000,42
AST-0186,GCH-AD-186,10.20.0.53,Segment B,AD,Windows,Critical,True,25,2020-01-17T00:56:52.155224+0000,2023-10-05T01:33:56.447325+0000,16
AST-0187,GCH-HIS-187,10.20.0.54,Segment B,HIS,Linux,Medium,True,57,2020-02-09T03:06:21.285826+0000,2023-09-24T02:28:29.642663+0000,36
AST-0188,GCH-LIS-188,10.20.0.55,Segment B,LIS,Linux,Critical,True,48,2020-01-06T02:17:27.845768+0000,2023-10-09T18:45:00.452889+0000,34
AST-0190,GCH-AD-190,10.20.0.57,Segment B,AD,Windows,High,True,19,2020-04-10T09:49:43.572382+0000,2023-08-30T02:37:41.254132+0000,11
AST-0192,GCH-LIS-192,10.20.0.59,Segment B,LIS,Windows,Medium,True,24,2020-01-02T09:46:14.189311+0000,2022-12-28T02:56:57.629655+0000,19
AST-0194,GCH-AD-194,10.20.0.61,Segment B,AD,Windows,Low,True,16,2020-03-05T05:58:19.921945+0000,2023-06-17T23:34:27.493863+0000,10
AST-0195,GCH-HIS-195,10.20.0.62,Segment B,HIS,Linux,Critical,True,65,2020-02-02T14:55:57.720361+0000,2023-08-19T09:22:11.082798+0000,47
AST-0201,GCH-PACS-201,10.20.0.68,Segment B,PACS,Linux,High,True,50,2020-02-22T02:39:02.204329+0000,2023-09-28T21:04:28.405814+0000,32
AST-0202,GCH-AD-202,10.20.0.69,Segment B,AD,Windows,High,True,26,2020-01-19T05:24:43.264974+0000,2023-09-15T11:20:48.667051+0000,18
AST-0203,GCH-HIS-203,10.20.0.70,Segment B,HIS,Linux,High,True,69,2020-01-03T02:13:03.970942+0000,2023-09-24T15:31:15.641406+0000,42
AST-0204,GCH-LIS-204,10.20.0.71,Segment B,LIS,Windows,Low,True,14,2020-05-15T16:58:58.330831+0000,2023-09-21T10:43:16.269091+0000,10
AST-0206,GCH-AD-206,10.20.0.73,Segment B,AD,Windows,Medium,True,28,2020-02-05T18:47:20.218884+0000,2023-09-01T01:46:53.272734+0000,13
AST-0207,GCH-HIS-207,10.20.0.74,Segment B,HIS,Linux,Low,True,48,2020-01-22T23:26:46.400343+0000,2023-09-14T02:12:28.832813+0000,29
AST-0211,GCH-HIS-211,10.20.0.78,Segment B,HIS,Linux,Low,True,54,2020-01-08T12:08:06.703102+0000,2023-08-16T01:37:06.849405+0000,37
AST-0219,GCH-HIS-219,10.20.0.86,Segment B,HIS,Linux,Medium,True,78,2020-01-22T20:55:28.007206+0000,2023-10-08T09:09:49.084038+0000,48
AST-0220,GCH-LIS-220,10.20.0.87,Segment B,LIS,Linux,High,True,67,2020-01-21T13:52:04.557719+0000,2023-09-21T18:24:20.744853+0000,49
AST-0221,GCH-PACS-221,10.20.0.88,Segment B,PACS,Linux,Critical,True,52,2020-01-18T19:52:02.553452+0000,2023-09-19T01:00:18.871790+0000,36
AST-0226,GCH-AD-226,10.20.0.93,Segment B,AD,Windows,Medium,True,28,2020-02-09T03:50:06.231035+0000,2023-07-22T01:17:42.754337+0000,18
AST-0228,GCH-LIS-228,10.20.0.95,Segment B,LIS,Windows,High,True,25,2020-04-17T00:59:49.981175+0000,2023-05-18T10:16:14.816801+0000,14
AST-0229,GCH-PACS-229,10.20.0.96,Segment B,PACS,Linux,High,True,58,2020-01-03T01:20:46.601586+0000,2023-10-05T02:07:18.915363+0000,39
AST-0230,GCH-AD-230,10.20.0.97,Segment B,AD,Windows,High,True,14,2020-03-17T09:07:26.923925+0000,2023-06-02T02:50:37.373600+0000,8
AST-0239,GCH-HIS-239,10.20.0.106,Segment B,HIS,Linux,Low,True,47,2020-03-05T01:34:57.532549+0000,2023-10-07T21:13:30.521173+0000,25
AST-0246,GCH-AD-246,10.20.0.113,Segment B,AD,Windows,Medium,True,13,2020-03-18T21:17:02.679721+0000,2023-07-22T14:16:14.533597+0000,9
AST-0248,GCH-LIS-248,10.20.0.115,Segment B,LIS,Linux,Low,True,65,2020-01-03T13:14:30.515553+0000,2023-10-01T17:10:58.519935+0000,37
AST-0250,GCH-AD-250,10.20.0.117,Segment B,AD,Windows,Low,True,26,2020-02-02T18:57:38.977412+0000,2023-09-13T22:40:04.861200+0000,18
AST-0253,GCH-PACS-253,10.20.0.120,Segment B,PACS,Linux,High,True,56,2020-01-15T14:40:53.066124+0000,2023-09-27T18:39:53.907337+0000,35
AST-0254,GCH-AD-254,10.20.0.121,Segment B,AD,Windows,Critical,True,20,2020-09-21T02:28:19.204164+0000,2023-07-31T18:10:07.831488+0000,14
AST-0256,GCH-LIS-256,10.20.0.123,Segment B,LIS,Linux,High,True,43,2020-01-01T03:11:48.030241+0000,2023-09-07T02:35:27.357377+0000,29
AST-0259,GCH-HIS-259,10.20.0.126,Segment B,HIS,Linux,Critical,True,55,2020-01-01T19:14:34.064175+0000,2023-09-09T18:14:05.074606+0000,37
AST-0261,GCH-PACS-261,10.20.0.128,Segment B,PACS,Linux,High,True,59,2020-01-28T05:55:07.890177+0000,2023-10-09T04:37:17.872195+0000,29
AST-0264,GCH-LIS-264,10.20.0.131,Segment B,LIS,Windows,Low,True,20,2020-01-28T08:13:08.312875+0000,2023-02-02T11:26:41.237066+0000,10
AST-0265,GCH-PACS-265,10.20.0.132,Segment B,PACS,Linux,Critical,True,52,2020-01-13T03:55:52.639684+0000,2023-09-23T23:16:06.467982+0000,40
AST-0267,GCH-HIS-267,10.20.0.134,Segment B,HIS,Linux,Medium,True,65,2020-01-23T06:23:05.245994+0000,2023-06-19T15:01:33.280793+0000,45
AST-0270,GCH-DB-270,10.30.0.3,Segment C,DB,Windows,High,True,16,2020-03-24T16:33:43.371891+0000,2023-09-24T06:45:38.923720+0000,13
AST-0272,GCH-IOT-272,10.30.0.5,Segment C,IOT,Linux,High,True,37,2020-03-17T11:13:46.709771+0000,2023-09-11T14:57:27.802844+0000,24
AST-0274,GCH-DB-274,10.30.0.7,Segment C,DB,Linux,High,True,53,2020-01-04T09:19:45.596859+0000,2023-08-27T21:51:42.340740+0000,35
AST-0276,GCH-IOT-276,10.30.0.9,Segment C,IOT,Windows,High,True,22,2020-02-06T19:41:14.123909+0000,2023-08-30T19:09:48.902871+0000,14
AST-0278,GCH-DB-278,10.30.0.11,Segment C,DB,Linux,High,True,39,2020-01-23T20:15:53.660660+0000,2023-09-21T22:22:32.527444+0000,21
AST-0280,GCH-IOT-280,10.30.0.13,Segment C,IOT,Linux,Medium,True,50,2020-01-05T21:21:20.945582+0000,2023-06-16T13:41:08.350289+0000,32
AST-0281,GCH-EMR-281,10.30.0.14,Segment C,EMR,Linux,Critical,True,34,2020-01-21T14:55:08.893192+0000,2023-09-22T15:32:51.084808+0000,22
AST-0287,GCH-LAB-287,10.30.0.20,Segment C,LAB,Linux,Medium,True,45,2020-01-08T10:29:29.477609+0000,2023-10-08T19:14:50.971731+0000,29
AST-0291,GCH-LAB-291,10.30.0.24,Segment C,LAB,Linux,Medium,True,37,2020-01-01T00:43:27.942216+0000,2023-07-25T18:43:56.988118+0000,25
AST-0295,GCH-LAB-295,10.30.0.28,Segment C,LAB,Linux,Medium,True,36,2020-02-01T10:47:02.998591+0000,2023-08-22T04:59:05.441013+0000,19
AST-0296,GCH-IOT-296,10.30.0.29,Segment C,IOT,Linux,Medium,True,40,2020-01-21T00:26:46.689950+0000,2023-10-09T12:42:05.072895+0000,27
AST-0299,GCH-LAB-299,10.30.0.32,Segment C,LAB,Linux,Critical,True,48,2020-03-02T10:13:51.564425+0000,2023-08-13T02:29:46.003426+0000,35
AST-0302,GCH-DB-302,10.30.0.35,Segment C,DB,Linux,High,True,44,2020-02-17T02:50:04.592868+0000,2023-09-25T07:09:58.902819+0000,35
AST-0303,GCH-LAB-303,10.30.0.36,Segment C,LAB,Linux,Low,True,47,2020-02-24T08:10:43.088368+0000,2023-09-04T19:06:49.282009+0000,29
AST-0304,GCH-IOT-304,10.30.0.37,Segment C,IOT,Linux,Medium,True,47,2020-01-02T08:30:12.946096+0000,2023-07-04T01:27:46.409239+0000,39
AST-0305,GCH-EMR-305,10.30.0.38,Segment C,EMR,Linux,Critical,True,49,2020-02-16T11:38:47.610630+0000,2023-10-08T06:49:43.385509+0000,33
AST-0310,GCH-DB-310,10.30.0.43,Segment C,DB,Linux,High,True,46,2020-02-06T08:18:16.057475+0000,2023-10-08T21:50:38.343735+0000,32
AST-0311,GCH-LAB-311,10.30.0.44,Segment C,LAB,Linux,High,True,49,2020-01-05T23:27:28.107504+0000,2023-10-01T16:45:05.105871+0000,32
AST-0315,GCH-LAB-315,10.30.0.48,Segment C,LAB,Linux,Low,True,50,2020-02-26T10:39:30.316911+0000,2023-09-16T20:49:42.514984+0000,38
AST-0317,GCH-EMR-317,10.30.0.50,Segment C,EMR,Linux,High,True,50,2020-01-05T17:37:31.628007+0000,2023-10-04T13:55:43.872134+0000,39
AST-0323,GCH-LAB-323,10.30.0.56,Segment C,LAB,Linux,Medium,True,45,2020-01-23T02:18:50.005356+0000,2023-08-18T15:58:07.951850+0000,30
AST-0325,GCH-EMR-325,10.30.0.58,Segment C,EMR,Linux,Critical,True,37,2020-01-06T20:54:56.981839+0000,2023-09-19T16:24:44.016924+0000,23
AST-0327,GCH-LAB-327,10.30.0.60,Segment C,LAB,Linux,Medium,True,39,2020-02-07T15:03:41.161524+0000,2023-10-07T06:29:35.545156+0000,28
AST-0329,GCH-EMR-329,10.30.0.62,Segment C,EMR,Linux,Critical,True,42,2020-02-12T21:45:58.391422+0000,2023-10-08T16:45:36.514538+0000,29
AST-0334,GCH-DB-334,10.30.0.67,Segment C,DB,Linux,Critical,True,41,2020-01-03T01:19:39.332850+0000,2023-10-07T23:48:54.131685+0000,31
AST-0336,GCH-IOT-336,10.30.0.69,Segment C,IOT,Windows,High,True,20,2020-02-23T12:18:48.400925+0000,2023-07-30T17:57:11.610159+0000,15
AST-0337,GCH-EMR-337,10.30.0.70,Segment C,EMR,Linux,High,True,45,2020-02-11T06:53:42.335188+0000,2023-10-06T00:53:01.829909+0000,25
AST-0338,GCH-DB-338,10.30.0.71,Segment C,DB,Linux,Critical,True,30,2020-01-05T20:41:36.759223+0000,2023-08-25T09:29:28.558754+0000,21
AST-0340,GCH-IOT-340,10.30.0.73,Segment C,IOT,Linux,Critical,True,35,2020-02-18T10:02:11.695323+0000,2023-02-06T14:34:56.689847+0000,25
AST-0343,GCH-LAB-343,10.30.0.76,Segment C,LAB,Linux,High,True,46,2020-01-29T07:26:20.766937+0000,2023-10-03T15:58:56.046629+0000,34
AST-0344,GCH-IOT-344,10.30.0.77,Segment C,IOT,Linux,Medium,True,37,2020-01-27T15:53:08.333925+0000,2023-10-01T19:22:31.259198+0000,27
AST-0348,GCH-IOT-348,10.30.0.81,Segment C,IOT,Windows,Medium,True,22,2020-02-16T02:41:59.651058+0000,2023-08-31T16:40:15.174906+0000,15
AST-0349,GCH-EMR-349,10.30.0.82,Segment C,EMR,Linux,Critical,True,54,2020-01-17T13:39:25.472966+0000,2023-10-06T00:14:14.007269+0000,38
AST-0356,GCH-IOT-356,10.30.0.89,Segment C,IOT,Linux,High,True,34,2020-01-01T08:58:10.348341+0000,2023-10-03T03:50:26.137687+0000,22
AST-0360,GCH-IOT-360,10.30.0.93,Segment C,IOT,Windows,Low,True,18,2020-02-23T04:48:24.113578+0000,2023-09-28T06:50:03.003834+0000,12
AST-0361,GCH-EMR-361,10.30.0.94,Segment C,EMR,Linux,Critical,True,53,2020-01-11T19:34:35.162242+0000,2023-09-25T03:33:54.042237+0000,33
AST-0363,GCH-LAB-363,10.30.0.96,Segment C,LAB,Linux,Low,True,46,2020-01-14T11:55:19.634437+0000,2023-09-29T08:13:44.548283+0000,34
AST-0366,GCH-DB-366,10.30.0.99,Segment C,DB,Windows,High,True,19,2020-04-17T18:08:27.547326+0000,2023-08-20T15:47:57.664719+0000,11
AST-0367,GCH-LAB-367,10.30.0.100,Segment C,LAB,Linux,Critical,True,43,2020-01-06T01:39:43.337295+0000,2023-09-04T17:37:57.721586+0000,33
AST-0371,GCH-LAB-371,10.30.0.104,Segment C,LAB,Linux,High,True,40,2020-02-19T21:54:18.327407+0000,2023-09-25T10:39:12.213245+0000,26
AST-0372,GCH-IOT-372,10.30.0.105,Segment C,IOT,Windows,High,True,22,2020-02-06T04:19:42.240469+0000,2023-10-04T19:56:34.889910+0000,17
AST-0373,GCH-EMR-373,10.30.0.106,Segment C,EMR,Linux,High,True,41,2020-02-15T01:33:22.830991+0000,2023-10-09T09:40:54.584247+0000,24
AST-0374,GCH-DB-374,10.30.0.107,Segment C,DB,Linux,High,True,32,2020-01-11T11:17:24.451305+0000,2023-07-18T01:44:41.868182+0000,16
AST-0375,GCH-LAB-375,10.30.0.108,Segment C,LAB,Linux,Medium,True,35,2020-01-16T02:45:04.249252+0000,2023-09-10T21:33:40.188363+0000,19
AST-0376,GCH-IOT-376,10.30.0.109,Segment C,IOT,Linux,Medium,True,40,2020-01-22T21:04:07.232355+0000,2023-09-09T12:08:19.271200+0000,25
AST-0378,GCH-DB-378,10.30.0.111,Segment C,DB,Windows,Critical,True,22,2020-04-16T19:52:28.407500+0000,2023-10-06T09:21:28.729874+0000,14
AST-0379,GCH-LAB-379,10.30.0.112,Segment C,LAB,Linux,High,True,35,2020-01-09T13:21:05.229132+0000,2023-10-09T11:01:20.281568+0000,20
AST-0380,GCH-IOT-380,10.30.0.113,Segment C,IOT,Linux,High,True,43,2020-02-07T15:50:38.848832+0000,2023-09-22T15:25:43.414466+0000,30
AST-0381,GCH-EMR-381,10.30.0.114,Segment C,EMR,Linux,Critical,True,37,2020-01-26T18:10:04.157816+0000,2023-09-02T15:49:22.366234+0000,21
AST-0382,GCH-DB-382,10.30.0.115,Segment C,DB,Linux,Critical,True,40,2020-01-25T00:21:04.738563+0000,2023-07-28T11:23:21.061867+0000,28
AST-0383,GCH-LAB-383,10.30.0.116,Segment C,LAB,Linux,Medium,True,44,2020-01-28T22:35:00.231142+0000,2023-10-08T00:25:57.591092+0000,28
AST-0384,GCH-IOT-384,10.30.0.117,Segment C,IOT,Windows,High,True,18,2020-04-16T01:31:52.119392+0000,2023-03-11T20:18:16.898689+0000,9
AST-0385,GCH-EMR-385,10.30.0.118,Segment C,EMR,Linux,Critical,True,40,2020-01-19T02:39:32.992623+0000,2023-09-29T00:24:46.193662+0000,29
AST-0393,GCH-EMR-393,10.30.0.126,Segment C,EMR,Linux,Critical,True,44,2020-02-07T05:38:21.755393+0000,2023-09-19T14:45:13.835304+0000,33
AST-0394,GCH-DB-394,10.30.0.127,Segment C,DB,Linux,High,True,36,2020-01-16T21:39:50.503687+0000,2023-08-19T02:37:44.993766+0000,21
AST-0396,GCH-IOT-396,10.30.0.129,Segment C,IOT,Windows,Low,True,26,2020-01-01T03:02:42.449454+0000,2023-04-05T19:34:03.844374+0000,19
AST-0397,GCH-EMR-397,10.30.0.130,Segment C,EMR,Linux,High,True,47,2020-01-18T16:40:09.997006+0000,2023-09-08T03:17:06.330490+0000,35
AST-0400,GCH-IOT-400,10.30.0.133,Segment C,IOT,Linux,High,True,41,2020-01-10T07:51:48.781533+0000,2023-10-04T07:12:54.586676+0000,22
