timestamp,event_id,computer,user,logon_type,src_ip,process,status,privileges,event_desc
2020-01-14 21:06:28,4625,GCH-AD-194,svc_backup,10,116.93.155.45,,0xC000006D,,Logon failure
2020-01-14 21:07:17,4624,GCH-AD-194,nehmat.sastry,10,116.93.155.45,,,,Logon success
2020-01-14 21:07:51,4672,GCH-AD-194,nehmat.sastry,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-01-15 04:45:17,4625,GCH-PTL-036,taimur.shan,10,214.224.126.33,,0xC000006D,,Logon failure
2020-01-15 04:46:34,4624,GCH-PTL-036,taimur.shan,10,214.224.126.33,,,,Logon success
2020-01-15 04:51:16,4672,GCH-PTL-036,taimur.shan,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-01-15 05:26:20,4625,GCH-IOT-396,Administrator,10,159.13.240.101,,0xC000006D,,Logon failure
2020-01-15 05:27:02,4624,GCH-IOT-396,tiya.chandran,10,159.13.240.101,,,,Logon success
2020-01-15 05:28:33,4672,GCH-IOT-396,tiya.chandran,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-01-16 19:25:52,4634,GCH-DB-306,vihaan.srinivas,2,10.20.1.38,C:\Windows\System32\cmd.exe,,,Logoff
2020-01-16 21:39:50,4625,GCH-PTL-060,svc_backup,10,199.53.146.32,,0xC000006D,,Logon failure
2020-01-16 21:40:24,4624,GCH-PTL-060,arnav.halder,10,199.53.146.32,,,,Logon success
2020-01-16 22:11:24,1102,GCH-PTL-060,arnav.halder,,,,,,Audit log cleared
2020-01-18 05:08:33,4720,GCH-PRX-018,ritvik.luthra,3,10.20.2.45,C:\Program Files\App\app.exe,,,User account created
2020-01-19 02:39:32,4625,GCH-LIS-180,mamooty.kale,10,54.198.81.219,,0xC000006D,,Logon failure
2020-01-19 02:40:26,4624,GCH-LIS-180,mamooty.kale,10,54.198.81.219,,,,Logon success
2020-01-19 04:11:05,4732,GCH-DB-282,veer.mane,3,10.20.0.229,C:\Program Files\App\app.exe,,,Member added to group
2020-01-19 07:17:08,4634,GCH-DB-342,ahana..mani,10,10.20.2.108,C:\Windows\System32\cmd.exe,,,Logoff
2020-01-20 06:08:44,4634,GCH-PTL-024,rania.karnik,3,10.20.3.65,C:\Windows\System32\powershell.exe,,,Logoff
2020-01-20 13:20:45,4625,GCH-PRX-114,ryan.badal,10,67.93.129.134,,0xC000006D,,Logon failure
2020-01-20 13:20:50,4624,GCH-PRX-114,ryan.badal,10,67.93.129.134,,,,Logon success
2020-01-20 17:23:50,4624,GCH-PTL-036,yashvi.virk,2,10.20.1.108,C:\Program Files\App\app.exe,,,Logon success
2020-01-20 21:06:48,4732,GCH-AD-166,taran.loke,3,10.20.1.226,C:\Windows\System32\cmd.exe,,,Member added to group
2020-01-21 05:01:33,4625,GCH-PRX-102,svc_backup,10,36.234.201.216,,0xC000006D,,Logon failure
2020-01-21 05:02:11,4624,GCH-PRX-102,neelofar.walla,10,36.234.201.216,,,,Logon success
2020-01-21 08:17:52,4625,GCH-PTL-084,Administrator,10,88.244.27.177,,0xC000006D,,Logon failure
2020-01-21 08:18:20,4624,GCH-PTL-084,yasmin.mahal,10,88.244.27.177,,,,Logon success
2020-01-21 10:59:46,4688,GCH-AD-166,divit.ramachandran,10,10.20.3.249,C:\Program Files\App\app.exe,,,Process created
2020-01-21 11:08:18,4634,GCH-PRX-006,vanya.koshy,2,10.20.0.121,C:\Program Files\App\app.exe,,,Logoff
2020-01-21 13:52:04,4732,GCH-AD-182,raghav.de,10,10.20.0.162,C:\Windows\System32\powershell.exe,,,Member added to group
2020-01-21 17:44:45,4625,GCH-AD-178,Administrator,10,17.50.115.90,,0xC000006D,,Logon failure
2020-01-21 17:45:04,4624,GCH-AD-178,samar.basak,10,17.50.115.90,,,,Logon success
2020-01-21 20:18:02,4625,GCH-AD-194,aayush.wagle,10,3.105.161.236,,0xC000006D,,Logon failure
2020-01-21 20:18:46,4624,GCH-AD-194,aayush.wagle,10,3.105.161.236,,,,Logon success
2020-01-21 20:19:29,4672,GCH-AD-194,aayush.wagle,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-01-22 09:58:11,4624,GCH-DB-294,umang.suresh,3,10.20.2.23,C:\Windows\System32\powershell.exe,,,Logon success
2020-01-22 11:27:31,4625,GCH-AD-186,shray.wali,10,75.97.191.182,,0xC000006D,,Logon failure
2020-01-22 11:28:25,4624,GCH-AD-186,shray.wali,10,75.97.191.182,,,,Logon success
2020-01-23 09:32:14,4634,GCH-DB-306,krish.kota,2,10.20.3.206,C:\Program Files\App\app.exe,,,Logoff
2020-01-24 05:49:25,4625,GCH-DB-342,vardaniya.dugar,10,59.203.190.6,,0xC000006D,,Logon failure
2020-01-24 05:50:48,4624,GCH-DB-342,vardaniya.dugar,10,59.203.190.6,,,,Logon success
2020-01-26 05:34:17,4624,GCH-AD-250,miraan.varkey,3,10.20.3.12,C:\Windows\System32\cmd.exe,,,Logon success
2020-01-26 09:53:36,4625,GCH-AD-258,jayan.seshadri,10,173.36.50.133,,0xC000006D,,Logon failure
2020-01-26 09:54:51,4624,GCH-AD-258,jayan.seshadri,10,173.36.50.133,,,,Logon success
2020-01-26 13:13:26,4634,GCH-AD-262,amani.chaudhry,10,10.20.2.36,C:\Program Files\App\app.exe,,,Logoff
2020-01-27 03:29:35,4732,GCH-LIS-168,zeeshan.chandra,3,10.20.3.118,C:\Windows\System32\powershell.exe,,,Member added to group
2020-01-27 15:22:06,4634,GCH-AD-174,drishya.goswami,2,10.20.3.36,C:\Program Files\App\app.exe,,,Logoff
2020-01-28 01:13:08,4624,GCH-AD-182,kismat.hans,2,10.20.3.87,C:\Windows\System32\powershell.exe,,,Logon success
2020-01-28 22:35:00,4732,GCH-AD-138,saira.ramakrishnan,10,10.20.0.184,C:\Windows\System32\cmd.exe,,,Member added to group
2020-01-29 07:26:20,4625,GCH-DB-390,Administrator,10,32.195.34.102,,0xC000006D,,Logon failure
2020-01-29 07:27:14,4624,GCH-DB-390,saksham.buch,10,32.195.34.102,,,,Logon success
2020-01-30 13:02:27,4625,GCH-PTL-012,zain.loke,10,31.200.91.55,,0xC000006D,,Logon failure
2020-01-30 13:03:53,4624,GCH-PTL-012,zain.loke,10,31.200.91.55,,,,Logon success
2020-01-30 13:07:59,4672,GCH-PTL-012,zain.loke,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-01-30 16:48:58,4624,GCH-AD-222,elakshi.khalsa,2,10.20.2.178,C:\Windows\System32\cmd.exe,,,Logon success
2020-01-30 17:53:37,4624,GCH-PTL-060,vihaan.grewal,2,10.20.1.3,C:\Windows\System32\cmd.exe,,,Logon success
2020-01-30 19:06:49,4625,GCH-AD-266,kaira.rama,10,114.171.52.122,,0xC000006D,,Logon failure
2020-01-30 19:08:06,4624,GCH-AD-266,kaira.rama,10,114.171.52.122,,,,Logon success
2020-01-31 01:43:33,4688,GCH-DB-390,neelofar.goswami,3,10.20.2.100,C:\Program Files\App\app.exe,,,Process created
2020-01-31 06:45:30,4625,GCH-AD-146,seher.sethi,10,161.7.53.76,,0xC000006D,,Logon failure
2020-01-31 06:45:30,4624,GCH-AD-142,indrajit.sidhu,10,10.20.1.217,C:\Program Files\App\app.exe,,,Logon success
2020-01-31 06:46:28,4624,GCH-AD-146,seher.sethi,10,161.7.53.76,,,,Logon success
2020-01-31 06:51:35,4672,GCH-AD-146,seher.sethi,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-01-31 08:28:46,4732,GCH-DB-270,neysa.tata,10,10.20.2.153,C:\Windows\System32\cmd.exe,,,Member added to group
2020-01-31 15:04:45,4624,GCH-PRX-078,dhruv.bhandari,10,10.20.2.211,C:\Windows\System32\cmd.exe,,,Logon success
2020-02-01 05:04:50,4625,GCH-AD-190,Administrator,10,99.124.171.191,,0xC000006D,,Logon failure
2020-02-01 05:05:10,4624,GCH-AD-190,reyansh.sule,10,99.124.171.191,,,,Logon success
2020-02-01 05:07:09,4672,GCH-AD-190,reyansh.sule,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-02-01 20:04:27,4625,GCH-LIS-192,amani.vaidya,10,117.255.85.23,,0xC000006D,,Logon failure
2020-02-01 20:05:14,4624,GCH-LIS-192,amani.vaidya,10,117.255.85.23,,,,Logon success
2020-02-01 20:09:02,4672,GCH-LIS-192,amani.vaidya,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-02-02 06:11:46,4624,GCH-IOT-372,jiya.roy,2,10.20.3.68,C:\Windows\System32\cmd.exe,,,Logon success
2020-02-03 00:25:30,4625,GCH-AD-230,kashvi.chandra,10,33.53.121.232,,0xC000006D,,Logon failure
2020-02-03 00:26:39,4624,GCH-AD-230,kashvi.chandra,10,33.53.121.232,,,,Logon success
2020-02-03 11:16:52,4625,GCH-IOT-324,Administrator,10,16.175.146.183,,0xC000006D,,Logon failure
2020-02-03 11:17:21,4624,GCH-IOT-324,hridaan.lal,10,16.175.146.183,,,,Logon success
2020-02-03 11:25:17,4672,GCH-IOT-324,hridaan.lal,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-02-03 11:35:21,1102,GCH-IOT-324,hridaan.lal,,,,,,Audit log cleared
2020-02-03 16:50:32,4688,GCH-DB-330,himmat.kumar,2,10.20.2.100,C:\Windows\System32\cmd.exe,,,Process created
2020-02-03 23:20:45,4732,GCH-IOT-324,priyansh.madan,3,10.20.1.233,C:\Windows\System32\cmd.exe,,,Member added to group
2020-02-04 05:31:25,4732,GCH-LIS-204,indranil.chacko,2,10.20.0.129,C:\Windows\System32\powershell.exe,,,Member added to group
2020-02-04 23:50:04,4625,GCH-IOT-300,Administrator,10,180.88.117.75,,0xC000006D,,Logon failure
2020-02-04 23:50:29,4624,GCH-IOT-300,aarav.mani,10,180.88.117.75,,,,Logon success
2020-02-05 10:10:11,4720,GCH-PTL-072,neysa.vala,10,10.20.1.136,C:\Windows\System32\powershell.exe,,,User account created
2020-02-05 10:13:22,4634,GCH-PTL-060,fateh.maharaj,3,10.20.0.222,C:\Program Files\App\app.exe,,,Logoff
2020-02-05 10:13:22,4688,GCH-AD-230,vaibhav.subramaniam,3,10.20.2.236,C:\Windows\System32\powershell.exe,,,Process created
2020-02-05 13:27:58,4688,GCH-AD-226,gokul.ramaswamy,10,10.20.0.7,C:\Windows\System32\powershell.exe,,,Process created
2020-02-05 15:40:46,4720,GCH-AD-166,yashvi.choudhury,2,10.20.3.47,C:\Windows\System32\cmd.exe,,,User account created
2020-02-06 03:29:58,4624,GCH-LIS-252,eva.deep,2,10.20.0.151,C:\Windows\System32\cmd.exe,,,Logon success
2020-02-06 04:47:09,4625,GCH-PTL-072,Administrator,10,145.17.134.94,,0xC000006D,,Logon failure
2020-02-06 04:48:02,4624,GCH-PTL-072,nitara.brahmbhatt,10,145.17.134.94,,,,Logon success
2020-02-06 05:10:02,1102,GCH-PTL-072,nitara.brahmbhatt,,,,,,Audit log cleared
2020-02-07 05:38:21,4625,GCH-DB-306,Administrator,10,24.49.123.170,,0xC000006D,,Logon failure
2020-02-07 05:39:06,4624,GCH-DB-306,kismat.kaul,10,24.49.123.170,,,,Logon success
2020-02-07 06:31:27,4720,GCH-IOT-324,nehmat.srinivas,10,10.20.2.217,C:\Program Files\App\app.exe,,,User account created
2020-02-07 07:45:07,4688,GCH-PTL-096,zara.shetty,2,10.20.0.49,C:\Windows\System32\powershell.exe,,,Process created
2020-02-07 14:43:36,4625,GCH-AD-182,svc_backup,10,178.52.191.108,,0xC000006D,,Logon failure
2020-02-07 14:44:51,4624,GCH-AD-182,dharmajan.madan,10,178.52.191.108,,,,Logon success
2020-02-07 18:41:46,4625,GCH-AD-218,indranil.sidhu,10,66.248.73.63,,0xC000006D,,Logon failure
2020-02-07 18:42:48,4624,GCH-AD-218,indranil.sidhu,10,66.248.73.63,,,,Logon success
2020-02-09 03:57:07,4720,GCH-PRX-090,sana.sathe,10,10.20.0.224,C:\Windows\System32\powershell.exe,,,User account created
2020-02-10 05:29:35,4720,GCH-PTL-132,rati.shenoy,3,10.20.0.150,C:\Program Files\App\app.exe,,,User account created
2020-02-11 06:13:33,4625,GCH-IOT-348,svc_backup,10,145.152.159.188,,0xC000006D,,Logon failure
2020-02-11 06:14:44,4624,GCH-IOT-348,inaaya..sarkar,10,145.152.159.188,,,,Logon success
2020-02-11 06:17:15,4672,GCH-IOT-348,inaaya..sarkar,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-02-14 15:12:13,4688,GCH-AD-190,farhan.sagar,2,10.20.2.244,C:\Windows\System32\powershell.exe,,,Process created
2020-02-15 01:33:22,4625,GCH-DB-342,rohan.banerjee,10,29.99.31.144,,0xC000006D,,Logon failure
2020-02-15 01:34:06,4624,GCH-DB-342,rohan.banerjee,10,29.99.31.144,,,,Logon success
2020-02-16 11:38:47,4624,GCH-AD-206,hazel.viswanathan,10,10.20.0.139,C:\Windows\System32\cmd.exe,,,Logon success
2020-02-16 23:53:58,4634,GCH-PTL-096,reyansh.savant,3,10.20.1.105,C:\Windows\System32\cmd.exe,,,Logoff
2020-02-17 22:41:12,4625,GCH-AD-218,romil.tailor,10,186.239.133.43,,0xC000006D,,Logon failure
2020-02-17 22:41:55,4624,GCH-AD-218,romil.tailor,10,186.239.133.43,,,,Logon success
2020-02-17 22:47:39,4672,GCH-AD-218,romil.tailor,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-02-18 23:52:52,4625,GCH-AD-238,svc_backup,10,163.247.81.68,,0xC000006D,,Logon failure
2020-02-18 23:53:27,4624,GCH-AD-238,ayesha.ahuja,10,163.247.81.68,,,,Logon success
2020-02-19 00:57:17,4625,GCH-LIS-192,svc_backup,10,52.28.171.247,,0xC000006D,,Logon failure
2020-02-19 00:58:03,4624,GCH-LIS-192,madhav.dada,10,52.28.171.247,,,,Logon success
2020-02-19 01:01:43,4672,GCH-LIS-192,madhav.dada,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-02-19 03:42:46,4688,GCH-PRX-030,manikya.shukla,10,10.20.2.28,C:\Windows\System32\cmd.exe,,,Process created
2020-02-19 08:11:16,4624,GCH-AD-174,madhav.shukla,2,10.20.1.12,C:\Program Files\App\app.exe,,,Logon success
2020-02-19 13:30:47,4625,GCH-DB-282,svc_backup,10,153.197.117.120,,0xC000006D,,Logon failure
2020-02-19 13:32:17,4624,GCH-DB-282,nirvaan.ahuja,10,153.197.117.120,,,,Logon success
2020-02-21 12:49:46,4625,GCH-PTL-096,Administrator,10,107.247.62.64,,0xC000006D,,Logon failure
2020-02-21 12:51:10,4624,GCH-PTL-096,advik.gill,10,107.247.62.64,,,,Logon success
2020-02-21 14:49:41,4625,GCH-DB-342,ehsaan.arya,10,97.159.214.47,,0xC000006D,,Logon failure
2020-02-21 14:49:46,4624,GCH-DB-342,ehsaan.arya,10,97.159.214.47,,,,Logon success
2020-02-21 14:59:35,4672,GCH-DB-342,ehsaan.arya,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-02-22 02:39:02,4625,GCH-PTL-072,jayant.bail,10,196.13.207.196,,0xC000006D,,Logon failure
2020-02-22 02:39:12,4624,GCH-PTL-072,jayant.bail,10,196.13.207.196,,,,Logon success
2020-02-22 23:40:13,4625,GCH-DB-354,svc_backup,10,199.13.2.117,,0xC000006D,,Logon failure
2020-02-22 23:40:48,4624,GCH-DB-354,sahil.vig,10,199.13.2.117,,,,Logon success
2020-02-23 13:56:07,4624,GCH-DB-294,umang.bath,2,10.20.2.246,C:\Windows\System32\powershell.exe,,,Logon success
2020-02-24 00:05:27,4688,GCH-AD-142,uthkarsh.gole,3,10.20.0.238,C:\Program Files\App\app.exe,,,Process created
2020-02-24 08:10:43,4625,GCH-PTL-036,svc_backup,10,91.106.113.239,,0xC000006D,,Logon failure
2020-02-24 08:11:27,4624,GCH-PTL-036,vaibhav.yadav,10,91.106.113.239,,,,Logon success
2020-02-24 08:15:35,4672,GCH-PTL-036,vaibhav.yadav,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-02-24 13:32:02,4732,GCH-AD-266,darshit.chaudhary,2,10.20.3.115,C:\Windows\System32\cmd.exe,,,Member added to group
2020-02-24 17:44:41,4625,GCH-AD-166,Administrator,10,173.163.205.84,,0xC000006D,,Logon failure
2020-02-24 17:45:03,4624,GCH-AD-166,suhana.sami,10,173.163.205.84,,,,Logon success
2020-02-25 06:30:51,4634,GCH-DB-366,samaira.balan,3,10.20.3.150,C:\Windows\System32\powershell.exe,,,Logoff
2020-02-27 04:14:29,4624,GCH-DB-294,aarna.raval,10,10.20.2.95,C:\Program Files\App\app.exe,,,Logon success
2020-02-27 05:50:24,4624,GCH-PRX-042,seher.badal,10,10.20.0.153,C:\Windows\System32\powershell.exe,,,Logon success
2020-02-29 04:33:28,4634,GCH-DB-318,rania.balasubramanian,3,10.20.1.103,C:\Program Files\App\app.exe,,,Logoff
2020-02-29 19:18:35,4624,GCH-IOT-396,zain.madan,2,10.20.2.37,C:\Program Files\App\app.exe,,,Logon success
2020-02-29 19:18:35,4688,GCH-DB-390,ela.thakkar,3,10.20.2.72,C:\Program Files\App\app.exe,,,Process created
2020-03-01 08:59:27,4688,GCH-AD-150,myra.wagle,3,10.20.0.182,C:\Windows\System32\cmd.exe,,,Process created
2020-03-02 08:29:20,4624,GCH-AD-242,saira.chand,3,10.20.2.91,C:\Windows\System32\cmd.exe,,,Logon success
2020-03-02 13:05:02,4720,GCH-LIS-144,divyansh.mannan,3,10.20.0.185,C:\Windows\System32\powershell.exe,,,User account created
2020-03-02 18:07:08,4625,GCH-AD-262,shray.halder,10,98.62.37.46,,0xC000006D,,Logon failure
2020-03-02 18:08:08,4624,GCH-AD-262,shray.halder,10,98.62.37.46,,,,Logon success
2020-03-03 07:26:28,4634,GCH-DB-378,sahil.atwal,3,10.20.0.189,C:\Windows\System32\powershell.exe,,,Logoff
2020-03-03 13:40:23,4634,GCH-IOT-300,yuvaan.chaudhary,10,10.20.2.198,C:\Program Files\App\app.exe,,,Logoff
2020-03-03 15:53:36,4625,GCH-PTL-108,Administrator,10,41.162.200.193,,0xC000006D,,Logon failure
2020-03-03 15:53:48,4624,GCH-PTL-108,alia.keer,10,41.162.200.193,,,,Logon success
2020-03-04 22:42:41,4624,GCH-PTL-108,reyansh.seshadri,3,10.20.2.190,C:\Windows\System32\powershell.exe,,,Logon success
2020-03-06 07:22:27,4732,GCH-IOT-300,onkar.sagar,10,10.20.2.91,C:\Windows\System32\cmd.exe,,,Member added to group
2020-03-06 20:31:42,4625,GCH-AD-138,Administrator,10,1.21.5.225,,0xC000006D,,Logon failure
2020-03-06 20:32:17,4624,GCH-AD-138,onkar.dey,10,1.21.5.225,,,,Logon success
2020-03-09 08:33:30,4624,GCH-AD-202,dhanush.bala,2,10.20.3.56,C:\Windows\System32\cmd.exe,,,Logon success
2020-03-09 20:35:54,4625,GCH-LIS-168,svc_backup,10,157.162.39.202,,0xC000006D,,Logon failure
2020-03-09 20:36:49,4624,GCH-LIS-168,lagan.kurian,10,157.162.39.202,,,,Logon success
2020-03-10 04:31:21,4624,GCH-DB-354,jivika.roy,10,10.20.0.139,C:\Program Files\App\app.exe,,,Logon success
2020-03-10 12:16:10,4634,GCH-AD-186,jayant.shankar,3,10.20.3.45,C:\Windows\System32\cmd.exe,,,Logoff
2020-03-10 12:16:10,4624,GCH-AD-194,hiran.choudhry,3,10.20.2.161,C:\Windows\System32\cmd.exe,,,Logon success
2020-03-11 12:10:56,4625,GCH-AD-214,ishaan.kurian,10,99.154.159.162,,0xC000006D,,Logon failure
2020-03-11 12:11:17,4624,GCH-AD-214,ishaan.kurian,10,99.154.159.162,,,,Logon success
2020-03-11 13:38:17,1102,GCH-AD-214,ishaan.kurian,,,,,,Audit log cleared
2020-03-12 12:14:10,4624,GCH-IOT-336,nehmat.sagar,10,10.20.1.106,C:\Program Files\App\app.exe,,,Logon success
2020-03-13 07:01:39,4625,GCH-AD-226,ishita.krish,10,147.25.64.146,,0xC000006D,,Logon failure
2020-03-13 07:03:04,4624,GCH-AD-226,ishita.krish,10,147.25.64.146,,,,Logon success
2020-03-13 08:12:26,4624,GCH-AD-254,damini.kakar,10,10.20.1.150,C:\Windows\System32\cmd.exe,,,Logon success
2020-03-13 10:05:37,4625,GCH-LIS-192,svc_backup,10,140.231.154.199,,0xC000006D,,Logon failure
2020-03-13 10:06:05,4624,GCH-LIS-192,jivin.karnik,10,140.231.154.199,,,,Logon success
2020-03-15 13:42:31,4625,GCH-PTL-108,arhaan.sahota,10,210.180.219.18,,0xC000006D,,Logon failure
2020-03-15 13:43:54,4624,GCH-PTL-108,arhaan.sahota,10,210.180.219.18,,,,Logon success
2020-03-15 22:20:58,4688,GCH-LIS-192,miraan.guha,3,10.20.3.98,C:\Program Files\App\app.exe,,,Process created
2020-03-16 12:28:50,4634,GCH-PTL-060,manikya.suri,10,10.20.2.89,C:\Program Files\App\app.exe,,,Logoff
2020-03-16 14:13:48,4624,GCH-LIS-192,shray.arora,10,10.20.0.183,C:\Program Files\App\app.exe,,,Logon success
2020-03-17 21:58:00,4625,GCH-DB-342,Administrator,10,142.125.85.233,,0xC000006D,,Logon failure
2020-03-17 21:59:16,4624,GCH-DB-342,yashvi.sarna,10,142.125.85.233,,,,Logon success
2020-03-19 12:13:29,4625,GCH-LIS-192,svc_backup,10,87.17.77.32,,0xC000006D,,Logon failure
2020-03-19 12:14:43,4624,GCH-LIS-192,aniruddh.gandhi,10,87.17.77.32,,,,Logon success
2020-03-19 12:17:10,4672,GCH-LIS-192,aniruddh.gandhi,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-03-20 00:25:16,4625,GCH-AD-214,svc_backup,10,50.235.200.164,,0xC000006D,,Logon failure
2020-03-20 00:25:22,4624,GCH-AD-214,ishita.chaudry,10,50.235.200.164,,,,Logon success
2020-03-20 11:36:22,4625,GCH-IOT-360,riya.singhal,10,48.122.249.197,,0xC000006D,,Logon failure
2020-03-20 11:36:57,4624,GCH-IOT-360,riya.singhal,10,48.122.249.197,,,,Logon success
