EVENT_TIMESTAMP,DBUSERNAME,OS_USER,USERHOST,CLIENT_IP,ACTION_NAME,OBJECT_SCHEMA,OBJECT_NAME,SQL_TEXT,ROWS_PROCESSED,RETURN_CODE
2020-01-30T04:40:32.023,REPORT_USER,yuvaan,SPG-DNS-076,10.10.0.77,SELECT,SCADA,TELEMETRY_HISTORIAN,SELECT * FROM SCADA.TELEMETRY_HISTORIAN,49,0
2020-01-30T16:48:58.769,REPORT_USER,shamik,SPG-ENG-205,10.20.0.72,SELECT,SCADA,BREAKER_STATUS,SELECT * FROM SCADA.BREAKER_STATUS,43,0
2020-01-31T10:14:46.967,APP_SVC,lakshit,SPG-SUB-364,10.30.0.97,SELECT,SCADA,TELEMETRY_HISTORIAN,SELECT * FROM SCADA.TELEMETRY_HISTORIAN,15,0
2020-01-31T17:13:55.939,APP_SVC,saanvi,SPG-PLC-387,10.30.0.120,SELECT,EMS,LOAD_FORECAST,SELECT * FROM EMS.LOAD_FORECAST,26,1017
2020-02-01T23:10:59.516,REPORT_USER,zaina,SPG-DNS-100,10.10.0.101,SELECT,OMS,OUTAGE_EVENTS,SELECT * FROM OMS.OUTAGE_EVENTS,46,0
2020-02-02T06:11:46.605,DBA_ADMIN,hazel,SPG-PLC-347,10.30.0.80,DELETE,EMS,LOAD_FORECAST,DELETE ON EMS.LOAD_FORECAST,22,0
2020-02-02T11:50:56.591,APP_SVC,aayush,SPG-SUB-352,10.30.0.85,SELECT,SCADA,TELEMETRY_HISTORIAN,SELECT * FROM SCADA.TELEMETRY_HISTORIAN,2,0
2020-02-02T11:50:56.759,AAYUSH,aayush,SPG-SUB-352,10.30.0.85,SELECT,SCADA,TELEMETRY_HISTORIAN,SELECT * FROM SCADA.TELEMETRY_HISTORIAN,14,0
2020-02-02T12:21:11.338,DBA_ADMIN,dharmajan,SPG-HMI-243,10.20.0.110,SELECT,BILLING,CONSUMER_ACCOUNTS,SELECT * FROM BILLING.CONSUMER_ACCOUNTS,7,0
2020-02-02T14:55:57.612,AARYAHI,aaryahi,SPG-ENG-237,10.20.0.104,SELECT,BILLING,CONSUMER_ACCOUNTS,SELECT * FROM BILLING.CONSUMER_ACCOUNTS,42,0
2020-02-02T18:01:56.580,APP_SVC,bhavin,SPG-HIS-216,10.20.0.83,UPDATE,SCADA,BREAKER_STATUS,UPDATE ON SCADA.BREAKER_STATUS,7,0
2020-02-02T18:57:38.258,APP_SVC,romil,SPG-HIS-180,10.20.0.47,SELECT,BILLING,CONSUMER_ACCOUNTS,SELECT * FROM BILLING.CONSUMER_ACCOUNTS,33,0
2020-02-03T00:49:33.601,APP_SVC,priyansh,SPG-HMI-215,10.20.0.82,SELECT,OMS,OUTAGE_EVENTS,SELECT * FROM OMS.OUTAGE_EVENTS,29,0
2020-02-03T02:40:30.496,APP_SVC,zain,SPG-PLC-395,10.30.0.128,SELECT,EMS,LOAD_FORECAST,SELECT * FROM EMS.LOAD_FORECAST,47,0
2020-02-03T03:11:11.043,AARAV,aarav,SPG-PLC-323,10.30.0.56,SELECT,EMS,LOAD_FORECAST,SELECT * FROM EMS.LOAD_FORECAST,13,0
2020-02-03T11:16:52.738,DBA_ADMIN,hridaan,SPG-PRX-066,10.10.0.67,SELECT,OMS,OUTAGE_EVENTS,SELECT * FROM OMS.OUTAGE_EVENTS,47,0
2020-02-03T23:37:47.383,DBA_ADMIN,amani,SPG-SUB-372,10.30.0.105,SELECT,SCADA,TELEMETRY_HISTORIAN,SELECT * FROM SCADA.TELEMETRY_HISTORIAN,27,0
2020-02-04T05:00:35.552,DBA_ADMIN,samaira,SPG-SUB-292,10.30.0.25,SELECT,EMS,LOAD_FORECAST,SELECT * FROM EMS.LOAD_FORECAST,19,0
2020-02-04T08:41:50.337,APP_SVC,nitya,SPG-WEB-121,10.10.0.122,SELECT,BILLING,CONSUMER_ACCOUNTS,SELECT * FROM BILLING.CONSUMER_ACCOUNTS,14,0
2020-02-04T12:53:45.223,REPORT_USER,advik,SPG-RTU-370,10.30.0.103,SELECT,EMS,LOAD_FORECAST,SELECT * FROM EMS.LOAD_FORECAST,48,0
2020-02-05T06:58:13.213,APP_SVC,neelofar,SPG-SUB-372,10.30.0.105,SELECT,BILLING,CONSUMER_ACCOUNTS,SELECT * FROM BILLING.CONSUMER_ACCOUNTS,8,0
2020-02-05T12:47:19.389,REPORT_USER,dishani,SPG-PLC-323,10.30.0.56,SELECT,EMS,LOAD_FORECAST,SELECT * FROM EMS.LOAD_FORECAST,48,0
2020-02-06T02:48:12.270,DBA_ADMIN,oorja,SPG-ENG-237,10.20.0.104,UPDATE,BILLING,CONSUMER_ACCOUNTS,UPDATE ON BILLING.CONSUMER_ACCOUNTS,45,0
2020-02-06T02:48:12.341,REPORT_USER,oorja,SPG-ENG-237,10.20.0.104,DELETE,OMS,OUTAGE_EVENTS,DELETE ON OMS.OUTAGE_EVENTS,14,0
2020-02-06T03:38:04.817,DBA_ADMIN,kabir,SPG-HIS-208,10.20.0.75,SELECT,SCADA,BREAKER_STATUS,SELECT * FROM SCADA.BREAKER_STATUS,4,0
2020-02-06T04:47:09.430,APP_SVC,nitara,SPG-ENG-241,10.20.0.108,INSERT,BILLING,CONSUMER_ACCOUNTS,INSERT ON BILLING.CONSUMER_ACCOUNTS,25,0
2020-02-06T08:45:48.221,SHAYAK,shayak,SPG-ENG-205,10.20.0.72,SELECT,BILLING,CONSUMER_ACCOUNTS,SELECT * FROM BILLING.CONSUMER_ACCOUNTS,18,0
2020-02-06T23:29:45.662,APP_SVC,gokul,SPG-HMI-227,10.20.0.94,SELECT,OMS,OUTAGE_EVENTS,SELECT * FROM OMS.OUTAGE_EVENTS,8,1017
2020-02-08T07:43:38.039,RAGHAV,raghav,SPG-EMS-317,10.30.0.50,SELECT,SCADA,TELEMETRY_HISTORIAN,SELECT * FROM SCADA.TELEMETRY_HISTORIAN,48,0
2020-02-08T17:49:52.935,REPORT_USER,anika,SPG-FTP-035,10.10.0.36,GRANT,SCADA,BREAKER_STATUS,GRANT ON SCADA.BREAKER_STATUS,9,0
2020-02-09T02:05:33.060,DBA_ADMIN,nishith,SPG-PRX-046,10.10.0.47,SELECT,BILLING,CONSUMER_ACCOUNTS,SELECT * FROM BILLING.CONSUMER_ACCOUNTS,12,0
2020-02-09T02:05:33.518,NISHITH,nishith,SPG-PRX-046,10.10.0.47,SELECT,SCADA,BREAKER_STATUS,SELECT * FROM SCADA.BREAKER_STATUS,45,0
2020-02-09T08:25:12.767,REPORT_USER,adira,SPG-HIS-244,10.20.0.111,EXPORT,SCADA,TELEMETRY_HISTORIAN,EXPORT * FROM SCADA.TELEMETRY_HISTORIAN,2161394,0
2020-02-09T10:28:44.356,FARHAN,farhan,SPG-ENG-145,10.20.0.12,SELECT,SCADA,TELEMETRY_HISTORIAN,SELECT * FROM SCADA.TELEMETRY_HISTORIAN,38,1017
2020-02-09T11:17:13.222,REPORT_USER,faiyaz,SPG-DNS-124,10.10.0.125,SELECT,SCADA,BREAKER_STATUS,SELECT * FROM SCADA.BREAKER_STATUS,23,0
2020-02-10T07:03:43.870,DBA_ADMIN,ayesha,SPG-PRX-110,10.10.0.111,SELECT,BILLING,CONSUMER_ACCOUNTS,SELECT * FROM BILLING.CONSUMER_ACCOUNTS,46,0
2020-02-11T11:58:59.797,APP_SVC,navya,SPG-HMI-235,10.20.0.102,SELECT,BILLING,CONSUMER_ACCOUNTS,SELECT * FROM BILLING.CONSUMER_ACCOUNTS,14,0
2020-02-12T02:02:58.965,AARUSH,aarush,SPG-HMI-147,10.20.0.14,SELECT,BILLING,CONSUMER_ACCOUNTS,SELECT * FROM BILLING.CONSUMER_ACCOUNTS,24,0
2020-02-12T03:39:59.800,DBA_ADMIN,kashvi,SPG-EMS-393,10.30.0.126,SELECT,EMS,LOAD_FORECAST,SELECT * FROM EMS.LOAD_FORECAST,27,0
2020-02-13T07:44:17.798,DBA_ADMIN,samarth,SPG-WEB-093,10.10.0.94,UPDATE,SCADA,BREAKER_STATUS,UPDATE ON SCADA.BREAKER_STATUS,21,0
2020-02-13T09:36:47.267,REPORT_USER,taimur,SPG-HMI-207,9.21.156.217,SELECT,EMS,LOAD_FORECAST,SELECT * FROM EMS.LOAD_FORECAST,584282,0
2020-02-13T09:36:47.406,TAIMUR,taimur,SPG-HMI-207,10.20.0.74,SELECT,OMS,OUTAGE_EVENTS,SELECT * FROM OMS.OUTAGE_EVENTS,25,0
2020-02-13T17:58:10.105,FATEH,fateh,SPG-ENG-261,10.20.0.128,SELECT,SCADA,BREAKER_STATUS,SELECT * FROM SCADA.BREAKER_STATUS,5,0
2020-02-14T01:34:29.547,DBA_ADMIN,oorja,SPG-PRX-134,10.10.0.135,UPDATE,SCADA,TELEMETRY_HISTORIAN,UPDATE ON SCADA.TELEMETRY_HISTORIAN,15,0
2020-02-15T10:07:09.630,DBA_ADMIN,emir,SPG-ENG-161,10.20.0.28,SELECT,OMS,OUTAGE_EVENTS,SELECT * FROM OMS.OUTAGE_EVENTS,4,0
2020-02-15T14:06:44.529,DBA_ADMIN,vivaan,SPG-RTU-314,10.30.0.47,SELECT,BILLING,CONSUMER_ACCOUNTS,SELECT * FROM BILLING.CONSUMER_ACCOUNTS,50,0
2020-02-16T07:46:33.256,APP_SVC,kismat,SPG-EMS-389,10.30.0.122,SELECT,SCADA,BREAKER_STATUS,SELECT * FROM SCADA.BREAKER_STATUS,37,0
2020-02-16T09:06:46.714,AHANA,ahana,SPG-FTP-011,10.10.0.12,SELECT,OMS,OUTAGE_EVENTS,SELECT * FROM OMS.OUTAGE_EVENTS,46,0
2020-02-17T12:18:54.688,APP_SVC,rhea,SPG-EMS-333,10.30.0.66,SELECT,OMS,OUTAGE_EVENTS,SELECT * FROM OMS.OUTAGE_EVENTS,15,0
2020-02-17T21:36:23.770,REPORT_USER,vedika,SPG-WEB-037,29.150.181.111,SELECT,BILLING,CONSUMER_ACCOUNTS,SELECT * FROM BILLING.CONSUMER_ACCOUNTS,2133327,0
2020-02-17T22:41:12.766,ROMIL,romil,SPG-HIS-264,10.20.0.131,SELECT,SCADA,TELEMETRY_HISTORIAN,SELECT * FROM SCADA.TELEMETRY_HISTORIAN,40,0
2020-02-17T23:13:45.105,APP_SVC,elakshi,SPG-WEB-045,10.10.0.46,SELECT,SCADA,BREAKER_STATUS,SELECT * FROM SCADA.BREAKER_STATUS,12,0
2020-02-18T00:49:17.057,APP_SVC,piya,SPG-HMI-199,10.20.0.66,SELECT,SCADA,BREAKER_STATUS,SELECT * FROM SCADA.BREAKER_STATUS,19,0
2020-02-18T01:30:03.444,DBA_ADMIN,devansh,SPG-EMS-381,10.30.0.114,INSERT,SCADA,BREAKER_STATUS,INSERT ON SCADA.BREAKER_STATUS,48,1017
2020-02-18T11:10:54.286,DBA_ADMIN,uthkarsh,SPG-ENG-245,10.20.0.112,SELECT,OMS,OUTAGE_EVENTS,SELECT * FROM OMS.OUTAGE_EVENTS,19,0
2020-02-18T11:25:10.093,DBA_ADMIN,yuvraj,SPG-FTP-015,10.10.0.16,DELETE,EMS,LOAD_FORECAST,DELETE ON EMS.LOAD_FORECAST,47,0
2020-02-18T16:39:40.176,REPORT_USER,kaira,SPG-HIS-188,10.20.0.55,SELECT,SCADA,BREAKER_STATUS,SELECT * FROM SCADA.BREAKER_STATUS,46,0
2020-02-18T21:13:10.024,TIYA,tiya,SPG-WEB-085,10.10.0.86,SELECT,BILLING,CONSUMER_ACCOUNTS,SELECT * FROM BILLING.CONSUMER_ACCOUNTS,3,0
2020-02-19T00:57:28.270,ROMIL,romil,SPG-WEB-097,10.10.0.98,SELECT,EMS,LOAD_FORECAST,SELECT * FROM EMS.LOAD_FORECAST,20,0
2020-02-19T09:32:18.112,REPORT_USER,madhav,SPG-PLC-359,10.30.0.92,SELECT,SCADA,BREAKER_STATUS,SELECT * FROM SCADA.BREAKER_STATUS,19,0
2020-02-19T18:56:41.563,APP_SVC,zara,SPG-HIS-200,10.20.0.67,SELECT,SCADA,TELEMETRY_HISTORIAN,SELECT * FROM SCADA.TELEMETRY_HISTORIAN,24,0
2020-02-20T02:17:35.579,APP_SVC,yuvraj,SPG-PLC-335,10.30.0.68,SELECT,BILLING,CONSUMER_ACCOUNTS,SELECT * FROM BILLING.CONSUMER_ACCOUNTS,28,0
2020-02-20T18:25:49.522,REPORT_USER,uthkarsh,SPG-FTP-007,10.10.0.8,SELECT,SCADA,TELEMETRY_HISTORIAN,SELECT * FROM SCADA.TELEMETRY_HISTORIAN,40,0
2020-02-21T05:22:00.997,APP_SVC,jayant,SPG-FTP-043,10.10.0.44,SELECT,BILLING,CONSUMER_ACCOUNTS,SELECT * FROM BILLING.CONSUMER_ACCOUNTS,26,0
