eventTime,eventSource,eventName,region,sourceIP,user,errorCode,bucket,mfaUsed
2020-01-10T14:45:34Z,s3.amazonaws.com,GetObject,ap-south-1,55.189.213.133,jiya.bhakta,,spg-grid-backups,
2020-01-11T00:08:53Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.240,yuvraj..lall,,spg-grid-backups,
2020-01-11T01:31:42Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.58,biju.magar,,spg-grid-backups,
2020-01-11T06:16:42Z,s3.amazonaws.com,PutObject,ap-south-1,142.197.52.208,azad.chaudhuri,,spg-grid-backups,
2020-01-12T21:13:16Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.238,rasha.dugal,,,No
2020-01-13T12:28:26Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.196,lagan.barman,,,Yes
2020-01-13T19:52:55Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.180,sumer.lal,,spg-grid-backups,
2020-01-13T20:48:16Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.23,jhanvi.banerjee,,spg-meter-data,
2020-01-14T21:06:28Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.2.103,dhanush.ahuja,,,
2020-01-16T09:29:54Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.24,mehul.lall,,spg-meter-data,
2020-01-17T00:37:13Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.31,zara.khurana,,,No
2020-01-17T02:48:43Z,iam.amazonaws.com,CreateAccessKey,ap-south-1,133.3.253.148,samarth.iyengar,,,
2020-01-17T11:00:43Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.2.169,aaina.rao,,,
2020-01-17T12:40:57Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.127,rhea.ravel,,spg-outage-reports,
2020-01-18T01:55:27Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.1.36,tanya.chokshi,,spg-grid-backups,
2020-01-18T16:12:20Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.216,samarth.dash,,,
2020-01-19T09:53:46Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.6,anay.vala,AccessDenied,,
2020-01-20T04:25:28Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.36,lakshit.joshi,,spg-outage-reports,
2020-01-20T17:23:50Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.85,taimur.desai,,,
2020-01-21T05:02:13Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.171,navya.sahota,,spg-outage-reports,
2020-01-21T13:29:54Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.1.108,shaan.konda,,spg-outage-reports,
2020-01-22T11:27:31Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.63,reyansh.kalla,,spg-grid-backups,
2020-01-22T21:04:07Z,s3.amazonaws.com,GetObject,ap-south-1,145.9.155.181,anahita.khare,,spg-outage-reports,
2020-01-22T21:15:39Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.74,gatik.chahal,,spg-grid-backups,
2020-01-23T04:55:02Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.28,vidur.din,AccessDenied,,
2020-01-23T09:31:52Z,s3.amazonaws.com,PutBucketPolicy,ap-south-1,64.159.145.23,sumer.gill,AccessDenied,spg-grid-backups,
2020-01-23T15:40:30Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.3,kaira.bhatnagar,,,
2020-01-23T16:56:00Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.2.58,misha.thaman,AccessDenied,,
2020-01-24T01:31:10Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.18,rania.chaudry,,,
2020-01-24T02:36:35Z,cloudtrail.amazonaws.com,StopLogging,ap-south-1,71.243.237.194,zeeshan.ravel,,,
2020-01-25T12:19:23Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.200,ivan.rajagopal,,,
2020-01-25T14:45:02Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.26,lakshay.bassi,,spg-meter-data,
2020-01-25T18:51:50Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,211.157.177.232,khushi.gera,,,
2020-01-26T00:09:53Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.140,jayan.kamdar,AccessDenied,spg-meter-data,
2020-01-26T07:17:22Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.41,kavya.dara,,spg-grid-backups,
2020-01-26T07:42:17Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.100,lakshay.yogi,,,No
2020-01-26T12:44:05Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.13,adira.ghose,,spg-outage-reports,
2020-01-26T13:34:08Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.233,indrans.biswas,,spg-grid-backups,
2020-01-27T03:29:35Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.204,saira.korpal,,spg-grid-backups,
2020-01-27T19:39:43Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.0.60,krish.chauhan,,spg-meter-data,
2020-01-28T01:13:08Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.121,raunak.dara,,spg-meter-data,
2020-01-28T07:29:55Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.2.100,gokul.dubey,AccessDenied,,
2020-01-28T20:23:34Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.131,alisha.ratta,AccessDenied,spg-outage-reports,
2020-01-28T21:35:08Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.2.169,shamik.rajan,,,
2020-01-30T11:49:56Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.40,purab.kuruvilla,,spg-meter-data,
2020-01-31T01:27:09Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.50,alisha.sastry,AccessDenied,spg-meter-data,
2020-01-31T11:06:23Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.184,yasmin.khalsa,,,
2020-02-01T04:28:16Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.137,shalv.mannan,,,
2020-02-02T11:14:58Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.45,dhanuk.mahajan,,spg-grid-backups,
2020-02-02T13:42:56Z,s3.amazonaws.com,PutObject,ap-south-1,99.70.239.229,sahil.bhakta,AccessDenied,spg-grid-backups,
2020-02-02T19:15:49Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.1.92,charvi.biswas,,spg-outage-reports,
2020-02-04T02:04:17Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.176,prerak.raval,,spg-meter-data,
2020-02-04T05:31:25Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.221,aniruddh.grover,,spg-meter-data,
2020-02-05T18:32:47Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.226,ishaan.ram,,,Yes
2020-02-06T04:11:17Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.155,manikya.kumer,,spg-meter-data,
2020-02-06T04:37:09Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,25.39.201.240,stuvan.iyengar,,,
2020-02-06T11:38:55Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.207,lagan.mander,AccessDenied,spg-meter-data,
2020-02-06T12:09:48Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.129,kavya.arya,,spg-meter-data,
2020-02-07T04:02:15Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.84,piya.dasgupta,,,Yes
2020-02-07T14:43:36Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.82,aarav.wali,,spg-grid-backups,
2020-02-07T15:50:38Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.3.110,samaira.bhasin,,,Yes
2020-02-08T07:48:00Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.72,nayantara.toor,,spg-outage-reports,
2020-02-09T12:17:07Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.26,anay.balay,,spg-meter-data,
2020-02-09T15:45:25Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.80,pihu.handa,,,
2020-02-10T04:34:37Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,1.233.229.22,heer.tripathi,,,
2020-02-11T11:58:59Z,iam.amazonaws.com,CreateAccessKey,ap-south-1,56.105.24.158,akarsh.kibe,,,
2020-02-11T15:52:04Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.141,anaya.thakkar,,spg-meter-data,
2020-02-11T15:52:04Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.28,adah.tak,,spg-meter-data,
2020-02-12T10:37:58Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.99,shanaya.taneja,,,
2020-02-14T10:54:58Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.42,samiha.sood,,,Yes
2020-02-14T19:31:58Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.1.43,shamik.jain,,spg-outage-reports,
2020-02-14T19:50:08Z,s3.amazonaws.com,PutBucketPolicy,ap-south-1,162.224.220.134,rania.koshy,,spg-grid-backups,
2020-02-15T01:57:57Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.45,samiha.joshi,,,No
2020-02-16T01:31:19Z,iam.amazonaws.com,CreateAccessKey,ap-south-1,158.236.61.94,kismat.kant,,,
2020-02-16T03:40:54Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.167,badal.sundaram,AccessDenied,,
2020-02-16T06:49:15Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,60.199.140.220,lagan.chana,,,
2020-02-16T06:49:15Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.0.174,yuvraj..date,,,
2020-02-16T07:46:33Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.208,drishya.sarin,,spg-meter-data,
2020-02-17T06:48:16Z,s3.amazonaws.com,ListBuckets,ap-south-1,116.152.119.129,armaan.dani,,spg-meter-data,
2020-02-17T21:02:28Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.112,jiya.bhatnagar,,,Yes
2020-02-17T22:26:27Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.243,vaibhav.sidhu,,spg-meter-data,
2020-02-18T21:13:10Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.1.110,mohanlal.varty,,spg-outage-reports,
2020-02-19T04:47:49Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,48.104.162.3,emir.cherian,,,
2020-02-19T20:27:27Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.0.166,alisha.lalla,,spg-grid-backups,
2020-02-20T06:34:13Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.9,ela.solanki,,,
2020-02-20T12:19:29Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,94.192.197.1,purab.gulati,,,Yes
2020-02-20T18:25:49Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.224,onkar.saxena,,spg-meter-data,
2020-02-21T15:50:50Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.7,umang.saini,,spg-grid-backups,
2020-02-21T21:12:25Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.18,prerak.salvi,,spg-grid-backups,
2020-02-22T03:55:07Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.96,anika.chaudhari,,spg-meter-data,
2020-02-22T17:58:58Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.244,madhup.kala,,,Yes
2020-02-22T23:40:13Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.14,faiyaz.kanda,,,
2020-02-22T23:50:25Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.102,khushi.chaudry,,spg-meter-data,
2020-02-23T21:26:35Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.174,zeeshan.badami,,spg-grid-backups,
2020-02-23T21:26:35Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.2.226,rati.sanghvi,,,
2020-02-24T00:05:27Z,iam.amazonaws.com,CreateAccessKey,ap-south-1,18.61.51.136,dhanuk.sankar,,,
2020-02-24T13:44:54Z,s3.amazonaws.com,PutObject,ap-south-1,70.167.253.87,mehul.dhar,,spg-grid-backups,
2020-02-25T00:19:49Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.206,vanya.kunda,,,Yes
2020-02-27T04:14:29Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.136,seher.hari,,,
2020-02-27T06:15:49Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.20,biju.kurian,,spg-outage-reports,
2020-02-27T08:44:58Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.73,aayush.dhingra,AccessDenied,spg-meter-data,
2020-02-27T20:16:58Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.2.79,purab.sibal,AccessDenied,spg-grid-backups,
2020-02-28T23:34:47Z,sts.amazonaws.com,AssumeRole,ap-south-1,27.63.75.109,abram.bumb,AccessDenied,,
2020-02-29T06:34:02Z,iam.amazonaws.com,CreateAccessKey,ap-south-1,191.219.134.30,riya.goel,,,
2020-02-29T08:27:33Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.8,nishith.bhatia,,spg-outage-reports,
2020-02-29T13:57:31Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.111,prisha.shukla,,spg-grid-backups,
2020-02-29T23:40:38Z,s3.amazonaws.com,ListBuckets,ap-south-1,57.173.193.47,saira.halder,,spg-grid-backups,
2020-03-01T00:22:12Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.85,baiju.borde,,spg-meter-data,
2020-03-01T18:16:35Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,41.158.40.40,shayak.tella,,,
2020-03-01T21:52:51Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.153,nirvaan.sidhu,,spg-meter-data,
2020-03-02T04:20:34Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.219,piya.choudhry,,spg-grid-backups,
2020-03-02T10:13:51Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.195,neysa.bakshi,AccessDenied,spg-outage-reports,
2020-03-02T21:01:48Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.166,madhav.lad,AccessDenied,spg-meter-data,
2020-03-03T01:54:03Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,27.185.234.236,ryan.dave,,,Yes
2020-03-03T03:57:32Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.3.3,vihaan.saxena,,spg-outage-reports,
2020-03-03T06:24:57Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.165,parinaaz.vala,AccessDenied,,Yes
2020-03-03T16:36:39Z,s3.amazonaws.com,GetObject,ap-south-1,131.230.239.205,pihu.kade,,spg-grid-backups,
2020-03-03T21:20:03Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,165.78.111.117,reyansh.kashyap,AccessDenied,,
2020-03-04T03:05:20Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.2.46,samar.mann,AccessDenied,,
2020-03-04T14:16:51Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.228,zeeshan.sampath,,spg-grid-backups,
2020-03-04T19:49:04Z,cloudtrail.amazonaws.com,StopLogging,ap-south-1,139.115.66.145,aarna.dixit,AccessDenied,,
2020-03-05T19:22:43Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.98,piya.manne,,spg-grid-backups,
2020-03-05T20:14:08Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.250,shalv.chawla,,spg-grid-backups,
2020-03-05T20:25:29Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.0.49,prisha.kuruvilla,,,
2020-03-06T10:43:21Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.15,rohan.rama,,spg-outage-reports,
2020-03-06T14:08:15Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.27,kashvi.soni,,spg-outage-reports,
2020-03-06T22:37:16Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.166,kartik.sehgal,,spg-grid-backups,
2020-03-07T09:28:09Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.188,divij.dora,,,
2020-03-08T11:07:59Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.205,ayesha.dugar,,spg-grid-backups,
2020-03-09T12:06:17Z,s3.amazonaws.com,ListBuckets,ap-south-1,24.122.138.188,ira.bali,,spg-grid-backups,
2020-03-09T21:52:35Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.14,kiara.kunda,,,No
2020-03-10T06:17:36Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.142,nitara.kalita,,,
2020-03-10T06:17:36Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.37,yasmin.sarin,,spg-grid-backups,
2020-03-10T11:53:47Z,s3.amazonaws.com,GetObject,ap-south-1,83.134.70.143,tara.ganesan,,spg-grid-backups,
2020-03-10T12:34:31Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.196,hazel.barad,AccessDenied,,
2020-03-11T04:44:46Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.36,ritvik.ahluwalia,,,
2020-03-11T04:44:46Z,s3.amazonaws.com,PutBucketPolicy,ap-south-1,128.82.179.134,anahita.upadhyay,,spg-meter-data,
2020-03-11T13:09:18Z,cloudtrail.amazonaws.com,DeleteTrail,ap-south-1,109.108.122.43,miraan.ramaswamy,,,
2020-03-11T16:06:40Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.202,manjari.mahajan,,,
2020-03-11T16:23:04Z,s3.amazonaws.com,ListBuckets,ap-south-1,221.58.66.154,shlok.gole,,spg-meter-data,
2020-03-12T00:37:35Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.2.112,zain.rajan,,,
2020-03-12T01:13:57Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.6,nishith.majumdar,,spg-grid-backups,
2020-03-12T02:49:20Z,s3.amazonaws.com,GetObject,ap-south-1,80.90.240.153,zara.dhar,,spg-grid-backups,
2020-03-12T06:56:59Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.40,ayesha.hans,,spg-meter-data,
2020-03-13T03:47:08Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.217,shalv.krishnamurthy,,,
2020-03-13T08:58:03Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.40,kiara.dora,,,Yes
2020-03-14T20:02:08Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.247,zoya.saraf,,,
2020-03-15T01:09:45Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.152,krish.zacharia,,spg-grid-backups,
2020-03-15T01:09:45Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.47,dhruv.bandi,AccessDenied,spg-meter-data,
2020-03-15T05:56:03Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.143,mishti.loke,,spg-outage-reports,
2020-03-15T14:43:40Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.34,trisha.koshy,,,
2020-03-16T12:45:49Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.8,vritika.gill,AccessDenied,spg-grid-backups,
2020-03-16T20:01:45Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.188,reyansh.kamdar,,spg-outage-reports,
2020-03-17T23:02:14Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.102,neysa.loyal,,spg-meter-data,
2020-03-18T17:26:41Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.1.205,saanvi.hora,,spg-outage-reports,
2020-03-18T18:30:59Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.169,zoya.sathe,,,
2020-03-19T03:54:27Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.2.57,gokul.de,,,
2020-03-20T04:08:22Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.133,amani.taneja,,,Yes
2020-03-20T04:40:12Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.108,lakshay.varughese,,spg-meter-data,
2020-03-20T08:12:56Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.3.74,shalv.vig,,,No
2020-03-20T09:06:11Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.116,madhav.khatri,,spg-meter-data,
2020-03-20T12:51:40Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.138,aarav.srinivasan,,,Yes
2020-03-21T04:58:01Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.160,sana.seshadri,,,Yes
2020-03-21T08:34:50Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.71,eshani.thakkar,,,Yes
2020-03-21T18:15:46Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.141,aarav.dar,,,
2020-03-21T21:58:51Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.104,jayant.virk,,spg-meter-data,
2020-03-23T15:29:31Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.176,alia.seth,,,No
2020-03-23T19:35:41Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,12.210.78.101,riya.rama,,,
2020-03-24T01:23:48Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.82,ivana.sahota,,,
2020-03-26T00:46:23Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.197,diya.chakrabarti,,,
2020-03-26T09:30:14Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.3.3,faiyaz.seth,,spg-meter-data,
2020-03-26T12:19:05Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.216,jayesh.ghose,,,
2020-03-26T13:36:20Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.70,divyansh.bains,,spg-outage-reports,
2020-03-26T17:49:33Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.2.122,vardaniya.chatterjee,,,
2020-03-27T05:25:13Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.149,hrishita.shankar,,,
2020-03-27T05:30:52Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.71,krish.sankaran,,,
2020-03-27T23:47:47Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.219,rohan.chaudry,,spg-meter-data,
2020-03-28T05:57:54Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.88,heer.badal,,spg-grid-backups,
2020-03-28T12:17:59Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.117,neelofar.tak,,spg-grid-backups,
2020-03-28T17:07:51Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.151,zara.lad,AccessDenied,,
2020-03-28T19:17:32Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.109,kimaya.sibal,,spg-meter-data,
2020-03-29T01:57:21Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.185,sara.bhatti,,spg-grid-backups,
2020-03-29T04:31:54Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.123,zeeshan.badami,,spg-outage-reports,
2020-03-29T18:39:49Z,s3.amazonaws.com,GetObject,ap-south-1,189.55.45.163,pari.loke,,spg-meter-data,
2020-03-31T10:58:28Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.159,advik.tak,,spg-outage-reports,
2020-03-31T12:17:26Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.77,aaina.bhatti,,spg-meter-data,
2020-04-01T07:33:10Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.142,shlok.sunder,AccessDenied,,Yes
2020-04-02T22:18:49Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.135,ela.krishna,,,
2020-04-03T20:31:04Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.190,ira.baral,,spg-outage-reports,
2020-04-04T05:17:16Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.0.207,mehul.sood,,spg-meter-data,
2020-04-04T20:45:49Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.118,kiara.ravel,,spg-outage-reports,
2020-04-05T01:15:04Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.140,eva.manda,,spg-meter-data,
2020-04-05T19:07:06Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,65.85.36.61,divit.sastry,,,Yes
2020-04-06T02:41:18Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.2.29,purab.bhasin,,,
