ts,uid,src_ip,src_port,resolver_ip,resolver_port,proto,trans_id,query,qtype,rcode,answers,rejected
2020-01-03 07:11:03,Cmezxao15z42n.cli,117.243.12.223,15672,10.10.0.120,53,udp,41133,ANY.mail.sahyadripower.example,ANY,REFUSED,-,T
2020-01-03 11:37:01,Co7f1y4k0yjvn.top,157.73.79.253,10325,10.10.0.34,53,udp,1612,69e708a2vp.info,AAAA,NXDOMAIN,69.110.62.111,F
2020-01-03 13:20:11,C9m0e0jxb4r.info,142.190.182.51,50241,10.20.0.67,53,tcp,3719,sahyadripower.example,MX,REFUSED,-,T
2020-01-03 16:35:43,C1e9y1v0rr3h.clic,192.60.60.85,41821,10.10.0.47,53,udp,43549,tq93vd9js2gg0g7.info,A,NXDOMAIN,138.147.146.158,F
2020-01-03 19:24:32,Ciqtcp5dvp3ltnv58,17.122.116.211,57024,10.20.0.118,53,tcp,60985,update.microsoft.com,A,REFUSED,-,T
2020-01-03 21:24:58,C32sftfxhir.info,146.16.164.245,51717,10.20.0.22,53,tcp,63549,n0ndekk1nw.top,A,NOERROR,88.112.8.137,F
2020-01-03 23:30:58,Ch519rpzqyrp0fc.i,191.214.71.100,37024,10.10.0.44,53,udp,61787,ANY.ns1.sahyadripower.example,ANY,REFUSED,-,T
2020-01-04 03:17:07,C09cy8mom3p1egc.t,29.76.207.193,23414,10.30.0.95,53,udp,40714,dzu2c7pym0x.info,MX,NXDOMAIN,154.254.140.140,F
2020-01-04 04:31:41,Ceyr4ftbyws92.cli,88.153.75.13,8037,10.10.0.115,53,udp,55056,ANY.mail.sahyadripower.example,ANY,REFUSED,-,T
2020-01-04 04:45:56,C6cepgv3ssfozmz4.,72.95.166.114,60771,10.20.0.74,53,udp,9769,ANY.mail.sahyadripower.example,ANY,NOERROR,6.93.103.81,F
2020-01-04 05:25:13,Czvh0u8bw1cl.xyz,169.121.162.223,27970,10.30.0.108,53,tcp,23625,google.com,A,NOERROR,34.184.223.146,F
2020-01-04 10:39:32,Cbyxa67og2oekfrl.,216.175.209.129,2698,10.10.0.120,53,udp,51044,update.microsoft.com,TXT,REFUSED,-,T
2020-01-04 11:27:20,Cpylc6xik9h0.xyz,208.128.53.51,56338,10.30.0.109,53,udp,44880,mail.sahyadripower.example,TXT,NOERROR,125.231.88.188,F
2020-01-04 12:33:54,Cd8tge1iqbfwkze0i,11.219.48.95,26617,10.20.0.95,53,tcp,50164,sahyadripower.example,TXT,NOERROR,132.200.31.244,F
2020-01-04 18:31:29,Crq61uazij6jyz.in,44.41.160.239,35496,10.20.0.68,53,udp,877,2vkjs9qndq.info,TXT,NOERROR,168.100.244.32,F
2020-01-04 21:13:28,Cmfkdy0srn282wf94,31.142.29.92,1470,10.20.0.16,53,tcp,56700,6s39gno884.click,A,REFUSED,-,T
2020-01-04 21:31:49,C4o6swap3uz2266s.,58.76.127.159,22392,10.10.0.104,53,udp,8224,update.microsoft.com,A,NOERROR,42.136.249.91,F
2020-01-05 02:49:07,Cubay9wvbfwt.xyz,170.115.62.230,14427,10.30.0.85,53,udp,3361,ns1.sahyadripower.example,A,REFUSED,-,T
2020-01-05 06:24:03,C2xuorzgwxb98.inf,101.211.146.5,4128,10.20.0.60,53,tcp,29386,netbanking.sahyadripower.example,TXT,NOERROR,174.112.90.137,F
2020-01-05 07:37:20,Cuhmca2s2ez7.xyz,15.253.103.63,63368,10.30.0.105,53,udp,63547,2c2me0jcn87e565ynv.info,A,REFUSED,-,T
2020-01-05 11:12:29,Cdw39tqcixd3dhmc1,31.172.98.7,1636,10.20.0.83,53,tcp,33583,bwb3f6784j.xyz,MX,REFUSED,-,T
2020-01-05 12:51:06,Cfy9x2puk5qmc1.xy,25.171.94.88,9688,10.30.0.113,53,tcp,13632,1rqz5mz18bl.click,A,NOERROR,158.80.153.227,F
2020-01-05 14:09:44,Ck3qzaalcroq0f.cl,24.28.135.236,29167,10.30.0.12,53,udp,55964,3a0lpdtpv5ko.xyz,A,NXDOMAIN,144.207.51.237,F
2020-01-05 14:19:20,Cg6v8aa3631.xyz,119.86.201.223,15108,10.20.0.108,53,udp,30118,update.microsoft.com,AAAA,REFUSED,-,T
2020-01-05 14:28:50,Cc1tobud4kv.top,154.226.123.216,54082,10.10.0.11,53,tcp,50910,0kxv506g99ve8o.xyz,A,NXDOMAIN,175.40.127.113,F
2020-01-05 14:51:54,C563d0ggci1i.top,203.48.165.211,51015,10.20.0.12,53,tcp,64331,ANY.ns1.sahyadripower.example,ANY,REFUSED,-,T
2020-01-05 17:09:17,C4cpdnhtvcl16si6.,3.23.13.171,16873,10.30.0.71,53,tcp,21308,r5pl5vfe1aql5dg.top,A,NOERROR,70.175.168.155,F
2020-01-05 21:21:20,C7brkv5tp7ziutg.c,162.224.1.2,37924,10.30.0.9,53,tcp,39303,netbanking.sahyadripower.example,MX,NOERROR,61.40.121.175,F
2020-01-05 23:27:28,Cjt4ej2md3tq.info,54.206.153.93,5180,10.30.0.42,53,tcp,61641,4jo9to5loe.info,A,NXDOMAIN,49.136.165.104,F
2020-01-06 00:56:01,Cidl84f5zx37.xyz,73.99.218.98,55552,10.20.0.92,53,tcp,51127,mail.sahyadripower.example,TXT,REFUSED,-,T
2020-01-06 01:39:43,Ceenv0f6tubb710.c,67.166.97.34,64551,10.30.0.42,53,tcp,28075,cmftauesgwai5i46bw.xyz,A,NXDOMAIN,32.196.215.110,F
2020-01-06 05:05:41,C7q3vg5nhw3wy.inf,41.36.67.194,3101,10.30.0.43,53,udp,5874,google.com,A,NOERROR,148.244.15.73,F
2020-01-06 05:25:43,Crsuu1kqnmb1.clic,151.18.52.157,59643,10.10.0.62,53,udp,38053,8h6zb1djgbcpqpn.click,A,NXDOMAIN,75.68.131.199,F
2020-01-06 06:42:36,Ch0s9h32jblnd8oy.,120.96.177.232,31693,10.20.0.130,53,tcp,60183,lmeyvx2287mua.info,TXT,NXDOMAIN,209.42.13.250,F
2020-01-06 14:40:53,Crrzsydsg5hx.info,116.36.45.184,44170,10.20.0.24,53,udp,40006,7yumrund6hmgg.xyz,AAAA,REFUSED,-,T
2020-01-06 15:28:14,C3zhk4e80q1.click,145.143.79.86,6329,10.10.0.128,53,udp,46349,google.com,MX,NOERROR,4.252.205.194,F
2020-01-06 16:46:49,Cursji114we1uk.to,86.187.26.238,47335,10.30.0.100,53,tcp,58397,google.com,AAAA,REFUSED,-,T
2020-01-06 18:21:48,C61klxb0837j0yyg.,195.170.233.24,10321,10.20.0.74,53,tcp,55370,sahyadripower.example,A,NOERROR,60.80.17.149,F
2020-01-06 20:04:06,C91i8yr6tltvy6bvo,161.9.94.72,31360,10.20.0.110,53,tcp,63091,update.microsoft.com,TXT,NOERROR,213.235.192.245,F
2020-01-06 21:02:37,Cquld0wvptimh.top,128.71.83.240,45697,10.20.0.68,53,udp,30808,n4yiz93pxf.info,AAAA,NXDOMAIN,165.212.193.167,F
2020-01-06 21:50:08,Ci1u8dcivnww2.xyz,33.215.72.104,60066,10.30.0.40,53,udp,60662,2gejx2gfcnwfny6.info,TXT,NXDOMAIN,78.30.168.152,F
2020-01-06 22:53:49,C2hcdi2pkm5hebibe,78.145.74.153,2096,10.20.0.50,53,tcp,54593,tamtqz6tp1oy406gwr.top,TXT,REFUSED,-,T
2020-01-07 02:26:41,Cnbxsrsu7nnw1yg1a,176.139.14.231,25762,10.30.0.103,53,udp,27225,ANY.mail.sahyadripower.example,ANY,REFUSED,-,T
2020-01-07 02:48:14,Czu0939vga5cohx1u,3.49.109.218,21707,10.20.0.52,53,udp,44492,ANY.ns1.sahyadripower.example,ANY,NOERROR,125.67.96.143,F
2020-01-07 08:17:53,C2pxizdb5hbxvb9bw,68.112.171.182,6524,10.30.0.72,53,udp,54907,nk7gwkfamxo7u3.info,TXT,NXDOMAIN,60.109.111.199,F
2020-01-07 09:43:29,Chhcmxa17kuwmem4i,198.38.222.81,50988,10.20.0.90,53,udp,14741,ewo6q3uqngp59.click,TXT,NXDOMAIN,188.41.222.85,F
2020-01-07 12:21:37,C3leghq7bs7.click,151.164.223.85,58350,10.20.0.126,53,tcp,19832,69ha14fhkphd3hg.click,AAAA,NXDOMAIN,135.221.56.137,F
2020-01-07 19:21:36,Cfdfovrqv9e4.clic,145.244.91.119,44904,10.30.0.126,53,udp,34352,ANY.ns1.sahyadripower.example,ANY,REFUSED,-,T
2020-01-08 00:29:13,C6v2nb32cdm.info,145.33.37.124,58939,10.20.0.4,53,tcp,62162,ANY.ns1.sahyadripower.example,ANY,REFUSED,-,T
2020-01-08 04:42:42,Ca52toi9userrixu1,177.8.83.174,58389,10.30.0.74,53,tcp,53545,ANY.sahyadripower.example,ANY,NOERROR,99.19.48.175,F
2020-01-08 06:18:37,Cfyd3325lynv1nmeg,36.195.77.102,63308,10.10.0.79,53,udp,32116,ns1.sahyadripower.example,A,NOERROR,83.127.64.149,F
2020-01-08 12:08:06,C709jw6b4678wmo3q,187.181.109.125,34996,10.20.0.88,53,tcp,33685,netbanking.sahyadripower.example,MX,REFUSED,-,T
2020-01-08 13:38:50,C19mil9ssefa6y.xy,80.91.207.102,24069,10.30.0.76,53,tcp,21715,epayqqndae.top,MX,REFUSED,-,T
2020-01-08 16:06:45,Ckftepoly64nby3h2,220.183.185.6,35497,10.30.0.47,53,udp,14210,ANY.mail.sahyadripower.example,ANY,NOERROR,93.58.20.143,F
2020-01-08 18:35:32,Cdms8xf3aojo23s5.,40.161.122.240,39569,10.20.0.19,53,udp,49339,mail.sahyadripower.example,MX,NOERROR,42.68.164.144,F
2020-01-08 19:14:13,C5s3k381b9m387tc.,179.28.66.2,52217,10.20.0.55,53,udp,2576,netbanking.sahyadripower.example,AAAA,NOERROR,35.179.101.203,F
2020-01-08 22:42:35,Cgi81q9iqxxw.xyz,151.253.90.136,64815,10.30.0.18,53,udp,56021,cpdr21srbu1f.xyz,A,NXDOMAIN,35.75.37.208,F
2020-01-08 23:08:04,Ctdurx6g8lj1.clic,119.219.58.251,6942,10.20.0.18,53,udp,19843,jk71gqauwejkav.top,A,NOERROR,219.68.143.216,F
2020-01-09 02:15:35,Cfstm7liqgvr3d2.t,51.155.174.148,55946,10.30.0.42,53,tcp,60066,ns1.sahyadripower.example,A,REFUSED,-,T
2020-01-09 07:17:49,C6yvsr6astj8dbckp,221.180.100.158,1759,10.10.0.99,53,tcp,53631,g1pmy6i06mygl.top,MX,NOERROR,25.135.4.200,F
2020-01-09 12:43:27,Ciy9buzkzz6f0lqyd,144.102.187.76,47399,10.30.0.121,53,tcp,64324,jhg9witjvt733wk.xyz,MX,REFUSED,-,T
2020-01-09 15:07:46,Cn8sok7toz0zo3.cl,100.233.48.130,11922,10.10.0.14,53,udp,34396,mail.sahyadripower.example,MX,NOERROR,52.89.132.233,F
2020-01-09 18:45:52,Cksveo7q2t20w49.x,122.212.81.108,50196,10.10.0.51,53,udp,26015,ANY.sahyadripower.example,ANY,NOERROR,31.97.16.27,F
2020-01-10 04:57:48,Cmtsbwz83r523u.to,173.84.81.68,38032,10.20.0.47,53,udp,22929,1ah58r0m9lgo.xyz,AAAA,REFUSED,-,T
2020-01-10 07:21:10,Cqlys78z11gi.top,24.236.198.167,63055,10.20.0.58,53,udp,38957,ANY.mail.sahyadripower.example,ANY,NOERROR,8.133.184.47,F
2020-01-10 08:03:46,Co4tj6afsh8oras.x,221.201.243.10,41337,10.20.0.15,53,tcp,49459,sx1czoxvx7h7i4u.info,MX,NOERROR,99.204.31.85,F
2020-01-10 09:23:15,Cgbiymskxprn95u3.,109.160.0.79,20834,10.10.0.90,53,udp,15508,e16zfzs2c9zg6g7pv.top,A,NOERROR,223.64.249.228,F
2020-01-10 10:35:16,Cgfx33x02a1z0g.to,100.140.115.150,59140,10.30.0.16,53,udp,34228,ANY.mail.sahyadripower.example,ANY,NOERROR,106.16.221.52,F
2020-01-10 10:52:11,C04wow26kuwj5gs9.,126.159.149.60,29404,10.30.0.42,53,udp,2880,update.microsoft.com,AAAA,NOERROR,178.105.82.155,F
2020-01-10 14:14:27,C9tlqyqe4ikqk8ny.,18.120.156.250,37121,10.20.0.7,53,udp,60463,dmh4u4cz1lbu4w.info,MX,REFUSED,-,T
2020-01-10 14:45:34,Cq183s69js9gg2ayb,17.216.63.104,64432,10.30.0.72,53,tcp,36889,ns1.sahyadripower.example,A,NOERROR,98.107.101.26,F
2020-01-10 16:32:59,Clv09cxcibapmnvbx,6.161.254.82,54054,10.30.0.80,53,udp,26931,ANY.sahyadripower.example,ANY,NOERROR,36.32.66.247,F
2020-01-10 17:49:52,Cjk6m39z66clkmf1.,120.68.156.90,3827,10.10.0.23,53,tcp,25776,l5e7xvy5814.xyz,A,NOERROR,14.254.18.206,F
2020-01-10 19:08:16,C0uxg43qt7hbbn04d,56.142.131.158,47586,10.30.0.72,53,udp,15877,google.com,AAAA,REFUSED,-,T
2020-01-11 03:12:35,Cfpwdpynxqtb12z2.,125.106.129.141,7081,10.10.0.45,53,udp,40867,google.com,A,NOERROR,74.182.143.20,F
2020-01-11 06:16:42,Cqvloixie6ghp.cli,34.124.235.232,31964,10.30.0.80,53,udp,50384,03y7smgobrc.xyz,MX,NXDOMAIN,208.168.124.217,F
2020-01-11 09:09:09,Cz3e6nrhy7hc7rwyq,14.115.195.9,53246,10.20.0.104,53,tcp,60206,google.com,A,NOERROR,146.202.154.41,F
2020-01-11 13:29:54,Cwf12cu2n4fp4hm.t,221.2.126.208,10930,10.10.0.36,53,tcp,41803,i1ym70nomqdu9i4.top,AAAA,REFUSED,-,T
2020-01-11 14:33:54,Choqd757368ylmkhu,185.124.159.64,37278,10.30.0.36,53,udp,39960,c3z54p25y0se.top,MX,NXDOMAIN,194.75.217.19,F
2020-01-11 14:44:28,Coqxumn442sun8oyf,5.17.223.100,16449,10.10.0.134,53,tcp,23708,google.com,AAAA,REFUSED,-,T
2020-01-11 23:38:43,Cm6p518tbwwkxt.xy,220.61.46.129,25132,10.10.0.98,53,udp,21451,l13wzzl9rpxn.xyz,MX,REFUSED,-,T
2020-01-12 02:22:07,Cu9ow28jegaoszop.,36.26.77.46,47086,10.30.0.19,53,tcp,11729,8lfye5a06rz4x.click,AAAA,REFUSED,-,T
2020-01-12 03:54:53,C4n5u4cmviev954.x,110.137.242.86,20848,10.30.0.40,53,udp,19056,ANY.sahyadripower.example,ANY,REFUSED,-,T
2020-01-12 04:00:59,Ccw28bxx6p03bir.x,177.107.23.13,31129,10.30.0.67,53,udp,37153,ANY.sahyadripower.example,ANY,REFUSED,-,T
2020-01-12 06:58:40,Cebzybzzxv9s0j.cl,17.118.66.27,19083,10.20.0.12,53,tcp,12838,h48s09jsbo.info,A,NOERROR,163.8.80.60,F
2020-01-12 09:38:12,Cjhugl6w75r8.clic,85.215.197.162,12337,10.20.0.46,53,udp,52998,ANY.ns1.sahyadripower.example,ANY,REFUSED,-,T
2020-01-12 10:16:09,C4npd8uj504r.top,5.16.24.32,8765,10.20.0.135,53,udp,25525,update.microsoft.com,A,NOERROR,82.227.239.240,F
2020-01-12 12:34:50,Cxltrd8kzgw4.top,167.75.75.189,16492,10.20.0.63,53,udp,39630,ANY.ns1.sahyadripower.example,ANY,NOERROR,103.143.219.86,F
2020-01-12 13:07:06,C1e24ekjkv0j1lhz1,49.76.157.22,37314,10.20.0.44,53,udp,12322,sahyadripower.example,MX,REFUSED,-,T
2020-01-12 14:12:23,Chvp3g2d9hnj.clic,143.37.226.108,37674,10.10.0.124,53,udp,59446,mail.sahyadripower.example,A,NOERROR,52.146.89.42,F
2020-01-12 16:53:16,Ccm9csacvg2.info,98.28.211.58,51750,10.30.0.8,53,udp,11823,41ppy7mwc40a.xyz,MX,REFUSED,-,T
2020-01-12 19:33:29,C3010xnffojnycexc,158.145.58.183,35384,10.10.0.11,53,udp,31104,google.com,A,NOERROR,17.53.193.238,F
2020-01-13 03:55:52,Chdcf3zfug4.click,123.80.101.4,53380,10.20.0.36,53,tcp,49424,ANY.ns1.sahyadripower.example,ANY,NOERROR,10.170.155.171,F
2020-01-13 07:02:44,Ccg6b7cwb3078p17r,33.77.57.20,17618,10.10.0.99,53,udp,60260,update.microsoft.com,A,NOERROR,45.41.48.153,F
2020-01-13 09:11:44,Ch54l49qz7r2slk7s,175.36.80.17,44009,10.20.0.11,53,udp,46715,7hsjzm46alk.info,TXT,NXDOMAIN,157.12.212.129,F
2020-01-13 11:25:14,Cg09rqm2w2fe481o.,83.248.116.124,63377,10.30.0.29,53,udp,27754,ei1t5siyivkrm.click,AAAA,NXDOMAIN,27.57.242.147,F
2020-01-13 11:39:19,Csnvwfjpyjf30pn43,44.94.217.57,35176,10.10.0.45,53,udp,15154,ANY.ns1.sahyadripower.example,ANY,REFUSED,-,T
2020-01-13 12:28:26,Ccrmysycu6o5.info,192.8.18.66,59061,10.30.0.49,53,udp,14470,94bshhv5jtgya5t.click,A,NOERROR,118.11.81.103,F
2020-01-13 13:18:59,Cm4oegdohpzti38.i,80.79.97.125,60680,10.20.0.93,53,tcp,35281,ns1.sahyadripower.example,A,REFUSED,-,T
2020-01-13 15:16:41,Cqirotjjhxx5mnq.c,214.129.215.167,14564,10.30.0.62,53,udp,27873,netbanking.sahyadripower.example,AAAA,NOERROR,141.13.175.98,F
2020-01-13 21:55:32,Csllcuu7qkcldw.cl,147.196.97.104,54447,10.20.0.6,53,tcp,47450,ki90hsuqpbh6.top,MX,NXDOMAIN,10.84.121.251,F
2020-01-13 22:05:13,C8cljz0e2rujg7fx8,98.70.30.25,20753,10.10.0.105,53,udp,43827,jkgeatbeh8ytta.top,AAAA,NOERROR,24.178.175.212,F
2020-01-13 22:44:32,Cayihy69oui0.info,182.226.54.199,56452,10.10.0.46,53,tcp,42922,71ps5fsi7h98uj.click,MX,REFUSED,-,T
2020-01-13 23:10:32,C54cvgsqr5jni3ijr,12.25.208.63,22616,10.30.0.66,53,tcp,43518,ANY.sahyadripower.example,ANY,NOERROR,111.96.112.200,F
2020-01-14 00:16:42,C8ojafm8rd731l.xy,80.99.235.222,5164,10.30.0.43,53,udp,11034,9ccq6xh5feqqu.top,AAAA,NXDOMAIN,108.205.56.199,F
2020-01-14 04:02:58,C82m5ri82vq99m.in,148.199.222.151,25865,10.30.0.124,53,udp,34205,ANY.sahyadripower.example,ANY,NOERROR,31.100.243.134,F
2020-01-14 04:12:02,Cl3ge06e2j337s1uz,85.251.151.253,12731,10.30.0.68,53,tcp,38053,sahyadripower.example,A,NOERROR,31.62.116.115,F
2020-01-14 14:21:31,C75je9yuzjidn5to.,43.75.42.231,5472,10.20.0.122,53,udp,55764,sahyadripower.example,TXT,NOERROR,147.83.58.239,F
2020-01-14 15:50:28,Cajmdxohxwbnmn.cl,88.144.104.156,57725,10.30.0.34,53,tcp,58619,hu3zj5m3ut5jm8xb.click,TXT,NXDOMAIN,85.203.247.162,F
2020-01-14 21:06:28,Culpabxy4iheo8.in,116.93.155.45,49698,10.20.0.15,53,tcp,25108,netbanking.sahyadripower.example,A,NOERROR,42.175.7.40,F
2020-01-14 21:28:21,Cp9ndc0btnnv.top,25.89.31.199,48909,10.30.0.76,53,tcp,61451,ANY.ns1.sahyadripower.example,ANY,NOERROR,181.158.69.97,F
2020-01-15 02:58:28,Co2yw1s5t6onrjbf8,15.125.154.143,64885,10.10.0.97,53,udp,37430,ANY.sahyadripower.example,ANY,REFUSED,-,T
2020-01-15 03:05:33,C13lku5ntaca.xyz,136.27.146.62,28879,10.20.0.74,53,udp,49156,ANY.ns1.sahyadripower.example,ANY,NOERROR,220.191.165.85,F
2020-01-15 03:20:07,Ce65r1rlga99.info,194.101.147.168,54573,10.10.0.118,53,udp,1633,google.com,A,NOERROR,186.1.242.121,F
2020-01-15 04:58:29,Cwubmxizf7qc0sqvu,166.104.236.118,20705,10.30.0.91,53,udp,26654,rdij24z99rghd.xyz,AAAA,NOERROR,96.190.242.218,F
2020-01-15 06:59:18,Ckv62aotuzuc.top,173.12.212.21,47935,10.10.0.32,53,udp,44735,d335ndylov5wunsd2.click,A,NXDOMAIN,73.219.84.52,F
2020-01-15 10:41:06,C0u1l4wyyfh4ibz.t,6.208.78.169,58956,10.10.0.68,53,udp,4641,update.microsoft.com,A,NOERROR,51.176.90.104,F
2020-01-15 20:04:12,Cw96bja8w5kai78kn,28.170.102.78,7088,10.20.0.70,53,udp,20098,ANY.mail.sahyadripower.example,ANY,NOERROR,107.148.222.87,F
2020-01-16 02:03:00,C7ocf7d12446kwy.i,40.139.68.73,10518,10.10.0.83,53,udp,25097,1n85tcp6jcb.info,AAAA,NXDOMAIN,170.143.219.21,F
2020-01-16 02:45:04,Cmiyn54ci6koxp.xy,165.102.234.57,4533,10.30.0.30,53,tcp,18942,rwlxr5yfdx.top,A,NXDOMAIN,108.55.79.214,F
2020-01-16 05:47:13,C42bls7sfdwy2i.xy,13.64.255.36,26725,10.30.0.122,53,tcp,28962,ANY.ns1.sahyadripower.example,ANY,NOERROR,180.253.168.251,F
2020-01-16 09:29:54,Cf1619l1fzkdojodm,101.92.98.237,61121,10.20.0.62,53,udp,59315,2dh9jk68wzyhc.info,A,NOERROR,159.250.150.82,F
2020-01-16 10:34:25,Ci0ot4a3y1acl.inf,48.168.96.135,21519,10.10.0.63,53,udp,55688,hny0ofe7ef51mz9xz8.click,MX,REFUSED,-,T
2020-01-16 14:28:36,Cxkf218vm11an00.x,143.230.223.83,35168,10.20.0.131,53,udp,19066,ns1.sahyadripower.example,A,REFUSED,-,T
2020-01-16 20:20:23,Cshjtmec8o012lp.t,197.52.11.184,3964,10.20.0.46,53,tcp,42056,2oqpzi6do164vb.xyz,A,REFUSED,-,T
2020-01-17 01:03:56,Cszis0h4oui71i4d.,48.158.187.92,50479,10.10.0.95,53,udp,40346,ANY.ns1.sahyadripower.example,ANY,REFUSED,-,T
2020-01-17 01:12:44,Cp14kqw2uxp54vz.x,123.76.197.47,64187,10.30.0.4,53,udp,18590,ANY.sahyadripower.example,ANY,REFUSED,-,T
2020-01-17 02:47:55,C9x6n0qyjksfk.xyz,46.99.22.61,19734,10.20.0.87,53,udp,4945,einr3vwi6mv6lymm.info,A,REFUSED,-,T
2020-01-17 02:48:43,Cg8cmd4c3ok7.xyz,202.226.239.97,22734,10.20.0.128,53,udp,60723,ns1.sahyadripower.example,A,NOERROR,80.98.192.178,F
2020-01-17 11:21:35,C8ffuh4hh4u6bzih.,17.167.59.53,21357,10.20.0.105,53,udp,54457,s9akfegfvok1.top,MX,NOERROR,155.206.211.153,F
2020-01-17 13:36:25,C0n4n768z3dj86i.t,176.135.123.40,24123,10.10.0.94,53,udp,45213,ANY.ns1.sahyadripower.example,ANY,NOERROR,56.96.255.93,F
2020-01-17 16:49:35,Chmn36i9iwq742.in,210.86.60.160,25710,10.10.0.21,53,tcp,22371,ns1.sahyadripower.example,TXT,NOERROR,41.164.233.87,F
2020-01-17 17:09:03,Czqcm76l0zt3ka.cl,110.9.22.22,64937,10.10.0.4,53,udp,27500,sahyadripower.example,A,NOERROR,184.40.24.209,F
2020-01-17 21:47:00,Cmhmbrukdkkxx1a5j,70.156.223.102,63236,10.20.0.120,53,udp,34054,sahyadripower.example,TXT,NOERROR,46.120.193.120,F
2020-01-18 00:05:58,Cgq68rb2hzqeg2g.c,23.144.123.110,49338,10.10.0.108,53,udp,28238,mail.sahyadripower.example,TXT,REFUSED,-,T
2020-01-18 01:03:26,Cp4wwch0c7rxrxwo7,17.74.155.47,10098,10.30.0.33,53,udp,28615,ANY.ns1.sahyadripower.example,ANY,NOERROR,196.119.229.170,F
2020-01-18 01:35:10,Cbt6u6omx3npoop.t,208.73.97.42,58797,10.20.0.115,53,udp,35547,ANY.sahyadripower.example,ANY,NOERROR,162.70.198.129,F
2020-01-18 01:55:27,Cyzup0jojq7lc1w.i,80.86.56.2,5303,10.10.0.9,53,udp,19169,7ckak7wwyhhgvo.xyz,TXT,NOERROR,7.12.21.16,F
2020-01-18 13:13:28,C5p0z3k0ct07e2d.i,140.48.237.32,39652,10.10.0.54,53,udp,1557,ANY.sahyadripower.example,ANY,NOERROR,56.122.234.180,F
2020-01-18 13:37:12,C9k7hbz26ovok8pe7,24.21.192.219,4708,10.30.0.103,53,udp,59245,p09apmfhi5ei6vg12.click,A,NXDOMAIN,88.219.117.115,F
2020-01-18 15:27:03,C5s551wfa6dyy8o.t,107.22.199.92,36051,10.10.0.78,53,udp,43247,8pot07z08ox1mmq3.top,AAAA,NXDOMAIN,112.113.66.125,F
2020-01-18 18:52:24,Czlnx6p0i3mbm1b00,161.195.68.240,58908,10.30.0.98,53,tcp,11885,ns1.sahyadripower.example,A,REFUSED,-,T
2020-01-19 04:11:05,C43a9jtv1zi9.xyz,106.102.25.250,12078,10.10.0.57,53,udp,58484,mail.sahyadripower.example,TXT,NOERROR,49.50.82.156,F
2020-01-19 06:01:41,Cuhkq4b38jmk25.to,66.102.100.2,9011,10.30.0.86,53,tcp,12837,ns1.sahyadripower.example,AAAA,NOERROR,49.183.8.193,F
2020-01-19 12:39:42,Crb6nrn29day.info,163.82.197.241,31690,10.30.0.47,53,tcp,34270,sahyadripower.example,MX,REFUSED,-,T
2020-01-19 14:49:31,Cczi7881mdrbbu2yi,97.148.33.39,27598,10.30.0.51,53,udp,39759,netbanking.sahyadripower.example,TXT,NOERROR,177.90.203.229,F
