asset_id,hostname,ip,segment,role,os,criticality,exposed,high_sev_alerts,first_seen,last_seen,permitted
AST-0173,SPG-ENG-173,10.20.0.40,Segment B,ENG,Linux,Critical,True,59,2020-01-23T19:46:32.831333+0000,2023-09-15T11:20:48.370351+0000,41
AST-0175,SPG-HMI-175,10.20.0.42,Segment B,HMI,Linux,Critical,True,63,2020-01-18T19:52:02.233629+0000,2023-08-30T13:27:18.414407+0000,47
AST-0176,SPG-HIS-176,10.20.0.43,Segment B,HIS,Linux,Medium,True,77,2020-01-15T14:40:53.333230+0000,2023-10-06T06:29:18.218356+0000,47
AST-0178,SPG-AD-178,10.20.0.45,Segment B,AD,Windows,High,True,18,2020-03-01T18:04:05.468764+0000,2023-09-05T02:44:07.987750+0000,11
AST-0180,SPG-HIS-180,10.20.0.47,Segment B,HIS,Windows,Critical,True,21,2020-02-02T18:57:38.824941+0000,2023-08-15T19:36:52.516202+0000,15
AST-0182,SPG-AD-182,10.20.0.49,Segment B,AD,Windows,Medium,True,28,2020-04-23T05:39:09.505133+0000,2023-07-17T12:28:43.609812+0000,17
AST-0183,SPG-HMI-183,10.20.0.50,Segment B,HMI,Linux,Critical,True,58,2020-01-06T22:53:49.553775+0000,2023-10-09T18:45:00.278454+0000,36
AST-0184,SPG-HIS-184,10.20.0.51,Segment B,HIS,Linux,High,True,62,2020-02-18T05:01:15.377916+0000,2023-09-21T07:58:58.522615+0000,42
AST-0185,SPG-ENG-185,10.20.0.52,Segment B,ENG,Linux,Medium,True,46,2020-04-06T15:17:48.816904+0000,2023-09-08T12:01:32.288872+0000,39
AST-0190,SPG-AD-190,10.20.0.57,Segment B,AD,Windows,Low,True,25,2020-01-20T21:06:48.678682+0000,2023-10-10T03:38:31.787283+0000,14
AST-0192,SPG-HIS-192,10.20.0.59,Segment B,HIS,Windows,Low,True,25,2020-02-19T19:23:30.351098+0000,2023-06-02T21:16:07.991220+0000,18
AST-0193,SPG-ENG-193,10.20.0.60,Segment B,ENG,Linux,Critical,True,69,2020-04-15T15:18:47.711277+0000,2023-08-30T05:04:56.545826+0000,43
AST-0196,SPG-HIS-196,10.20.0.63,Segment B,HIS,Linux,Critical,True,62,2020-01-01T19:14:34.400277+0000,2023-06-02T02:50:37.492027+0000,46
AST-0199,SPG-HMI-199,10.20.0.66,Segment B,HMI,Linux,Critical,True,58,2020-01-24T14:30:05.378712+0000,2023-10-02T03:10:24.671211+0000,30
AST-0200,SPG-HIS-200,10.20.0.67,Segment B,HIS,Linux,Critical,True,56,2020-02-10T21:46:45.071115+0000,2023-09-18T01:37:44.022774+0000,38
AST-0201,SPG-ENG-201,10.20.0.68,Segment B,ENG,Linux,Medium,True,54,2020-01-03T13:14:30.226457+0000,2023-09-24T02:28:29.904348+0000,33
AST-0207,SPG-HMI-207,10.20.0.74,Segment B,HMI,Linux,Low,True,66,2020-01-15T03:05:33.863227+0000,2023-09-25T01:09:29.965749+0000,40
AST-0208,SPG-HIS-208,10.20.0.75,Segment B,HIS,Linux,Critical,True,59,2020-01-19T15:30:59.783060+0000,2023-09-27T18:39:53.722472+0000,41
AST-0209,SPG-ENG-209,10.20.0.76,Segment B,ENG,Linux,Critical,True,49,2020-01-26T05:04:27.255262+0000,2023-10-02T21:37:51.979854+0000,34
AST-0212,SPG-HIS-212,10.20.0.79,Segment B,HIS,Linux,Low,True,51,2020-03-19T02:14:36.692537+0000,2023-09-07T02:35:27.067875+0000,34
AST-0216,SPG-HIS-216,10.20.0.83,Segment B,HIS,Windows,Low,True,20,2020-01-05T11:12:29.613145+0000,2023-09-15T13:42:56.105763+0000,16
AST-0219,SPG-HMI-219,10.20.0.86,Segment B,HMI,Linux,Critical,True,52,2020-01-02T09:46:14.784886+0000,2023-10-03T23:22:38.412084+0000,36
AST-0221,SPG-ENG-221,10.20.0.88,Segment B,ENG,Linux,Medium,True,47,2020-01-08T12:08:06.527413+0000,2023-09-16T19:46:08.477661+0000,30
AST-0222,SPG-AD-222,10.20.0.89,Segment B,AD,Windows,High,True,21,2020-01-29T00:34:01.962740+0000,2023-08-16T01:37:06.699164+0000,17
AST-0223,SPG-HMI-223,10.20.0.90,Segment B,HMI,Linux,High,True,55,2020-01-23T06:23:05.503129+0000,2023-08-13T15:56:38.959541+0000,29
AST-0233,SPG-ENG-233,10.20.0.100,Segment B,ENG,Linux,Low,True,37,2020-02-28T20:22:38.131951+0000,2023-09-24T15:31:15.451469+0000,26
AST-0237,SPG-ENG-237,10.20.0.104,Segment B,ENG,Linux,High,True,61,2020-01-03T02:13:03.832057+0000,2023-10-01T17:10:58.803889+0000,40
AST-0240,SPG-HIS-240,10.20.0.107,Segment B,HIS,Windows,High,True,23,2020-05-24T15:50:40.332041+0000,2023-08-26T23:02:42.253046+0000,17
AST-0241,SPG-ENG-241,10.20.0.108,Segment B,ENG,Linux,High,True,65,2020-02-03T17:25:34.223536+0000,2023-09-14T02:12:28.306016+0000,45
AST-0247,SPG-HMI-247,10.20.0.114,Segment B,HMI,Linux,High,True,54,2020-01-01T03:11:48.241394+0000,2023-10-02T20:14:22.712207+0000,34
AST-0255,SPG-HMI-255,10.20.0.122,Segment B,HMI,Linux,Low,True,69,2020-02-28T17:12:15.619094+0000,2023-10-09T04:37:17.655752+0000,50
AST-0258,SPG-AD-258,10.20.0.125,Segment B,AD,Windows,Medium,True,29,2020-03-14T14:36:43.939590+0000,2023-10-01T05:34:15.432677+0000,14
AST-0259,SPG-HMI-259,10.20.0.126,Segment B,HMI,Linux,Critical,True,57,2020-01-07T12:21:37.248637+0000,2023-08-30T16:25:47.118934+0000,44
AST-0263,SPG-HMI-263,10.20.0.130,Segment B,HMI,Linux,Medium,True,59,2020-01-13T18:34:08.130107+0000,2023-08-14T12:14:28.357537+0000,33
AST-0264,SPG-HIS-264,10.20.0.131,Segment B,HIS,Windows,Medium,True,26,2020-01-19T05:24:43.135096+0000,2023-09-26T16:26:53.663591+0000,17
AST-0268,SPG-HIS-268,10.20.0.135,Segment B,HIS,Linux,Low,True,73,2020-01-01T23:08:08.338987+0000,2023-09-29T10:21:12.703841+0000,41
AST-0272,SPG-SUB-272,10.30.0.5,Segment C,SUB,Linux,Medium,True,34,2020-07-24T15:17:18.008984+0000,2023-07-30T17:57:11.448055+0000,23
AST-0274,SPG-RTU-274,10.30.0.7,Segment C,RTU,Linux,Critical,True,34,2020-02-23T12:18:48.530247+0000,2023-09-15T00:55:14.112314+0000,22
AST-0276,SPG-SUB-276,10.30.0.9,Segment C,SUB,Windows,Critical,True,15,2020-01-05T21:21:20.940542+0000,2023-08-28T22:48:59.420246+0000,11
AST-0278,SPG-RTU-278,10.30.0.11,Segment C,RTU,Linux,Critical,True,32,2020-01-01T00:43:27.524143+0000,2023-09-02T15:49:22.645750+0000,15
AST-0279,SPG-PLC-279,10.30.0.12,Segment C,PLC,Linux,High,True,45,2020-02-25T20:46:57.186675+0000,2023-10-08T21:50:38.555573+0000,31
AST-0280,SPG-SUB-280,10.30.0.13,Segment C,SUB,Linux,Critical,True,44,2020-01-27T00:48:17.475973+0000,2023-08-12T09:44:06.902987+0000,31
AST-0283,SPG-PLC-283,10.30.0.16,Segment C,PLC,Linux,High,True,53,2020-01-21T00:26:46.467642+0000,2023-10-09T09:40:54.782489+0000,36
AST-0288,SPG-SUB-288,10.30.0.21,Segment C,SUB,Windows,Critical,True,26,2020-01-26T23:24:23.845901+0000,2023-08-25T05:34:41.031853+0000,18
AST-0291,SPG-PLC-291,10.30.0.24,Segment C,PLC,Linux,High,True,34,2020-01-22T01:29:03.976221+0000,2023-04-13T12:13:47.130940+0000,22
AST-0292,SPG-SUB-292,10.30.0.25,Segment C,SUB,Linux,Medium,True,43,2020-03-04T20:28:48.797115+0000,2023-09-23T11:12:05.664077+0000,32
AST-0297,SPG-EMS-297,10.30.0.30,Segment C,EMS,Linux,High,True,40,2020-01-16T02:45:04.134344+0000,2023-09-11T18:11:12.611891+0000,27
AST-0299,SPG-PLC-299,10.30.0.32,Segment C,PLC,Linux,Critical,True,33,2020-02-06T08:18:16.672146+0000,2023-09-02T03:56:36.435744+0000,21
AST-0300,SPG-SUB-300,10.30.0.33,Segment C,SUB,Windows,Low,True,17,2020-01-01T03:02:42.838400+0000,2023-08-09T07:48:05.644560+0000,16
AST-0301,SPG-EMS-301,10.30.0.34,Segment C,EMS,Linux,High,True,47,2020-01-01T19:58:27.774446+0000,2023-07-24T10:26:51.314524+0000,38
AST-0304,SPG-SUB-304,10.30.0.37,Segment C,SUB,Linux,Low,True,38,2020-06-25T22:19:10.597477+0000,2023-10-06T06:18:54.424088+0000,24
AST-0305,SPG-EMS-305,10.30.0.38,Segment C,EMS,Linux,High,True,38,2020-04-17T18:08:27.378164+0000,2023-09-04T17:37:57.812702+0000,29
AST-0308,SPG-SUB-308,10.30.0.41,Segment C,SUB,Linux,High,True,43,2020-01-04T09:19:45.444365+0000,2023-10-08T19:14:50.704396+0000,30
AST-0309,SPG-EMS-309,10.30.0.42,Segment C,EMS,Linux,Critical,True,43,2020-01-05T23:27:28.568110+0000,2023-08-03T13:05:43.852623+0000,28
AST-0314,SPG-RTU-314,10.30.0.47,Segment C,RTU,Linux,Critical,True,43,2020-01-08T10:29:29.178863+0000,2023-08-18T17:58:24.751575+0000,30
AST-0315,SPG-PLC-315,10.30.0.48,Segment C,PLC,Linux,High,True,51,2020-01-05T17:37:31.922284+0000,2023-09-17T21:54:43.378932+0000,34
AST-0316,SPG-SUB-316,10.30.0.49,Segment C,SUB,Linux,Medium,True,29,2020-01-19T02:39:32.786239+0000,2023-09-22T15:25:43.082948+0000,24
AST-0319,SPG-PLC-319,10.30.0.52,Segment C,PLC,Linux,High,True,40,2020-01-10T07:51:48.651498+0000,2023-09-25T03:33:54.241054+0000,29
AST-0321,SPG-EMS-321,10.30.0.54,Segment C,EMS,Linux,Critical,True,47,2020-04-06T19:20:26.124178+0000,2023-09-02T23:22:50.513808+0000,30
AST-0322,SPG-RTU-322,10.30.0.55,Segment C,RTU,Linux,High,True,44,2020-01-27T15:53:08.589770+0000,2023-09-30T15:40:28.478761+0000,31
AST-0324,SPG-SUB-324,10.30.0.57,Segment C,SUB,Windows,Low,True,12,2020-01-01T20:01:32.163768+0000,2023-05-08T17:17:52.544092+0000,10
AST-0325,SPG-EMS-325,10.30.0.58,Segment C,EMS,Linux,High,True,46,2020-03-31T21:05:38.781444+0000,2023-09-22T03:17:25.556227+0000,27
AST-0327,SPG-PLC-327,10.30.0.60,Segment C,PLC,Linux,Critical,True,38,2020-02-12T09:52:37.135809+0000,2023-09-18T06:54:33.601130+0000,24
AST-0330,SPG-RTU-330,10.30.0.63,Segment C,RTU,Windows,High,True,6,2020-05-22T15:05:59.227320+0000,2023-05-01T11:18:57.663893+0000,4
AST-0331,SPG-PLC-331,10.30.0.64,Segment C,PLC,Linux,Critical,True,38,2020-01-09T13:21:05.988060+0000,2023-10-09T11:01:20.078825+0000,29
AST-0335,SPG-PLC-335,10.30.0.68,Segment C,PLC,Linux,High,True,41,2020-02-07T15:03:41.287679+0000,2023-10-09T12:42:05.779514+0000,29
AST-0337,SPG-EMS-337,10.30.0.70,Segment C,EMS,Linux,High,True,38,2020-01-14T11:55:19.555202+0000,2023-07-31T10:00:53.226557+0000,20
AST-0340,SPG-SUB-340,10.30.0.73,Segment C,SUB,Linux,High,True,47,2020-01-01T08:58:10.816380+0000,2023-09-18T20:17:54.961875+0000,34
AST-0341,SPG-EMS-341,10.30.0.74,Segment C,EMS,Linux,High,True,48,2020-01-20T09:25:10.559015+0000,2023-10-01T19:22:31.462341+0000,25
AST-0342,SPG-RTU-342,10.30.0.75,Segment C,RTU,Windows,High,True,18,2020-02-06T19:41:14.367837+0000,2023-09-16T20:49:42.140961+0000,14
AST-0347,SPG-PLC-347,10.30.0.80,Segment C,PLC,Linux,Critical,True,30,2020-02-02T18:33:33.494865+0000,2023-09-13T17:22:07.252943+0000,21
AST-0348,SPG-SUB-348,10.30.0.81,Segment C,SUB,Windows,Medium,True,12,2020-03-19T04:35:54.251063+0000,2023-03-13T16:10:28.183151+0000,10
AST-0349,SPG-EMS-349,10.30.0.82,Segment C,EMS,Linux,Critical,True,49,2020-01-23T20:15:53.734855+0000,2023-08-01T07:23:58.493906+0000,29
AST-0350,SPG-RTU-350,10.30.0.83,Segment C,RTU,Linux,High,True,31,2020-02-08T17:38:36.366330+0000,2023-10-07T23:48:54.311725+0000,23
AST-0351,SPG-PLC-351,10.30.0.84,Segment C,PLC,Linux,High,True,30,2020-05-11T04:55:16.940386+0000,2023-06-18T23:27:28.484980+0000,17
AST-0352,SPG-SUB-352,10.30.0.85,Segment C,SUB,Linux,High,True,47,2020-02-15T01:33:22.663468+0000,2023-08-20T12:53:07.632314+0000,34
AST-0353,SPG-EMS-353,10.30.0.86,Segment C,EMS,Linux,High,True,32,2020-01-06T06:02:31.924228+0000,2023-09-19T14:28:26.430421+0000,23
AST-0354,SPG-RTU-354,10.30.0.87,Segment C,RTU,Windows,Critical,True,14,2020-01-29T07:26:20.232632+0000,2023-09-06T22:54:28.781318+0000,10
AST-0359,SPG-PLC-359,10.30.0.92,Segment C,PLC,Linux,High,True,42,2020-01-17T13:39:25.604189+0000,2023-08-20T15:47:57.748321+0000,28
AST-0361,SPG-EMS-361,10.30.0.94,Segment C,EMS,Linux,High,True,49,2020-03-12T11:26:55.107399+0000,2023-10-07T06:29:35.869786+0000,29
AST-0364,SPG-SUB-364,10.30.0.97,Segment C,SUB,Linux,Critical,True,42,2020-01-25T02:19:10.313742+0000,2023-08-19T02:37:44.552201+0000,33
AST-0366,SPG-RTU-366,10.30.0.99,Segment C,RTU,Windows,High,True,17,2020-11-22T23:08:16.175298+0000,2023-10-08T00:25:57.311862+0000,12
AST-0370,SPG-RTU-370,10.30.0.103,Segment C,RTU,Linux,High,True,37,2020-01-31T04:43:27.534848+0000,2023-10-08T16:45:36.291459+0000,18
AST-0371,SPG-PLC-371,10.30.0.104,Segment C,PLC,Linux,High,True,50,2020-01-02T08:30:12.525861+0000,2023-08-30T06:28:40.719960+0000,32
AST-0372,SPG-SUB-372,10.30.0.105,Segment C,SUB,Windows,High,True,17,2020-02-03T23:37:47.093498+0000,2023-10-06T05:32:23.849609+0000,10
AST-0374,SPG-RTU-374,10.30.0.107,Segment C,RTU,Linux,High,True,45,2020-01-05T20:41:36.839072+0000,2023-10-04T19:56:34.436495+0000,28
AST-0377,SPG-EMS-377,10.30.0.110,Segment C,EMS,Linux,Critical,True,42,2020-02-10T04:44:08.902600+0000,2023-10-03T20:26:28.011574+0000,26
AST-0378,SPG-RTU-378,10.30.0.111,Segment C,RTU,Windows,Critical,True,20,2020-02-14T17:40:30.301694+0000,2023-08-13T02:29:46.592041+0000,17
AST-0380,SPG-SUB-380,10.30.0.113,Segment C,SUB,Linux,Critical,True,34,2020-01-25T00:21:04.096478+0000,2023-09-02T21:13:58.288456+0000,25
AST-0381,SPG-EMS-381,10.30.0.114,Segment C,EMS,Linux,High,True,38,2020-03-29T15:43:37.267631+0000,2023-09-25T10:39:12.732162+0000,21
AST-0387,SPG-PLC-387,10.30.0.120,Segment C,PLC,Linux,Critical,True,41,2020-02-01T08:50:20.672712+0000,2023-10-03T03:50:26.584955+0000,26
AST-0389,SPG-EMS-389,10.30.0.122,Segment C,EMS,Linux,High,True,39,2020-01-28T22:35:00.658916+0000,2023-09-04T19:06:49.346550+0000,29
AST-0392,SPG-SUB-392,10.30.0.125,Segment C,SUB,Linux,High,True,43,2020-02-26T10:39:30.939205+0000,2023-10-06T00:14:14.666454+0000,28
AST-0393,SPG-EMS-393,10.30.0.126,Segment C,EMS,Linux,High,True,34,2020-02-02T18:34:55.614790+0000,2023-10-04T07:12:54.236227+0000,24
AST-0394,SPG-RTU-394,10.30.0.127,Segment C,RTU,Linux,Critical,True,40,2020-01-06T20:54:56.388767+0000,2023-09-18T19:20:59.596811+0000,23
AST-0395,SPG-PLC-395,10.30.0.128,Segment C,PLC,Linux,High,True,37,2020-01-21T14:55:08.312524+0000,2023-08-04T18:26:24.169453+0000,28
AST-0397,SPG-EMS-397,10.30.0.130,Segment C,EMS,Linux,High,True,37,2020-02-21T15:50:50.839836+0000,2023-08-19T23:07:58.408515+0000,23
AST-0399,SPG-PLC-399,10.30.0.132,Segment C,PLC,Linux,High,True,34,2020-01-16T21:39:50.791289+0000,2023-08-27T21:51:42.871191+0000,20
