asset_id,hostname,ip,segment,role,os,criticality,exposed
AST-0048,SPG-DNS-048,10.10.0.49,Segment A,DNS,Windows,Critical,False
AST-0049,SPG-WEB-049,10.10.0.50,Segment A,WEB,Linux,Critical,True
AST-0050,SPG-PRX-050,10.10.0.51,Segment A,PRX,Linux,Critical,True
AST-0051,SPG-FTP-051,10.10.0.52,Segment A,FTP,Linux,High,False
AST-0052,SPG-DNS-052,10.10.0.53,Segment A,DNS,Linux,High,True
AST-0053,SPG-WEB-053,10.10.0.54,Segment A,WEB,Linux,Critical,False
AST-0054,SPG-PRX-054,10.10.0.55,Segment A,PRX,Windows,Low,False
AST-0055,SPG-FTP-055,10.10.0.56,Segment A,FTP,Linux,Low,True
AST-0056,SPG-DNS-056,10.10.0.57,Segment A,DNS,Linux,Low,False
AST-0057,SPG-WEB-057,10.10.0.58,Segment A,WEB,Linux,Low,False
AST-0058,SPG-PRX-058,10.10.0.59,Segment A,PRX,Linux,Critical,False
AST-0059,SPG-FTP-059,10.10.0.60,Segment A,FTP,Linux,High,True
AST-0060,SPG-DNS-060,10.10.0.61,Segment A,DNS,Windows,Medium,True
AST-0061,SPG-WEB-061,10.10.0.62,Segment A,WEB,Linux,Medium,True
AST-0062,SPG-PRX-062,10.10.0.63,Segment A,PRX,Linux,Critical,False
AST-0063,SPG-FTP-063,10.10.0.64,Segment A,FTP,Linux,Medium,False
AST-0064,SPG-DNS-064,10.10.0.65,Segment A,DNS,Linux,Medium,False
AST-0065,SPG-WEB-065,10.10.0.66,Segment A,WEB,Linux,Critical,True
AST-0066,SPG-PRX-066,10.10.0.67,Segment A,PRX,Windows,Low,True
AST-0067,SPG-FTP-067,10.10.0.68,Segment A,FTP,Linux,Critical,False
AST-0068,SPG-DNS-068,10.10.0.69,Segment A,DNS,Linux,High,True
AST-0069,SPG-WEB-069,10.10.0.70,Segment A,WEB,Linux,High,True
AST-0070,SPG-PRX-070,10.10.0.71,Segment A,PRX,Linux,Critical,True
AST-0071,SPG-FTP-071,10.10.0.72,Segment A,FTP,Linux,Critical,False
AST-0072,SPG-DNS-072,10.10.0.73,Segment A,DNS,Windows,Critical,False
AST-0073,SPG-WEB-073,10.10.0.74,Segment A,WEB,Linux,Low,False
AST-0074,SPG-PRX-074,10.10.0.75,Segment A,PRX,Linux,Low,False
AST-0075,SPG-FTP-075,10.10.0.76,Segment A,FTP,Linux,High,False
AST-0076,SPG-DNS-076,10.10.0.77,Segment A,DNS,Linux,High,True
AST-0077,SPG-WEB-077,10.10.0.78,Segment A,WEB,Linux,Low,False
AST-0078,SPG-PRX-078,10.10.0.79,Segment A,PRX,Windows,High,False
AST-0079,SPG-FTP-079,10.10.0.80,Segment A,FTP,Linux,High,False
AST-0080,SPG-DNS-080,10.10.0.81,Segment A,DNS,Linux,Low,False
AST-0081,SPG-WEB-081,10.10.0.82,Segment A,WEB,Linux,Low,True
AST-0082,SPG-PRX-082,10.10.0.83,Segment A,PRX,Linux,Critical,True
AST-0083,SPG-FTP-083,10.10.0.84,Segment A,FTP,Linux,Low,False
AST-0084,SPG-DNS-084,10.10.0.85,Segment A,DNS,Windows,Low,False
AST-0085,SPG-WEB-085,10.10.0.86,Segment A,WEB,Linux,High,True
AST-0086,SPG-PRX-086,10.10.0.87,Segment A,PRX,Linux,Critical,False
AST-0087,SPG-FTP-087,10.10.0.88,Segment A,FTP,Linux,Medium,False
AST-0088,SPG-DNS-088,10.10.0.89,Segment A,DNS,Linux,Medium,False
AST-0089,SPG-WEB-089,10.10.0.90,Segment A,WEB,Linux,Critical,True
AST-0090,SPG-PRX-090,10.10.0.91,Segment A,PRX,Windows,High,False
AST-0091,SPG-FTP-091,10.10.0.92,Segment A,FTP,Linux,High,False
AST-0092,SPG-DNS-092,10.10.0.93,Segment A,DNS,Linux,Low,False
AST-0093,SPG-WEB-093,10.10.0.94,Segment A,WEB,Linux,Critical,True
AST-0094,SPG-PRX-094,10.10.0.95,Segment A,PRX,Linux,Critical,True
AST-0095,SPG-FTP-095,10.10.0.96,Segment A,FTP,Linux,High,True
AST-0096,SPG-DNS-096,10.10.0.97,Segment A,DNS,Windows,High,False
AST-0097,SPG-WEB-097,10.10.0.98,Segment A,WEB,Linux,Low,True
AST-0098,SPG-PRX-098,10.10.0.99,Segment A,PRX,Linux,Medium,True
AST-0099,SPG-FTP-099,10.10.0.100,Segment A,FTP,Linux,Critical,False
AST-0100,SPG-DNS-100,10.10.0.101,Segment A,DNS,Linux,Medium,True
AST-0101,SPG-WEB-101,10.10.0.102,Segment A,WEB,Linux,Medium,False
AST-0102,SPG-PRX-102,10.10.0.103,Segment A,PRX,Windows,Low,True
AST-0103,SPG-FTP-103,10.10.0.104,Segment A,FTP,Linux,Critical,True
AST-0104,SPG-DNS-104,10.10.0.105,Segment A,DNS,Linux,Critical,False
AST-0105,SPG-WEB-105,10.10.0.106,Segment A,WEB,Linux,Critical,True
AST-0106,SPG-PRX-106,10.10.0.107,Segment A,PRX,Linux,High,True
AST-0107,SPG-FTP-107,10.10.0.108,Segment A,FTP,Linux,High,False
AST-0108,SPG-DNS-108,10.10.0.109,Segment A,DNS,Windows,Critical,True
AST-0109,SPG-WEB-109,10.10.0.110,Segment A,WEB,Linux,Medium,False
AST-0110,SPG-PRX-110,10.10.0.111,Segment A,PRX,Linux,Medium,False
AST-0111,SPG-FTP-111,10.10.0.112,Segment A,FTP,Linux,Low,True
AST-0112,SPG-DNS-112,10.10.0.113,Segment A,DNS,Linux,High,True
AST-0113,SPG-WEB-113,10.10.0.114,Segment A,WEB,Linux,Low,False
AST-0114,SPG-PRX-114,10.10.0.115,Segment A,PRX,Windows,High,True
AST-0115,SPG-FTP-115,10.10.0.116,Segment A,FTP,Linux,Low,False
AST-0116,SPG-DNS-116,10.10.0.117,Segment A,DNS,Linux,High,False
AST-0117,SPG-WEB-117,10.10.0.118,Segment A,WEB,Linux,High,False
AST-0118,SPG-PRX-118,10.10.0.119,Segment A,PRX,Linux,Medium,False
AST-0119,SPG-FTP-119,10.10.0.120,Segment A,FTP,Linux,High,True
AST-0120,SPG-DNS-120,10.10.0.121,Segment A,DNS,Windows,High,True
AST-0121,SPG-WEB-121,10.10.0.122,Segment A,WEB,Linux,High,False
AST-0122,SPG-PRX-122,10.10.0.123,Segment A,PRX,Linux,High,False
AST-0123,SPG-FTP-123,10.10.0.124,Segment A,FTP,Linux,High,True
AST-0124,SPG-DNS-124,10.10.0.125,Segment A,DNS,Linux,Low,False
AST-0125,SPG-WEB-125,10.10.0.126,Segment A,WEB,Linux,Low,False
AST-0126,SPG-PRX-126,10.10.0.127,Segment A,PRX,Windows,Critical,False
AST-0127,SPG-FTP-127,10.10.0.128,Segment A,FTP,Linux,Low,False
AST-0128,SPG-DNS-128,10.10.0.129,Segment A,DNS,Linux,Critical,False
AST-0129,SPG-WEB-129,10.10.0.130,Segment A,WEB,Linux,Critical,False
AST-0130,SPG-PRX-130,10.10.0.131,Segment A,PRX,Linux,Critical,True
AST-0131,SPG-FTP-131,10.10.0.132,Segment A,FTP,Linux,Critical,False
AST-0132,SPG-DNS-132,10.10.0.133,Segment A,DNS,Windows,Medium,False
AST-0133,SPG-WEB-133,10.10.0.134,Segment A,WEB,Linux,High,True
AST-0134,SPG-PRX-134,10.10.0.135,Segment A,PRX,Linux,Low,False
AST-0135,SPG-HMI-135,10.20.0.2,Segment B,HMI,Linux,Medium,False
AST-0136,SPG-HIS-136,10.20.0.3,Segment B,HIS,Linux,Low,False
AST-0137,SPG-ENG-137,10.20.0.4,Segment B,ENG,Linux,Low,False
AST-0138,SPG-AD-138,10.20.0.5,Segment B,AD,Windows,Medium,False
AST-0139,SPG-HMI-139,10.20.0.6,Segment B,HMI,Linux,High,False
AST-0140,SPG-HIS-140,10.20.0.7,Segment B,HIS,Linux,Critical,True
AST-0141,SPG-ENG-141,10.20.0.8,Segment B,ENG,Linux,High,False
AST-0142,SPG-AD-142,10.20.0.9,Segment B,AD,Windows,High,False
AST-0143,SPG-HMI-143,10.20.0.10,Segment B,HMI,Linux,Low,False
AST-0144,SPG-HIS-144,10.20.0.11,Segment B,HIS,Windows,Critical,True
AST-0145,SPG-ENG-145,10.20.0.12,Segment B,ENG,Linux,Medium,True
AST-0146,SPG-AD-146,10.20.0.13,Segment B,AD,Windows,High,False
AST-0147,SPG-HMI-147,10.20.0.14,Segment B,HMI,Linux,High,False
AST-0148,SPG-HIS-148,10.20.0.15,Segment B,HIS,Linux,Critical,True
AST-0149,SPG-ENG-149,10.20.0.16,Segment B,ENG,Linux,Critical,False
AST-0150,SPG-AD-150,10.20.0.17,Segment B,AD,Windows,Medium,False
AST-0151,SPG-HMI-151,10.20.0.18,Segment B,HMI,Linux,Low,False
AST-0152,SPG-HIS-152,10.20.0.19,Segment B,HIS,Linux,Low,False
AST-0153,SPG-ENG-153,10.20.0.20,Segment B,ENG,Linux,High,False
AST-0154,SPG-AD-154,10.20.0.21,Segment B,AD,Windows,Critical,True
AST-0155,SPG-HMI-155,10.20.0.22,Segment B,HMI,Linux,Critical,True
AST-0156,SPG-HIS-156,10.20.0.23,Segment B,HIS,Windows,High,False
AST-0157,SPG-ENG-157,10.20.0.24,Segment B,ENG,Linux,Medium,False
AST-0158,SPG-AD-158,10.20.0.25,Segment B,AD,Windows,Medium,True
AST-0159,SPG-HMI-159,10.20.0.26,Segment B,HMI,Linux,High,False
AST-0160,SPG-HIS-160,10.20.0.27,Segment B,HIS,Linux,Critical,False
AST-0161,SPG-ENG-161,10.20.0.28,Segment B,ENG,Linux,Medium,False
AST-0162,SPG-AD-162,10.20.0.29,Segment B,AD,Windows,High,True
AST-0163,SPG-HMI-163,10.20.0.30,Segment B,HMI,Linux,Low,False
AST-0164,SPG-HIS-164,10.20.0.31,Segment B,HIS,Linux,Medium,False
AST-0165,SPG-ENG-165,10.20.0.32,Segment B,ENG,Linux,High,True
AST-0166,SPG-AD-166,10.20.0.33,Segment B,AD,Windows,Critical,True
AST-0167,SPG-HMI-167,10.20.0.34,Segment B,HMI,Linux,Critical,False
AST-0168,SPG-HIS-168,10.20.0.35,Segment B,HIS,Windows,Low,True
AST-0169,SPG-ENG-169,10.20.0.36,Segment B,ENG,Linux,Medium,True
AST-0170,SPG-AD-170,10.20.0.37,Segment B,AD,Windows,Medium,False
AST-0171,SPG-HMI-171,10.20.0.38,Segment B,HMI,Linux,Critical,False
AST-0172,SPG-HIS-172,10.20.0.39,Segment B,HIS,Linux,Critical,False
AST-0173,SPG-ENG-173,10.20.0.40,Segment B,ENG,Linux,Critical,True
AST-0174,SPG-AD-174,10.20.0.41,Segment B,AD,Windows,Low,False
AST-0175,SPG-HMI-175,10.20.0.42,Segment B,HMI,Linux,Critical,True
AST-0176,SPG-HIS-176,10.20.0.43,Segment B,HIS,Linux,Medium,True
AST-0177,SPG-ENG-177,10.20.0.44,Segment B,ENG,Linux,Medium,False
AST-0178,SPG-AD-178,10.20.0.45,Segment B,AD,Windows,High,True
AST-0179,SPG-HMI-179,10.20.0.46,Segment B,HMI,Linux,Critical,False
AST-0180,SPG-HIS-180,10.20.0.47,Segment B,HIS,Windows,Critical,True
AST-0181,SPG-ENG-181,10.20.0.48,Segment B,ENG,Linux,Low,False
AST-0182,SPG-AD-182,10.20.0.49,Segment B,AD,Windows,Medium,True
AST-0183,SPG-HMI-183,10.20.0.50,Segment B,HMI,Linux,Critical,True
AST-0184,SPG-HIS-184,10.20.0.51,Segment B,HIS,Linux,High,True
AST-0185,SPG-ENG-185,10.20.0.52,Segment B,ENG,Linux,Medium,True
AST-0186,SPG-AD-186,10.20.0.53,Segment B,AD,Windows,Medium,False
AST-0187,SPG-HMI-187,10.20.0.54,Segment B,HMI,Linux,Critical,False
AST-0188,SPG-HIS-188,10.20.0.55,Segment B,HIS,Linux,Low,False
AST-0189,SPG-ENG-189,10.20.0.56,Segment B,ENG,Linux,Critical,False
AST-0190,SPG-AD-190,10.20.0.57,Segment B,AD,Windows,Low,True
AST-0191,SPG-HMI-191,10.20.0.58,Segment B,HMI,Linux,Critical,False
AST-0192,SPG-HIS-192,10.20.0.59,Segment B,HIS,Windows,Low,True
AST-0193,SPG-ENG-193,10.20.0.60,Segment B,ENG,Linux,Critical,True
AST-0194,SPG-AD-194,10.20.0.61,Segment B,AD,Windows,Low,False
AST-0195,SPG-HMI-195,10.20.0.62,Segment B,HMI,Linux,Low,False
AST-0196,SPG-HIS-196,10.20.0.63,Segment B,HIS,Linux,Critical,True
AST-0197,SPG-ENG-197,10.20.0.64,Segment B,ENG,Linux,Critical,False
AST-0198,SPG-AD-198,10.20.0.65,Segment B,AD,Windows,Critical,False
AST-0199,SPG-HMI-199,10.20.0.66,Segment B,HMI,Linux,Critical,True
AST-0200,SPG-HIS-200,10.20.0.67,Segment B,HIS,Linux,Critical,True
AST-0201,SPG-ENG-201,10.20.0.68,Segment B,ENG,Linux,Medium,True
AST-0202,SPG-AD-202,10.20.0.69,Segment B,AD,Windows,Low,False
AST-0203,SPG-HMI-203,10.20.0.70,Segment B,HMI,Linux,Medium,False
AST-0204,SPG-HIS-204,10.20.0.71,Segment B,HIS,Windows,Low,False
AST-0205,SPG-ENG-205,10.20.0.72,Segment B,ENG,Linux,Low,False
AST-0206,SPG-AD-206,10.20.0.73,Segment B,AD,Windows,Low,False
AST-0207,SPG-HMI-207,10.20.0.74,Segment B,HMI,Linux,Low,True
AST-0208,SPG-HIS-208,10.20.0.75,Segment B,HIS,Linux,Critical,True
AST-0209,SPG-ENG-209,10.20.0.76,Segment B,ENG,Linux,Critical,True
AST-0210,SPG-AD-210,10.20.0.77,Segment B,AD,Windows,Medium,False
AST-0211,SPG-HMI-211,10.20.0.78,Segment B,HMI,Linux,Critical,False
AST-0212,SPG-HIS-212,10.20.0.79,Segment B,HIS,Linux,Low,True
AST-0213,SPG-ENG-213,10.20.0.80,Segment B,ENG,Linux,Critical,False
AST-0214,SPG-AD-214,10.20.0.81,Segment B,AD,Windows,High,False
AST-0215,SPG-HMI-215,10.20.0.82,Segment B,HMI,Linux,Critical,False
AST-0216,SPG-HIS-216,10.20.0.83,Segment B,HIS,Windows,Low,True
AST-0217,SPG-ENG-217,10.20.0.84,Segment B,ENG,Linux,Low,False
AST-0218,SPG-AD-218,10.20.0.85,Segment B,AD,Windows,Medium,False
AST-0219,SPG-HMI-219,10.20.0.86,Segment B,HMI,Linux,Critical,True
AST-0220,SPG-HIS-220,10.20.0.87,Segment B,HIS,Linux,Medium,False
AST-0221,SPG-ENG-221,10.20.0.88,Segment B,ENG,Linux,Medium,True
AST-0222,SPG-AD-222,10.20.0.89,Segment B,AD,Windows,High,True
AST-0223,SPG-HMI-223,10.20.0.90,Segment B,HMI,Linux,High,True
AST-0224,SPG-HIS-224,10.20.0.91,Segment B,HIS,Linux,High,False
AST-0225,SPG-ENG-225,10.20.0.92,Segment B,ENG,Linux,Medium,False
AST-0226,SPG-AD-226,10.20.0.93,Segment B,AD,Windows,Low,False
AST-0227,SPG-HMI-227,10.20.0.94,Segment B,HMI,Linux,Low,False
AST-0228,SPG-HIS-228,10.20.0.95,Segment B,HIS,Windows,High,False
AST-0229,SPG-ENG-229,10.20.0.96,Segment B,ENG,Linux,Medium,False
AST-0230,SPG-AD-230,10.20.0.97,Segment B,AD,Windows,Low,False
AST-0231,SPG-HMI-231,10.20.0.98,Segment B,HMI,Linux,Medium,False
AST-0232,SPG-HIS-232,10.20.0.99,Segment B,HIS,Linux,High,False
AST-0233,SPG-ENG-233,10.20.0.100,Segment B,ENG,Linux,Low,True
AST-0234,SPG-AD-234,10.20.0.101,Segment B,AD,Windows,High,False
AST-0235,SPG-HMI-235,10.20.0.102,Segment B,HMI,Linux,High,False
AST-0236,SPG-HIS-236,10.20.0.103,Segment B,HIS,Linux,Low,False
AST-0237,SPG-ENG-237,10.20.0.104,Segment B,ENG,Linux,High,True
AST-0238,SPG-AD-238,10.20.0.105,Segment B,AD,Windows,Medium,False
AST-0239,SPG-HMI-239,10.20.0.106,Segment B,HMI,Linux,High,False
AST-0240,SPG-HIS-240,10.20.0.107,Segment B,HIS,Windows,High,True
AST-0241,SPG-ENG-241,10.20.0.108,Segment B,ENG,Linux,High,True
AST-0242,SPG-AD-242,10.20.0.109,Segment B,AD,Windows,Low,False
AST-0243,SPG-HMI-243,10.20.0.110,Segment B,HMI,Linux,Medium,False
AST-0244,SPG-HIS-244,10.20.0.111,Segment B,HIS,Linux,Critical,False
AST-0245,SPG-ENG-245,10.20.0.112,Segment B,ENG,Linux,Critical,False
AST-0246,SPG-AD-246,10.20.0.113,Segment B,AD,Windows,Medium,False
AST-0247,SPG-HMI-247,10.20.0.114,Segment B,HMI,Linux,High,True
AST-0248,SPG-HIS-248,10.20.0.115,Segment B,HIS,Linux,Critical,False
AST-0249,SPG-ENG-249,10.20.0.116,Segment B,ENG,Linux,Low,False
AST-0250,SPG-AD-250,10.20.0.117,Segment B,AD,Windows,Low,False
AST-0251,SPG-HMI-251,10.20.0.118,Segment B,HMI,Linux,Medium,False
AST-0252,SPG-HIS-252,10.20.0.119,Segment B,HIS,Windows,High,False
AST-0253,SPG-ENG-253,10.20.0.120,Segment B,ENG,Linux,Low,False
AST-0254,SPG-AD-254,10.20.0.121,Segment B,AD,Windows,Low,False
AST-0255,SPG-HMI-255,10.20.0.122,Segment B,HMI,Linux,Low,True
AST-0256,SPG-HIS-256,10.20.0.123,Segment B,HIS,Linux,Medium,False
AST-0257,SPG-ENG-257,10.20.0.124,Segment B,ENG,Linux,Low,False
AST-0258,SPG-AD-258,10.20.0.125,Segment B,AD,Windows,Medium,True
AST-0259,SPG-HMI-259,10.20.0.126,Segment B,HMI,Linux,Critical,True
AST-0260,SPG-HIS-260,10.20.0.127,Segment B,HIS,Linux,Critical,False
AST-0261,SPG-ENG-261,10.20.0.128,Segment B,ENG,Linux,Medium,False
AST-0262,SPG-AD-262,10.20.0.129,Segment B,AD,Windows,Critical,False
AST-0263,SPG-HMI-263,10.20.0.130,Segment B,HMI,Linux,Medium,True
AST-0264,SPG-HIS-264,10.20.0.131,Segment B,HIS,Windows,Medium,True
AST-0265,SPG-ENG-265,10.20.0.132,Segment B,ENG,Linux,Medium,False
AST-0266,SPG-AD-266,10.20.0.133,Segment B,AD,Windows,Critical,False
AST-0267,SPG-HMI-267,10.20.0.134,Segment B,HMI,Linux,High,False
AST-0268,SPG-HIS-268,10.20.0.135,Segment B,HIS,Linux,Low,True
AST-0269,SPG-EMS-269,10.30.0.2,Segment C,EMS,Linux,High,False
AST-0270,SPG-RTU-270,10.30.0.3,Segment C,RTU,Windows,Critical,False
AST-0271,SPG-PLC-271,10.30.0.4,Segment C,PLC,Linux,Critical,False
AST-0272,SPG-SUB-272,10.30.0.5,Segment C,SUB,Linux,Medium,True
AST-0273,SPG-EMS-273,10.30.0.6,Segment C,EMS,Linux,Critical,False
AST-0274,SPG-RTU-274,10.30.0.7,Segment C,RTU,Linux,Critical,True
AST-0275,SPG-PLC-275,10.30.0.8,Segment C,PLC,Linux,Critical,False
AST-0276,SPG-SUB-276,10.30.0.9,Segment C,SUB,Windows,Critical,True
AST-0277,SPG-EMS-277,10.30.0.10,Segment C,EMS,Linux,High,False
AST-0278,SPG-RTU-278,10.30.0.11,Segment C,RTU,Linux,Critical,True
AST-0279,SPG-PLC-279,10.30.0.12,Segment C,PLC,Linux,High,True
AST-0280,SPG-SUB-280,10.30.0.13,Segment C,SUB,Linux,Critical,True
AST-0281,SPG-EMS-281,10.30.0.14,Segment C,EMS,Linux,Critical,False
AST-0282,SPG-RTU-282,10.30.0.15,Segment C,RTU,Windows,Critical,False
AST-0283,SPG-PLC-283,10.30.0.16,Segment C,PLC,Linux,High,True
AST-0284,SPG-SUB-284,10.30.0.17,Segment C,SUB,Linux,Medium,False
AST-0285,SPG-EMS-285,10.30.0.18,Segment C,EMS,Linux,Critical,False
AST-0286,SPG-RTU-286,10.30.0.19,Segment C,RTU,Linux,Critical,False
AST-0287,SPG-PLC-287,10.30.0.20,Segment C,PLC,Linux,High,False
AST-0288,SPG-SUB-288,10.30.0.21,Segment C,SUB,Windows,Critical,True
AST-0289,SPG-EMS-289,10.30.0.22,Segment C,EMS,Linux,Critical,False
AST-0290,SPG-RTU-290,10.30.0.23,Segment C,RTU,Linux,Critical,False
AST-0291,SPG-PLC-291,10.30.0.24,Segment C,PLC,Linux,High,True
AST-0292,SPG-SUB-292,10.30.0.25,Segment C,SUB,Linux,Medium,True
AST-0293,SPG-EMS-293,10.30.0.26,Segment C,EMS,Linux,Critical,False
AST-0294,SPG-RTU-294,10.30.0.27,Segment C,RTU,Windows,High,False
AST-0295,SPG-PLC-295,10.30.0.28,Segment C,PLC,Linux,Critical,False
AST-0296,SPG-SUB-296,10.30.0.29,Segment C,SUB,Linux,Critical,False
AST-0297,SPG-EMS-297,10.30.0.30,Segment C,EMS,Linux,High,True
AST-0298,SPG-RTU-298,10.30.0.31,Segment C,RTU,Linux,High,False
AST-0299,SPG-PLC-299,10.30.0.32,Segment C,PLC,Linux,Critical,True
AST-0300,SPG-SUB-300,10.30.0.33,Segment C,SUB,Windows,Low,True
AST-0301,SPG-EMS-301,10.30.0.34,Segment C,EMS,Linux,High,True
AST-0302,SPG-RTU-302,10.30.0.35,Segment C,RTU,Linux,Critical,False
AST-0303,SPG-PLC-303,10.30.0.36,Segment C,PLC,Linux,Critical,False
AST-0304,SPG-SUB-304,10.30.0.37,Segment C,SUB,Linux,Low,True
AST-0305,SPG-EMS-305,10.30.0.38,Segment C,EMS,Linux,High,True
AST-0306,SPG-RTU-306,10.30.0.39,Segment C,RTU,Windows,High,False
AST-0307,SPG-PLC-307,10.30.0.40,Segment C,PLC,Linux,High,False
AST-0308,SPG-SUB-308,10.30.0.41,Segment C,SUB,Linux,High,True
AST-0309,SPG-EMS-309,10.30.0.42,Segment C,EMS,Linux,Critical,True
AST-0310,SPG-RTU-310,10.30.0.43,Segment C,RTU,Linux,Critical,False
AST-0311,SPG-PLC-311,10.30.0.44,Segment C,PLC,Linux,Critical,False
AST-0312,SPG-SUB-312,10.30.0.45,Segment C,SUB,Windows,High,False
AST-0313,SPG-EMS-313,10.30.0.46,Segment C,EMS,Linux,High,False
AST-0314,SPG-RTU-314,10.30.0.47,Segment C,RTU,Linux,Critical,True
AST-0315,SPG-PLC-315,10.30.0.48,Segment C,PLC,Linux,High,True
AST-0316,SPG-SUB-316,10.30.0.49,Segment C,SUB,Linux,Medium,True
AST-0317,SPG-EMS-317,10.30.0.50,Segment C,EMS,Linux,High,False
AST-0318,SPG-RTU-318,10.30.0.51,Segment C,RTU,Windows,Critical,False
AST-0319,SPG-PLC-319,10.30.0.52,Segment C,PLC,Linux,High,True
AST-0320,SPG-SUB-320,10.30.0.53,Segment C,SUB,Linux,Critical,False
AST-0321,SPG-EMS-321,10.30.0.54,Segment C,EMS,Linux,Critical,True
AST-0322,SPG-RTU-322,10.30.0.55,Segment C,RTU,Linux,High,True
AST-0323,SPG-PLC-323,10.30.0.56,Segment C,PLC,Linux,High,False
AST-0324,SPG-SUB-324,10.30.0.57,Segment C,SUB,Windows,Low,True
AST-0325,SPG-EMS-325,10.30.0.58,Segment C,EMS,Linux,High,True
AST-0326,SPG-RTU-326,10.30.0.59,Segment C,RTU,Linux,High,False
AST-0327,SPG-PLC-327,10.30.0.60,Segment C,PLC,Linux,Critical,True
AST-0328,SPG-SUB-328,10.30.0.61,Segment C,SUB,Linux,High,False
AST-0329,SPG-EMS-329,10.30.0.62,Segment C,EMS,Linux,Critical,False
AST-0330,SPG-RTU-330,10.30.0.63,Segment C,RTU,Windows,High,True
AST-0331,SPG-PLC-331,10.30.0.64,Segment C,PLC,Linux,Critical,True
