timestamp,rule_id,attack,severity,src_ip,src_port,dest_ip,dest_port,host,request,action,segment
2020-01-18 16:59:39,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,22.196.24.66,19801,10.10.0.45,8443,SPG-DNS-044,/index.php?id=1'+OR+'1'='1,blocked,Segment A
2020-01-18 19:52:02,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,144.115.241.14,13590,10.20.0.42,80,SPG-HMI-175,/actuator/env,blocked,Segment B
2020-01-19 02:39:32,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,54.198.81.219,50313,10.30.0.49,8080,SPG-SUB-316,/wp-login.php,alerted,Segment C
2020-01-19 07:17:08,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,6,99.165.59.196,4185,10.20.0.31,8443,SPG-HIS-164,/admin/../../etc/passwd,blocked,Segment B
2020-01-21 17:56:25,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,221.121.145.129,34996,10.30.0.125,443,SPG-SUB-392,/wp-login.php,blocked,Segment C
2020-01-22 00:48:41,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,45.60.204.111,40687,10.20.0.36,8080,SPG-ENG-169,/admin/../../etc/passwd,alerted,Segment B
2020-01-22 08:30:58,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,199.176.153.85,23038,10.20.0.134,8080,SPG-HMI-267,/wp-login.php,alerted,Segment B
2020-01-22 17:05:13,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,113.42.167.237,10116,10.10.0.51,8080,SPG-PRX-050,/actuator/env,blocked,Segment A
2020-01-23 21:50:36,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,125.4.232.131,19893,10.20.0.104,80,SPG-ENG-237,/actuator/env,alerted,Segment B
2020-01-24 04:47:46,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,6,176.31.190.13,30787,10.20.0.118,443,SPG-HMI-251,/admin/../../etc/passwd,blocked,Segment B
2020-01-25 02:19:44,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,104.73.58.189,35615,10.20.0.42,443,SPG-HMI-175,/index.php?id=1'+OR+'1'='1,blocked,Segment B
2020-01-25 10:45:03,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,84.1.239.221,47251,10.30.0.55,80,SPG-RTU-322,/index.php?id=1'+OR+'1'='1,alerted,Segment C
2020-01-26 07:42:17,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,69.171.3.132,61645,10.30.0.40,8443,SPG-PLC-307,/admin/../../etc/passwd,alerted,Segment C
2020-01-26 08:28:44,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,79.246.249.11,11955,10.10.0.131,8443,SPG-PRX-130,/actuator/env,alerted,Segment A
2020-01-26 09:53:36,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,173.36.50.133,33375,10.20.0.104,8443,SPG-ENG-237,/wp-login.php,alerted,Segment B
2020-01-27 18:25:38,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,171.108.211.109,44282,10.10.0.21,443,SPG-DNS-020,/index.php?id=1'+OR+'1'='1,alerted,Segment A
2020-01-28 15:41:15,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,164.41.143.12,17441,10.20.0.104,8080,SPG-ENG-237,/actuator/env,alerted,Segment B
2020-01-29 19:52:25,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,6,46.210.59.255,38333,10.10.0.90,80,SPG-WEB-089,/admin/../../etc/passwd,blocked,Segment A
2020-01-30 07:33:20,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,78.221.123.176,33260,10.20.0.123,443,SPG-HIS-256,/actuator/env,alerted,Segment B
2020-01-30 18:24:55,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,6,105.26.126.19,12755,10.20.0.116,8080,SPG-ENG-249,/wp-login.php,alerted,Segment B
2020-02-01 08:50:20,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,52.197.148.153,48166,10.30.0.120,80,SPG-PLC-387,/actuator/env,blocked,Segment C
2020-02-01 11:52:00,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,69.156.208.199,45865,10.10.0.69,8443,SPG-DNS-068,/actuator/env,alerted,Segment A
2020-02-01 20:04:27,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,117.255.85.23,2873,10.30.0.132,80,SPG-PLC-399,/admin/../../etc/passwd,alerted,Segment C
2020-02-02 23:04:56,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,144.150.229.101,44282,10.10.0.27,80,SPG-PRX-026,/admin/../../etc/passwd,blocked,Segment A
2020-02-03 13:51:13,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,183.118.46.104,21001,10.10.0.38,8443,SPG-WEB-037,/wp-login.php,blocked,Segment A
2020-02-04 13:43:44,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,120.168.157.167,62639,10.20.0.2,80,SPG-HMI-135,/admin/../../etc/passwd,alerted,Segment B
2020-02-07 00:21:55,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,13.154.107.182,38898,10.20.0.22,80,SPG-HMI-155,/actuator/env,alerted,Segment B
2020-02-10 05:17:34,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,19.47.36.96,52165,10.20.0.115,80,SPG-HIS-248,/admin/../../etc/passwd,blocked,Segment B
2020-02-10 15:32:12,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,6,184.157.88.218,57335,10.10.0.2,8080,SPG-WEB-001,/wp-login.php,blocked,Segment A
2020-02-11 06:13:33,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,145.152.159.188,64371,10.10.0.69,8443,SPG-DNS-068,/actuator/env,alerted,Segment A
2020-02-11 11:58:59,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,6,40.215.21.203,39715,10.20.0.102,443,SPG-HMI-235,/wp-login.php,alerted,Segment B
2020-02-13 07:44:17,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,194.119.198.113,24186,10.10.0.94,8443,SPG-WEB-093,/admin/../../etc/passwd,alerted,Segment A
2020-02-13 13:11:34,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,114.45.115.167,25656,10.30.0.126,8080,SPG-EMS-393,/index.php?id=1'+OR+'1'='1,blocked,Segment C
2020-02-13 18:56:57,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,206.67.219.148,57564,10.20.0.122,80,SPG-HMI-255,/actuator/env,blocked,Segment B
2020-02-14 15:20:15,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,85.75.147.133,27947,10.20.0.88,443,SPG-ENG-221,/wp-login.php,blocked,Segment B
2020-02-15 06:58:56,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,115.253.11.49,38693,10.20.0.124,80,SPG-ENG-257,/admin/../../etc/passwd,blocked,Segment B
2020-02-15 19:13:21,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,33.98.131.16,21674,10.30.0.98,8080,SPG-EMS-365,/index.php?id=1'+OR+'1'='1,alerted,Segment C
2020-02-16 11:48:01,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,6,117.147.31.98,61069,10.20.0.132,8080,SPG-ENG-265,/index.php?id=1'+OR+'1'='1,blocked,Segment B
2020-02-17 04:33:30,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,188.246.189.163,50930,10.30.0.82,8080,SPG-EMS-349,/wp-login.php,alerted,Segment C
2020-02-18 04:52:00,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,87.176.146.237,44568,10.30.0.92,80,SPG-PLC-359,/actuator/env,alerted,Segment C
2020-02-18 12:49:28,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,4.44.250.50,37893,10.20.0.127,8080,SPG-HIS-260,/actuator/env,alerted,Segment B
2020-02-18 20:58:47,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,190.243.83.133,65139,10.30.0.44,8080,SPG-PLC-311,/index.php?id=1'+OR+'1'='1,blocked,Segment C
2020-02-20 05:37:31,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,27.99.159.129,60388,10.10.0.132,80,SPG-FTP-131,/admin/../../etc/passwd,alerted,Segment A
2020-02-20 12:53:39,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,6,187.236.228.88,45388,10.20.0.22,443,SPG-HMI-155,/wp-login.php,alerted,Segment B
2020-02-21 13:36:58,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,222.119.173.29,16662,10.10.0.113,80,SPG-DNS-112,/index.php?id=1'+OR+'1'='1,alerted,Segment A
2020-02-21 15:50:50,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,181.4.251.47,8621,10.30.0.130,8080,SPG-EMS-397,/actuator/env,blocked,Segment C
2020-02-22 01:32:16,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,215.215.237.131,9666,10.10.0.106,80,SPG-WEB-105,/admin/../../etc/passwd,alerted,Segment A
2020-02-22 11:07:10,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,77.248.55.162,21903,10.20.0.19,8080,SPG-HIS-152,/admin/../../etc/passwd,alerted,Segment B
2020-02-22 15:36:31,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,9.96.205.236,14830,10.10.0.86,8080,SPG-WEB-085,/wp-login.php,blocked,Segment A
2020-02-22 18:28:36,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,6,197.191.175.77,53176,10.20.0.26,8080,SPG-HMI-159,/admin/../../etc/passwd,blocked,Segment B
2020-02-23 08:15:25,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,208.147.64.240,13331,10.30.0.24,8080,SPG-PLC-291,/actuator/env,alerted,Segment C
2020-02-23 23:30:33,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,62.123.128.42,16632,10.30.0.125,443,SPG-SUB-392,/actuator/env,alerted,Segment C
2020-02-25 18:08:51,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,40.182.250.31,2634,10.20.0.2,443,SPG-HMI-135,/wp-login.php,alerted,Segment B
2020-02-26 04:29:07,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,83.42.26.25,65370,10.10.0.118,8080,SPG-WEB-117,/admin/../../etc/passwd,blocked,Segment A
2020-02-26 22:42:43,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,6,27.53.189.252,17401,10.10.0.76,443,SPG-FTP-075,/wp-login.php,blocked,Segment A
2020-02-27 22:38:19,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,72.205.195.0,27943,10.10.0.106,8443,SPG-WEB-105,/index.php?id=1'+OR+'1'='1,alerted,Segment A
2020-02-28 12:45:46,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,192.109.208.137,63399,10.30.0.36,443,SPG-PLC-303,/actuator/env,blocked,Segment C
2020-02-29 19:14:28,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,6,78.179.62.76,47892,10.10.0.105,80,SPG-DNS-104,/admin/../../etc/passwd,alerted,Segment A
2020-03-02 23:16:02,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,179.80.156.213,46437,10.10.0.104,8443,SPG-FTP-103,/actuator/env,alerted,Segment A
2020-03-03 07:26:28,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,157.92.18.226,28929,10.20.0.92,8080,SPG-ENG-225,/admin/../../etc/passwd,alerted,Segment B
2020-03-03 16:22:37,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,36.0.246.205,6890,10.20.0.116,443,SPG-ENG-249,/admin/../../etc/passwd,alerted,Segment B
2020-03-04 23:33:38,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,75.152.113.92,52119,10.20.0.44,443,SPG-ENG-177,/actuator/env,alerted,Segment B
2020-03-07 01:08:49,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,223.37.103.18,49915,10.20.0.76,443,SPG-ENG-209,/wp-login.php,alerted,Segment B
2020-03-07 16:51:15,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,6,13.42.107.163,22152,10.10.0.78,8443,SPG-WEB-077,/actuator/env,blocked,Segment A
2020-03-08 03:06:39,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,215.96.140.177,55197,10.30.0.8,80,SPG-PLC-275,/index.php?id=1'+OR+'1'='1,alerted,Segment C
2020-03-08 05:02:49,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,134.184.115.92,16935,10.30.0.72,80,SPG-PLC-339,/actuator/env,alerted,Segment C
2020-03-09 00:49:05,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,6,187.88.188.254,33032,10.20.0.87,80,SPG-HIS-220,/wp-login.php,alerted,Segment B
2020-03-09 00:53:55,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,93.11.14.4,50554,10.10.0.35,443,SPG-PRX-034,/index.php?id=1'+OR+'1'='1,alerted,Segment A
2020-03-09 20:19:39,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,71.169.100.44,4640,10.20.0.103,80,SPG-HIS-236,/actuator/env,blocked,Segment B
2020-03-09 20:35:54,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,157.162.39.202,21462,10.10.0.124,8080,SPG-FTP-123,/index.php?id=1'+OR+'1'='1,alerted,Segment A
2020-03-09 23:47:02,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,165.128.56.34,61217,10.10.0.58,8443,SPG-WEB-057,/wp-login.php,alerted,Segment A
2020-03-10 14:57:05,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,79.0.78.100,20620,10.10.0.93,8443,SPG-DNS-092,/wp-login.php,alerted,Segment A
2020-03-11 17:25:31,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,86.40.177.252,16759,10.10.0.12,8080,SPG-FTP-011,/admin/../../etc/passwd,alerted,Segment A
2020-03-12 13:36:43,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,183.107.200.113,57305,10.30.0.26,8080,SPG-EMS-293,/wp-login.php,blocked,Segment C
2020-03-13 00:59:36,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,92.45.95.145,1061,10.10.0.119,8443,SPG-PRX-118,/actuator/env,alerted,Segment A
2020-03-13 04:47:34,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,102.59.232.39,55644,10.20.0.56,8080,SPG-ENG-189,/actuator/env,alerted,Segment B
2020-03-13 07:01:39,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,147.25.64.146,63090,10.10.0.94,443,SPG-WEB-093,/actuator/env,alerted,Segment A
2020-03-13 07:17:59,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,64.127.177.54,38765,10.30.0.125,443,SPG-SUB-392,/index.php?id=1'+OR+'1'='1,alerted,Segment C
2020-03-13 12:51:13,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,19.121.56.221,62134,10.20.0.115,8080,SPG-HIS-248,/wp-login.php,blocked,Segment B
2020-03-15 13:24:26,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,130.240.45.238,2584,10.20.0.30,8080,SPG-HMI-163,/wp-login.php,blocked,Segment B
2020-03-15 17:43:30,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,117.168.236.136,42299,10.30.0.132,80,SPG-PLC-399,/actuator/env,alerted,Segment C
2020-03-15 22:52:56,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,91.140.232.156,3972,10.10.0.96,443,SPG-FTP-095,/actuator/env,blocked,Segment A
2020-03-16 07:36:33,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,218.52.116.219,57072,10.20.0.43,443,SPG-HIS-176,/wp-login.php,alerted,Segment B
2020-03-16 17:47:42,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,136.246.49.251,40722,10.10.0.68,8443,SPG-FTP-067,/admin/../../etc/passwd,blocked,Segment A
2020-03-17 07:21:57,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,114.139.221.255,17916,10.30.0.92,80,SPG-PLC-359,/index.php?id=1'+OR+'1'='1,alerted,Segment C
2020-03-18 07:33:47,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,61.152.211.241,16019,10.20.0.124,8443,SPG-ENG-257,/admin/../../etc/passwd,blocked,Segment B
2020-03-20 04:55:17,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,170.180.82.124,28889,10.10.0.114,8080,SPG-WEB-113,/index.php?id=1'+OR+'1'='1,blocked,Segment A
2020-03-21 21:58:51,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,80.102.140.66,41852,10.10.0.58,80,SPG-WEB-057,/wp-login.php,blocked,Segment A
2020-03-22 04:58:24,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,114.189.63.99,7032,10.10.0.62,8443,SPG-WEB-061,/admin/../../etc/passwd,alerted,Segment A
2020-03-22 18:30:29,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,6,6.177.153.0,47241,10.20.0.51,8080,SPG-HIS-184,/admin/../../etc/passwd,alerted,Segment B
2020-03-23 18:11:39,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,75.15.67.6,43396,10.20.0.66,80,SPG-HMI-199,/admin/../../etc/passwd,alerted,Segment B
2020-03-24 00:35:26,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,200.184.98.62,36870,10.30.0.12,443,SPG-PLC-279,/wp-login.php,blocked,Segment C
2020-03-24 07:38:20,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,61.218.46.129,15335,10.30.0.13,8443,SPG-SUB-280,/index.php?id=1'+OR+'1'='1,alerted,Segment C
2020-03-24 17:58:38,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,23.234.87.22,23801,10.20.0.15,80,SPG-HIS-148,/index.php?id=1'+OR+'1'='1,blocked,Segment B
2020-03-25 06:56:40,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),9,67.159.115.139,48582,10.10.0.21,443,SPG-DNS-020,/index.php?id=1'+OR+'1'='1,alerted,Segment A
2020-03-26 08:03:12,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,29.252.221.65,60836,10.10.0.75,443,SPG-PRX-074,/index.php?id=1'+OR+'1'='1,blocked,Segment A
2020-03-26 12:19:05,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,91.151.108.48,63151,10.30.0.122,80,SPG-EMS-389,/wp-login.php,alerted,Segment C
2020-03-26 17:00:18,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,166.0.116.10,44098,10.10.0.60,80,SPG-FTP-059,/wp-login.php,alerted,Segment A
2020-03-26 18:05:23,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,115.237.124.58,40598,10.10.0.14,8443,SPG-WEB-013,/wp-login.php,blocked,Segment A
2020-03-27 04:45:53,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,217.184.5.219,44814,10.30.0.7,8443,SPG-RTU-274,/admin/../../etc/passwd,blocked,Segment C
2020-03-28 02:59:09,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,3,37.45.218.1,10490,10.30.0.52,8080,SPG-PLC-319,/wp-login.php,alerted,Segment C
2020-03-29 01:57:21,WAF-2100302,ET SCAN SSH/RDP Brute Force Attempt,9,86.185.102.83,12838,10.10.0.70,8080,SPG-WEB-069,/index.php?id=1'+OR+'1'='1,alerted,Segment A
2020-03-29 03:04:22,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,164.44.111.94,54559,10.30.0.100,8443,SPG-PLC-367,/index.php?id=1'+OR+'1'='1,alerted,Segment C
2020-03-30 06:22:21,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),6,194.196.43.198,5212,10.10.0.95,80,SPG-PRX-094,/wp-login.php,alerted,Segment A
2020-03-30 09:10:52,WAF-2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),3,79.180.102.125,30387,10.10.0.126,443,SPG-WEB-125,/index.php?id=1'+OR+'1'='1,blocked,Segment A
