timestamp,event_id,computer,user,logon_type,src_ip,process,status,privileges,event_desc
2020-01-11 12:40:30,4720,SPG-AD-242,vritika.dey,3,10.20.0.87,C:\Windows\System32\powershell.exe,,,User account created
2020-01-11 13:38:59,4688,SPG-RTU-282,samiha.halder,10,10.20.2.26,C:\Program Files\App\app.exe,,,Process created
2020-01-12 04:47:55,4732,SPG-AD-198,ehsaan.borra,10,10.20.3.199,C:\Program Files\App\app.exe,,,Member added to group
2020-01-12 19:33:29,4625,SPG-AD-158,svc_backup,10,158.145.58.183,,0xC000006D,,Logon failure
2020-01-12 19:34:40,4624,SPG-AD-158,romil.sami,10,158.145.58.183,,,,Logon success
2020-01-12 20:04:40,1102,SPG-AD-158,romil.sami,,,,,,Audit log cleared
2020-01-13 03:55:52,4720,SPG-AD-250,baiju.ramakrishnan,2,10.20.0.225,C:\Windows\System32\cmd.exe,,,User account created
2020-01-13 07:02:44,4625,SPG-AD-230,zain.chander,10,33.77.57.20,,0xC000006D,,Logon failure
2020-01-13 07:02:49,4624,SPG-AD-230,zain.chander,10,33.77.57.20,,,,Logon success
2020-01-13 07:10:06,4672,SPG-AD-230,zain.chander,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-01-13 20:48:16,4624,SPG-HIS-192,umang.reddy,10,10.20.2.96,C:\Windows\System32\powershell.exe,,,Logon success
2020-01-14 21:06:28,4625,SPG-DNS-108,Administrator,10,116.93.155.45,,0xC000006D,,Logon failure
2020-01-14 21:07:27,4624,SPG-DNS-108,nehmat.sastry,10,116.93.155.45,,,,Logon success
2020-01-14 21:28:21,4720,SPG-AD-146,lakshay.kamdar,3,10.20.1.105,C:\Windows\System32\cmd.exe,,,User account created
2020-01-15 04:45:17,4625,SPG-AD-162,taimur.shan,10,214.224.126.33,,0xC000006D,,Logon failure
2020-01-15 04:46:12,4624,SPG-AD-162,taimur.shan,10,214.224.126.33,,,,Logon success
2020-01-15 05:26:20,4625,SPG-RTU-270,Administrator,10,159.13.240.101,,0xC000006D,,Logon failure
2020-01-15 05:26:23,4624,SPG-RTU-270,tiya.chandran,10,159.13.240.101,,,,Logon success
2020-01-15 19:02:01,4625,SPG-HIS-204,svc_backup,10,28.160.209.44,,0xC000006D,,Logon failure
2020-01-15 19:02:40,4624,SPG-HIS-204,azad.hayer,10,28.160.209.44,,,,Logon success
2020-01-15 19:09:55,4672,SPG-HIS-204,azad.hayer,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-01-16 05:31:59,4634,SPG-AD-242,jayan.lata,3,10.20.0.207,C:\Windows\System32\powershell.exe,,,Logoff
2020-01-16 21:39:50,4625,SPG-HIS-144,svc_backup,10,199.53.146.32,,0xC000006D,,Logon failure
2020-01-16 21:40:42,4624,SPG-HIS-144,arnav.halder,10,199.53.146.32,,,,Logon success
2020-01-17 10:40:29,4634,SPG-RTU-354,siya.kalita,2,10.20.3.164,C:\Windows\System32\powershell.exe,,,Logoff
2020-01-19 04:11:05,4624,SPG-AD-262,himmat.bhatia,2,10.20.1.206,C:\Windows\System32\powershell.exe,,,Logon success
2020-01-20 13:20:45,4625,SPG-RTU-390,svc_backup,10,67.93.129.134,,0xC000006D,,Logon failure
2020-01-20 13:21:12,4624,SPG-RTU-390,ryan.badal,10,67.93.129.134,,,,Logon success
2020-01-20 13:21:47,4672,SPG-RTU-390,ryan.badal,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-01-20 20:55:05,4732,SPG-HIS-228,anahi.mangal,2,10.20.0.79,C:\Windows\System32\powershell.exe,,,Member added to group
2020-01-21 05:53:23,4634,SPG-PRX-006,aaina.bakshi,3,10.20.3.131,C:\Windows\System32\powershell.exe,,,Logoff
2020-01-21 17:44:45,4625,SPG-RTU-354,svc_backup,10,17.50.115.90,,0xC000006D,,Logon failure
2020-01-21 17:46:07,4624,SPG-RTU-354,samar.basak,10,17.50.115.90,,,,Logon success
2020-01-21 20:18:02,4625,SPG-AD-194,aayush.wagle,10,3.105.161.236,,0xC000006D,,Logon failure
2020-01-21 20:18:55,4624,SPG-AD-194,aayush.wagle,10,3.105.161.236,,,,Logon success
2020-01-22 11:27:31,4625,SPG-SUB-288,Administrator,10,75.97.191.182,,0xC000006D,,Logon failure
2020-01-22 11:27:31,4634,SPG-PRX-066,gatik.dani,2,10.20.1.99,C:\Windows\System32\cmd.exe,,,Logoff
2020-01-22 11:28:56,4624,SPG-SUB-288,shray.wali,10,75.97.191.182,,,,Logon success
2020-01-23 02:38:36,4720,SPG-AD-186,prisha.kale,3,10.20.2.19,C:\Windows\System32\powershell.exe,,,User account created
2020-01-23 17:12:28,4732,SPG-DNS-060,mahika.ratti,3,10.20.1.224,C:\Program Files\App\app.exe,,,Member added to group
2020-01-24 05:49:25,4625,SPG-RTU-330,Administrator,10,59.203.190.6,,0xC000006D,,Logon failure
2020-01-24 05:50:04,4624,SPG-RTU-330,vardaniya.dugar,10,59.203.190.6,,,,Logon success
2020-01-24 05:54:09,4672,SPG-RTU-330,vardaniya.dugar,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-01-26 03:26:45,4624,SPG-AD-190,zain.butala,10,10.20.0.179,C:\Program Files\App\app.exe,,,Logon success
2020-01-26 09:53:36,4625,SPG-AD-142,svc_backup,10,173.36.50.133,,0xC000006D,,Logon failure
2020-01-26 09:54:36,4624,SPG-AD-142,jayan.seshadri,10,173.36.50.133,,,,Logon success
2020-01-27 21:39:59,4625,SPG-SUB-336,svc_backup,10,165.164.251.210,,0xC000006D,,Logon failure
2020-01-27 21:41:15,4624,SPG-SUB-336,samarth.kara,10,165.164.251.210,,,,Logon success
2020-01-28 07:49:50,4688,SPG-HIS-192,anika.choudhry,2,10.20.0.232,C:\Windows\System32\cmd.exe,,,Process created
2020-01-28 21:56:07,4624,SPG-AD-230,heer.bose,3,10.20.3.122,C:\Windows\System32\cmd.exe,,,Logon success
2020-01-29 06:04:47,4634,SPG-AD-210,nirvaan.mangal,3,10.20.0.221,C:\Windows\System32\powershell.exe,,,Logoff
2020-01-29 07:26:20,4625,SPG-AD-146,svc_backup,10,32.195.34.102,,0xC000006D,,Logon failure
2020-01-29 07:26:44,4624,SPG-AD-146,saksham.buch,10,32.195.34.102,,,,Logon success
2020-01-30 04:01:42,4720,SPG-AD-266,gatik.viswanathan,10,10.20.0.142,C:\Windows\System32\cmd.exe,,,User account created
2020-01-30 13:02:27,4625,SPG-HIS-180,svc_backup,10,31.200.91.55,,0xC000006D,,Logon failure
2020-01-30 13:03:02,4624,SPG-HIS-180,zain.loke,10,31.200.91.55,,,,Logon success
2020-01-30 19:06:49,4625,SPG-HIS-216,kaira.rama,10,114.171.52.122,,0xC000006D,,Logon failure
2020-01-30 19:08:14,4624,SPG-HIS-216,kaira.rama,10,114.171.52.122,,,,Logon success
2020-01-30 19:09:18,4672,SPG-HIS-216,kaira.rama,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-01-31 04:43:27,4624,SPG-DNS-024,shalv.manda,2,10.20.1.152,C:\Windows\System32\powershell.exe,,,Logon success
2020-01-31 06:45:30,4625,SPG-PRX-018,svc_backup,10,161.7.53.76,,0xC000006D,,Logon failure
2020-01-31 06:46:37,4624,SPG-PRX-018,seher.sethi,10,161.7.53.76,,,,Logon success
2020-01-31 06:53:03,4672,SPG-PRX-018,seher.sethi,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-01-31 22:14:24,4624,SPG-DNS-048,anay.hayre,10,10.20.2.41,C:\Windows\System32\cmd.exe,,,Logon success
2020-02-01 11:09:46,4634,SPG-AD-214,sara.jhaveri,2,10.20.2.157,C:\Windows\System32\cmd.exe,,,Logoff
2020-02-01 21:30:35,4720,SPG-DNS-012,bhamini.sahni,3,10.20.2.82,C:\Program Files\App\app.exe,,,User account created
2020-02-02 09:34:01,4625,SPG-AD-218,umang.vasa,10,104.123.127.37,,0xC000006D,,Logon failure
2020-02-02 09:34:36,4624,SPG-AD-218,umang.vasa,10,104.123.127.37,,,,Logon success
2020-02-03 00:25:30,4624,SPG-DNS-060,tara.desai,2,10.20.3.91,C:\Windows\System32\powershell.exe,,,Logon success
2020-02-03 02:19:38,4625,SPG-AD-138,ayesha.varkey,10,139.111.230.89,,0xC000006D,,Logon failure
2020-02-03 02:19:50,4624,SPG-AD-138,ayesha.varkey,10,139.111.230.89,,,,Logon success
2020-02-03 02:29:38,4672,SPG-AD-138,ayesha.varkey,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-02-03 03:11:11,4732,SPG-RTU-330,jayan.seshadri,3,10.20.3.80,C:\Program Files\App\app.exe,,,Member added to group
2020-02-03 19:08:12,4624,SPG-RTU-342,akarsh.solanki,3,10.20.0.214,C:\Program Files\App\app.exe,,,Logon success
2020-02-03 23:12:55,4625,SPG-RTU-294,Administrator,10,158.98.0.146,,0xC000006D,,Logon failure
2020-02-03 23:13:27,4624,SPG-RTU-294,pihu.sankaran,10,158.98.0.146,,,,Logon success
2020-02-03 23:37:47,4625,SPG-AD-254,Administrator,10,44.231.79.110,,0xC000006D,,Logon failure
2020-02-03 23:38:33,4624,SPG-AD-254,amani.warrior,10,44.231.79.110,,,,Logon success
2020-02-04 08:41:50,4720,SPG-DNS-132,saanvi.hora,3,10.20.1.177,C:\Windows\System32\powershell.exe,,,User account created
2020-02-04 13:43:44,4624,SPG-AD-158,shray.ramanathan,3,10.20.1.250,C:\Program Files\App\app.exe,,,Logon success
2020-02-04 23:50:04,4625,SPG-PRX-006,Administrator,10,180.88.117.75,,0xC000006D,,Logon failure
2020-02-04 23:50:18,4624,SPG-PRX-006,aarav.mani,10,180.88.117.75,,,,Logon success
2020-02-05 02:23:25,4732,SPG-PRX-114,khushi.varma,3,10.20.3.196,C:\Program Files\App\app.exe,,,Member added to group
2020-02-05 07:27:58,4720,SPG-SUB-312,tiya.buch,10,10.20.1.220,C:\Windows\System32\cmd.exe,,,User account created
2020-02-06 04:19:42,4625,SPG-HIS-216,svc_backup,10,113.226.37.145,,0xC000006D,,Logon failure
2020-02-06 04:20:32,4624,SPG-HIS-216,alisha.vaidya,10,113.226.37.145,,,,Logon success
2020-02-06 04:47:09,4625,SPG-RTU-318,nitara.brahmbhatt,10,145.17.134.94,,0xC000006D,,Logon failure
2020-02-06 04:48:03,4624,SPG-RTU-318,nitara.brahmbhatt,10,145.17.134.94,,,,Logon success
2020-02-06 13:11:54,4624,SPG-AD-202,vidur.seshadri,3,10.20.0.173,C:\Windows\System32\cmd.exe,,,Logon success
2020-02-07 14:43:36,4625,SPG-PRX-078,Administrator,10,178.52.191.108,,0xC000006D,,Logon failure
2020-02-07 14:45:06,4624,SPG-PRX-078,dharmajan.madan,10,178.52.191.108,,,,Logon success
2020-02-08 17:49:52,4634,SPG-PRX-066,anika.ganesh,2,10.20.3.250,C:\Windows\System32\powershell.exe,,,Logoff
2020-02-11 06:13:33,4625,SPG-AD-266,Administrator,10,145.152.159.188,,0xC000006D,,Logon failure
2020-02-11 06:13:37,4624,SPG-AD-266,inaaya..sarkar,10,145.152.159.188,,,,Logon success
2020-02-11 06:53:42,4688,SPG-DNS-072,tiya.chadha,10,10.20.2.244,C:\Windows\System32\powershell.exe,,,Process created
2020-02-12 02:02:58,4624,SPG-PRX-078,elakshi.sahota,2,10.20.3.150,C:\Program Files\App\app.exe,,,Logon success
2020-02-12 10:57:51,4624,SPG-AD-174,vaibhav.bansal,2,10.20.0.2,C:\Windows\System32\cmd.exe,,,Logon success
2020-02-13 05:59:42,4625,SPG-RTU-282,Administrator,10,102.40.108.204,,0xC000006D,,Logon failure
2020-02-13 06:00:19,4624,SPG-RTU-282,pari.dora,10,102.40.108.204,,,,Logon success
2020-02-13 06:09:52,4672,SPG-RTU-282,pari.dora,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-02-13 13:39:57,4732,SPG-AD-218,indrans.chawla,3,10.20.2.155,C:\Windows\System32\cmd.exe,,,Member added to group
2020-02-13 15:02:19,4625,SPG-HIS-216,arnav.thakur,10,40.228.206.28,,0xC000006D,,Logon failure
2020-02-13 15:03:05,4624,SPG-HIS-216,arnav.thakur,10,40.228.206.28,,,,Logon success
2020-02-13 15:04:41,4672,SPG-HIS-216,arnav.thakur,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-02-14 02:39:35,4720,SPG-SUB-336,samar.sridhar,10,10.20.3.166,C:\Program Files\App\app.exe,,,User account created
2020-02-14 11:50:13,4688,SPG-RTU-270,aaryahi.tailor,2,10.20.0.92,C:\Program Files\App\app.exe,,,Process created
2020-02-15 01:33:22,4625,SPG-SUB-312,rohan.banerjee,10,29.99.31.144,,0xC000006D,,Logon failure
2020-02-15 01:33:33,4624,SPG-SUB-312,rohan.banerjee,10,29.99.31.144,,,,Logon success
2020-02-15 01:36:56,4672,SPG-SUB-312,rohan.banerjee,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-02-15 03:06:01,4634,SPG-PRX-066,pari.chana,2,10.20.1.154,C:\Windows\System32\cmd.exe,,,Logoff
2020-02-15 07:06:09,4720,SPG-RTU-354,onkar.contractor,3,10.20.1.248,C:\Program Files\App\app.exe,,,User account created
2020-02-16 10:18:11,4732,SPG-SUB-312,amira.chaudhry,10,10.20.0.113,C:\Windows\System32\powershell.exe,,,Member added to group
2020-02-16 11:38:47,4624,SPG-HIS-144,elakshi.rau,2,10.20.2.187,C:\Windows\System32\powershell.exe,,,Logon success
2020-02-16 16:10:04,4720,SPG-RTU-306,nirvaan.bhasin,2,10.20.2.63,C:\Program Files\App\app.exe,,,User account created
2020-02-17 00:17:07,4720,SPG-RTU-366,yashvi.goswami,2,10.20.3.72,C:\Windows\System32\powershell.exe,,,User account created
2020-02-17 06:48:16,4624,SPG-HIS-252,aayush.dugar,2,10.20.3.163,C:\Program Files\App\app.exe,,,Logon success
2020-02-17 12:18:54,4732,SPG-AD-262,nishith.arora,2,10.20.1.64,C:\Windows\System32\cmd.exe,,,Member added to group
2020-02-17 22:41:12,4625,SPG-PRX-090,romil.tailor,10,186.239.133.43,,0xC000006D,,Logon failure
2020-02-17 22:42:24,4624,SPG-PRX-090,romil.tailor,10,186.239.133.43,,,,Logon success
2020-02-18 00:02:41,4720,SPG-HIS-180,zara.sami,3,10.20.3.172,C:\Windows\System32\cmd.exe,,,User account created
2020-02-18 04:52:00,4625,SPG-AD-262,ivan.shah,10,87.176.146.237,,0xC000006D,,Logon failure
2020-02-18 04:53:04,4624,SPG-AD-262,ivan.shah,10,87.176.146.237,,,,Logon success
2020-02-18 09:56:49,4720,SPG-RTU-378,anvi.vaidya,10,10.20.2.182,C:\Program Files\App\app.exe,,,User account created
2020-02-18 12:18:12,4625,SPG-DNS-060,ishaan.raval,10,82.238.37.137,,0xC000006D,,Logon failure
2020-02-18 12:18:57,4624,SPG-DNS-060,ishaan.raval,10,82.238.37.137,,,,Logon success
2020-02-19 07:44:27,4688,SPG-RTU-366,parinaaz.bobal,10,10.20.3.246,C:\Windows\System32\cmd.exe,,,Process created
2020-02-19 09:32:18,4625,SPG-AD-266,Administrator,10,74.237.8.179,,0xC000006D,,Logon failure
2020-02-19 09:33:12,4624,SPG-AD-266,madhav.wagle,10,74.237.8.179,,,,Logon success
2020-02-19 13:30:47,4625,SPG-DNS-084,Administrator,10,153.197.117.120,,0xC000006D,,Logon failure
2020-02-19 13:31:49,4624,SPG-DNS-084,nirvaan.ahuja,10,153.197.117.120,,,,Logon success
2020-02-21 14:49:41,4625,SPG-DNS-072,svc_backup,10,97.159.214.47,,0xC000006D,,Logon failure
2020-02-21 14:49:58,4624,SPG-DNS-072,ehsaan.arya,10,97.159.214.47,,,,Logon success
2020-02-22 02:35:25,4625,SPG-AD-262,Administrator,10,203.16.41.201,,0xC000006D,,Logon failure
2020-02-22 02:35:42,4624,SPG-AD-262,shanaya.wadhwa,10,203.16.41.201,,,,Logon success
2020-02-22 02:44:00,4672,SPG-AD-262,shanaya.wadhwa,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-02-22 13:13:12,4625,SPG-AD-222,madhup.sengupta,10,34.100.56.182,,0xC000006D,,Logon failure
2020-02-22 13:13:45,4624,SPG-AD-222,madhup.sengupta,10,34.100.56.182,,,,Logon success
2020-02-22 13:36:38,4625,SPG-AD-174,Administrator,10,63.255.95.219,,0xC000006D,,Logon failure
2020-02-22 13:37:25,4624,SPG-AD-174,ishaan.saraf,10,63.255.95.219,,,,Logon success
2020-02-22 16:17:12,4720,SPG-RTU-330,umang.vasa,2,10.20.1.69,C:\Program Files\App\app.exe,,,User account created
2020-02-22 16:43:48,4624,SPG-DNS-072,aayush.sunder,10,10.20.1.60,C:\Program Files\App\app.exe,,,Logon success
2020-02-22 18:23:59,4625,SPG-PRX-090,svc_backup,10,104.234.228.92,,0xC000006D,,Logon failure
2020-02-22 18:24:31,4624,SPG-PRX-090,tushar.atwal,10,104.234.228.92,,,,Logon success
2020-02-22 23:40:13,4625,SPG-DNS-024,sahil.vig,10,199.13.2.117,,0xC000006D,,Logon failure
2020-02-22 23:40:54,4624,SPG-DNS-024,sahil.vig,10,199.13.2.117,,,,Logon success
2020-02-22 23:48:57,4672,SPG-DNS-024,sahil.vig,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-02-23 13:56:07,4624,SPG-AD-234,miraan.kapur,3,10.20.0.96,C:\Windows\System32\cmd.exe,,,Logon success
2020-02-24 14:21:20,4624,SPG-SUB-360,tiya.mani,3,10.20.2.105,C:\Windows\System32\powershell.exe,,,Logon success
2020-02-24 17:44:41,4625,SPG-RTU-354,svc_backup,10,173.163.205.84,,0xC000006D,,Logon failure
2020-02-24 17:45:13,4624,SPG-RTU-354,suhana.sami,10,173.163.205.84,,,,Logon success
2020-02-26 06:12:12,4732,SPG-SUB-396,advik.loke,3,10.20.2.84,C:\Windows\System32\cmd.exe,,,Member added to group
2020-02-26 17:04:12,4732,SPG-RTU-378,ehsaan.sastry,2,10.20.0.202,C:\Program Files\App\app.exe,,,Member added to group
2020-02-27 15:43:20,4688,SPG-AD-190,badal.boase,3,10.20.1.195,C:\Program Files\App\app.exe,,,Process created
2020-02-28 05:01:36,4720,SPG-PRX-090,reyansh.date,3,10.20.2.12,C:\Windows\System32\powershell.exe,,,User account created
2020-02-28 17:12:15,4625,SPG-DNS-048,divit.kaul,10,71.60.136.217,,0xC000006D,,Logon failure
2020-02-28 17:13:10,4624,SPG-DNS-048,divit.kaul,10,71.60.136.217,,,,Logon success
2020-02-28 17:14:44,4672,SPG-DNS-048,divit.kaul,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-02-28 23:41:53,4624,SPG-RTU-330,zoya.keer,10,10.20.1.224,C:\Windows\System32\cmd.exe,,,Logon success
2020-03-01 11:57:49,4732,SPG-HIS-168,jiya.sane,2,10.20.1.57,C:\Windows\System32\powershell.exe,,,Member added to group
2020-03-02 14:29:54,4688,SPG-RTU-354,piya.garde,3,10.20.3.248,C:\Program Files\App\app.exe,,,Process created
2020-03-02 18:07:08,4625,SPG-RTU-318,shray.halder,10,98.62.37.46,,0xC000006D,,Logon failure
2020-03-02 18:07:47,4624,SPG-RTU-318,shray.halder,10,98.62.37.46,,,,Logon success
2020-03-02 18:10:09,4672,SPG-RTU-318,shray.halder,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-03-02 18:23:59,4688,SPG-PRX-114,sumer.brar,3,10.20.0.19,C:\Windows\System32\cmd.exe,,,Process created
2020-03-03 15:53:36,4625,SPG-AD-222,svc_backup,10,41.162.200.193,,0xC000006D,,Logon failure
2020-03-03 15:54:06,4624,SPG-AD-222,alia.keer,10,41.162.200.193,,,,Logon success
2020-03-03 16:00:42,4672,SPG-AD-222,alia.keer,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-03-03 18:27:14,4625,SPG-AD-266,romil.kurian,10,90.175.243.222,,0xC000006D,,Logon failure
2020-03-03 18:27:44,4624,SPG-AD-266,romil.kurian,10,90.175.243.222,,,,Logon success
2020-03-04 04:56:03,4624,SPG-AD-214,vaibhav.sundaram,3,10.20.0.215,C:\Program Files\App\app.exe,,,Logon success
2020-03-04 11:53:05,4624,SPG-AD-182,adira.butala,2,10.20.1.151,C:\Program Files\App\app.exe,,,Logon success
2020-03-05 20:33:57,4634,SPG-AD-230,baiju.bahri,10,10.20.3.116,C:\Program Files\App\app.exe,,,Logoff
2020-03-06 20:31:42,4625,SPG-DNS-120,onkar.dey,10,1.21.5.225,,0xC000006D,,Logon failure
2020-03-06 20:32:28,4624,SPG-DNS-120,onkar.dey,10,1.21.5.225,,,,Logon success
2020-03-07 01:08:49,4625,SPG-RTU-270,purab.rout,10,223.37.103.18,,0xC000006D,,Logon failure
2020-03-07 01:09:24,4624,SPG-RTU-270,purab.rout,10,223.37.103.18,,,,Logon success
2020-03-07 01:18:04,4672,SPG-RTU-270,purab.rout,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-03-07 02:12:24,1102,SPG-RTU-270,purab.rout,,,,,,Audit log cleared
2020-03-09 08:33:30,4688,SPG-RTU-270,arhaan.dewan,2,10.20.3.94,C:\Windows\System32\cmd.exe,,,Process created
2020-03-09 18:03:40,4688,SPG-AD-218,advik.gill,3,10.20.2.151,C:\Program Files\App\app.exe,,,Process created
2020-03-10 04:49:15,4624,SPG-AD-226,tanya.aurora,10,10.20.1.214,C:\Program Files\App\app.exe,,,Logon success
2020-03-11 12:10:56,4625,SPG-AD-234,Administrator,10,99.154.159.162,,0xC000006D,,Logon failure
2020-03-11 12:11:28,4624,SPG-AD-234,ishaan.kurian,10,99.154.159.162,,,,Logon success
2020-03-12 11:26:55,4688,SPG-HIS-204,zara.chander,10,10.20.2.100,C:\Program Files\App\app.exe,,,Process created
2020-03-12 21:27:40,4720,SPG-PRX-126,samaira.bera,3,10.20.3.27,C:\Program Files\App\app.exe,,,User account created
2020-03-13 07:01:39,4625,SPG-SUB-384,Administrator,10,147.25.64.146,,0xC000006D,,Logon failure
2020-03-13 07:03:05,4624,SPG-SUB-384,ishita.krish,10,147.25.64.146,,,,Logon success
2020-03-13 07:30:11,4720,SPG-RTU-366,aarna.gera,3,10.20.1.92,C:\Windows\System32\powershell.exe,,,User account created
2020-03-13 11:05:15,4625,SPG-AD-218,miraan.ramaswamy,10,51.212.138.1,,0xC000006D,,Logon failure
2020-03-13 11:06:24,4624,SPG-AD-218,miraan.ramaswamy,10,51.212.138.1,,,,Logon success
2020-03-13 11:15:15,4672,SPG-AD-218,miraan.ramaswamy,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-03-15 01:25:23,4720,SPG-AD-250,divit.wason,10,10.20.2.194,C:\Windows\System32\cmd.exe,,,User account created
2020-03-15 13:42:31,4625,SPG-AD-214,svc_backup,10,210.180.219.18,,0xC000006D,,Logon failure
2020-03-15 13:42:50,4624,SPG-AD-214,arhaan.sahota,10,210.180.219.18,,,,Logon success
2020-03-15 13:47:56,4672,SPG-AD-214,arhaan.sahota,,,,,SeDebugPrivilege SeImpersonatePrivilege,Special privileges assigned
2020-03-15 13:59:50,1102,SPG-AD-214,arhaan.sahota,,,,,,Audit log cleared
2020-03-15 19:13:11,4634,SPG-HIS-252,samaira.yohannan,2,10.20.1.153,C:\Windows\System32\powershell.exe,,,Logoff
2020-03-16 00:51:18,4625,SPG-AD-174,svc_backup,10,111.136.97.99,,0xC000006D,,Logon failure
2020-03-16 00:52:06,4624,SPG-AD-174,adira.badami,10,111.136.97.99,,,,Logon success
2020-03-16 10:13:40,4732,SPG-RTU-270,nitara.ranganathan,10,10.20.0.175,C:\Windows\System32\powershell.exe,,,Member added to group
2020-03-17 21:58:00,4732,SPG-HIS-216,suhana.wadhwa,10,10.20.0.214,C:\Windows\System32\powershell.exe,,,Member added to group
2020-03-17 23:11:45,4688,SPG-PRX-090,divyansh.butala,2,10.20.3.66,C:\Windows\System32\cmd.exe,,,Process created
2020-03-18 07:31:41,4720,SPG-RTU-354,parinaaz.banik,2,10.20.2.214,C:\Program Files\App\app.exe,,,User account created
