TimeGenerated,SystemAlertId,AlertName,AlertSeverity,Status,ProviderName,VendorName,Tactics,Techniques,CompromisedEntity,RemediationSteps,Entities,ExtendedProperties
2020-01-03 16:35:43.0000000,97d70931-a82f-3080-b2d3-f5c69a0042df,ET MALWARE Suspicious Executable Download,High,InProgress,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-DNS-127,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""192.60.60.85""}, {""Type"": ""host"", ""HostName"": ""NTN-DNS-127""}]","{""Action"": ""Logged"", ""Segment"": ""Segment A"", ""AnomalyScore"": 43.34, ""Signature"": ""Known Pattern B""}"
2020-01-03 20:29:03.0000000,5a9800b1-d4eb-21ff-79a4-414b7d52b7cf,ET MALWARE Suspicious Executable Download,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-MSC-331,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""220.164.157.155""}, {""Type"": ""host"", ""HostName"": ""NTN-MSC-331""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment C"", ""AnomalyScore"": 91.58, ""Signature"": ""Known Pattern B""}"
2020-01-03 21:24:58.0000000,2f377be6-c65b-528c-e910-c6f6bdc3ef1a,ET MALWARE Suspicious Executable Download,High,Resolved,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-CRM-179,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""146.16.164.245""}, {""Type"": ""host"", ""HostName"": ""NTN-CRM-179""}]","{""Action"": ""Logged"", ""Segment"": ""Segment B"", ""AnomalyScore"": 60.79, ""Signature"": ""Known Pattern B""}"
2020-01-03 22:10:49.0000000,5996e7c6-1d7e-58d7-bd48-1dfb8a63a3d0,ET MALWARE Suspicious Executable Download,High,Resolved,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-OSS-284,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""8.182.28.62""}, {""Type"": ""host"", ""HostName"": ""NTN-OSS-284""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment C"", ""AnomalyScore"": 0.99, ""Signature"": ""Known Pattern B""}"
2020-01-04 09:19:45.0000000,a277444b-58fa-1c29-c206-998c8ae519f0,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),High,New,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-CORE-286,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""91.116.23.209""}, {""Type"": ""host"", ""HostName"": ""NTN-CORE-286""}]","{""Action"": ""Logged"", ""Segment"": ""Segment C"", ""AnomalyScore"": 88.1, ""Signature"": ""Known Pattern A""}"
2020-01-04 10:39:32.0000000,25ad6304-ac76-10d0-4502-02b60d258eeb,ET SCAN SSH/RDP Brute Force Attempt,High,New,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-DNS-011,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""216.175.209.129""}, {""Type"": ""host"", ""HostName"": ""NTN-DNS-011""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment A"", ""AnomalyScore"": 36.22, ""Signature"": ""Known Pattern B""}"
2020-01-05 07:37:20.0000000,e9fc2f34-45a3-0144-66c9-9f4041c444f4,ET MALWARE Generic C2 Beacon Activity,High,InProgress,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-CORE-286,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""15.253.103.63""}, {""Type"": ""host"", ""HostName"": ""NTN-CORE-286""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment C"", ""AnomalyScore"": 13.46, ""Signature"": ""Known Pattern A""}"
2020-01-05 12:51:06.0000000,acc10438-e8cf-738b-d544-5608d88b50c0,ET MALWARE Generic C2 Beacon Activity,High,Resolved,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-OSS-376,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""25.171.94.88""}, {""Type"": ""host"", ""HostName"": ""NTN-OSS-376""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment C"", ""AnomalyScore"": 95.82, ""Signature"": ""Known Pattern A""}"
2020-01-05 14:28:50.0000000,6e916cb8-4012-a599-0fc9-1683bf8aebaf,ET MALWARE Generic C2 Beacon Activity,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-DNS-115,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""154.226.123.216""}, {""Type"": ""host"", ""HostName"": ""NTN-DNS-115""}]","{""Action"": ""Logged"", ""Segment"": ""Segment A"", ""AnomalyScore"": 12.13, ""Signature"": ""Known Pattern A""}"
2020-01-05 20:41:36.0000000,61c0ad8e-2a85-18e3-d510-91d31adacc79,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),High,New,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-MSC-331,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""99.79.43.46""}, {""Type"": ""host"", ""HostName"": ""NTN-MSC-331""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment C"", ""AnomalyScore"": 86.46, ""Signature"": ""Known Pattern A""}"
2020-01-06 06:02:31.0000000,62942b32-1634-fe92-ab35-a06b0b31d03e,ET SCAN SSH/RDP Brute Force Attempt,High,InProgress,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-HLR-325,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""39.198.204.252""}, {""Type"": ""host"", ""HostName"": ""NTN-HLR-325""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment C"", ""AnomalyScore"": 44.76, ""Signature"": ""Known Pattern B""}"
2020-01-06 06:42:36.0000000,794fffea-8bee-8831-413b-01edd6be17bc,ET MALWARE Generic C2 Beacon Activity,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-AAA-245,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""120.96.177.232""}, {""Type"": ""host"", ""HostName"": ""NTN-AAA-245""}]","{""Action"": ""Logged"", ""Segment"": ""Segment B"", ""AnomalyScore"": 79.98, ""Signature"": ""Known Pattern A""}"
2020-01-06 18:21:48.0000000,57a161af-bb8c-be90-2b88-fe020b66af7f,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),High,Resolved,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-CRM-227,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""195.170.233.24""}, {""Type"": ""host"", ""HostName"": ""NTN-CRM-227""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment B"", ""AnomalyScore"": 27.7, ""Signature"": ""Known Pattern A""}"
2020-01-06 19:56:41.0000000,e830706b-c2fe-a86d-c244-f13387ce1167,ET DOS Possible SYN Flood Inbound,High,Resolved,Azure Sentinel Analytics,Microsoft,Impact,T1498,NTN-MSC-343,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""158.100.121.120""}, {""Type"": ""host"", ""HostName"": ""NTN-MSC-343""}]","{""Action"": ""Logged"", ""Segment"": ""Segment C"", ""AnomalyScore"": 6.36, ""Signature"": ""Known Pattern A""}"
2020-01-07 12:21:37.0000000,d6b95dd7-d67f-b374-91b4-f032b090e0d1,ET MALWARE Generic C2 Beacon Activity,High,Resolved,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-API-218,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""151.164.223.85""}, {""Type"": ""host"", ""HostName"": ""NTN-API-218""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment B"", ""AnomalyScore"": 47.16, ""Signature"": ""Known Pattern A""}"
2020-01-07 12:34:33.0000000,86cdcc38-1bae-522b-6945-c8b93498652b,ET SCAN SSH/RDP Brute Force Attempt,High,Resolved,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-CRM-139,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""61.158.218.95""}, {""Type"": ""host"", ""HostName"": ""NTN-CRM-139""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment B"", ""AnomalyScore"": 63.26, ""Signature"": ""Known Pattern B""}"
2020-01-07 23:12:37.0000000,edcc76a9-b36d-d5c3-755c-dd9b076ae35d,ET MALWARE Generic C2 Beacon Activity,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-CORE-334,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""168.8.143.117""}, {""Type"": ""host"", ""HostName"": ""NTN-CORE-334""}]","{""Action"": ""Logged"", ""Segment"": ""Segment C"", ""AnomalyScore"": 62.42, ""Signature"": ""Known Pattern A""}"
2020-01-08 09:57:34.0000000,5ed8781b-4db1-8e9a-d14d-5bc9a4bcfca4,ET SCAN SSH/RDP Brute Force Attempt,High,New,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-BSS-144,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""37.228.106.85""}, {""Type"": ""host"", ""HostName"": ""NTN-BSS-144""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment B"", ""AnomalyScore"": 31.59, ""Signature"": ""Known Pattern B""}"
2020-01-08 10:29:29.0000000,b0108ff2-f42a-f7dd-6f48-4b1bb939cee1,ET MALWARE Suspicious Executable Download,High,Resolved,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-HLR-329,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""41.20.102.238""}, {""Type"": ""host"", ""HostName"": ""NTN-HLR-329""}]","{""Action"": ""Logged"", ""Segment"": ""Segment C"", ""AnomalyScore"": 60.0, ""Signature"": ""Known Pattern B""}"
2020-01-08 10:40:54.0000000,b9dcab8b-6977-e7b8-8d53-9231e90ae1ba,ET MALWARE Suspicious Executable Download,High,InProgress,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-WEB-033,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""79.37.124.129""}, {""Type"": ""host"", ""HostName"": ""NTN-WEB-033""}]","{""Action"": ""Logged"", ""Segment"": ""Segment A"", ""AnomalyScore"": 15.54, ""Signature"": ""Known Pattern B""}"
2020-01-08 12:08:06.0000000,7189e0c8-dc35-070a-89c2-96a1d8afd6e4,ET SCAN SSH/RDP Brute Force Attempt,High,Resolved,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-CRM-183,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""187.181.109.125""}, {""Type"": ""host"", ""HostName"": ""NTN-CRM-183""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment B"", ""AnomalyScore"": 27.46, ""Signature"": ""Known Pattern B""}"
2020-01-08 13:42:56.0000000,b4251764-869b-ee35-0812-5571dbe61240,ET MALWARE Generic C2 Beacon Activity,High,Resolved,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-AAA-141,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""198.237.110.127""}, {""Type"": ""host"", ""HostName"": ""NTN-AAA-141""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment B"", ""AnomalyScore"": 21.71, ""Signature"": ""Known Pattern A""}"
2020-01-08 21:16:53.0000000,46fca8ea-4476-1181-f0df-8c1de11fb6da,ET DOS Possible SYN Flood Inbound,High,New,Azure Sentinel Analytics,Microsoft,Impact,T1498,NTN-HLR-353,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""117.223.29.187""}, {""Type"": ""host"", ""HostName"": ""NTN-HLR-353""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment C"", ""AnomalyScore"": 17.92, ""Signature"": ""Known Pattern A""}"
2020-01-09 07:17:49.0000000,520a3dec-de08-4ad1-b4c8-74a64637aa34,ET MALWARE Suspicious Executable Download,High,InProgress,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-WEB-073,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""221.180.100.158""}, {""Type"": ""host"", ""HostName"": ""NTN-WEB-073""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment A"", ""AnomalyScore"": 14.27, ""Signature"": ""Known Pattern B""}"
2020-01-09 21:57:25.0000000,74fcdb7b-4d8f-c975-69c2-b82dbe00faee,ET SCAN SSH/RDP Brute Force Attempt,High,InProgress,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-DNS-011,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""111.17.146.61""}, {""Type"": ""host"", ""HostName"": ""NTN-DNS-011""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment A"", ""AnomalyScore"": 31.69, ""Signature"": ""Known Pattern B""}"
2020-01-10 01:13:43.0000000,671ececc-3bf4-cccf-96bd-efa36f75613b,ET MALWARE Generic C2 Beacon Activity,High,InProgress,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-CORE-298,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""64.238.175.100""}, {""Type"": ""host"", ""HostName"": ""NTN-CORE-298""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment C"", ""AnomalyScore"": 77.76, ""Signature"": ""Known Pattern A""}"
2020-01-10 17:31:28.0000000,58631d0e-87a9-fe20-e272-84bebd4a52b9,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),High,InProgress,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-BSS-160,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""142.44.109.129""}, {""Type"": ""host"", ""HostName"": ""NTN-BSS-160""}]","{""Action"": ""Logged"", ""Segment"": ""Segment B"", ""AnomalyScore"": 32.24, ""Signature"": ""Known Pattern A""}"
2020-01-10 18:37:12.0000000,731aaa90-c6bd-8f7b-f67a-9d02d449d37f,ET MALWARE Generic C2 Beacon Activity,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-CORE-298,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""22.223.64.178""}, {""Type"": ""host"", ""HostName"": ""NTN-CORE-298""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment C"", ""AnomalyScore"": 59.33, ""Signature"": ""Known Pattern A""}"
2020-01-11 02:01:42.0000000,3a41f35f-51c5-425a-bf94-6de6d4f605df,ET DOS Possible SYN Flood Inbound,High,InProgress,Azure Sentinel Analytics,Microsoft,Impact,T1498,NTN-DNS-099,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""109.133.151.131""}, {""Type"": ""host"", ""HostName"": ""NTN-DNS-099""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment A"", ""AnomalyScore"": 79.83, ""Signature"": ""Known Pattern A""}"
2020-01-11 11:17:24.0000000,0e6c0087-86f0-5ef4-5fbf-123272779c29,ET MALWARE Generic C2 Beacon Activity,High,Resolved,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-OSS-328,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""50.61.108.169""}, {""Type"": ""host"", ""HostName"": ""NTN-OSS-328""}]","{""Action"": ""Logged"", ""Segment"": ""Segment C"", ""AnomalyScore"": 33.07, ""Signature"": ""Known Pattern A""}"
2020-01-11 14:44:28.0000000,983d2c94-fa1e-f161-7e1b-6efa616844f0,ET SCAN SSH/RDP Brute Force Attempt,High,Resolved,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-PRX-098,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""5.17.223.100""}, {""Type"": ""host"", ""HostName"": ""NTN-PRX-098""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment A"", ""AnomalyScore"": 57.23, ""Signature"": ""Known Pattern B""}"
2020-01-11 20:52:17.0000000,02642a3a-00d8-8fe9-7ba9-bdc83833ddd0,ET MALWARE Generic C2 Beacon Activity,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-HLR-329,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""197.36.226.226""}, {""Type"": ""host"", ""HostName"": ""NTN-HLR-329""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment C"", ""AnomalyScore"": 61.62, ""Signature"": ""Known Pattern A""}"
2020-01-12 00:11:43.0000000,abdcb9af-3386-48a3-84fd-7cfbdec4a115,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),High,New,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-WEB-109,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""119.132.103.69""}, {""Type"": ""host"", ""HostName"": ""NTN-WEB-109""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment A"", ""AnomalyScore"": 7.67, ""Signature"": ""Known Pattern A""}"
2020-01-12 04:47:55.0000000,3d381fe9-b839-74ad-d5e4-06d1f73c607f,ET MALWARE Suspicious Executable Download,High,InProgress,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-CORE-314,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""190.133.134.191""}, {""Type"": ""host"", ""HostName"": ""NTN-CORE-314""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment C"", ""AnomalyScore"": 40.36, ""Signature"": ""Known Pattern B""}"
2020-01-12 12:34:50.0000000,35fd24b0-f920-123e-7fc8-5717fdb0a70b,ET DOS Possible SYN Flood Inbound,High,InProgress,Azure Sentinel Analytics,Microsoft,Impact,T1498,NTN-BSS-216,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""167.75.75.189""}, {""Type"": ""host"", ""HostName"": ""NTN-BSS-216""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment B"", ""AnomalyScore"": 50.52, ""Signature"": ""Known Pattern A""}"
2020-01-12 17:11:15.0000000,37ddf78a-cc6b-b4be-cdea-4ed0b60ce1fb,ET SCAN SSH/RDP Brute Force Attempt,High,New,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-PRX-006,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""84.16.254.197""}, {""Type"": ""host"", ""HostName"": ""NTN-PRX-006""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment A"", ""AnomalyScore"": 14.9, ""Signature"": ""Known Pattern B""}"
2020-01-13 07:02:44.0000000,fd88e354-6ef6-3a2f-3fc1-b445c6293ff2,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),High,New,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-DNS-099,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""33.77.57.20""}, {""Type"": ""host"", ""HostName"": ""NTN-DNS-099""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment A"", ""AnomalyScore"": 82.46, ""Signature"": ""Known Pattern A""}"
2020-01-13 09:04:24.0000000,ef499967-6be9-1291-0e04-04418874a509,ET SCAN SSH/RDP Brute Force Attempt,High,New,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-OSS-312,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""179.102.185.93""}, {""Type"": ""host"", ""HostName"": ""NTN-OSS-312""}]","{""Action"": ""Logged"", ""Segment"": ""Segment C"", ""AnomalyScore"": 65.24, ""Signature"": ""Known Pattern B""}"
2020-01-14 15:50:28.0000000,984146be-6153-0fb3-5d95-7cadcdf07c5a,ET MALWARE Suspicious Executable Download,High,Resolved,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,NTN-OSS-392,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""88.144.104.156""}, {""Type"": ""host"", ""HostName"": ""NTN-OSS-392""}]","{""Action"": ""Logged"", ""Segment"": ""Segment C"", ""AnomalyScore"": 29.57, ""Signature"": ""Known Pattern B""}"
2020-01-15 05:26:20.0000000,5ffbaf5a-4be1-ba0a-f0bf-a2fc324171b4,ET SCAN SSH/RDP Brute Force Attempt,High,New,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,NTN-OSS-388,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""159.13.240.101""}, {""Type"": ""host"", ""HostName"": ""NTN-OSS-388""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment C"", ""AnomalyScore"": 1.15, ""Signature"": ""Known Pattern B""}"
