timestamp,host,src_ip,src_port,dest_ip,dest_port,proto,app_proto,action,signature_id,signature,category,severity,bytes_toserver,segment,anomaly_score
2020-01-01T08:58:10.915788+0000,NTN-MSC-319,92.78.39.166,65064.0,10.30.0.52,8080.0,UDP,,allowed,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,1,780,Segment C,67.79
2020-01-01T12:29:42.797623+0000,NTN-WEB-113,80.11.33.124,,10.10.0.114,,ICMP,,blocked,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,2,1496,Segment A,17.63
2020-01-01T13:01:19.467151+0000,NTN-WEB-025,212.44.143.201,,10.10.0.26,,ICMP,,blocked,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,1,1069,Segment A,72.36
2020-01-01T16:38:59.495070+0000,NTN-CORE-362,4.214.78.160,,10.30.0.95,,ICMP,dns,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,2,1117,Segment C,22.74
2020-01-01T17:57:15.031971+0000,NTN-MSC-379,189.185.123.148,26684.0,10.30.0.112,2121.0,UDP,,allowed,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,3,1158,Segment C,92.16
2020-01-01T18:19:28.219321+0000,NTN-HLR-337,73.139.105.200,30004.0,10.30.0.70,990.0,TCP,,allowed,2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),Attempted Administrator Privilege Gain,3,983,Segment C,59.33
2020-01-01T19:14:34.407422+0000,NTN-CRM-247,196.105.12.202,48354.0,10.20.0.114,990.0,TCP,,allowed,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,1,991,Segment B,90.11
2020-01-01T19:58:27.909572+0000,NTN-OSS-352,148.3.187.51,,10.30.0.85,,ICMP,,allowed,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,1,779,Segment C,37.76
2020-01-01T20:01:32.721424+0000,NTN-OSS-380,47.4.110.93,28041.0,10.30.0.113,21.0,TCP,,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,1,601,Segment C,55.58
2020-01-01T20:13:23.437959+0000,NTN-SMS-016,158.1.128.69,,10.10.0.17,,ICMP,,blocked,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,1,1160,Segment A,83.01
2020-01-01T23:08:08.610511+0000,NTN-BSS-200,85.149.183.151,,10.20.0.67,,ICMP,dns,allowed,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,1,1019,Segment B,79.8
2020-01-02T07:55:42.392209+0000,NTN-SMS-116,122.4.225.106,24740.0,10.10.0.117,443.0,TCP,http,allowed,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,3,251,Segment A,77.85
2020-01-02T08:30:12.081852+0000,NTN-MSC-295,21.153.222.60,,10.30.0.28,,ICMP,,allowed,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,1,278,Segment C,37.21
2020-01-02T09:33:08.914924+0000,NTN-SMS-124,115.163.98.191,3776.0,10.10.0.125,8443.0,UDP,,allowed,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,3,260,Segment A,6.33
2020-01-02T09:46:14.060907+0000,NTN-AAA-157,13.19.31.179,,10.20.0.24,,ICMP,,allowed,2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),Attempted Administrator Privilege Gain,1,120,Segment B,73.32
2020-01-02T10:18:29.377852+0000,NTN-DNS-103,114.157.198.175,21609.0,10.10.0.104,80.0,UDP,,allowed,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,1,1413,Segment A,66.91
2020-01-02T10:31:34.902968+0000,NTN-OSS-340,216.110.129.16,19235.0,10.30.0.73,990.0,TCP,,allowed,2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),Attempted Administrator Privilege Gain,2,1214,Segment C,61.32
2020-01-02T18:25:03.556494+0000,NTN-PRX-102,171.224.94.48,47524.0,10.10.0.103,443.0,UDP,,blocked,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,2,100,Segment A,32.53
2020-01-02T21:56:12.452479+0000,NTN-HLR-289,11.116.234.13,,10.30.0.22,,ICMP,,blocked,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,2,434,Segment C,10.05
2020-01-03T01:19:39.318521+0000,NTN-OSS-332,19.214.43.215,,10.30.0.65,,ICMP,,allowed,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,1,1475,Segment C,51.24
2020-01-03T01:20:46.309620+0000,NTN-BSS-212,110.88.185.72,58765.0,10.20.0.79,53.0,TCP,dns,allowed,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,1,706,Segment B,86.76
2020-01-03T02:13:03.916272+0000,NTN-BSS-260,48.230.11.227,11803.0,10.20.0.127,2121.0,TCP,,allowed,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,1,1020,Segment B,38.39
2020-01-03T03:10:10.789775+0000,NTN-CRM-155,88.77.249.227,37137.0,10.20.0.22,80.0,TCP,http,allowed,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,3,140,Segment B,15.35
2020-01-03T06:27:55.654771+0000,NTN-PRX-130,75.9.121.45,8343.0,10.10.0.131,8080.0,TCP,http,blocked,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,3,1104,Segment A,80.84
2020-01-03T07:26:27.841429+0000,NTN-BSS-228,184.82.191.47,,10.20.0.95,,ICMP,,blocked,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,2,497,Segment B,71.46
2020-01-03T11:03:06.758247+0000,NTN-CORE-374,56.89.206.68,60890.0,10.30.0.107,8080.0,TCP,http,blocked,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,2,1436,Segment C,9.4
2020-01-03T11:37:01.402701+0000,NTN-SMS-104,157.73.79.253,,10.10.0.105,,ICMP,dns,allowed,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,2,750,Segment A,56.04
2020-01-03T13:14:30.935883+0000,NTN-BSS-260,207.28.150.235,58162.0,10.20.0.127,80.0,TCP,http,allowed,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,1,924,Segment B,9.23
2020-01-03T14:31:45.502162+0000,NTN-CORE-278,33.4.127.59,16560.0,10.30.0.11,80.0,UDP,,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,2,1422,Segment C,88.35
2020-01-03T15:18:08.323091+0000,NTN-OSS-392,113.156.66.54,58023.0,10.30.0.125,21.0,UDP,,allowed,2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),Attempted Administrator Privilege Gain,3,934,Segment C,57.37
2020-01-03T16:21:05.051937+0000,NTN-DNS-063,162.193.92.149,,10.10.0.64,,ICMP,,blocked,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,1,428,Segment A,74.5
2020-01-03T17:34:33.443320+0000,NTN-API-234,53.155.91.124,10255.0,10.20.0.101,990.0,TCP,,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,3,1379,Segment B,75.11
2020-01-03T17:40:43.356754+0000,NTN-DNS-003,26.251.18.98,37312.0,10.10.0.4,21.0,UDP,,allowed,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,2,1269,Segment A,38.12
2020-01-03T19:05:11.139244+0000,NTN-SMS-044,43.225.225.122,55224.0,10.10.0.45,80.0,UDP,,allowed,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,1,1411,Segment A,48.71
2020-01-03T21:06:44.780441+0000,NTN-SMS-032,54.49.196.228,,10.10.0.33,,ICMP,,blocked,2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),Attempted Administrator Privilege Gain,2,1013,Segment A,70.69
2020-01-03T21:24:58.069536+0000,NTN-CRM-179,146.16.164.245,51717.0,10.20.0.46,53.0,TCP,dns,allowed,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,1,995,Segment B,60.79
2020-01-03T23:30:58.439413+0000,NTN-WEB-009,191.214.71.100,37024.0,10.10.0.10,53.0,UDP,dns,blocked,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,2,321,Segment A,44.01
2020-01-04T03:17:07.417380+0000,NTN-OSS-360,29.76.207.193,23414.0,10.30.0.93,53.0,UDP,dns,allowed,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,2,607,Segment C,32.52
2020-01-04T04:45:56.884308+0000,NTN-AAA-157,72.95.166.114,60771.0,10.20.0.24,53.0,UDP,dns,allowed,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,3,1124,Segment B,57.21
2020-01-04T05:25:13.684669+0000,NTN-OSS-336,169.121.162.223,27970.0,10.30.0.69,53.0,TCP,dns,allowed,2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),Attempted Administrator Privilege Gain,3,998,Segment C,59.72
2020-01-04T05:40:51.255622+0000,NTN-WEB-013,78.38.67.153,26904.0,10.10.0.14,80.0,TCP,http,allowed,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,2,582,Segment A,50.33
2020-01-04T09:19:45.554553+0000,NTN-CORE-286,91.116.23.209,,10.30.0.19,,ICMP,,allowed,2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),Attempted Administrator Privilege Gain,1,392,Segment C,88.1
2020-01-04T10:39:32.402761+0000,NTN-DNS-011,216.175.209.129,2698.0,10.10.0.12,53.0,UDP,dns,blocked,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,1,87,Segment A,36.22
2020-01-04T11:27:20.585241+0000,NTN-MSC-291,208.128.53.51,56338.0,10.30.0.24,53.0,UDP,dns,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,2,1295,Segment C,41.91
2020-01-04T17:55:39.412259+0000,NTN-SMS-132,37.138.80.165,5812.0,10.10.0.133,80.0,TCP,http,allowed,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,2,922,Segment A,44.65
2020-01-04T18:31:29.817409+0000,NTN-CRM-183,44.41.160.239,,10.20.0.50,,ICMP,dns,allowed,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,3,1065,Segment B,51.48
2020-01-04T19:12:19.995307+0000,NTN-BSS-168,217.77.29.136,1132.0,10.20.0.35,21.0,UDP,,blocked,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,2,1467,Segment B,46.97
2020-01-04T20:34:57.223898+0000,NTN-OSS-288,106.21.232.22,,10.30.0.21,,ICMP,,allowed,2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),Attempted Administrator Privilege Gain,2,523,Segment C,15.12
2020-01-04T20:43:00.992105+0000,NTN-MSC-399,156.86.195.210,6064.0,10.30.0.132,80.0,TCP,http,blocked,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,3,1184,Segment C,44.14
2020-01-04T21:13:28.934337+0000,NTN-API-182,31.142.29.92,1470.0,10.20.0.49,53.0,TCP,dns,blocked,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,2,270,Segment B,75.69
2020-01-04T21:31:49.311320+0000,NTN-PRX-130,58.76.127.159,,10.10.0.131,,ICMP,dns,allowed,2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),Attempted Administrator Privilege Gain,3,1159,Segment A,56.98
2020-01-05T02:54:01.357788+0000,NTN-AAA-253,43.32.234.151,,10.20.0.120,,ICMP,,allowed,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,2,746,Segment B,54.02
2020-01-05T05:14:10.795003+0000,NTN-SMS-080,204.76.124.26,,10.10.0.81,,ICMP,,blocked,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,2,832,Segment A,23.74
2020-01-05T07:32:01.749944+0000,NTN-API-146,131.159.44.170,,10.20.0.13,,ICMP,,allowed,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,3,1066,Segment B,77.25
2020-01-05T08:25:37.344090+0000,NTN-OSS-368,39.100.196.153,23955.0,10.30.0.101,8080.0,TCP,http,allowed,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,2,129,Segment C,70.74
2020-01-05T08:55:39.801480+0000,NTN-CORE-386,58.191.60.5,18907.0,10.30.0.119,8080.0,TCP,http,allowed,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,3,1073,Segment C,1.0
2020-01-05T09:12:14.373325+0000,NTN-DNS-051,202.115.221.44,11445.0,10.10.0.52,8080.0,TCP,http,allowed,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,1,1052,Segment A,50.68
2020-01-05T11:12:29.492901+0000,NTN-CRM-215,31.172.98.7,1636.0,10.20.0.82,53.0,TCP,dns,blocked,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,1,836,Segment B,73.3
2020-01-05T13:09:53.445691+0000,NTN-HLR-337,57.73.2.186,58717.0,10.30.0.70,990.0,TCP,,allowed,2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),Attempted Administrator Privilege Gain,3,1122,Segment C,88.23
2020-01-05T17:37:31.736467+0000,NTN-OSS-388,36.17.67.77,,10.30.0.121,,ICMP,,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,1,332,Segment C,69.5
2020-01-05T18:54:49.838944+0000,NTN-BSS-160,164.196.237.121,31468.0,10.20.0.27,990.0,TCP,,blocked,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,1,227,Segment B,90.3
2020-01-05T20:41:36.770831+0000,NTN-MSC-331,99.79.43.46,9613.0,10.30.0.64,21.0,UDP,,allowed,2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),Attempted Administrator Privilege Gain,1,309,Segment C,86.46
2020-01-05T21:21:20.668491+0000,NTN-OSS-312,162.224.1.2,37924.0,10.30.0.45,53.0,TCP,dns,allowed,2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),Attempted Administrator Privilege Gain,1,1308,Segment C,79.93
2020-01-05T23:27:28.239295+0000,NTN-HLR-353,54.206.153.93,5180.0,10.30.0.86,53.0,TCP,dns,allowed,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,1,1100,Segment C,23.48
2020-01-06T00:56:01.346779+0000,NTN-CRM-255,73.99.218.98,55552.0,10.20.0.122,53.0,TCP,dns,blocked,2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),Attempted Administrator Privilege Gain,2,1161,Segment B,39.67
2020-01-06T01:39:43.177200+0000,NTN-OSS-284,67.166.97.34,64551.0,10.30.0.17,53.0,TCP,dns,allowed,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,1,980,Segment C,22.46
2020-01-06T01:47:56.482320+0000,NTN-AAA-173,147.165.66.78,,10.20.0.40,,ICMP,,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,2,661,Segment B,63.1
2020-01-06T02:17:27.726393+0000,NTN-CRM-211,10.153.23.147,36443.0,10.20.0.78,80.0,UDP,,allowed,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,1,898,Segment B,89.79
2020-01-06T05:25:43.145222+0000,NTN-PRX-058,151.18.52.157,,10.10.0.59,,ICMP,dns,allowed,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,3,464,Segment A,32.91
2020-01-06T06:02:31.498666+0000,NTN-HLR-325,39.198.204.252,,10.30.0.58,,ICMP,,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,1,1278,Segment C,44.76
2020-01-06T10:27:28.058587+0000,NTN-MSC-371,36.43.171.238,61436.0,10.30.0.104,21.0,TCP,,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,3,170,Segment C,68.07
2020-01-06T14:40:53.913027+0000,NTN-AAA-245,116.36.45.184,,10.20.0.112,,ICMP,dns,blocked,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,3,418,Segment B,10.85
2020-01-06T15:28:14.658381+0000,NTN-DNS-059,145.143.79.86,,10.10.0.60,,ICMP,dns,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,2,775,Segment A,6.74
2020-01-06T18:28:48.495190+0000,NTN-OSS-332,157.242.206.248,36690.0,10.30.0.65,8443.0,TCP,http,blocked,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,2,1016,Segment C,98.49
2020-01-06T20:04:06.161337+0000,NTN-BSS-224,161.9.94.72,31360.0,10.20.0.91,53.0,TCP,dns,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,2,249,Segment B,66.04
2020-01-06T20:54:56.856105+0000,NTN-OSS-376,146.75.12.136,17901.0,10.30.0.109,8080.0,TCP,http,blocked,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,1,538,Segment C,7.58
2020-01-06T21:33:34.964144+0000,NTN-PRX-058,85.230.182.23,19384.0,10.10.0.59,2121.0,UDP,,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,1,110,Segment A,32.03
2020-01-06T22:53:49.736069+0000,NTN-AAA-241,78.145.74.153,2096.0,10.20.0.108,53.0,TCP,dns,blocked,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,1,926,Segment B,27.74
2020-01-06T23:29:31.977258+0000,NTN-HLR-301,79.163.183.75,,10.30.0.34,,ICMP,,allowed,2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),Attempted Administrator Privilege Gain,2,864,Segment C,49.22
2020-01-07T02:16:57.436359+0000,NTN-CRM-167,109.62.159.118,58428.0,10.20.0.34,443.0,UDP,,allowed,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,3,764,Segment B,56.14
2020-01-07T03:38:09.281922+0000,NTN-HLR-293,58.93.5.221,59778.0,10.30.0.26,443.0,UDP,,allowed,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,2,1451,Segment C,34.53
2020-01-07T08:17:53.636826+0000,NTN-OSS-352,68.112.171.182,,10.30.0.85,,ICMP,dns,allowed,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,2,932,Segment C,67.34
2020-01-07T12:04:45.935976+0000,NTN-HLR-333,177.214.214.33,,10.30.0.66,,ICMP,,allowed,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,3,1343,Segment C,70.3
2020-01-07T12:21:37.913363+0000,NTN-API-218,151.164.223.85,58350.0,10.20.0.85,53.0,TCP,dns,allowed,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,1,986,Segment B,47.16
2020-01-07T16:47:45.168531+0000,NTN-CORE-334,189.210.231.6,35570.0,10.30.0.67,21.0,UDP,,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,3,1053,Segment C,89.91
2020-01-07T19:21:36.882654+0000,NTN-OSS-292,145.244.91.119,,10.30.0.25,,ICMP,dns,blocked,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,2,1211,Segment C,97.84
2020-01-07T23:12:37.886223+0000,NTN-CORE-334,168.8.143.117,58473.0,10.30.0.67,443.0,UDP,,allowed,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,1,1037,Segment C,62.42
2020-01-08T00:29:13.738679+0000,NTN-AAA-213,145.33.37.124,58939.0,10.20.0.80,53.0,TCP,dns,blocked,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,2,982,Segment B,31.78
2020-01-08T03:13:35.595285+0000,NTN-HLR-289,71.121.237.168,,10.30.0.22,,ICMP,,allowed,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,2,1325,Segment C,81.91
2020-01-08T04:42:42.630688+0000,NTN-CORE-322,177.8.83.174,58389.0,10.30.0.55,53.0,TCP,dns,allowed,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,2,486,Segment C,91.47
2020-01-08T05:03:46.926078+0000,NTN-HLR-333,63.137.138.221,10653.0,10.30.0.66,21.0,TCP,,blocked,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,2,199,Segment C,86.73
2020-01-08T05:10:20.755020+0000,NTN-PRX-070,92.235.152.145,,10.10.0.71,,ICMP,,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,2,1062,Segment A,37.75
2020-01-08T06:50:22.433222+0000,NTN-BSS-188,3.140.206.221,32261.0,10.20.0.55,2121.0,UDP,,blocked,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,1,762,Segment B,38.58
2020-01-08T09:41:55.081750+0000,NTN-HLR-393,155.214.161.32,,10.30.0.126,,ICMP,,allowed,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,3,1129,Segment C,32.77
2020-01-08T10:29:29.570067+0000,NTN-HLR-329,41.20.102.238,,10.30.0.62,,ICMP,,allowed,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,1,280,Segment C,60.0
2020-01-08T12:08:06.425794+0000,NTN-CRM-183,187.181.109.125,34996.0,10.20.0.50,53.0,TCP,dns,blocked,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,1,831,Segment B,27.46
2020-01-08T13:59:17.526352+0000,NTN-WEB-009,39.242.222.199,15239.0,10.10.0.10,8080.0,TCP,http,blocked,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,2,975,Segment A,65.5
2020-01-08T16:06:45.609962+0000,NTN-CORE-394,220.183.185.6,,10.30.0.127,,ICMP,dns,allowed,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,3,561,Segment C,35.95
2020-01-08T21:27:13.912807+0000,NTN-OSS-396,195.88.126.249,,10.30.0.129,,ICMP,,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,3,1301,Segment C,72.86
2020-01-08T22:42:35.171487+0000,NTN-CORE-370,151.253.90.136,,10.30.0.103,,ICMP,dns,allowed,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,3,1126,Segment C,75.07
2020-01-09T13:21:05.201956+0000,NTN-OSS-376,112.156.211.121,38467.0,10.30.0.109,8443.0,UDP,,blocked,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,1,1248,Segment C,83.9
2020-01-09T15:07:46.929393+0000,NTN-WEB-077,100.233.48.130,,10.10.0.78,,ICMP,dns,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,3,299,Segment A,19.65
2020-01-09T16:39:06.450312+0000,NTN-DNS-051,216.32.163.54,5578.0,10.10.0.52,8080.0,UDP,,blocked,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,2,143,Segment A,40.15
2020-01-09T17:43:28.801715+0000,NTN-DNS-107,16.212.16.46,51676.0,10.10.0.108,2121.0,TCP,,allowed,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,3,605,Segment A,72.45
2020-01-09T18:45:52.125190+0000,NTN-PRX-054,122.212.81.108,,10.10.0.55,,ICMP,dns,allowed,2100102,ET DOS UDP/ICMP Amplification Flood,Denial of Service,2,1430,Segment A,63.35
2020-01-09T21:57:25.083183+0000,NTN-DNS-011,111.17.146.61,54210.0,10.10.0.12,21.0,TCP,,blocked,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,1,1165,Segment A,31.69
2020-01-09T22:48:50.272454+0000,NTN-HLR-393,6.202.247.192,60436.0,10.30.0.126,990.0,UDP,,allowed,2100202,ET MALWARE Suspicious Executable Download,A Network Trojan was detected,3,848,Segment C,57.68
2020-01-10T04:57:48.381731+0000,NTN-BSS-244,173.84.81.68,38032.0,10.20.0.111,53.0,UDP,dns,blocked,2100201,ET MALWARE Generic C2 Beacon Activity,A Network Trojan was detected,2,291,Segment B,37.17
2020-01-10T05:41:17.008281+0000,NTN-API-194,128.131.4.173,10633.0,10.20.0.61,8443.0,TCP,http,allowed,2100302,ET SCAN SSH/RDP Brute Force Attempt,Attempted Administrator Privilege Gain,2,1231,Segment B,59.67
2020-01-10T07:21:10.255963+0000,NTN-CRM-247,24.236.198.167,63055.0,10.20.0.114,53.0,UDP,dns,allowed,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,2,199,Segment B,55.4
2020-01-10T07:51:48.100742+0000,NTN-OSS-364,43.152.36.239,,10.30.0.97,,ICMP,,allowed,2100301,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),Attempted Administrator Privilege Gain,1,108,Segment C,46.04
2020-01-10T10:35:16.891460+0000,NTN-MSC-371,100.140.115.150,59140.0,10.30.0.104,53.0,UDP,dns,allowed,2100101,ET DOS Possible SYN Flood Inbound,Denial of Service,3,663,Segment C,58.34
