date,time,devname,devid,level,srcip,srcport,srcintf,dstip,dstport,dstintf,proto,service,action,policyid,sentbyte,rcvdbyte,sentpkt,appcat,crscore,crlevel,utmaction,srccountry,attack,disposition
2020-01-01,22:46:44,NTN-FW-A-01,FG100F63397,alert,115.197.71.90,34822,wan1,10.10.0.133,53,dmz,17,DNS,deny,12,769,0,1,unscanned,36,alert,block,India,Malware,Blocked
2020-01-02,00:03:01,NTN-FW-B-01,FG100F19947,notice,24.165.248.18,60203,wan1,10.20.0.121,8443,app,17,HTTPS-ALT,deny,3,406,0,1,unscanned,69,notice,block,India,Intrusion,Blocked
2020-01-02,01:47:57,NTN-FW-C-01,FG100F22186,warning,184.236.143.159,42079,wan1,10.30.0.126,2121,core,6,FTP,accept,12,709,6,1,Network.Service,49,warning,allow,India,Intrusion,Logged
2020-01-02,04:54:15,NTN-FW-B-01,FG100F19947,alert,212.47.188.7,0,wan1,10.20.0.69,0,app,1,PING,accept,18,517,584,1,Network.Service,27,alert,allow,India,Malware,Logged
2020-01-02,07:55:42,NTN-FW-A-01,FG100F63397,notice,122.4.225.106,24740,wan1,10.10.0.117,443,dmz,6,HTTPS,accept,3,251,3633,1,Network.Service,77,notice,allow,India,DDoS,Ignored
2020-01-02,09:33:08,NTN-FW-A-01,FG100F63397,notice,115.163.98.191,3776,wan1,10.10.0.125,8443,dmz,17,HTTPS-ALT,accept,3,260,1561,1,Network.Service,6,notice,allow,India,DDoS,Logged
2020-01-02,09:46:14,NTN-FW-B-01,FG100F19947,alert,13.19.31.179,0,wan1,10.20.0.24,0,app,1,PING,accept,7,120,1458,1,Network.Service,73,alert,allow,India,Intrusion,Logged
2020-01-02,10:31:34,NTN-FW-C-01,FG100F22186,warning,216.110.129.16,19235,wan1,10.30.0.73,990,core,6,FTPS,accept,21,1214,1504,2,Network.Service,61,warning,allow,India,Intrusion,Logged
2020-01-02,12:37:01,NTN-FW-A-01,FG100F63397,alert,177.52.188.67,0,wan1,10.10.0.27,0,dmz,1,PING,accept,12,1026,3268,1,Network.Service,97,alert,allow,India,Intrusion,Logged
2020-01-02,17:30:26,NTN-FW-A-01,FG100F63397,warning,216.202.242.15,62380,wan1,10.10.0.79,53,dmz,17,DNS,accept,3,1233,3492,2,Network.Service,59,warning,allow,India,Intrusion,Logged
2020-01-02,18:16:42,NTN-FW-C-01,FG100F22186,warning,147.183.223.117,0,wan1,10.30.0.115,0,core,1,PING,deny,18,868,0,1,unscanned,35,warning,block,India,Intrusion,Blocked
2020-01-02,18:25:03,NTN-FW-A-01,FG100F63397,warning,171.224.94.48,47524,wan1,10.10.0.103,443,dmz,17,HTTPS,deny,18,100,0,1,unscanned,32,warning,block,India,Malware,Blocked
2020-01-03,01:19:39,NTN-FW-C-01,FG100F22186,alert,19.214.43.215,0,wan1,10.30.0.65,0,core,1,PING,accept,3,1475,1674,2,Network.Service,51,alert,allow,India,DDoS,Ignored
2020-01-03,01:20:46,NTN-FW-B-01,FG100F19947,alert,110.88.185.72,58765,wan1,10.20.0.79,53,app,6,DNS,accept,21,706,1419,1,Network.Service,86,alert,allow,India,DDoS,Logged
2020-01-03,01:59:27,NTN-FW-A-01,FG100F63397,warning,218.70.53.220,0,wan1,10.10.0.33,0,dmz,1,PING,accept,21,484,2824,1,Network.Service,14,warning,allow,India,DDoS,Ignored
2020-01-03,07:26:27,NTN-FW-B-01,FG100F19947,warning,184.82.191.47,0,wan1,10.20.0.95,0,app,1,PING,deny,3,497,0,1,unscanned,71,warning,block,India,DDoS,Blocked
2020-01-03,09:03:59,NTN-FW-A-01,FG100F63397,notice,176.205.231.182,46383,wan1,10.10.0.90,990,dmz,17,FTPS,accept,12,174,114,1,Network.Service,94,notice,allow,India,Intrusion,Logged
2020-01-03,14:31:45,NTN-FW-C-01,FG100F22186,warning,33.4.127.59,16560,wan1,10.30.0.11,80,core,17,HTTP,accept,21,1422,2085,2,Network.Service,88,warning,allow,India,Intrusion,Ignored
2020-01-03,15:18:08,NTN-FW-C-01,FG100F22186,notice,113.156.66.54,58023,wan1,10.30.0.125,21,core,17,FTP,accept,3,934,88,1,Network.Service,57,notice,allow,India,Intrusion,Ignored
2020-01-03,16:35:43,NTN-FW-A-01,FG100F63397,alert,192.60.60.85,0,wan1,10.10.0.128,0,dmz,1,PING,accept,3,103,822,1,Network.Service,43,alert,allow,India,Malware,Logged
2020-01-03,17:34:33,NTN-FW-B-01,FG100F19947,notice,53.155.91.124,10255,wan1,10.20.0.101,990,app,6,FTPS,accept,21,1379,3179,2,Network.Service,75,notice,allow,India,Intrusion,Ignored
2020-01-03,17:40:43,NTN-FW-A-01,FG100F63397,warning,26.251.18.98,37312,wan1,10.10.0.4,21,dmz,17,FTP,accept,18,1269,1300,2,Network.Service,38,warning,allow,India,Malware,Logged
2020-01-03,19:05:11,NTN-FW-A-01,FG100F63397,alert,43.225.225.122,55224,wan1,10.10.0.45,80,dmz,17,HTTP,accept,7,1411,1023,2,Network.Service,48,alert,allow,India,Malware,Ignored
2020-01-03,19:24:32,NTN-FW-B-01,FG100F19947,warning,17.122.116.211,57024,wan1,10.20.0.105,53,app,6,DNS,deny,12,1435,0,2,unscanned,15,warning,block,India,Intrusion,Blocked
2020-01-03,20:29:03,NTN-FW-C-01,FG100F22186,alert,220.164.157.155,0,wan1,10.30.0.64,0,core,1,PING,accept,3,865,3967,1,Network.Service,91,alert,allow,India,Malware,Ignored
2020-01-03,22:10:49,NTN-FW-C-01,FG100F22186,alert,8.182.28.62,63670,wan1,10.30.0.17,443,core,6,HTTPS,deny,7,1372,0,2,unscanned,0,alert,block,India,Malware,Blocked
2020-01-04,02:24:56,NTN-FW-C-01,FG100F22186,warning,60.41.118.65,64845,wan1,10.30.0.55,443,core,17,HTTPS,deny,18,1110,0,1,unscanned,8,warning,block,India,Malware,Blocked
2020-01-04,03:17:07,NTN-FW-C-01,FG100F22186,warning,29.76.207.193,23414,wan1,10.30.0.93,53,core,17,DNS,accept,18,607,1561,1,Network.Service,32,warning,allow,India,Malware,Logged
2020-01-04,04:31:41,NTN-FW-A-01,FG100F63397,notice,88.153.75.13,0,wan1,10.10.0.57,0,dmz,1,PING,deny,3,705,0,1,unscanned,88,notice,block,India,DDoS,Blocked
2020-01-04,05:14:17,NTN-FW-A-01,FG100F63397,alert,46.98.66.230,0,wan1,10.10.0.83,0,dmz,1,PING,deny,18,936,0,1,unscanned,34,alert,block,India,Intrusion,Blocked
2020-01-04,05:25:13,NTN-FW-C-01,FG100F22186,notice,169.121.162.223,27970,wan1,10.30.0.69,53,core,6,DNS,accept,21,998,185,1,Network.Service,59,notice,allow,India,Intrusion,Logged
2020-01-04,05:40:51,NTN-FW-A-01,FG100F63397,warning,78.38.67.153,26904,wan1,10.10.0.14,80,dmz,6,HTTP,accept,3,582,892,1,Network.Service,50,warning,allow,India,Malware,Ignored
2020-01-04,09:19:45,NTN-FW-C-01,FG100F22186,alert,91.116.23.209,0,wan1,10.30.0.19,0,core,1,PING,accept,18,392,2692,1,Network.Service,88,alert,allow,India,Intrusion,Logged
2020-01-04,11:27:20,NTN-FW-C-01,FG100F22186,warning,208.128.53.51,56338,wan1,10.30.0.24,53,core,17,DNS,accept,21,1295,3275,2,Network.Service,41,warning,allow,India,Intrusion,Logged
2020-01-04,12:33:54,NTN-FW-B-01,FG100F19947,notice,11.219.48.95,26617,wan1,10.20.0.109,53,app,6,DNS,accept,12,434,1556,1,Network.Service,47,notice,allow,India,Intrusion,Logged
2020-01-04,17:55:39,NTN-FW-A-01,FG100F63397,warning,37.138.80.165,5812,wan1,10.10.0.133,80,dmz,6,HTTP,accept,3,922,682,1,Network.Service,44,warning,allow,India,DDoS,Logged
2020-01-04,19:12:19,NTN-FW-B-01,FG100F19947,warning,217.77.29.136,1132,wan1,10.20.0.35,21,app,17,FTP,deny,3,1467,0,2,unscanned,46,warning,block,India,DDoS,Blocked
2020-01-04,20:07:48,NTN-FW-C-01,FG100F22186,alert,50.34.174.166,27013,wan1,10.30.0.85,443,core,17,HTTPS,accept,12,412,2121,1,Network.Service,78,alert,allow,India,Intrusion,Logged
2020-01-04,20:34:57,NTN-FW-C-01,FG100F22186,warning,106.21.232.22,0,wan1,10.30.0.21,0,core,1,PING,accept,12,523,74,1,Network.Service,15,warning,allow,India,Intrusion,Logged
2020-01-04,20:43:00,NTN-FW-C-01,FG100F22186,notice,156.86.195.210,6064,wan1,10.30.0.132,80,core,6,HTTP,deny,7,1184,0,1,unscanned,44,notice,block,India,DDoS,Blocked
2020-01-04,22:17:27,NTN-FW-C-01,FG100F22186,warning,41.237.237.175,15376,wan1,10.30.0.11,443,core,6,HTTPS,accept,12,346,827,1,Network.Service,22,warning,allow,India,DDoS,Ignored
2020-01-05,02:49:07,NTN-FW-C-01,FG100F22186,alert,170.115.62.230,14427,wan1,10.30.0.67,53,core,17,DNS,deny,7,1360,0,2,unscanned,64,alert,block,India,Intrusion,Blocked
2020-01-05,07:32:01,NTN-FW-B-01,FG100F19947,notice,131.159.44.170,0,wan1,10.20.0.13,0,app,1,PING,accept,3,1066,1274,1,Network.Service,77,notice,allow,India,DDoS,Ignored
2020-01-05,07:37:20,NTN-FW-C-01,FG100F22186,alert,15.253.103.63,63368,wan1,10.30.0.19,53,core,17,DNS,deny,7,962,0,1,unscanned,13,alert,block,India,Malware,Blocked
2020-01-05,11:12:29,NTN-FW-B-01,FG100F19947,alert,31.172.98.7,1636,wan1,10.20.0.82,53,app,6,DNS,deny,18,836,0,1,unscanned,73,alert,block,India,Malware,Blocked
2020-01-05,14:09:44,NTN-FW-C-01,FG100F22186,notice,24.28.135.236,29167,wan1,10.30.0.130,53,core,17,DNS,accept,12,491,3749,1,Network.Service,1,notice,allow,India,Malware,Logged
2020-01-05,14:19:20,NTN-FW-B-01,FG100F19947,alert,119.86.201.223,15108,wan1,10.20.0.117,53,app,17,DNS,deny,18,1242,0,2,unscanned,79,alert,block,India,Intrusion,Blocked
2020-01-05,14:28:50,NTN-FW-A-01,FG100F63397,alert,154.226.123.216,54082,wan1,10.10.0.116,53,dmz,6,DNS,accept,18,1131,2305,1,Network.Service,12,alert,allow,India,Malware,Logged
2020-01-05,17:09:17,NTN-FW-C-01,FG100F22186,warning,3.23.13.171,16873,wan1,10.30.0.26,53,core,6,DNS,accept,12,1012,568,1,Network.Service,15,warning,allow,India,Malware,Ignored
2020-01-05,18:54:49,NTN-FW-B-01,FG100F19947,alert,164.196.237.121,31468,wan1,10.20.0.27,990,app,6,FTPS,deny,3,227,0,1,unscanned,90,alert,block,India,Intrusion,Blocked
2020-01-05,21:21:20,NTN-FW-C-01,FG100F22186,alert,162.224.1.2,37924,wan1,10.30.0.45,53,core,6,DNS,accept,7,1308,579,2,Network.Service,79,alert,allow,India,Intrusion,Logged
2020-01-05,22:31:50,NTN-FW-A-01,FG100F63397,notice,171.5.254.99,12790,wan1,10.10.0.71,21,dmz,17,FTP,accept,3,841,2695,1,Network.Service,58,notice,allow,India,DDoS,Logged
2020-01-06,01:39:43,NTN-FW-C-01,FG100F22186,alert,67.166.97.34,64551,wan1,10.30.0.17,53,core,6,DNS,accept,12,980,66,1,Network.Service,22,alert,allow,India,Malware,Ignored
2020-01-06,04:18:04,NTN-FW-C-01,FG100F22186,notice,107.123.250.212,57043,wan1,10.30.0.92,21,core,6,FTP,accept,3,1219,1661,2,Network.Service,60,notice,allow,India,Malware,Logged
2020-01-06,05:25:43,NTN-FW-A-01,FG100F63397,notice,151.18.52.157,0,wan1,10.10.0.59,0,dmz,1,PING,accept,7,464,3022,1,Network.Service,32,notice,allow,India,Malware,Logged
2020-01-06,06:02:31,NTN-FW-C-01,FG100F22186,alert,39.198.204.252,0,wan1,10.30.0.58,0,core,1,PING,accept,7,1278,3735,2,Network.Service,44,alert,allow,India,Intrusion,Ignored
2020-01-06,06:08:40,NTN-FW-C-01,FG100F22186,alert,78.31.133.49,0,wan1,10.30.0.64,0,core,1,PING,accept,21,463,1424,1,Network.Service,70,alert,allow,India,DDoS,Logged
2020-01-06,10:27:28,NTN-FW-C-01,FG100F22186,notice,36.43.171.238,61436,wan1,10.30.0.104,21,core,6,FTP,accept,7,170,462,1,Network.Service,68,notice,allow,India,Intrusion,Logged
2020-01-06,15:28:14,NTN-FW-A-01,FG100F63397,warning,145.143.79.86,0,wan1,10.10.0.60,0,dmz,1,PING,accept,7,775,1091,1,Network.Service,6,warning,allow,India,Intrusion,Logged
2020-01-06,17:22:31,NTN-FW-B-01,FG100F19947,alert,59.13.13.137,57642,wan1,10.20.0.50,8443,app,6,HTTPS-ALT,accept,3,679,2652,1,Network.Service,76,alert,allow,India,Intrusion,Logged
2020-01-06,18:04:10,NTN-FW-B-01,FG100F19947,warning,190.181.202.114,17832,wan1,10.20.0.21,443,app,17,HTTPS,accept,12,270,1221,1,Network.Service,70,warning,allow,India,Malware,Ignored
2020-01-06,18:21:48,NTN-FW-B-01,FG100F19947,alert,195.170.233.24,10321,wan1,10.20.0.94,53,app,6,DNS,accept,3,1048,2332,1,Network.Service,27,alert,allow,India,Intrusion,Ignored
2020-01-06,19:22:08,NTN-FW-A-01,FG100F63397,notice,21.186.189.214,20195,wan1,10.10.0.35,2121,dmz,17,FTP,accept,7,591,3681,1,Network.Service,57,notice,allow,India,Intrusion,Ignored
2020-01-06,20:04:06,NTN-FW-B-01,FG100F19947,warning,161.9.94.72,31360,wan1,10.20.0.91,53,app,6,DNS,accept,7,249,3408,1,Network.Service,66,warning,allow,India,Intrusion,Logged
2020-01-06,21:17:48,NTN-FW-A-01,FG100F63397,alert,194.45.105.32,0,wan1,10.10.0.122,0,dmz,1,PING,accept,12,1336,1948,2,Network.Service,95,alert,allow,India,DDoS,Logged
2020-01-06,21:33:34,NTN-FW-A-01,FG100F63397,alert,85.230.182.23,19384,wan1,10.10.0.59,2121,dmz,17,FTP,accept,7,110,22,1,Network.Service,32,alert,allow,India,Intrusion,Ignored
2020-01-06,21:50:08,NTN-FW-C-01,FG100F22186,warning,33.215.72.104,0,wan1,10.30.0.133,0,core,1,PING,accept,21,425,2800,1,Network.Service,22,warning,allow,India,Malware,Ignored
2020-01-07,02:16:57,NTN-FW-B-01,FG100F19947,notice,109.62.159.118,58428,wan1,10.20.0.34,443,app,17,HTTPS,accept,18,764,1708,1,Network.Service,56,notice,allow,India,DDoS,Ignored
2020-01-07,15:01:31,NTN-FW-C-01,FG100F22186,notice,150.1.205.67,32586,wan1,10.30.0.61,21,core,6,FTP,deny,12,804,0,1,unscanned,41,notice,block,India,Intrusion,Blocked
2020-01-07,16:47:45,NTN-FW-C-01,FG100F22186,notice,189.210.231.6,35570,wan1,10.30.0.67,21,core,17,FTP,accept,7,1053,3715,1,Network.Service,89,notice,allow,India,Intrusion,Ignored
2020-01-07,19:21:36,NTN-FW-C-01,FG100F22186,warning,145.244.91.119,0,wan1,10.30.0.25,0,core,1,PING,deny,7,1211,0,2,unscanned,97,warning,block,India,DDoS,Blocked
2020-01-07,22:03:35,NTN-FW-B-01,FG100F19947,warning,157.110.231.72,0,wan1,10.20.0.7,0,app,1,PING,accept,21,996,486,1,Network.Service,82,warning,allow,India,Malware,Ignored
2020-01-07,23:12:37,NTN-FW-C-01,FG100F22186,alert,168.8.143.117,58473,wan1,10.30.0.67,443,core,17,HTTPS,accept,3,1037,1072,1,Network.Service,62,alert,allow,India,Malware,Logged
2020-01-08,00:29:13,NTN-FW-B-01,FG100F19947,warning,145.33.37.124,58939,wan1,10.20.0.80,53,app,6,DNS,deny,21,982,0,1,unscanned,31,warning,block,India,DDoS,Blocked
2020-01-08,02:36:59,NTN-FW-B-01,FG100F19947,notice,144.70.121.67,0,wan1,10.20.0.70,0,app,1,PING,accept,18,249,977,1,Network.Service,95,notice,allow,India,DDoS,Ignored
2020-01-08,05:10:20,NTN-FW-A-01,FG100F63397,warning,92.235.152.145,0,wan1,10.10.0.71,0,dmz,1,PING,accept,21,1062,1226,1,Network.Service,37,warning,allow,India,Intrusion,Logged
2020-01-08,06:18:37,NTN-FW-A-01,FG100F63397,notice,36.195.77.102,63308,wan1,10.10.0.114,53,dmz,17,DNS,accept,7,818,3906,1,Network.Service,19,notice,allow,India,Intrusion,Logged
2020-01-08,07:19:00,NTN-FW-B-01,FG100F19947,alert,31.155.56.110,0,wan1,10.20.0.83,0,app,1,PING,accept,21,71,2248,1,Network.Service,52,alert,allow,India,Malware,Ignored
2020-01-08,07:39:59,NTN-FW-C-01,FG100F22186,alert,20.111.43.173,4336,wan1,10.30.0.95,21,core,6,FTP,accept,21,445,2907,1,Network.Service,86,alert,allow,India,Malware,Logged
2020-01-08,09:57:34,NTN-FW-B-01,FG100F19947,alert,37.228.106.85,40649,wan1,10.20.0.11,8080,app,17,HTTP-ALT,accept,21,1104,2299,1,Network.Service,31,alert,allow,India,Intrusion,Ignored
2020-01-08,10:29:29,NTN-FW-C-01,FG100F22186,alert,41.20.102.238,0,wan1,10.30.0.62,0,core,1,PING,accept,12,280,1033,1,Network.Service,60,alert,allow,India,Malware,Logged
2020-01-08,20:58:59,NTN-FW-B-01,FG100F19947,warning,44.165.186.231,0,wan1,10.20.0.27,0,app,1,PING,deny,21,730,0,1,unscanned,24,warning,block,India,DDoS,Blocked
2020-01-08,21:16:53,NTN-FW-C-01,FG100F22186,alert,117.223.29.187,0,wan1,10.30.0.86,0,core,1,PING,deny,3,1194,0,1,unscanned,17,alert,block,India,DDoS,Blocked
2020-01-08,21:27:13,NTN-FW-C-01,FG100F22186,notice,195.88.126.249,0,wan1,10.30.0.129,0,core,1,PING,accept,3,1301,3412,2,Network.Service,72,notice,allow,India,Intrusion,Ignored
2020-01-09,04:42:00,NTN-FW-A-01,FG100F63397,alert,162.211.164.205,0,wan1,10.10.0.122,0,dmz,1,PING,accept,7,1241,2748,2,Network.Service,51,alert,allow,India,DDoS,Logged
2020-01-09,12:41:26,NTN-FW-B-01,FG100F19947,warning,215.40.161.80,3650,wan1,10.20.0.79,8080,app,17,HTTP-ALT,deny,7,153,0,1,unscanned,60,warning,block,India,Intrusion,Blocked
2020-01-09,15:50:29,NTN-FW-B-01,FG100F19947,notice,179.245.84.128,0,wan1,10.20.0.36,0,app,1,PING,deny,3,99,0,1,unscanned,17,notice,block,India,DDoS,Blocked
2020-01-09,16:39:06,NTN-FW-A-01,FG100F63397,warning,216.32.163.54,5578,wan1,10.10.0.52,8080,dmz,17,HTTP-ALT,deny,7,143,0,1,unscanned,40,warning,block,India,DDoS,Blocked
2020-01-09,18:45:52,NTN-FW-A-01,FG100F63397,warning,122.212.81.108,0,wan1,10.10.0.55,0,dmz,1,PING,accept,7,1430,1858,2,Network.Service,63,warning,allow,India,DDoS,Logged
2020-01-09,21:57:25,NTN-FW-A-01,FG100F63397,alert,111.17.146.61,54210,wan1,10.10.0.12,21,dmz,6,FTP,deny,3,1165,0,1,unscanned,31,alert,block,India,Intrusion,Blocked
2020-01-09,22:48:50,NTN-FW-C-01,FG100F22186,notice,6.202.247.192,60436,wan1,10.30.0.126,990,core,17,FTPS,accept,12,848,3913,1,Network.Service,57,notice,allow,India,Malware,Ignored
2020-01-10,00:36:11,NTN-FW-C-01,FG100F22186,notice,159.193.220.188,54620,wan1,10.30.0.108,990,core,17,FTPS,accept,21,840,628,1,Network.Service,58,notice,allow,India,DDoS,Logged
2020-01-10,03:24:47,NTN-FW-A-01,FG100F63397,warning,177.15.133.115,50175,wan1,10.10.0.111,990,dmz,6,FTPS,accept,12,406,2313,1,Network.Service,0,warning,allow,India,Malware,Logged
2020-01-10,04:57:48,NTN-FW-B-01,FG100F19947,warning,173.84.81.68,38032,wan1,10.20.0.111,53,app,17,DNS,deny,18,291,0,1,unscanned,37,warning,block,India,Malware,Blocked
2020-01-10,10:00:58,NTN-FW-A-01,FG100F63397,warning,152.180.35.10,0,wan1,10.10.0.127,0,dmz,1,PING,accept,7,609,1758,1,Network.Service,70,warning,allow,India,DDoS,Ignored
2020-01-10,10:35:16,NTN-FW-C-01,FG100F22186,notice,100.140.115.150,59140,wan1,10.30.0.104,53,core,17,DNS,accept,3,663,1819,1,Network.Service,58,notice,allow,India,DDoS,Logged
2020-01-10,10:52:11,NTN-FW-C-01,FG100F22186,warning,126.159.149.60,0,wan1,10.30.0.78,0,core,1,PING,accept,3,860,1586,1,Network.Service,57,warning,allow,India,Intrusion,Ignored
2020-01-10,12:12:04,NTN-FW-B-01,FG100F19947,notice,128.178.34.25,27083,wan1,10.20.0.116,8080,app,6,HTTP-ALT,accept,7,595,625,1,Network.Service,40,notice,allow,India,Intrusion,Logged
2020-01-10,14:14:27,NTN-FW-B-01,FG100F19947,notice,18.120.156.250,37121,wan1,10.20.0.65,53,app,17,DNS,deny,3,1292,0,2,unscanned,43,notice,block,India,Malware,Blocked
2020-01-10,15:46:12,NTN-FW-C-01,FG100F22186,warning,106.54.99.1,42286,wan1,10.30.0.80,21,core,6,FTP,accept,7,493,735,1,Network.Service,70,warning,allow,India,Malware,Ignored
2020-01-10,16:07:53,NTN-FW-A-01,FG100F63397,warning,166.70.44.98,0,wan1,10.10.0.61,0,dmz,1,PING,deny,3,289,0,1,unscanned,10,warning,block,India,Malware,Blocked
2020-01-10,16:32:59,NTN-FW-C-01,FG100F22186,warning,6.161.254.82,0,wan1,10.30.0.107,0,core,1,PING,accept,21,806,2670,1,Network.Service,56,warning,allow,India,DDoS,Ignored
2020-01-10,17:31:28,NTN-FW-B-01,FG100F19947,alert,142.44.109.129,5422,wan1,10.20.0.27,443,app,6,HTTPS,accept,21,852,357,1,Network.Service,32,alert,allow,India,Intrusion,Logged
2020-01-10,17:49:52,NTN-FW-A-01,FG100F63397,warning,120.68.156.90,3827,wan1,10.10.0.125,53,dmz,6,DNS,accept,7,145,3241,1,Network.Service,11,warning,allow,India,Malware,Logged
2020-01-10,18:37:12,NTN-FW-C-01,FG100F22186,alert,22.223.64.178,0,wan1,10.30.0.31,0,core,1,PING,deny,12,309,0,1,unscanned,59,alert,block,India,Malware,Blocked
2020-01-10,19:08:16,NTN-FW-C-01,FG100F22186,notice,56.142.131.158,47586,wan1,10.30.0.113,53,core,17,DNS,deny,7,850,0,1,unscanned,74,notice,block,India,Intrusion,Blocked
2020-01-10,23:37:36,NTN-FW-A-01,FG100F63397,notice,100.177.106.220,2236,wan1,10.10.0.103,2121,dmz,6,FTP,accept,18,1415,1655,2,Network.Service,14,notice,allow,India,DDoS,Ignored
2020-01-11,00:08:53,NTN-FW-B-01,FG100F19947,warning,192.249.172.57,25809,wan1,10.20.0.61,8443,app,17,HTTPS-ALT,accept,7,867,1243,1,Network.Service,90,warning,allow,India,DDoS,Logged
2020-01-11,02:19:58,NTN-FW-C-01,FG100F22186,warning,219.87.218.27,0,wan1,10.30.0.9,0,core,1,PING,accept,3,837,1688,1,Network.Service,68,warning,allow,India,Malware,Logged
2020-01-11,04:17:53,NTN-FW-A-01,FG100F63397,notice,68.162.33.202,0,wan1,10.10.0.107,0,dmz,1,PING,deny,21,1043,0,1,unscanned,82,notice,block,India,Malware,Blocked
2020-01-11,04:26:05,NTN-FW-A-01,FG100F63397,alert,28.219.174.251,55078,wan1,10.10.0.134,21,dmz,6,FTP,deny,18,280,0,1,unscanned,57,alert,block,India,Intrusion,Blocked
2020-01-11,08:06:14,NTN-FW-C-01,FG100F22186,warning,11.10.19.41,0,wan1,10.30.0.63,0,core,1,PING,accept,7,888,829,1,Network.Service,11,warning,allow,India,Malware,Logged
2020-01-11,10:29:51,NTN-FW-A-01,FG100F63397,warning,110.217.198.242,56314,wan1,10.10.0.65,8443,dmz,6,HTTPS-ALT,accept,21,1026,1344,1,Network.Service,90,warning,allow,India,Intrusion,Ignored
2020-01-11,11:17:24,NTN-FW-C-01,FG100F22186,alert,50.61.108.169,0,wan1,10.30.0.61,0,core,1,PING,accept,21,1316,258,2,Network.Service,33,alert,allow,India,Malware,Logged
2020-01-11,13:38:59,NTN-FW-A-01,FG100F63397,notice,197.228.218.248,0,wan1,10.10.0.40,0,dmz,1,PING,accept,21,750,1259,1,Network.Service,61,notice,allow,India,DDoS,Ignored
2020-01-11,14:44:28,NTN-FW-A-01,FG100F63397,alert,5.17.223.100,16449,wan1,10.10.0.99,53,dmz,6,DNS,deny,3,463,0,1,unscanned,57,alert,block,India,Intrusion,Blocked
2020-01-11,20:52:17,NTN-FW-C-01,FG100F22186,alert,197.36.226.226,0,wan1,10.30.0.62,0,core,1,PING,accept,7,645,2923,1,Network.Service,61,alert,allow,India,Malware,Ignored
2020-01-11,22:40:27,NTN-FW-C-01,FG100F22186,notice,204.46.68.19,0,wan1,10.30.0.116,0,core,1,PING,accept,18,706,1967,1,Network.Service,69,notice,allow,India,Malware,Ignored
2020-01-11,22:47:45,NTN-FW-A-01,FG100F63397,notice,83.133.162.141,0,wan1,10.10.0.17,0,dmz,1,PING,accept,7,1254,1523,2,Network.Service,0,notice,allow,India,Malware,Ignored
2020-01-11,23:38:43,NTN-FW-A-01,FG100F63397,warning,220.61.46.129,25132,wan1,10.10.0.76,53,dmz,17,DNS,deny,21,621,0,1,unscanned,4,warning,block,India,Malware,Blocked
