asset_id,hostname,ip,segment,role,os,criticality,exposed
AST-0054,NTN-PRX-054,10.10.0.55,Segment A,PRX,Windows,Medium,True
AST-0055,NTN-DNS-055,10.10.0.56,Segment A,DNS,Linux,Critical,False
AST-0056,NTN-SMS-056,10.10.0.57,Segment A,SMS,Linux,Low,False
AST-0057,NTN-WEB-057,10.10.0.58,Segment A,WEB,Linux,Low,False
AST-0058,NTN-PRX-058,10.10.0.59,Segment A,PRX,Linux,Critical,True
AST-0059,NTN-DNS-059,10.10.0.60,Segment A,DNS,Linux,High,True
AST-0060,NTN-SMS-060,10.10.0.61,Segment A,SMS,Windows,High,False
AST-0061,NTN-WEB-061,10.10.0.62,Segment A,WEB,Linux,Low,True
AST-0062,NTN-PRX-062,10.10.0.63,Segment A,PRX,Linux,Critical,True
AST-0063,NTN-DNS-063,10.10.0.64,Segment A,DNS,Linux,Critical,True
AST-0064,NTN-SMS-064,10.10.0.65,Segment A,SMS,Linux,Low,False
AST-0065,NTN-WEB-065,10.10.0.66,Segment A,WEB,Linux,High,False
AST-0066,NTN-PRX-066,10.10.0.67,Segment A,PRX,Windows,High,True
AST-0067,NTN-DNS-067,10.10.0.68,Segment A,DNS,Linux,Critical,False
AST-0068,NTN-SMS-068,10.10.0.69,Segment A,SMS,Linux,Low,True
AST-0069,NTN-WEB-069,10.10.0.70,Segment A,WEB,Linux,Medium,True
AST-0070,NTN-PRX-070,10.10.0.71,Segment A,PRX,Linux,High,True
AST-0071,NTN-DNS-071,10.10.0.72,Segment A,DNS,Linux,Medium,False
AST-0072,NTN-SMS-072,10.10.0.73,Segment A,SMS,Windows,Medium,False
AST-0073,NTN-WEB-073,10.10.0.74,Segment A,WEB,Linux,High,True
AST-0074,NTN-PRX-074,10.10.0.75,Segment A,PRX,Linux,Low,False
AST-0075,NTN-DNS-075,10.10.0.76,Segment A,DNS,Linux,Critical,False
AST-0076,NTN-SMS-076,10.10.0.77,Segment A,SMS,Linux,Critical,True
AST-0077,NTN-WEB-077,10.10.0.78,Segment A,WEB,Linux,High,True
AST-0078,NTN-PRX-078,10.10.0.79,Segment A,PRX,Windows,High,True
AST-0079,NTN-DNS-079,10.10.0.80,Segment A,DNS,Linux,Critical,False
AST-0080,NTN-SMS-080,10.10.0.81,Segment A,SMS,Linux,Critical,True
AST-0081,NTN-WEB-081,10.10.0.82,Segment A,WEB,Linux,High,False
AST-0082,NTN-PRX-082,10.10.0.83,Segment A,PRX,Linux,Low,True
AST-0083,NTN-DNS-083,10.10.0.84,Segment A,DNS,Linux,Critical,False
AST-0084,NTN-SMS-084,10.10.0.85,Segment A,SMS,Windows,High,True
AST-0085,NTN-WEB-085,10.10.0.86,Segment A,WEB,Linux,Low,False
AST-0086,NTN-PRX-086,10.10.0.87,Segment A,PRX,Linux,Critical,False
AST-0087,NTN-DNS-087,10.10.0.88,Segment A,DNS,Linux,Critical,False
AST-0088,NTN-SMS-088,10.10.0.89,Segment A,SMS,Linux,Low,True
AST-0089,NTN-WEB-089,10.10.0.90,Segment A,WEB,Linux,High,False
AST-0090,NTN-PRX-090,10.10.0.91,Segment A,PRX,Windows,Medium,True
AST-0091,NTN-DNS-091,10.10.0.92,Segment A,DNS,Linux,Low,False
AST-0092,NTN-SMS-092,10.10.0.93,Segment A,SMS,Linux,Low,False
AST-0093,NTN-WEB-093,10.10.0.94,Segment A,WEB,Linux,Critical,False
AST-0094,NTN-PRX-094,10.10.0.95,Segment A,PRX,Linux,Medium,True
AST-0095,NTN-DNS-095,10.10.0.96,Segment A,DNS,Linux,Critical,False
AST-0096,NTN-SMS-096,10.10.0.97,Segment A,SMS,Windows,Medium,False
AST-0097,NTN-WEB-097,10.10.0.98,Segment A,WEB,Linux,Critical,True
AST-0098,NTN-PRX-098,10.10.0.99,Segment A,PRX,Linux,Critical,True
AST-0099,NTN-DNS-099,10.10.0.100,Segment A,DNS,Linux,High,True
AST-0100,NTN-SMS-100,10.10.0.101,Segment A,SMS,Linux,Medium,False
AST-0101,NTN-WEB-101,10.10.0.102,Segment A,WEB,Linux,Critical,False
AST-0102,NTN-PRX-102,10.10.0.103,Segment A,PRX,Windows,Medium,False
AST-0103,NTN-DNS-103,10.10.0.104,Segment A,DNS,Linux,Critical,True
AST-0104,NTN-SMS-104,10.10.0.105,Segment A,SMS,Linux,High,False
AST-0105,NTN-WEB-105,10.10.0.106,Segment A,WEB,Linux,Low,False
AST-0106,NTN-PRX-106,10.10.0.107,Segment A,PRX,Linux,Medium,False
AST-0107,NTN-DNS-107,10.10.0.108,Segment A,DNS,Linux,High,False
AST-0108,NTN-SMS-108,10.10.0.109,Segment A,SMS,Windows,Critical,False
AST-0109,NTN-WEB-109,10.10.0.110,Segment A,WEB,Linux,Critical,True
AST-0110,NTN-PRX-110,10.10.0.111,Segment A,PRX,Linux,High,False
AST-0111,NTN-DNS-111,10.10.0.112,Segment A,DNS,Linux,Medium,False
AST-0112,NTN-SMS-112,10.10.0.113,Segment A,SMS,Linux,Critical,False
AST-0113,NTN-WEB-113,10.10.0.114,Segment A,WEB,Linux,High,False
AST-0114,NTN-PRX-114,10.10.0.115,Segment A,PRX,Windows,Medium,True
AST-0115,NTN-DNS-115,10.10.0.116,Segment A,DNS,Linux,Low,True
AST-0116,NTN-SMS-116,10.10.0.117,Segment A,SMS,Linux,Critical,False
AST-0117,NTN-WEB-117,10.10.0.118,Segment A,WEB,Linux,High,True
AST-0118,NTN-PRX-118,10.10.0.119,Segment A,PRX,Linux,Critical,False
AST-0119,NTN-DNS-119,10.10.0.120,Segment A,DNS,Linux,Medium,False
AST-0120,NTN-SMS-120,10.10.0.121,Segment A,SMS,Windows,Critical,True
AST-0121,NTN-WEB-121,10.10.0.122,Segment A,WEB,Linux,Low,True
AST-0122,NTN-PRX-122,10.10.0.123,Segment A,PRX,Linux,High,False
AST-0123,NTN-DNS-123,10.10.0.124,Segment A,DNS,Linux,Low,True
AST-0124,NTN-SMS-124,10.10.0.125,Segment A,SMS,Linux,Medium,True
AST-0125,NTN-WEB-125,10.10.0.126,Segment A,WEB,Linux,Critical,False
AST-0126,NTN-PRX-126,10.10.0.127,Segment A,PRX,Windows,High,False
AST-0127,NTN-DNS-127,10.10.0.128,Segment A,DNS,Linux,Critical,True
AST-0128,NTN-SMS-128,10.10.0.129,Segment A,SMS,Linux,High,False
AST-0129,NTN-WEB-129,10.10.0.130,Segment A,WEB,Linux,Low,False
AST-0130,NTN-PRX-130,10.10.0.131,Segment A,PRX,Linux,Critical,True
AST-0131,NTN-DNS-131,10.10.0.132,Segment A,DNS,Linux,High,False
AST-0132,NTN-SMS-132,10.10.0.133,Segment A,SMS,Windows,High,True
AST-0133,NTN-WEB-133,10.10.0.134,Segment A,WEB,Linux,Low,True
AST-0134,NTN-PRX-134,10.10.0.135,Segment A,PRX,Linux,Low,True
AST-0135,NTN-CRM-135,10.20.0.2,Segment B,CRM,Linux,Critical,False
AST-0136,NTN-BSS-136,10.20.0.3,Segment B,BSS,Linux,Low,True
AST-0137,NTN-AAA-137,10.20.0.4,Segment B,AAA,Linux,Low,False
AST-0138,NTN-API-138,10.20.0.5,Segment B,API,Windows,Medium,False
AST-0139,NTN-CRM-139,10.20.0.6,Segment B,CRM,Linux,High,True
AST-0140,NTN-BSS-140,10.20.0.7,Segment B,BSS,Linux,High,False
AST-0141,NTN-AAA-141,10.20.0.8,Segment B,AAA,Linux,Critical,True
AST-0142,NTN-API-142,10.20.0.9,Segment B,API,Linux,Medium,True
AST-0143,NTN-CRM-143,10.20.0.10,Segment B,CRM,Linux,Critical,False
AST-0144,NTN-BSS-144,10.20.0.11,Segment B,BSS,Windows,High,True
AST-0145,NTN-AAA-145,10.20.0.12,Segment B,AAA,Linux,High,False
AST-0146,NTN-API-146,10.20.0.13,Segment B,API,Linux,Medium,False
AST-0147,NTN-CRM-147,10.20.0.14,Segment B,CRM,Linux,Critical,False
AST-0148,NTN-BSS-148,10.20.0.15,Segment B,BSS,Linux,Critical,False
AST-0149,NTN-AAA-149,10.20.0.16,Segment B,AAA,Linux,Low,False
AST-0150,NTN-API-150,10.20.0.17,Segment B,API,Windows,High,False
AST-0151,NTN-CRM-151,10.20.0.18,Segment B,CRM,Linux,Medium,True
AST-0152,NTN-BSS-152,10.20.0.19,Segment B,BSS,Linux,Critical,False
AST-0153,NTN-AAA-153,10.20.0.20,Segment B,AAA,Linux,Low,False
AST-0154,NTN-API-154,10.20.0.21,Segment B,API,Linux,Critical,True
AST-0155,NTN-CRM-155,10.20.0.22,Segment B,CRM,Linux,Medium,False
AST-0156,NTN-BSS-156,10.20.0.23,Segment B,BSS,Windows,Critical,False
AST-0157,NTN-AAA-157,10.20.0.24,Segment B,AAA,Linux,High,True
AST-0158,NTN-API-158,10.20.0.25,Segment B,API,Linux,Low,True
AST-0159,NTN-CRM-159,10.20.0.26,Segment B,CRM,Linux,High,True
AST-0160,NTN-BSS-160,10.20.0.27,Segment B,BSS,Linux,Low,True
AST-0161,NTN-AAA-161,10.20.0.28,Segment B,AAA,Linux,Low,False
AST-0162,NTN-API-162,10.20.0.29,Segment B,API,Windows,High,False
AST-0163,NTN-CRM-163,10.20.0.30,Segment B,CRM,Linux,Medium,False
AST-0164,NTN-BSS-164,10.20.0.31,Segment B,BSS,Linux,Medium,True
AST-0165,NTN-AAA-165,10.20.0.32,Segment B,AAA,Linux,Medium,True
AST-0166,NTN-API-166,10.20.0.33,Segment B,API,Linux,Critical,False
AST-0167,NTN-CRM-167,10.20.0.34,Segment B,CRM,Linux,Low,False
AST-0168,NTN-BSS-168,10.20.0.35,Segment B,BSS,Windows,Critical,False
AST-0169,NTN-AAA-169,10.20.0.36,Segment B,AAA,Linux,High,False
AST-0170,NTN-API-170,10.20.0.37,Segment B,API,Linux,Medium,False
AST-0171,NTN-CRM-171,10.20.0.38,Segment B,CRM,Linux,Medium,False
AST-0172,NTN-BSS-172,10.20.0.39,Segment B,BSS,Linux,Medium,False
AST-0173,NTN-AAA-173,10.20.0.40,Segment B,AAA,Linux,High,False
AST-0174,NTN-API-174,10.20.0.41,Segment B,API,Windows,Medium,False
AST-0175,NTN-CRM-175,10.20.0.42,Segment B,CRM,Linux,Medium,False
AST-0176,NTN-BSS-176,10.20.0.43,Segment B,BSS,Linux,High,False
AST-0177,NTN-AAA-177,10.20.0.44,Segment B,AAA,Linux,Medium,True
AST-0178,NTN-API-178,10.20.0.45,Segment B,API,Linux,Low,False
AST-0179,NTN-CRM-179,10.20.0.46,Segment B,CRM,Linux,Low,True
AST-0180,NTN-BSS-180,10.20.0.47,Segment B,BSS,Windows,High,True
AST-0181,NTN-AAA-181,10.20.0.48,Segment B,AAA,Linux,High,True
AST-0182,NTN-API-182,10.20.0.49,Segment B,API,Linux,Low,True
AST-0183,NTN-CRM-183,10.20.0.50,Segment B,CRM,Linux,Low,True
AST-0184,NTN-BSS-184,10.20.0.51,Segment B,BSS,Linux,Medium,True
AST-0185,NTN-AAA-185,10.20.0.52,Segment B,AAA,Linux,Critical,False
AST-0186,NTN-API-186,10.20.0.53,Segment B,API,Windows,Low,True
AST-0187,NTN-CRM-187,10.20.0.54,Segment B,CRM,Linux,High,True
AST-0188,NTN-BSS-188,10.20.0.55,Segment B,BSS,Linux,High,True
AST-0189,NTN-AAA-189,10.20.0.56,Segment B,AAA,Linux,Critical,True
AST-0190,NTN-API-190,10.20.0.57,Segment B,API,Linux,Critical,False
AST-0191,NTN-CRM-191,10.20.0.58,Segment B,CRM,Linux,Low,False
AST-0192,NTN-BSS-192,10.20.0.59,Segment B,BSS,Windows,Medium,False
AST-0193,NTN-AAA-193,10.20.0.60,Segment B,AAA,Linux,High,False
AST-0194,NTN-API-194,10.20.0.61,Segment B,API,Linux,Critical,True
AST-0195,NTN-CRM-195,10.20.0.62,Segment B,CRM,Linux,High,False
AST-0196,NTN-BSS-196,10.20.0.63,Segment B,BSS,Linux,High,False
AST-0197,NTN-AAA-197,10.20.0.64,Segment B,AAA,Linux,Medium,True
AST-0198,NTN-API-198,10.20.0.65,Segment B,API,Windows,Critical,True
AST-0199,NTN-CRM-199,10.20.0.66,Segment B,CRM,Linux,Medium,False
AST-0200,NTN-BSS-200,10.20.0.67,Segment B,BSS,Linux,Critical,True
AST-0201,NTN-AAA-201,10.20.0.68,Segment B,AAA,Linux,Critical,False
AST-0202,NTN-API-202,10.20.0.69,Segment B,API,Linux,Critical,True
AST-0203,NTN-CRM-203,10.20.0.70,Segment B,CRM,Linux,Critical,False
AST-0204,NTN-BSS-204,10.20.0.71,Segment B,BSS,Windows,Critical,False
AST-0205,NTN-AAA-205,10.20.0.72,Segment B,AAA,Linux,Critical,False
AST-0206,NTN-API-206,10.20.0.73,Segment B,API,Linux,High,False
AST-0207,NTN-CRM-207,10.20.0.74,Segment B,CRM,Linux,Medium,False
AST-0208,NTN-BSS-208,10.20.0.75,Segment B,BSS,Linux,Medium,False
AST-0209,NTN-AAA-209,10.20.0.76,Segment B,AAA,Linux,Medium,True
AST-0210,NTN-API-210,10.20.0.77,Segment B,API,Windows,Low,False
AST-0211,NTN-CRM-211,10.20.0.78,Segment B,CRM,Linux,Medium,True
AST-0212,NTN-BSS-212,10.20.0.79,Segment B,BSS,Linux,Medium,True
AST-0213,NTN-AAA-213,10.20.0.80,Segment B,AAA,Linux,Critical,True
AST-0214,NTN-API-214,10.20.0.81,Segment B,API,Linux,High,True
AST-0215,NTN-CRM-215,10.20.0.82,Segment B,CRM,Linux,Medium,True
AST-0216,NTN-BSS-216,10.20.0.83,Segment B,BSS,Windows,Medium,True
AST-0217,NTN-AAA-217,10.20.0.84,Segment B,AAA,Linux,Critical,True
AST-0218,NTN-API-218,10.20.0.85,Segment B,API,Linux,High,True
AST-0219,NTN-CRM-219,10.20.0.86,Segment B,CRM,Linux,High,False
AST-0220,NTN-BSS-220,10.20.0.87,Segment B,BSS,Linux,Critical,True
AST-0221,NTN-AAA-221,10.20.0.88,Segment B,AAA,Linux,Critical,True
AST-0222,NTN-API-222,10.20.0.89,Segment B,API,Windows,Medium,False
AST-0223,NTN-CRM-223,10.20.0.90,Segment B,CRM,Linux,Medium,False
AST-0224,NTN-BSS-224,10.20.0.91,Segment B,BSS,Linux,Critical,False
AST-0225,NTN-AAA-225,10.20.0.92,Segment B,AAA,Linux,Medium,False
AST-0226,NTN-API-226,10.20.0.93,Segment B,API,Linux,Critical,False
AST-0227,NTN-CRM-227,10.20.0.94,Segment B,CRM,Linux,Critical,True
AST-0228,NTN-BSS-228,10.20.0.95,Segment B,BSS,Windows,Low,False
AST-0229,NTN-AAA-229,10.20.0.96,Segment B,AAA,Linux,Medium,False
AST-0230,NTN-API-230,10.20.0.97,Segment B,API,Linux,High,False
AST-0231,NTN-CRM-231,10.20.0.98,Segment B,CRM,Linux,High,False
AST-0232,NTN-BSS-232,10.20.0.99,Segment B,BSS,Linux,Low,False
AST-0233,NTN-AAA-233,10.20.0.100,Segment B,AAA,Linux,Medium,False
AST-0234,NTN-API-234,10.20.0.101,Segment B,API,Windows,Low,False
AST-0235,NTN-CRM-235,10.20.0.102,Segment B,CRM,Linux,Low,False
AST-0236,NTN-BSS-236,10.20.0.103,Segment B,BSS,Linux,Medium,True
AST-0237,NTN-AAA-237,10.20.0.104,Segment B,AAA,Linux,High,False
AST-0238,NTN-API-238,10.20.0.105,Segment B,API,Linux,Low,True
AST-0239,NTN-CRM-239,10.20.0.106,Segment B,CRM,Linux,Medium,False
AST-0240,NTN-BSS-240,10.20.0.107,Segment B,BSS,Windows,High,False
AST-0241,NTN-AAA-241,10.20.0.108,Segment B,AAA,Linux,High,True
AST-0242,NTN-API-242,10.20.0.109,Segment B,API,Linux,Medium,False
AST-0243,NTN-CRM-243,10.20.0.110,Segment B,CRM,Linux,Critical,False
AST-0244,NTN-BSS-244,10.20.0.111,Segment B,BSS,Linux,Low,False
AST-0245,NTN-AAA-245,10.20.0.112,Segment B,AAA,Linux,Medium,True
AST-0246,NTN-API-246,10.20.0.113,Segment B,API,Windows,High,False
AST-0247,NTN-CRM-247,10.20.0.114,Segment B,CRM,Linux,Critical,True
AST-0248,NTN-BSS-248,10.20.0.115,Segment B,BSS,Linux,High,False
AST-0249,NTN-AAA-249,10.20.0.116,Segment B,AAA,Linux,High,False
AST-0250,NTN-API-250,10.20.0.117,Segment B,API,Linux,Medium,True
AST-0251,NTN-CRM-251,10.20.0.118,Segment B,CRM,Linux,High,False
AST-0252,NTN-BSS-252,10.20.0.119,Segment B,BSS,Windows,Low,False
AST-0253,NTN-AAA-253,10.20.0.120,Segment B,AAA,Linux,Critical,True
AST-0254,NTN-API-254,10.20.0.121,Segment B,API,Linux,Medium,False
AST-0255,NTN-CRM-255,10.20.0.122,Segment B,CRM,Linux,High,True
AST-0256,NTN-BSS-256,10.20.0.123,Segment B,BSS,Linux,High,True
AST-0257,NTN-AAA-257,10.20.0.124,Segment B,AAA,Linux,Critical,True
AST-0258,NTN-API-258,10.20.0.125,Segment B,API,Windows,Low,True
AST-0259,NTN-CRM-259,10.20.0.126,Segment B,CRM,Linux,Medium,False
AST-0260,NTN-BSS-260,10.20.0.127,Segment B,BSS,Linux,High,True
AST-0261,NTN-AAA-261,10.20.0.128,Segment B,AAA,Linux,Low,False
AST-0262,NTN-API-262,10.20.0.129,Segment B,API,Linux,Critical,True
AST-0263,NTN-CRM-263,10.20.0.130,Segment B,CRM,Linux,Medium,False
AST-0264,NTN-BSS-264,10.20.0.131,Segment B,BSS,Windows,High,True
AST-0265,NTN-AAA-265,10.20.0.132,Segment B,AAA,Linux,Low,False
AST-0266,NTN-API-266,10.20.0.133,Segment B,API,Linux,High,True
AST-0267,NTN-CRM-267,10.20.0.134,Segment B,CRM,Linux,Low,True
AST-0268,NTN-BSS-268,10.20.0.135,Segment B,BSS,Linux,Low,False
AST-0269,NTN-HLR-269,10.30.0.2,Segment C,HLR,Linux,Critical,False
AST-0270,NTN-CORE-270,10.30.0.3,Segment C,CORE,Windows,High,True
AST-0271,NTN-MSC-271,10.30.0.4,Segment C,MSC,Linux,High,False
AST-0272,NTN-OSS-272,10.30.0.5,Segment C,OSS,Linux,Low,False
AST-0273,NTN-HLR-273,10.30.0.6,Segment C,HLR,Linux,High,False
AST-0274,NTN-CORE-274,10.30.0.7,Segment C,CORE,Linux,Critical,False
AST-0275,NTN-MSC-275,10.30.0.8,Segment C,MSC,Linux,High,False
AST-0276,NTN-OSS-276,10.30.0.9,Segment C,OSS,Windows,Critical,False
AST-0277,NTN-HLR-277,10.30.0.10,Segment C,HLR,Linux,Critical,True
AST-0278,NTN-CORE-278,10.30.0.11,Segment C,CORE,Linux,Critical,False
AST-0279,NTN-MSC-279,10.30.0.12,Segment C,MSC,Linux,Critical,False
AST-0280,NTN-OSS-280,10.30.0.13,Segment C,OSS,Linux,Low,False
AST-0281,NTN-HLR-281,10.30.0.14,Segment C,HLR,Linux,Critical,True
AST-0282,NTN-CORE-282,10.30.0.15,Segment C,CORE,Windows,Critical,False
AST-0283,NTN-MSC-283,10.30.0.16,Segment C,MSC,Linux,High,False
AST-0284,NTN-OSS-284,10.30.0.17,Segment C,OSS,Linux,Medium,True
AST-0285,NTN-HLR-285,10.30.0.18,Segment C,HLR,Linux,Critical,True
AST-0286,NTN-CORE-286,10.30.0.19,Segment C,CORE,Linux,Critical,True
AST-0287,NTN-MSC-287,10.30.0.20,Segment C,MSC,Linux,Critical,False
AST-0288,NTN-OSS-288,10.30.0.21,Segment C,OSS,Windows,Medium,False
AST-0289,NTN-HLR-289,10.30.0.22,Segment C,HLR,Linux,Critical,False
AST-0290,NTN-CORE-290,10.30.0.23,Segment C,CORE,Linux,Critical,False
AST-0291,NTN-MSC-291,10.30.0.24,Segment C,MSC,Linux,High,False
AST-0292,NTN-OSS-292,10.30.0.25,Segment C,OSS,Linux,Low,False
AST-0293,NTN-HLR-293,10.30.0.26,Segment C,HLR,Linux,High,False
AST-0294,NTN-CORE-294,10.30.0.27,Segment C,CORE,Windows,Critical,False
AST-0295,NTN-MSC-295,10.30.0.28,Segment C,MSC,Linux,High,True
AST-0296,NTN-OSS-296,10.30.0.29,Segment C,OSS,Linux,Low,False
AST-0297,NTN-HLR-297,10.30.0.30,Segment C,HLR,Linux,High,False
AST-0298,NTN-CORE-298,10.30.0.31,Segment C,CORE,Linux,High,True
AST-0299,NTN-MSC-299,10.30.0.32,Segment C,MSC,Linux,Critical,True
AST-0300,NTN-OSS-300,10.30.0.33,Segment C,OSS,Windows,High,True
AST-0301,NTN-HLR-301,10.30.0.34,Segment C,HLR,Linux,Critical,False
AST-0302,NTN-CORE-302,10.30.0.35,Segment C,CORE,Linux,High,False
AST-0303,NTN-MSC-303,10.30.0.36,Segment C,MSC,Linux,High,False
AST-0304,NTN-OSS-304,10.30.0.37,Segment C,OSS,Linux,Critical,False
AST-0305,NTN-HLR-305,10.30.0.38,Segment C,HLR,Linux,Critical,False
AST-0306,NTN-CORE-306,10.30.0.39,Segment C,CORE,Windows,Critical,False
AST-0307,NTN-MSC-307,10.30.0.40,Segment C,MSC,Linux,High,False
AST-0308,NTN-OSS-308,10.30.0.41,Segment C,OSS,Linux,Low,False
AST-0309,NTN-HLR-309,10.30.0.42,Segment C,HLR,Linux,High,True
AST-0310,NTN-CORE-310,10.30.0.43,Segment C,CORE,Linux,Critical,False
AST-0311,NTN-MSC-311,10.30.0.44,Segment C,MSC,Linux,Critical,False
AST-0312,NTN-OSS-312,10.30.0.45,Segment C,OSS,Windows,Medium,True
AST-0313,NTN-HLR-313,10.30.0.46,Segment C,HLR,Linux,High,False
AST-0314,NTN-CORE-314,10.30.0.47,Segment C,CORE,Linux,High,True
AST-0315,NTN-MSC-315,10.30.0.48,Segment C,MSC,Linux,Critical,False
AST-0316,NTN-OSS-316,10.30.0.49,Segment C,OSS,Linux,High,True
AST-0317,NTN-HLR-317,10.30.0.50,Segment C,HLR,Linux,Critical,False
AST-0318,NTN-CORE-318,10.30.0.51,Segment C,CORE,Windows,High,False
AST-0319,NTN-MSC-319,10.30.0.52,Segment C,MSC,Linux,Critical,True
AST-0320,NTN-OSS-320,10.30.0.53,Segment C,OSS,Linux,High,False
AST-0321,NTN-HLR-321,10.30.0.54,Segment C,HLR,Linux,Critical,True
AST-0322,NTN-CORE-322,10.30.0.55,Segment C,CORE,Linux,High,True
AST-0323,NTN-MSC-323,10.30.0.56,Segment C,MSC,Linux,Critical,False
AST-0324,NTN-OSS-324,10.30.0.57,Segment C,OSS,Windows,Critical,True
AST-0325,NTN-HLR-325,10.30.0.58,Segment C,HLR,Linux,High,True
AST-0326,NTN-CORE-326,10.30.0.59,Segment C,CORE,Linux,High,False
AST-0327,NTN-MSC-327,10.30.0.60,Segment C,MSC,Linux,Critical,True
AST-0328,NTN-OSS-328,10.30.0.61,Segment C,OSS,Linux,Critical,True
AST-0329,NTN-HLR-329,10.30.0.62,Segment C,HLR,Linux,Critical,True
AST-0330,NTN-CORE-330,10.30.0.63,Segment C,CORE,Windows,High,False
AST-0331,NTN-MSC-331,10.30.0.64,Segment C,MSC,Linux,High,True
AST-0332,NTN-OSS-332,10.30.0.65,Segment C,OSS,Linux,High,True
AST-0333,NTN-HLR-333,10.30.0.66,Segment C,HLR,Linux,High,True
