1032,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,Undetermined,2022-01-11T12:30:31Z,2022-01-11T17:08:17Z,2,NTN-CRM-227,134.115.222.153;136.51.188.9,soc.l3@nilgiritelecom.example,NET-01
1033,NET-01: High severity Intrusion traffic permitted through perimeter,High,Active,TruePositive,2021-07-11T03:38:44Z,2021-07-11T06:01:45Z,2,NTN-DNS-011,106.237.87.246;146.43.38.253,soc.l2@nilgiritelecom.example,NET-01
1034,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,Undetermined,2020-11-29T04:01:56Z,2020-11-29T07:26:33Z,2,NTN-CORE-338,153.140.141.112;34.97.171.69,soc.l2@nilgiritelecom.example,NET-01
1035,NET-01: High severity DDoS traffic permitted through perimeter,High,New,Undetermined,2022-04-28T17:59:54Z,2022-04-28T21:51:20Z,2,NTN-CORE-286,98.27.125.174;113.144.151.198,soc.l3@nilgiritelecom.example,NET-01
1036,NET-01: High severity Malware traffic permitted through perimeter,High,Closed,Undetermined,2020-01-23T14:31:14Z,2020-01-23T15:40:30Z,2,NTN-PRX-098,42.125.128.238;153.57.223.114,soc.l3@nilgiritelecom.example,NET-01
1037,NET-01: High severity Malware traffic permitted through perimeter,High,Active,TruePositive,2021-05-12T01:42:53Z,2021-05-12T11:58:02Z,2,NTN-PRX-062,38.166.173.20;130.78.81.254,,NET-01
1038,NET-01: High severity Intrusion traffic permitted through perimeter,High,New,TruePositive,2022-11-18T13:33:10Z,2022-11-18T19:37:48Z,2,NTN-OSS-328,110.119.232.93;73.175.191.153,soc.l3@nilgiritelecom.example,NET-01
1039,NET-01: High severity Malware traffic permitted through perimeter,High,New,TruePositive,2022-06-04T02:42:47Z,2022-06-04T13:43:03Z,2,NTN-DNS-015,116.8.4.61;112.28.107.177,soc.l3@nilgiritelecom.example,NET-01
1040,NET-01: High severity Malware traffic permitted through perimeter,High,New,Undetermined,2021-10-24T15:07:13Z,2021-10-24T21:24:24Z,2,NTN-OSS-284,96.78.232.198;160.28.95.162,soc.l2@nilgiritelecom.example,NET-01
1041,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,TruePositive,2020-06-08T01:29:02Z,2020-06-08T10:07:00Z,2,NTN-OSS-312,30.33.21.110;98.139.154.21,,NET-01
1042,NET-01: High severity DDoS traffic permitted through perimeter,High,Closed,TruePositive,2023-03-20T05:43:05Z,2023-03-20T06:39:18Z,2,NTN-MSC-359,221.116.81.18;177.91.250.169,,NET-01
1043,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,TruePositive,2021-05-08T03:10:27Z,2021-05-08T08:54:23Z,2,NTN-DNS-103,50.10.243.45;140.46.78.197,soc.l2@nilgiritelecom.example,NET-01
1044,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,Undetermined,2020-06-08T10:30:31Z,2020-06-08T10:46:59Z,2,NTN-DNS-059,17.191.46.185;138.178.223.233,,NET-01
1045,NET-01: High severity Intrusion traffic permitted through perimeter,High,Active,Undetermined,2021-12-14T03:43:23Z,2021-12-14T16:10:44Z,2,NTN-HLR-321,205.129.231.222;191.56.112.56,soc.l2@nilgiritelecom.example,NET-01
1046,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,Undetermined,2020-06-08T10:34:35Z,2020-06-08T11:44:43Z,2,NTN-CRM-255,222.39.11.253;209.108.173.244,,NET-01
1047,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,Undetermined,2020-06-08T09:54:53Z,2020-06-08T11:24:17Z,2,NTN-CRM-247,31.205.165.135;133.49.132.225,soc.l3@nilgiritelecom.example,NET-01
1048,NET-01: High severity DDoS traffic permitted through perimeter,High,New,TruePositive,2022-11-28T13:56:10Z,2022-11-28T14:52:27Z,2,NTN-HLR-285,151.137.98.221;94.60.192.89,soc.l2@nilgiritelecom.example,NET-01
1049,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,TruePositive,2022-11-24T05:38:49Z,2022-11-24T17:08:33Z,2,NTN-SMS-132,87.178.196.61;57.113.27.132,soc.l3@nilgiritelecom.example,NET-01
1050,NET-01: High severity Malware traffic permitted through perimeter,High,Active,TruePositive,2020-02-02T20:30:23Z,2020-02-02T21:16:57Z,2,NTN-WEB-121,192.153.66.92;81.20.104.136,,NET-01
1051,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,TruePositive,2020-06-08T11:12:53Z,2020-06-08T12:11:20Z,2,NTN-API-258,94.226.255.74;23.118.132.102,soc.l2@nilgiritelecom.example,NET-01
1052,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,TruePositive,2020-07-27T08:16:51Z,2020-07-27T15:25:09Z,2,NTN-CRM-215,191.61.131.73;40.131.56.167,soc.l2@nilgiritelecom.example,NET-01
1053,NET-01: High severity Malware traffic permitted through perimeter,High,Active,Undetermined,2020-07-27T08:26:09Z,2020-07-27T09:27:12Z,2,NTN-MSC-387,35.47.143.2;48.93.71.11,soc.l3@nilgiritelecom.example,NET-01
1054,NET-01: High severity Intrusion traffic permitted through perimeter,High,New,TruePositive,2023-03-18T14:09:03Z,2023-03-18T18:53:01Z,2,NTN-CORE-362,11.185.32.231;145.130.234.155,soc.l2@nilgiritelecom.example,NET-01
1055,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,TruePositive,2022-06-09T16:21:52Z,2022-06-09T20:07:49Z,2,NTN-MSC-387,17.211.187.200;57.61.19.14,soc.l2@nilgiritelecom.example,NET-01
1056,NET-01: High severity Intrusion traffic permitted through perimeter,High,Closed,Undetermined,2021-10-19T11:31:48Z,2021-10-19T12:50:56Z,2,NTN-DNS-059,66.44.245.141;8.225.130.76,,NET-01
1057,NET-01: High severity Intrusion traffic permitted through perimeter,High,New,TruePositive,2021-12-17T11:41:11Z,2021-12-17T19:25:37Z,2,NTN-CRM-267,21.42.143.73;175.154.167.116,,NET-01
1058,NET-01: High severity Intrusion traffic permitted through perimeter,High,New,Undetermined,2021-01-16T07:39:11Z,2021-01-16T16:53:31Z,2,NTN-WEB-001,55.61.224.203;81.52.192.158,soc.l2@nilgiritelecom.example,NET-01
1059,NET-01: High severity Intrusion traffic permitted through perimeter,High,Closed,TruePositive,2021-06-26T02:52:25Z,2021-06-26T02:58:25Z,2,NTN-SMS-124,188.65.54.92;64.158.78.169,soc.l3@nilgiritelecom.example,NET-01
1060,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,TruePositive,2023-03-16T17:12:29Z,2023-03-16T22:37:37Z,2,NTN-MSC-363,120.79.59.11;6.243.214.134,soc.l2@nilgiritelecom.example,NET-01
1061,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,Undetermined,2023-09-04T07:49:31Z,2023-09-04T18:08:20Z,2,NTN-CRM-179,185.211.99.112;113.62.37.116,,NET-01
1062,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,Undetermined,2022-12-18T14:51:47Z,2022-12-18T16:56:17Z,2,NTN-CRM-215,49.104.51.134;51.80.138.75,soc.l2@nilgiritelecom.example,NET-01
1063,NET-01: High severity DDoS traffic permitted through perimeter,High,New,Undetermined,2022-10-03T07:12:44Z,2022-10-03T12:05:51Z,2,NTN-SMS-088,105.99.125.172;177.214.137.214,,NET-01
1064,NET-01: High severity Intrusion traffic permitted through perimeter,High,Closed,Undetermined,2021-09-08T08:03:35Z,2021-09-08T12:35:20Z,2,NTN-AAA-217,21.184.122.159;188.111.237.173,,NET-01
1065,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,TruePositive,2021-02-24T16:50:00Z,2021-02-24T17:33:02Z,2,NTN-AAA-221,19.179.23.115;57.98.125.79,,NET-01
1066,NET-01: High severity DDoS traffic permitted through perimeter,High,Closed,TruePositive,2021-07-29T05:02:47Z,2021-07-29T06:15:26Z,2,NTN-HLR-321,89.254.45.165;131.176.4.134,,NET-01
1067,NET-01: High severity DDoS traffic permitted through perimeter,High,Closed,TruePositive,2021-09-05T17:57:00Z,2021-09-05T22:26:01Z,2,NTN-CORE-338,8.227.219.225;188.68.95.32,,NET-01
1068,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,Undetermined,2022-07-17T17:30:52Z,2022-07-17T19:37:31Z,2,NTN-API-266,20.62.222.223;201.219.18.252,soc.l3@nilgiritelecom.example,NET-01
1069,NET-01: High severity Malware traffic permitted through perimeter,High,Active,Undetermined,2021-07-31T04:12:38Z,2021-07-31T04:52:35Z,2,NTN-BSS-184,56.164.180.188;189.127.41.66,,NET-01
1070,NET-01: High severity DDoS traffic permitted through perimeter,High,New,TruePositive,2022-02-04T04:10:27Z,2022-02-04T17:30:37Z,2,NTN-DNS-015,19.160.209.167;38.14.58.111,soc.l2@nilgiritelecom.example,NET-01
1071,NET-01: High severity Malware traffic permitted through perimeter,High,Closed,Undetermined,2023-06-15T07:02:38Z,2023-06-15T07:40:30Z,2,NTN-WEB-025,217.116.163.140;57.21.108.118,soc.l3@nilgiritelecom.example,NET-01
1072,NET-01: High severity DDoS traffic permitted through perimeter,High,Closed,TruePositive,2020-03-24T16:33:43Z,2020-03-24T18:39:07Z,2,NTN-MSC-343,117.237.18.244;183.25.253.142,,NET-01
1073,NET-01: High severity Malware traffic permitted through perimeter,High,Active,TruePositive,2020-03-24T06:20:48Z,2020-03-24T23:22:00Z,2,NTN-SMS-088,58.185.152.248;35.222.158.162,soc.l2@nilgiritelecom.example,NET-01
1074,NET-01: High severity Malware traffic permitted through perimeter,High,Closed,Undetermined,2022-03-08T01:53:57Z,2022-03-08T17:47:52Z,2,NTN-CORE-314,169.193.82.153;143.123.150.247,soc.l2@nilgiritelecom.example,NET-01
1075,NET-01: High severity Intrusion traffic permitted through perimeter,High,New,TruePositive,2022-08-15T16:06:08Z,2022-08-15T20:50:54Z,2,NTN-OSS-400,142.93.31.209;147.235.8.120,soc.l3@nilgiritelecom.example,NET-01
1076,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,Undetermined,2020-04-21T01:16:26Z,2020-04-21T03:54:45Z,2,NTN-PRX-070,157.1.140.120;194.203.82.105,soc.l2@nilgiritelecom.example,NET-01
1077,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,Undetermined,2022-07-22T19:10:56Z,2022-07-22T19:11:44Z,2,NTN-BSS-136,189.226.141.93;119.231.17.76,soc.l3@nilgiritelecom.example,NET-01
1078,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,TruePositive,2023-05-27T13:58:50Z,2023-05-27T22:46:08Z,2,NTN-AAA-221,74.130.226.78;144.5.238.102,,NET-01
1079,NET-01: High severity Intrusion traffic permitted through perimeter,High,Closed,Undetermined,2022-03-06T09:14:39Z,2022-03-06T12:11:53Z,2,NTN-CORE-338,219.116.103.173;133.112.211.228,,NET-01
1080,NET-01: High severity DDoS traffic permitted through perimeter,High,Closed,TruePositive,2021-03-05T00:24:14Z,2021-03-05T07:29:22Z,2,NTN-WEB-001,4.109.167.247;166.89.201.116,,NET-01
1081,NET-01: High severity DDoS traffic permitted through perimeter,High,New,Undetermined,2021-03-06T01:28:47Z,2021-03-06T05:12:20Z,2,NTN-CRM-211,19.27.118.138;22.212.98.145,soc.l3@nilgiritelecom.example,NET-01
1082,NET-01: High severity Malware traffic permitted through perimeter,High,Closed,TruePositive,2022-08-13T08:00:31Z,2022-08-13T14:05:18Z,2,NTN-DNS-011,63.241.174.173;199.70.44.191,soc.l2@nilgiritelecom.example,NET-01
1083,NET-01: High severity Malware traffic permitted through perimeter,High,Active,TruePositive,2021-08-27T06:26:54Z,2021-08-27T11:20:33Z,2,NTN-HLR-333,125.46.27.31;88.195.104.196,,NET-01
1084,NET-01: High severity Intrusion traffic permitted through perimeter,High,New,TruePositive,2021-03-08T08:07:15Z,2021-03-08T18:32:40Z,2,NTN-WEB-033,72.60.198.179;50.71.224.49,,NET-01
1085,NET-01: High severity Intrusion traffic permitted through perimeter,High,Active,Undetermined,2022-08-11T00:15:25Z,2022-08-11T06:21:53Z,2,NTN-OSS-316,84.233.162.23;180.37.30.91,,NET-01
1086,NET-01: High severity Intrusion traffic permitted through perimeter,High,Active,TruePositive,2023-07-06T03:43:13Z,2023-07-06T05:28:09Z,2,NTN-DNS-059,117.134.5.208;59.82.23.151,soc.l2@nilgiritelecom.example,NET-01
1087,NET-01: High severity DDoS traffic permitted through perimeter,High,New,TruePositive,2023-02-01T00:32:26Z,2023-02-01T20:06:05Z,2,NTN-BSS-212,134.189.241.20;9.137.163.86,,NET-01
1088,NET-01: High severity Intrusion traffic permitted through perimeter,High,Closed,TruePositive,2020-04-03T09:27:50Z,2020-04-03T09:36:41Z,2,NTN-PRX-130,10.112.243.8;150.97.103.220,soc.l2@nilgiritelecom.example,NET-01
1089,NET-01: High severity Intrusion traffic permitted through perimeter,High,New,TruePositive,2021-03-13T15:02:27Z,2021-03-13T19:15:04Z,2,NTN-HLR-333,99.79.169.102;78.102.221.104,,NET-01
1090,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,Undetermined,2022-02-18T06:40:41Z,2022-02-18T19:39:16Z,2,NTN-BSS-136,125.62.245.235;169.151.201.127,soc.l2@nilgiritelecom.example,NET-01
1091,NET-01: High severity Intrusion traffic permitted through perimeter,High,Active,Undetermined,2020-04-10T05:48:38Z,2020-04-10T10:51:32Z,2,NTN-WEB-097,169.206.133.230;162.23.201.0,,NET-01
1092,NET-01: High severity DDoS traffic permitted through perimeter,High,New,Undetermined,2022-02-23T12:49:35Z,2022-02-23T13:13:26Z,2,NTN-AAA-165,125.146.15.213;166.162.219.101,soc.l2@nilgiritelecom.example,NET-01
1093,NET-01: High severity Malware traffic permitted through perimeter,High,New,TruePositive,2020-10-01T12:09:17Z,2020-10-01T17:40:08Z,2,NTN-AAA-253,176.79.26.42;145.125.57.93,,NET-01
1094,NET-01: High severity Intrusion traffic permitted through perimeter,High,New,TruePositive,2021-04-15T20:04:34Z,2021-04-15T23:47:30Z,2,NTN-OSS-340,160.72.72.174;1.245.78.220,,NET-01
1095,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,TruePositive,2020-11-29T03:08:29Z,2020-11-29T05:42:56Z,2,NTN-PRX-058,183.51.117.78;186.159.105.31,soc.l3@nilgiritelecom.example,NET-01
1096,NET-01: High severity DDoS traffic permitted through perimeter,High,Closed,TruePositive,2020-05-13T02:44:16Z,2020-05-13T17:52:48Z,2,NTN-OSS-400,157.32.92.154;217.245.32.105,soc.l2@nilgiritelecom.example,NET-01
1097,NET-01: High severity DDoS traffic permitted through perimeter,High,Closed,TruePositive,2022-09-07T00:49:00Z,2022-09-07T22:32:41Z,2,NTN-OSS-352,214.124.216.123;209.99.234.41,soc.l2@nilgiritelecom.example,NET-01
1098,NET-01: High severity Malware traffic permitted through perimeter,High,Closed,TruePositive,2022-01-13T00:40:41Z,2022-01-13T03:14:28Z,2,NTN-DNS-115,141.246.148.175;188.47.185.233,soc.l2@nilgiritelecom.example,NET-01
1099,NET-01: High severity Intrusion traffic permitted through perimeter,High,Active,TruePositive,2022-03-27T20:24:04Z,2022-03-27T21:18:19Z,2,NTN-AAA-253,79.107.109.60;37.244.197.251,soc.l2@nilgiritelecom.example,NET-01
1100,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,Undetermined,2020-03-03T20:26:20Z,2020-03-03T21:19:24Z,2,NTN-SMS-080,87.70.79.229;201.84.144.11,,NET-01
1101,NET-01: High severity DDoS traffic permitted through perimeter,High,New,TruePositive,2022-03-25T02:26:25Z,2022-03-25T15:36:05Z,2,NTN-PRX-130,220.108.127.108;60.139.79.216,,NET-01
1102,NET-01: High severity Malware traffic permitted through perimeter,High,Active,TruePositive,2022-03-23T18:12:45Z,2022-03-23T20:42:45Z,2,NTN-OSS-380,141.61.220.24;7.79.13.250,soc.l2@nilgiritelecom.example,NET-01
1103,NET-01: High severity Intrusion traffic permitted through perimeter,High,Closed,Undetermined,2021-02-14T06:40:03Z,2021-02-14T13:08:06Z,2,NTN-MSC-319,162.205.116.60;66.107.75.55,soc.l3@nilgiritelecom.example,NET-01
1104,NET-01: High severity DDoS traffic permitted through perimeter,High,Active,TruePositive,2022-03-22T06:10:48Z,2022-03-22T07:19:31Z,2,NTN-DNS-123,98.40.121.203;10.59.48.118,soc.l2@nilgiritelecom.example,NET-01
1105,NET-01: High severity DDoS traffic permitted through perimeter,High,New,TruePositive,2022-01-20T06:43:12Z,2022-01-20T09:12:16Z,2,NTN-WEB-097,220.248.12.132;187.186.20.222,soc.l2@nilgiritelecom.example,NET-01
1106,NET-01: High severity DDoS traffic permitted through perimeter,High,Closed,Undetermined,2021-02-14T07:05:26Z,2021-02-14T21:29:02Z,2,NTN-PRX-070,17.178.34.60;130.132.128.23,,NET-01
1107,NET-01: High severity Intrusion traffic permitted through perimeter,High,New,TruePositive,2022-12-26T17:58:12Z,2022-12-26T20:45:48Z,2,NTN-HLR-281,214.128.138.69;19.89.58.109,,NET-01
1108,NET-01: High severity Intrusion traffic permitted through perimeter,High,New,TruePositive,2021-07-28T16:43:27Z,2021-07-28T16:49:45Z,2,NTN-API-238,112.209.147.95;121.143.18.143,,NET-01
1109,NET-01: High severity Malware traffic permitted through perimeter,High,Closed,TruePositive,2020-10-19T02:22:17Z,2020-10-19T22:28:17Z,2,NTN-MSC-327,61.85.191.88;48.157.16.122,,NET-01
