EVENT_TIMESTAMP,DBUSERNAME,OS_USER,USERHOST,CLIENT_IP,ACTION_NAME,OBJECT_SCHEMA,OBJECT_NAME,SQL_TEXT,ROWS_PROCESSED,RETURN_CODE
2020-01-06T16:46:49.367,APP_SVC,pihu,NTN-CORE-298,10.30.0.31,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,16,0
2020-01-06T22:19:59.864,SAMARTH,samarth,NTN-SMS-044,10.10.0.45,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,16,0
2020-01-07T12:04:45.160,DBA_ADMIN,oorja,NTN-HLR-333,10.30.0.66,UPDATE,BSS,BILLING_INVOICES,UPDATE ON BSS.BILLING_INVOICES,32,0
2020-01-07T16:47:45.090,GOKUL,gokul,NTN-CORE-334,10.30.0.67,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,4,0
2020-01-09T08:14:49.852,APP_SVC,renee,NTN-CRM-235,10.20.0.102,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,39,0
2020-01-09T12:43:27.720,DBA_ADMIN,nehmat,NTN-OSS-368,10.30.0.101,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,9,0
2020-01-09T22:48:50.604,DBA_ADMIN,neysa,NTN-HLR-393,10.30.0.126,INSERT,BSS,SUBSCRIBER_MASTER,INSERT ON BSS.SUBSCRIBER_MASTER,19,0
2020-01-10T17:31:28.192,APP_SVC,zoya,NTN-BSS-160,10.20.0.27,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,14,0
2020-01-11T10:29:51.720,REPORT_USER,rasha,NTN-SMS-064,10.10.0.65,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,6,0
2020-01-11T18:46:00.782,REPORT_USER,elakshi,NTN-MSC-311,10.30.0.44,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,38,0
2020-01-11T22:47:45.647,APP_SVC,eva,NTN-SMS-016,10.10.0.17,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,11,0
2020-01-12T06:58:40.803,APP_SVC,kartik,NTN-API-154,10.20.0.21,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,27,0
2020-01-12T10:01:22.691,APP_SVC,oorja,NTN-DNS-023,10.10.0.24,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,7,0
2020-01-13T00:15:40.061,DBA_ADMIN,alisha,NTN-HLR-341,10.30.0.74,INSERT,OSS,SIM_INVENTORY,INSERT ON OSS.SIM_INVENTORY,25,0
2020-01-13T02:56:30.548,ZARA,zara,NTN-HLR-289,10.30.0.22,UPDATE,BSS,BILLING_INVOICES,UPDATE ON BSS.BILLING_INVOICES,35,0
2020-01-13T19:08:07.784,REPORT_USER,kimaya,NTN-SMS-028,10.10.0.29,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,41,0
2020-01-13T23:10:32.673,AARNA,aarna,NTN-CORE-298,10.30.0.31,INSERT,OSS,SIM_INVENTORY,INSERT ON OSS.SIM_INVENTORY,35,0
2020-01-14T00:16:42.273,APP_SVC,ayesha,NTN-CORE-374,10.30.0.107,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,41,0
2020-01-15T06:38:31.077,REPORT_USER,adah,NTN-CRM-267,10.20.0.134,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,50,0
2020-01-15T20:04:12.060,BAIJU,baiju,NTN-BSS-180,10.20.0.47,INSERT,BSS,BILLING_INVOICES,INSERT ON BSS.BILLING_INVOICES,5,0
2020-01-15T21:38:50.123,REPORT_USER,riya,NTN-API-262,10.20.0.129,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,7,0
2020-01-16T03:05:35.990,APP_SVC,khushi,NTN-AAA-217,10.20.0.84,UPDATE,OSS,SIM_INVENTORY,UPDATE ON OSS.SIM_INVENTORY,33,0
2020-01-16T05:31:59.013,APP_SVC,kimaya,NTN-SMS-008,10.10.0.9,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,44,0
2020-01-16T10:34:25.386,APP_SVC,tiya,NTN-WEB-117,10.10.0.118,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,14,0
2020-01-17T12:40:57.319,APP_SVC,amani,NTN-HLR-381,10.30.0.114,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,41,0
2020-01-17T17:41:51.897,APP_SVC,kartik,NTN-SMS-124,10.10.0.125,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,10,0
2020-01-18T05:08:33.137,REPORT_USER,khushi,NTN-CRM-267,10.20.0.134,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,10,0
2020-01-18T21:53:33.924,DBA_ADMIN,vardaniya,NTN-PRX-062,10.10.0.63,INSERT,BSS,BILLING_INVOICES,INSERT ON BSS.BILLING_INVOICES,16,0
2020-01-19T21:48:00.979,REPORT_USER,prisha,NTN-CORE-298,10.30.0.31,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,9,0
2020-01-20T04:25:28.033,APP_SVC,kiara,NTN-AAA-241,10.20.0.108,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,10,0
2020-01-20T07:55:44.020,REPORT_USER,aarna,NTN-BSS-172,10.20.0.39,INSERT,OSS,SIM_INVENTORY,INSERT ON OSS.SIM_INVENTORY,25,0
2020-01-20T17:27:44.237,APP_SVC,vritika,NTN-MSC-271,10.30.0.4,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,32,0
2020-01-22T11:18:35.939,DBA_ADMIN,kiara,NTN-DNS-123,10.10.0.124,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,2,0
2020-01-23T02:47:02.463,APP_SVC,riaan,NTN-DNS-015,10.10.0.16,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,30,0
2020-01-23T08:06:11.300,DBA_ADMIN,nitya,NTN-HLR-273,10.30.0.6,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,0,0
2020-01-23T08:06:11.405,NITYA,nitya,NTN-HLR-273,10.30.0.6,DELETE,OSS,SIM_INVENTORY,DELETE ON OSS.SIM_INVENTORY,26,0
2020-01-23T09:32:14.616,REPORT_USER,yuvraj,NTN-HLR-397,10.30.0.130,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,28,0
2020-01-23T17:12:28.294,APP_SVC,jivin,NTN-MSC-367,10.30.0.100,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,26,0
2020-01-23T19:05:37.662,DBA_ADMIN,samiha,NTN-CRM-155,10.20.0.22,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,0,0
2020-01-23T20:28:27.297,ZARA,zara,NTN-API-150,10.20.0.17,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,39,0
2020-01-23T21:50:36.695,REPORT_USER,aniruddh,NTN-CRM-179,10.20.0.46,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,39,0
2020-01-24T23:28:13.967,DBA_ADMIN,oorja,NTN-CORE-290,10.30.0.23,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,16,0
2020-01-25T02:26:40.309,APP_SVC,aarna,NTN-DNS-083,10.10.0.84,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,39,0
2020-01-25T03:43:01.037,DBA_ADMIN,anahita,NTN-WEB-133,10.10.0.134,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,33,0
2020-01-25T04:53:21.176,REPORT_USER,ryan,NTN-MSC-383,10.30.0.116,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,46,0
2020-01-25T06:46:21.820,YASMIN,yasmin,NTN-OSS-284,10.30.0.17,UPDATE,BSS,BILLING_INVOICES,UPDATE ON BSS.BILLING_INVOICES,3,0
2020-01-25T20:00:07.645,DBA_ADMIN,jayan,NTN-PRX-070,10.10.0.71,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,9,0
2020-01-25T20:00:07.738,JAYAN,jayan,NTN-PRX-070,10.10.0.71,UPDATE,BSS,BILLING_INVOICES,UPDATE ON BSS.BILLING_INVOICES,30,0
2020-01-26T00:05:03.552,DBA_ADMIN,vaibhav,NTN-AAA-185,10.20.0.52,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,50,0
2020-01-26T23:24:23.755,APP_SVC,shray,NTN-HLR-329,10.30.0.62,UPDATE,BSS,SUBSCRIBER_MASTER,UPDATE ON BSS.SUBSCRIBER_MASTER,32,0
2020-01-27T03:29:35.086,VIHAAN,vihaan,NTN-MSC-319,10.30.0.52,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,46,1017
2020-01-27T11:19:36.770,APP_SVC,darshit,NTN-BSS-184,10.20.0.51,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,20,0
2020-01-27T11:45:52.021,DBA_ADMIN,devansh,NTN-CRM-135,10.20.0.2,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,4,0
2020-01-27T13:11:12.667,DBA_ADMIN,khushi,NTN-WEB-105,10.10.0.106,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,14,0
2020-01-27T22:20:02.675,MISHA,misha,NTN-AAA-201,10.20.0.68,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,0,0
2020-01-28T01:13:08.746,DBA_ADMIN,vanya,NTN-HLR-333,10.30.0.66,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,40,0
2020-01-28T04:17:47.274,APP_SVC,krish,NTN-WEB-005,10.10.0.6,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,32,0
2020-01-28T07:49:50.701,DBA_ADMIN,darshit,NTN-CORE-358,10.30.0.91,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,5,0
2020-01-28T08:26:31.925,DBA_ADMIN,miraya,NTN-DNS-115,10.10.0.116,EXPORT,CRM,KYC_DOCUMENTS,EXPORT * FROM CRM.KYC_DOCUMENTS,1885272,0
2020-01-28T17:07:24.434,APP_SVC,neysa,NTN-DNS-063,10.10.0.64,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,1,0
2020-01-28T20:23:34.567,APP_SVC,divij,NTN-CRM-183,10.20.0.50,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,36,0
2020-01-29T13:00:05.293,APP_SVC,ivan,NTN-OSS-372,10.30.0.105,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,22,0
2020-01-29T17:31:52.791,APP_SVC,divij,NTN-API-218,10.20.0.85,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,47,0
2020-01-30T00:09:18.176,REPORT_USER,oorja,NTN-CORE-314,10.30.0.47,UPDATE,BSS,CDR_RECORDS,UPDATE ON BSS.CDR_RECORDS,22,0
2020-01-30T00:09:18.860,APP_SVC,oorja,NTN-CORE-314,10.30.0.47,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,27,0
2020-01-30T04:01:42.596,DBA_ADMIN,vanya,NTN-BSS-228,10.20.0.95,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,21,0
2020-01-30T17:53:37.043,REPORT_USER,jiya,NTN-HLR-373,10.30.0.106,UPDATE,BSS,SUBSCRIBER_MASTER,UPDATE ON BSS.SUBSCRIBER_MASTER,39,0
2020-01-31T06:45:30.476,APP_SVC,seher,NTN-AAA-257,10.20.0.124,DELETE,OSS,SIM_INVENTORY,DELETE ON OSS.SIM_INVENTORY,43,0
2020-01-31T10:36:54.400,VIVAAN,vivaan,NTN-BSS-256,10.20.0.123,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,24,0
2020-01-31T18:04:59.282,REPORT_USER,aarav,NTN-BSS-144,10.20.0.11,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,44,0
2020-02-01T00:05:32.524,REPORT_USER,kanav,NTN-MSC-387,10.30.0.120,UPDATE,CRM,KYC_DOCUMENTS,UPDATE ON CRM.KYC_DOCUMENTS,26,0
2020-02-01T21:10:35.318,REPORT_USER,pihu,NTN-DNS-087,10.10.0.88,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,13,0
2020-02-02T20:30:23.214,DBA_ADMIN,devansh,NTN-WEB-121,10.10.0.122,DELETE,CRM,KYC_DOCUMENTS,DELETE ON CRM.KYC_DOCUMENTS,19,0
2020-02-02T20:44:42.240,PURAB,purab,NTN-CORE-366,10.30.0.99,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,25,0
2020-02-02T21:16:57.520,APP_SVC,eva,NTN-WEB-121,10.10.0.122,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,15,0
2020-02-03T01:15:45.300,DBA_ADMIN,jayant,NTN-MSC-355,10.30.0.88,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,26,0
2020-02-03T02:19:38.040,APP_SVC,ayesha,NTN-AAA-181,10.20.0.48,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,41,0
2020-02-03T11:57:08.888,REPORT_USER,mehul,NTN-HLR-277,10.30.0.10,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,34,0
2020-02-03T13:51:13.692,REPORT_USER,piya,NTN-DNS-063,10.10.0.64,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,10,0
2020-02-04T01:25:06.579,DBA_ADMIN,veer,NTN-API-158,10.20.0.25,INSERT,OSS,SIM_INVENTORY,INSERT ON OSS.SIM_INVENTORY,45,0
2020-02-04T12:05:35.172,HANSH,hansh,NTN-DNS-127,10.10.0.128,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,17,0
2020-02-04T13:43:44.826,DBA_ADMIN,vivaan,NTN-AAA-265,10.20.0.132,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,27,0
2020-02-05T14:24:36.484,DBA_ADMIN,yuvraj,NTN-CRM-187,10.20.0.54,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,40,0
2020-02-05T14:24:36.993,DBA_ADMIN,yuvraj,NTN-CRM-187,10.20.0.54,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,19,0
2020-02-06T21:02:28.896,REPORT_USER,rania,NTN-BSS-200,10.20.0.67,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,10,0
2020-02-08T07:48:00.042,REPORT_USER,kimaya,NTN-API-170,10.20.0.37,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,31,0
2020-02-08T23:12:12.783,MANIKYA,manikya,NTN-HLR-393,10.30.0.126,DELETE,CRM,KYC_DOCUMENTS,DELETE ON CRM.KYC_DOCUMENTS,30,0
2020-02-09T06:47:55.628,ADVIK,advik,NTN-API-206,10.20.0.73,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,20,0
2020-02-09T15:12:33.316,TARINI,tarini,NTN-CORE-346,10.30.0.79,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,48,0
2020-02-09T22:23:15.335,REPORT_USER,onkar,NTN-DNS-083,10.10.0.84,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,45,0
2020-02-10T02:44:01.330,MEHUL,mehul,NTN-CRM-231,148.195.174.18,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,2119657,0
2020-02-10T04:34:37.611,REPORT_USER,jivin,NTN-DNS-091,10.10.0.92,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,32,0
2020-02-11T23:49:34.003,MANIKYA,manikya,NTN-WEB-093,10.10.0.94,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,35,0
2020-02-12T00:36:25.312,REPORT_USER,shlok,NTN-PRX-106,10.10.0.107,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,30,0
2020-02-12T03:39:59.655,REPORT_USER,kashvi,NTN-OSS-284,10.30.0.17,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,4,0
2020-02-12T17:49:27.467,REPORT_USER,neysa,NTN-OSS-280,10.30.0.13,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,41,0
2020-02-13T05:12:45.215,APP_SVC,vanya,NTN-DNS-043,10.10.0.44,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,11,0
2020-02-13T07:50:33.482,GOKUL,gokul,NTN-PRX-006,10.10.0.7,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,21,0
2020-02-14T11:04:22.185,APP_SVC,anvi,NTN-AAA-161,10.20.0.28,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,32,0
2020-02-14T19:26:09.854,APP_SVC,romil,NTN-CRM-255,10.20.0.122,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,45,0
2020-02-15T04:58:46.515,DBA_ADMIN,jhanvi,NTN-WEB-101,10.10.0.102,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,33,0
2020-02-15T05:18:06.398,APP_SVC,mahika,NTN-AAA-217,10.20.0.84,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,45,0
2020-02-15T20:30:25.106,ANIKA,anika,NTN-DNS-099,10.10.0.100,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,3,0
2020-02-16T01:31:19.649,REPORT_USER,anvi,NTN-BSS-160,10.20.0.27,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,34,0
2020-02-16T06:33:05.037,REPORT_USER,jivika,NTN-BSS-152,10.20.0.19,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,40,0
2020-02-16T12:24:01.434,REPORT_USER,navya,NTN-HLR-353,10.30.0.86,INSERT,BSS,SUBSCRIBER_MASTER,INSERT ON BSS.SUBSCRIBER_MASTER,41,0
2020-02-16T20:03:59.224,JAYANT,jayant,NTN-SMS-004,10.10.0.5,UPDATE,CRM,KYC_DOCUMENTS,UPDATE ON CRM.KYC_DOCUMENTS,31,1017
2020-02-16T21:32:56.544,REPORT_USER,madhup,NTN-API-186,10.20.0.53,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,32,0
2020-02-17T00:17:07.632,REPORT_USER,himmat,NTN-OSS-380,10.30.0.113,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,12,0
2020-02-17T03:48:45.718,REPORT_USER,urvi,NTN-AAA-221,10.20.0.88,UPDATE,BSS,SUBSCRIBER_MASTER,UPDATE ON BSS.SUBSCRIBER_MASTER,36,0
2020-02-17T14:45:30.989,REPORT_USER,vanya,NTN-HLR-321,10.30.0.54,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,2,0
2020-02-17T18:16:41.439,DBA_ADMIN,misha,NTN-OSS-400,10.30.0.133,INSERT,CRM,KYC_DOCUMENTS,INSERT ON CRM.KYC_DOCUMENTS,24,0
2020-02-17T22:26:27.063,ISHITA,ishita,NTN-AAA-217,10.20.0.84,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,7,0
2020-02-17T22:41:12.257,REPORT_USER,romil,NTN-AAA-241,10.20.0.108,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,32,0
2020-02-18T18:23:23.364,DBA_ADMIN,oorja,NTN-OSS-324,10.30.0.57,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,19,0
2020-02-19T00:01:58.214,REPORT_USER,aarna,NTN-CRM-267,10.20.0.134,INSERT,CRM,KYC_DOCUMENTS,INSERT ON CRM.KYC_DOCUMENTS,40,0
2020-02-19T12:30:26.608,REPORT_USER,eshani,NTN-BSS-252,10.20.0.119,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,0,0
2020-02-19T13:30:47.913,NIRVAAN,nirvaan,NTN-DNS-051,10.10.0.52,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,0,0
2020-02-19T17:33:23.318,APP_SVC,ira,NTN-API-218,10.20.0.85,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,46,0
2020-02-19T19:23:30.024,DBA_ADMIN,yuvraj,NTN-AAA-141,10.20.0.8,UPDATE,CRM,KYC_DOCUMENTS,UPDATE ON CRM.KYC_DOCUMENTS,35,0
2020-02-19T23:44:09.434,REPORT_USER,himmat,NTN-WEB-025,10.10.0.26,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,30,0
2020-02-22T02:39:02.726,JAYANT,jayant,NTN-BSS-188,10.20.0.55,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,14,0
2020-02-22T10:52:10.516,MANIKYA,manikya,NTN-API-262,10.20.0.129,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,11,0
2020-02-22T12:03:14.329,TRISHA,trisha,NTN-WEB-073,10.10.0.74,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,40,0
2020-02-22T15:36:31.985,DBA_ADMIN,sana,NTN-SMS-068,10.10.0.69,INSERT,OSS,SIM_INVENTORY,INSERT ON OSS.SIM_INVENTORY,39,0
2020-02-22T15:44:19.903,APP_SVC,anya,NTN-PRX-130,10.10.0.131,UPDATE,BSS,CDR_RECORDS,UPDATE ON BSS.CDR_RECORDS,50,0
2020-02-22T16:43:48.788,ZEESHAN,zeeshan,NTN-BSS-208,10.20.0.75,DELETE,OSS,SIM_INVENTORY,DELETE ON OSS.SIM_INVENTORY,14,0
2020-02-22T21:53:25.933,REPORT_USER,neelofar,NTN-WEB-013,10.10.0.14,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,4,0
2020-02-23T04:48:24.056,MADHUP,madhup,NTN-MSC-363,10.30.0.96,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,2,0
2020-02-23T12:18:48.296,MIRAYA,miraya,NTN-MSC-363,10.30.0.96,SELECT,BSS,SUBSCRIBER_MASTER,SELECT * FROM BSS.SUBSCRIBER_MASTER,37,0
2020-02-23T13:56:07.072,REPORT_USER,keya,NTN-WEB-009,10.10.0.10,SELECT,BSS,BILLING_INVOICES,SELECT * FROM BSS.BILLING_INVOICES,40,0
2020-02-23T21:26:35.245,AYESHA,ayesha,NTN-CORE-362,10.30.0.95,SELECT,BSS,CDR_RECORDS,SELECT * FROM BSS.CDR_RECORDS,10,0
2020-02-24T00:05:27.321,DBA_ADMIN,nehmat,NTN-DNS-123,10.10.0.124,SELECT,OSS,SIM_INVENTORY,SELECT * FROM OSS.SIM_INVENTORY,17,0
2020-02-24T06:52:26.193,REPORT_USER,miraan,NTN-PRX-070,10.10.0.71,INSERT,CRM,KYC_DOCUMENTS,INSERT ON CRM.KYC_DOCUMENTS,42,0
2020-02-24T08:10:43.038,REPORT_USER,vaibhav,NTN-OSS-284,10.30.0.17,SELECT,CRM,KYC_DOCUMENTS,SELECT * FROM CRM.KYC_DOCUMENTS,1,0
2020-02-24T22:10:41.091,REPORT_USER,drishya,NTN-WEB-057,10.10.0.58,INSERT,CRM,KYC_DOCUMENTS,INSERT ON CRM.KYC_DOCUMENTS,36,0
2020-02-24T22:10:41.596,REPORT_USER,drishya,NTN-WEB-057,10.10.0.58,INSERT,CRM,KYC_DOCUMENTS,INSERT ON CRM.KYC_DOCUMENTS,48,0
