eventTime,eventSource,eventName,region,sourceIP,user,errorCode,bucket,mfaUsed
2020-01-21T20:27:03Z,cloudtrail.amazonaws.com,DeleteTrail,ap-south-1,104.106.135.192,eshani.kanda,,,
2020-01-23T02:47:02Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.96,anaya.jayaraman,,,Yes
2020-01-23T06:26:45Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.175,indrajit.keer,,,Yes
2020-01-23T20:28:27Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.0.87,uthkarsh.divan,,,
2020-01-24T00:58:11Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.0.223,khushi.goel,,ntn-kyc-scans,
2020-01-24T01:31:10Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.0.45,shamik.sagar,,,
2020-01-24T04:47:46Z,s3.amazonaws.com,PutObject,ap-south-1,68.211.57.39,anya.apte,,ntn-core-backups,
2020-01-25T02:26:40Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.100,vedika.hegde,,ntn-kyc-scans,
2020-01-25T18:08:50Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,54.175.164.28,reyansh.ratta,AccessDenied,,
2020-01-25T23:24:37Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.2.126,pihu.handa,,ntn-core-backups,
2020-01-26T05:04:27Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.44,urvi.aggarwal,,ntn-core-backups,
2020-01-26T05:37:27Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.211,mannat.chaudhary,,,No
2020-01-26T16:27:39Z,sts.amazonaws.com,AssumeRole,ap-south-1,223.244.237.67,yuvaan.dalal,AccessDenied,,
2020-01-27T08:34:45Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,117.245.128.236,eshani.guha,,,
2020-01-28T00:54:28Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.215,neysa.sibal,AccessDenied,ntn-kyc-scans,
2020-01-28T19:46:37Z,s3.amazonaws.com,PutObject,ap-south-1,177.244.64.205,elakshi.gandhi,AccessDenied,ntn-kyc-scans,
2020-01-29T02:41:14Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.169,dharmajan.bahl,,,
2020-01-29T02:41:16Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.242,shaan.deep,,ntn-cdr-archive,
2020-01-29T06:04:47Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.84,purab.sachar,,ntn-cdr-archive,
2020-01-29T07:26:20Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.160,arnav.varma,,,
2020-01-29T10:33:39Z,s3.amazonaws.com,ListBuckets,ap-south-1,53.153.28.147,alisha.issac,,ntn-kyc-scans,
2020-01-30T12:04:33Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.135,zeeshan.mall,,,
2020-01-31T01:43:33Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,20.245.52.118,riaan.shenoy,,,Yes
2020-01-31T12:54:39Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.127,ivana.bera,,,Yes
2020-01-31T20:33:26Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.170,tiya.roy,AccessDenied,,Yes
2020-02-01T19:06:47Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.57,mahika.borah,,ntn-cdr-archive,
2020-02-01T19:08:30Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.2.30,vritika.srinivasan,,,
2020-02-02T10:13:08Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.107,vidur.iyengar,,,No
2020-02-02T12:02:46Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.193,azad.maharaj,,,
2020-02-02T21:09:09Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.191,ishita.kothari,,ntn-kyc-scans,
2020-02-03T02:40:30Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.172,mehul.gill,,,
2020-02-03T03:29:18Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.85,faiyaz.issac,AccessDenied,,
2020-02-03T20:47:54Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.140,shanaya.buch,,ntn-kyc-scans,
2020-02-03T23:37:47Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.72,ivana.deep,,,
2020-02-04T12:05:35Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.198,indrans.johal,,ntn-kyc-scans,
2020-02-05T01:26:32Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.26,himmat.sem,,,Yes
2020-02-05T04:42:18Z,iam.amazonaws.com,CreateAccessKey,ap-south-1,187.149.193.134,manikya.bawa,,,
2020-02-05T15:43:50Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.3.32,miraan.bhatti,,ntn-core-backups,
2020-02-06T03:34:12Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.3.78,vedika.kashyap,,,Yes
2020-02-07T10:53:58Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.236,damini.barad,,ntn-kyc-scans,
2020-02-08T07:48:00Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.3.121,amira.chaudhry,,ntn-core-backups,
2020-02-08T20:14:12Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.24,hunar.tandon,,ntn-cdr-archive,
2020-02-09T08:25:12Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.173,dharmajan.lanka,,ntn-cdr-archive,
2020-02-10T08:25:29Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.1.58,zara.golla,,ntn-core-backups,
2020-02-10T14:17:31Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.86,seher.vala,,,
2020-02-10T14:21:12Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.200,dharmajan.batta,,,Yes
2020-02-10T22:29:37Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.250,ryan.raman,,ntn-cdr-archive,
2020-02-12T14:16:45Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.72,umang.jha,,ntn-kyc-scans,
2020-02-12T17:27:30Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.27,dhanush.de,AccessDenied,,No
2020-02-12T18:18:41Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.225,ahana..sibal,,ntn-core-backups,
2020-02-13T07:50:33Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.5,aradhya.mann,,ntn-cdr-archive,
2020-02-13T18:56:57Z,iam.amazonaws.com,CreateAccessKey,ap-south-1,65.70.85.146,amira.dugal,AccessDenied,,
2020-02-14T17:40:30Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.110,baiju.sampath,AccessDenied,,Yes
2020-02-14T17:40:30Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.194,jayesh.ramesh,,ntn-cdr-archive,
2020-02-14T19:26:09Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.249,lakshay.sani,,ntn-kyc-scans,
2020-02-15T12:03:24Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.3.28,adira.cheema,,ntn-cdr-archive,
2020-02-15T21:19:22Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.0.14,zaina.bhattacharyya,,ntn-core-backups,
2020-02-15T23:10:58Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.1.134,alia.ranganathan,,ntn-kyc-scans,
2020-02-16T09:06:46Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.7,lakshit.barad,,,
2020-02-16T09:39:18Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.154,jivin.sundaram,,ntn-kyc-scans,
2020-02-18T11:55:19Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.167,nirvi.rege,,ntn-core-backups,
2020-02-18T11:55:19Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,47.94.157.169,dhanush.handa,AccessDenied,,Yes
2020-02-18T20:58:47Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.0.90,tejas.agarwal,AccessDenied,,
2020-02-19T05:34:45Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.64,shaan.mander,,,
2020-02-19T15:13:53Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.3.94,indrans.ganguly,,ntn-kyc-scans,
2020-02-21T12:32:02Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.22,kavya.vora,,ntn-kyc-scans,
2020-02-21T12:49:46Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.215,navya.shanker,,,
2020-02-22T06:11:24Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.213,tara.lata,,ntn-core-backups,
2020-02-22T16:17:12Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.79,pranay.karan,,,
2020-02-22T18:28:36Z,cloudtrail.amazonaws.com,DeleteTrail,ap-south-1,131.107.137.168,mehul.sani,,,
2020-02-23T11:33:49Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.117,tanya.bhatia,,,
2020-02-24T17:44:41Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.236,rati.datta,,ntn-cdr-archive,
2020-02-25T04:57:38Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.100,anika.mahajan,,,Yes
2020-02-25T15:34:40Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.125,romil.zacharia,,ntn-cdr-archive,
2020-02-25T18:36:22Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.241,gokul.devan,,,
2020-02-25T20:46:57Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.86,dhanush.dyal,,ntn-core-backups,
2020-02-26T00:47:27Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,183.232.221.151,diya.bakshi,,,
2020-02-26T15:47:10Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.0.156,mehul.saxena,,ntn-core-backups,
2020-02-27T05:50:24Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.198,bhamini.ahuja,,ntn-kyc-scans,
2020-02-29T12:13:37Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.126,vaibhav.gill,AccessDenied,ntn-cdr-archive,
2020-03-01T02:05:19Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.103,kavya.subramanian,,ntn-kyc-scans,
2020-03-01T10:09:21Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.111,indranil.bakshi,,ntn-core-backups,
2020-03-01T16:35:28Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,114.58.186.218,rasha.salvi,,,
2020-03-02T03:06:41Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.0.51,pari.varughese,,,
2020-03-03T17:52:07Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.243,uthkarsh.kara,,,Yes
2020-03-04T04:46:20Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.66,sahil.ganesan,,ntn-core-backups,
2020-03-04T04:50:46Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.3.166,urvi.bajwa,,,Yes
2020-03-04T11:53:05Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.157,lakshay.gera,,ntn-cdr-archive,
2020-03-06T09:23:26Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.107,manikya.goel,,ntn-cdr-archive,
2020-03-07T06:24:04Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.2.11,armaan.raman,,,
2020-03-07T18:20:09Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.128,farhan.vora,,,Yes
2020-03-07T21:11:04Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,45.213.236.108,lagan.lal,,,
2020-03-08T22:10:33Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.182,yasmin.dani,,,
2020-03-09T09:06:39Z,s3.amazonaws.com,PutBucketPolicy,ap-south-1,174.59.36.133,abram.shetty,,ntn-kyc-scans,
2020-03-09T09:06:39Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.0.244,veer.ranganathan,,,
2020-03-10T04:40:28Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.14,mehul.kashyap,AccessDenied,ntn-cdr-archive,
2020-03-10T06:17:36Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.154,miraya.iyengar,,,Yes
2020-03-10T06:59:25Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.93,jhanvi.chowdhury,,ntn-kyc-scans,
2020-03-10T11:40:59Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.43,fateh.sarma,,ntn-kyc-scans,
2020-03-11T05:05:53Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,166.112.60.202,vidur.loyal,AccessDenied,,Yes
2020-03-11T09:24:38Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,44.38.175.210,raghav.dhar,,,
2020-03-11T10:52:50Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.231,divij.sood,,ntn-cdr-archive,
2020-03-11T18:40:27Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.60,anahi.bhagat,,ntn-cdr-archive,
2020-03-11T19:23:53Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.37,anika.jayaraman,,,
2020-03-12T13:34:26Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.50,rhea.agate,,,No
2020-03-12T16:27:23Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.250,jayesh.som,,,Yes
2020-03-12T21:27:40Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.74,neysa.garde,,,Yes
2020-03-12T22:06:52Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,3.233.125.245,divij.cheema,,,
2020-03-13T10:05:37Z,s3.amazonaws.com,PutBucketPolicy,ap-south-1,198.102.5.160,zeeshan.viswanathan,AccessDenied,ntn-core-backups,
2020-03-13T18:22:55Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.85,stuvan.gandhi,,,
2020-03-14T20:02:08Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.169,sara.vala,,,No
2020-03-15T01:26:00Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.0.198,khushi.mahajan,AccessDenied,,
2020-03-15T07:28:28Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.245,sahil.acharya,,ntn-cdr-archive,
2020-03-15T13:24:26Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.151,yashvi.guha,,,
2020-03-15T13:40:48Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.153,taimur.dani,,,
2020-03-15T22:52:56Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.104,tanya.chand,,,
2020-03-15T23:17:26Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.139,riya.sarma,AccessDenied,ntn-kyc-scans,
2020-03-15T23:28:09Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.24,zoya.shukla,,ntn-core-backups,
2020-03-16T06:34:23Z,s3.amazonaws.com,GetObject,ap-south-1,62.141.80.111,aarush.grover,,ntn-core-backups,
2020-03-17T06:54:20Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.108,stuvan.shan,,,
2020-03-18T21:17:02Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.35,ryan.johal,,,
2020-03-19T02:14:36Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.97,amani.kumar,,ntn-cdr-archive,
2020-03-19T11:53:24Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.204,zara.dixit,,ntn-cdr-archive,
2020-03-19T19:06:45Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.160,misha.samra,,,
2020-03-20T05:43:23Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.67,biju.bal,AccessDenied,,
2020-03-20T09:32:47Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,135.14.35.15,nishith.chaudhary,,,
2020-03-20T15:37:36Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.127,myra.sankar,,,
2020-03-20T21:09:39Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.128,darshit.bajaj,,,No
2020-03-20T22:33:05Z,s3.amazonaws.com,PutObject,ap-south-1,215.205.156.140,mahika.chopra,,ntn-cdr-archive,
2020-03-23T16:50:11Z,s3.amazonaws.com,PutObject,ap-south-1,23.234.141.198,kiara.borde,,ntn-cdr-archive,
2020-03-23T20:01:06Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,32.64.183.173,ranbir.vyas,,,Yes
2020-03-24T16:07:46Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.202,nirvaan.kar,,,
2020-03-25T05:44:34Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.14,kismat.rao,,,No
2020-03-26T03:49:14Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.242,dhanuk.sangha,,,
2020-03-26T04:52:53Z,s3.amazonaws.com,PutObject,ap-south-1,1.197.199.62,zain.ahluwalia,,ntn-kyc-scans,
2020-03-26T06:16:30Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.2.20,nirvi.kapur,,ntn-core-backups,
2020-03-26T18:05:23Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.200,hunar.balay,,ntn-kyc-scans,
2020-03-27T01:42:33Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.57,ranbir.manda,,,
2020-03-28T05:30:35Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.174,zaina.bath,,,
2020-03-28T10:30:31Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.62,kavya.doctor,,,
2020-03-28T12:06:28Z,iam.amazonaws.com,CreateAccessKey,ap-south-1,20.199.76.163,dhanuk.brahmbhatt,,,
2020-03-28T17:48:47Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.29,myra.manda,,ntn-kyc-scans,
2020-03-29T01:43:20Z,cloudtrail.amazonaws.com,DeleteTrail,ap-south-1,185.222.53.91,hrishita.warrior,AccessDenied,,
2020-03-31T14:27:44Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.21,armaan.sachar,,,
2020-03-31T21:05:38Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.188,indrans.agarwal,,ntn-cdr-archive,
2020-04-01T11:27:37Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.234,mannat.chaudhuri,,,Yes
2020-04-02T13:19:41Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.215,raghav.sabharwal,,ntn-cdr-archive,
2020-04-03T01:43:22Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.174,anaya.lall,,,Yes
2020-04-03T03:15:32Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.90,reyansh.bala,,,
2020-04-03T04:52:51Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.3.145,kimaya.bumb,,,No
2020-04-03T09:36:41Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.200,aarna.andra,,ntn-core-backups,
2020-04-03T12:36:31Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.37,anahita.devi,,ntn-core-backups,
2020-04-03T14:43:56Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.3.53,jayesh.rout,,,Yes
2020-04-04T10:52:29Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.35,amani.majumdar,,,Yes
2020-04-04T11:36:06Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,195.199.190.87,neysa.rajan,,,
2020-04-04T18:34:50Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,200.111.91.135,shamik.samra,,,Yes
2020-04-04T21:04:57Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.90,piya.aurora,,,
2020-04-05T03:18:31Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.3.54,divij.dar,,,Yes
2020-04-05T15:02:47Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.32,vardaniya.ahluwalia,,,Yes
2020-04-05T17:20:28Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.141,saira.johal,,,No
2020-04-06T01:39:26Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.213,anahi.kunda,,ntn-cdr-archive,
2020-04-06T03:31:58Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.3.240,kiaan.sen,,ntn-core-backups,
2020-04-06T05:15:44Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.27,mehul.shan,,,
2020-04-07T01:26:56Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.2.75,anya.anand,,,
2020-04-07T15:12:00Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.236,neysa.ahuja,AccessDenied,ntn-kyc-scans,
2020-04-09T01:46:57Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.248,kiaan.chander,,ntn-cdr-archive,
2020-04-09T20:27:21Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.96,saksham.wali,,ntn-kyc-scans,
2020-04-11T04:18:18Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.210,romil.bansal,,ntn-cdr-archive,
2020-04-11T11:27:16Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.3.2,adira.bhatt,,,Yes
2020-04-12T05:58:43Z,iam.amazonaws.com,CreateAccessKey,ap-south-1,159.228.93.125,heer.lad,,,
2020-04-12T09:12:09Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.1.173,ishita.boase,AccessDenied,ntn-cdr-archive,
2020-04-12T17:03:47Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.49,oorja.kanda,,ntn-cdr-archive,
2020-04-12T17:03:47Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.201,mehul.krish,,ntn-cdr-archive,
2020-04-13T03:21:48Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.182,hunar.bhattacharyya,,,
2020-04-13T04:28:44Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.3.82,madhav.choudhary,,ntn-kyc-scans,
2020-04-13T20:41:04Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.149,shlok.arora,,ntn-core-backups,
2020-04-14T03:26:42Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,88.233.210.39,priyansh.gera,,,
2020-04-14T06:30:22Z,s3.amazonaws.com,GetObject,ap-south-1,164.219.159.203,samarth.bhalla,,ntn-core-backups,
2020-04-15T00:14:26Z,s3.amazonaws.com,GetObject,ap-south-1,157.92.18.226,hridaan.kunda,,ntn-core-backups,
2020-04-16T01:31:52Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.150,rati.lanka,,ntn-kyc-scans,
2020-04-16T09:17:54Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.168,abram.ramakrishnan,,,Yes
2020-04-17T00:01:56Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.185,lakshit.gade,,,
2020-04-17T18:43:38Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.65,onkar.bali,,,
2020-04-18T18:11:01Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.168,ayesha.bhardwaj,,,No
2020-04-18T19:02:01Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.18,trisha.kuruvilla,,,
