ts,uid,src_ip,src_port,resolver_ip,resolver_port,proto,trans_id,query,qtype,rcode,answers,rejected
2020-01-03 19:24:32,C1o62ekdym5lb.inf,17.122.116.211,57024,10.20.0.105,53,tcp,14620,google.com,AAAA,REFUSED,-,T
2020-01-03 21:24:58,Cl9ybhldv73ygtat6,146.16.164.245,51717,10.20.0.46,53,tcp,54781,618zgokee0r.click,MX,NXDOMAIN,217.244.218.222,F
2020-01-03 23:30:58,Cg29yppq7rz4av0.i,191.214.71.100,37024,10.10.0.10,53,udp,37921,ANY.nilgiritelecom.example,ANY,REFUSED,-,T
2020-01-04 03:17:07,Czng2u36edkazsy0j,29.76.207.193,23414,10.30.0.93,53,udp,20889,ittubvn906tvmggb.info,AAAA,NXDOMAIN,114.109.0.180,F
2020-01-04 04:31:41,Co4mcqre6uk.info,88.153.75.13,8037,10.10.0.57,53,udp,55159,ANY.ns1.nilgiritelecom.example,ANY,REFUSED,-,T
2020-01-04 04:45:56,Cpytk5pxkyl.xyz,72.95.166.114,60771,10.20.0.24,53,udp,40411,ANY.nilgiritelecom.example,ANY,NOERROR,14.171.196.50,F
2020-01-04 05:25:13,C5qivwwpfykl6.cli,169.121.162.223,27970,10.30.0.69,53,tcp,27227,netbanking.nilgiritelecom.example,MX,NOERROR,124.170.168.117,F
2020-01-04 10:39:32,C8deixcfspj8lxyk2,216.175.209.129,2698,10.10.0.12,53,udp,57242,ns1.nilgiritelecom.example,TXT,REFUSED,-,T
2020-01-04 11:27:20,Cq4xu7sjdt9k5bf.i,208.128.53.51,56338,10.30.0.24,53,udp,50449,nilgiritelecom.example,TXT,NOERROR,220.227.30.178,F
2020-01-04 12:33:54,C3jaj9s2uyfwhk8h.,11.219.48.95,26617,10.20.0.109,53,tcp,26857,mail.nilgiritelecom.example,MX,NOERROR,37.229.122.116,F
2020-01-04 18:31:29,Cbh32i9z6hdog26a6,44.41.160.239,35496,10.20.0.50,53,udp,63351,2oibr0tm0ez7fxm.click,TXT,NOERROR,108.139.191.240,F
2020-01-04 21:13:28,Cntmzxd3yei3v9t0l,31.142.29.92,1470,10.20.0.49,53,tcp,49324,zkk1hisl9rjpp4n.click,A,REFUSED,-,T
2020-01-04 21:31:49,C0njmcbjvgibo84.c,58.76.127.159,22392,10.10.0.131,53,udp,17282,update.microsoft.com,AAAA,NOERROR,5.197.16.199,F
2020-01-05 02:49:07,C4bhssmnmw4ptypi9,170.115.62.230,14427,10.30.0.67,53,udp,53962,mail.nilgiritelecom.example,TXT,REFUSED,-,T
2020-01-05 06:24:03,Ctqtx7rwakpyjniaa,101.211.146.5,4128,10.20.0.21,53,tcp,6993,netbanking.nilgiritelecom.example,A,NOERROR,180.119.21.84,F
2020-01-05 07:37:20,Cxzvto9fmhx421tra,15.253.103.63,63368,10.30.0.19,53,udp,54809,e7pz68b9xnc1v.info,TXT,REFUSED,-,T
2020-01-05 11:12:29,Cgpdjo0u1h4f0inu.,31.172.98.7,1636,10.20.0.82,53,tcp,33371,ioyr5zmloltiivr.info,TXT,REFUSED,-,T
2020-01-05 12:51:06,Cgvw63wiudemsopnd,25.171.94.88,9688,10.30.0.109,53,tcp,45488,k0y0fgrbh7gtmc1.info,A,NOERROR,205.173.113.97,F
2020-01-05 14:09:44,Ciohelk7kcrr44k7p,24.28.135.236,29167,10.30.0.130,53,udp,15825,c139eue6hotjr.top,MX,NXDOMAIN,26.11.124.194,F
2020-01-05 14:19:20,Cimywazyungpje8l3,119.86.201.223,15108,10.20.0.117,53,udp,29551,mail.nilgiritelecom.example,MX,REFUSED,-,T
2020-01-05 14:28:50,Cccdg4a6xjf.xyz,154.226.123.216,54082,10.10.0.116,53,tcp,10848,c7o37xgafnl48g333h.click,MX,NXDOMAIN,217.214.101.90,F
2020-01-05 14:51:54,Cjuhenqvxlert2xq9,203.48.165.211,51015,10.20.0.81,53,tcp,7532,ANY.mail.nilgiritelecom.example,ANY,REFUSED,-,T
2020-01-05 17:09:17,Cyfx1nizxtzgdro65,3.23.13.171,16873,10.30.0.26,53,tcp,30031,objn1410x4k.top,A,NXDOMAIN,15.152.96.105,F
2020-01-05 21:21:20,C9g8j2z8b8d.click,162.224.1.2,37924,10.30.0.45,53,tcp,44756,netbanking.nilgiritelecom.example,MX,NOERROR,177.73.200.61,F
2020-01-05 23:27:28,Cujpo8cuder0arywk,54.206.153.93,5180,10.30.0.86,53,tcp,22713,2dh3yq3q8lh56.click,AAAA,NXDOMAIN,197.150.59.165,F
2020-01-06 00:56:01,Cniz7ftjxiowu.inf,73.99.218.98,55552,10.20.0.122,53,tcp,33138,google.com,MX,REFUSED,-,T
2020-01-06 01:39:43,Czkctdirh1i3o.top,67.166.97.34,64551,10.30.0.17,53,tcp,12889,cbmuzwpqlbyxf4c.top,AAAA,NXDOMAIN,188.236.119.115,F
2020-01-06 05:05:41,Cspju7ak13essp.to,41.36.67.194,3101,10.30.0.11,53,udp,53283,nilgiritelecom.example,AAAA,NOERROR,164.119.174.95,F
2020-01-06 05:25:43,Cl8itiw8152xwdo6j,151.18.52.157,59643,10.10.0.59,53,udp,27736,5qndl609icnh4u.click,MX,NOERROR,189.221.199.31,F
2020-01-06 06:42:36,Cph4lnnye4y6r.cli,120.96.177.232,31693,10.20.0.112,53,tcp,40835,udi9tggleto0bfv1h.info,A,NOERROR,171.163.38.31,F
2020-01-06 14:40:53,C4g9loyqtvp0k345.,116.36.45.184,44170,10.20.0.112,53,udp,14770,ge02ih5vjje1.xyz,AAAA,REFUSED,-,T
2020-01-06 15:28:14,Cmyoxxms3v05e.cli,145.143.79.86,6329,10.10.0.60,53,udp,60988,ns1.nilgiritelecom.example,AAAA,NOERROR,29.58.248.207,F
2020-01-06 16:46:49,C9t8w94qt3kogag8f,86.187.26.238,47335,10.30.0.31,53,tcp,33971,mail.nilgiritelecom.example,MX,REFUSED,-,T
2020-01-06 18:21:48,Cz3jdy3qeosy6wwzx,195.170.233.24,10321,10.20.0.94,53,tcp,40910,netbanking.nilgiritelecom.example,AAAA,NOERROR,120.228.233.147,F
2020-01-06 20:04:06,Cvfdcmywcv99okcbm,161.9.94.72,31360,10.20.0.91,53,tcp,25586,update.microsoft.com,A,NOERROR,122.32.54.183,F
2020-01-06 21:02:37,Ce8zy88gzdej482.i,128.71.83.240,45697,10.20.0.114,53,udp,2881,1krfntorju7lmrv.click,MX,NXDOMAIN,159.25.113.45,F
2020-01-06 21:50:08,C09w0r0w54an5zxy.,33.215.72.104,60066,10.30.0.133,53,udp,18900,0mi31fwbhqe.top,AAAA,NXDOMAIN,221.203.1.98,F
2020-01-06 22:53:49,C7lmw56xmzj.xyz,78.145.74.153,2096,10.20.0.108,53,tcp,53833,o1wjq5r7bwxh3fl.xyz,AAAA,REFUSED,-,T
2020-01-07 02:26:41,C4ri9pemzq4.xyz,176.139.14.231,25762,10.30.0.83,53,udp,11944,ANY.mail.nilgiritelecom.example,ANY,REFUSED,-,T
2020-01-07 02:48:14,Cn5hheaxftvp.info,3.49.109.218,21707,10.20.0.88,53,udp,52443,ANY.ns1.nilgiritelecom.example,ANY,NOERROR,55.46.232.34,F
2020-01-07 08:17:53,Cqf516muvl6htplc.,68.112.171.182,6524,10.30.0.85,53,udp,11531,vxehwqlphf3bgw4zn5.info,A,NXDOMAIN,166.157.17.44,F
2020-01-07 09:43:29,Cw9ek24bhhmp0k.in,198.38.222.81,50988,10.20.0.54,53,udp,50984,4e86kzebb6.xyz,AAAA,NXDOMAIN,63.147.116.158,F
2020-01-07 12:21:37,Cweyedcioybc4.inf,151.164.223.85,58350,10.20.0.85,53,tcp,52504,qiqsrkgtg0diepklrc.info,TXT,NOERROR,140.7.72.127,F
2020-01-07 19:21:36,Cltlcah9o55u.clic,145.244.91.119,44904,10.30.0.25,53,udp,8825,ANY.nilgiritelecom.example,ANY,REFUSED,-,T
2020-01-08 00:29:13,Cns4u5qgbk007bf.x,145.33.37.124,58939,10.20.0.80,53,tcp,23132,ANY.nilgiritelecom.example,ANY,REFUSED,-,T
2020-01-08 04:42:42,Clw1akngiru.click,177.8.83.174,58389,10.30.0.55,53,tcp,62205,ANY.mail.nilgiritelecom.example,ANY,NOERROR,103.176.53.30,F
2020-01-08 06:18:37,C963ehmsqjsufc0s.,36.195.77.102,63308,10.10.0.114,53,udp,51623,ns1.nilgiritelecom.example,A,NOERROR,143.3.39.142,F
2020-01-08 12:08:06,Ckylc5aynfh2.top,187.181.109.125,34996,10.20.0.50,53,tcp,56460,mail.nilgiritelecom.example,A,REFUSED,-,T
2020-01-08 13:38:50,Cctt0vsoxzccdxzb6,80.91.207.102,24069,10.30.0.79,53,tcp,5913,0ist7gqb7c85ex4.xyz,A,REFUSED,-,T
2020-01-08 16:06:45,Cyadet4n1idaquncm,220.183.185.6,35497,10.30.0.127,53,udp,14607,ANY.ns1.nilgiritelecom.example,ANY,NOERROR,86.233.135.131,F
2020-01-08 18:35:32,C47a7x0dckvlzh2qo,40.161.122.240,39569,10.20.0.4,53,udp,37658,nilgiritelecom.example,MX,NOERROR,49.127.37.38,F
2020-01-08 19:14:13,Cb6n7ak3uhmh4io.i,179.28.66.2,52217,10.20.0.21,53,udp,49360,google.com,A,NOERROR,88.88.136.25,F
2020-01-08 22:42:35,Ctkg16x14osnq1cg4,151.253.90.136,64815,10.30.0.103,53,udp,841,m85qqtywciqw0x.xyz,TXT,NXDOMAIN,30.170.114.253,F
2020-01-08 23:08:04,Cpmymgi7yc96.top,119.219.58.251,6942,10.20.0.91,53,udp,7530,u5vvsvzzn44nl4uebl.xyz,A,NXDOMAIN,16.4.252.139,F
2020-01-09 02:15:35,C1h3wf03a9xfn8kd.,51.155.174.148,55946,10.30.0.28,53,tcp,43469,mail.nilgiritelecom.example,AAAA,REFUSED,-,T
2020-01-09 07:17:49,Curs1i8qn3daa2v03,221.180.100.158,1759,10.10.0.74,53,tcp,29429,3nip6cvq9hq4yq.xyz,TXT,NXDOMAIN,110.145.238.105,F
2020-01-09 12:43:27,Ck2prm9yude.info,144.102.187.76,47399,10.30.0.101,53,tcp,30918,2265yvfdz3h.xyz,AAAA,REFUSED,-,T
2020-01-09 15:07:46,Cug4kjv7jodl7eqnm,100.233.48.130,11922,10.10.0.78,53,udp,11130,nilgiritelecom.example,TXT,NOERROR,5.113.83.239,F
2020-01-09 18:45:52,Cwtwfubgj056cdxwf,122.212.81.108,50196,10.10.0.55,53,udp,24930,ANY.nilgiritelecom.example,ANY,NOERROR,23.40.68.132,F
2020-01-10 04:57:48,Cmotz7q57za836eq.,173.84.81.68,38032,10.20.0.111,53,udp,21316,w5czjz5r453.info,MX,REFUSED,-,T
2020-01-10 07:21:10,Cebavbd2u1dqva0.x,24.236.198.167,63055,10.20.0.114,53,udp,50803,ANY.mail.nilgiritelecom.example,ANY,NOERROR,206.184.55.204,F
2020-01-10 08:03:46,Caxtjnkfn1t5.top,221.201.243.10,41337,10.20.0.49,53,tcp,35397,v8igcb7hq4mhu380.info,A,NOERROR,155.138.165.110,F
2020-01-10 09:23:15,Cuybpv6j87t.info,109.160.0.79,20834,10.10.0.98,53,udp,35709,6rf391sg2h8.xyz,A,NXDOMAIN,187.40.232.74,F
2020-01-10 10:35:16,Cg1qjgfemg9cuksl.,100.140.115.150,59140,10.30.0.104,53,udp,21554,ANY.mail.nilgiritelecom.example,ANY,NOERROR,81.153.86.73,F
2020-01-10 10:52:11,Cbigegml8yw37hdkg,126.159.149.60,29404,10.30.0.78,53,udp,61840,ns1.nilgiritelecom.example,A,NOERROR,202.191.122.165,F
2020-01-10 14:14:27,Cqiyjcfmlznd7yl4f,18.120.156.250,37121,10.20.0.65,53,udp,10294,v55rrf9eu799v1.top,A,REFUSED,-,T
2020-01-10 14:45:34,C6xu2wg60vw.info,17.216.63.104,64432,10.30.0.79,53,tcp,32873,netbanking.nilgiritelecom.example,MX,NOERROR,88.40.97.148,F
2020-01-10 16:32:59,Ckv46qpyrg3ywjw.t,6.161.254.82,54054,10.30.0.107,53,udp,51975,ANY.mail.nilgiritelecom.example,ANY,NOERROR,203.155.17.197,F
2020-01-10 17:49:52,Cuynmzwvcu9s9qr.c,120.68.156.90,3827,10.10.0.125,53,tcp,14329,htoxod4b1phs614zi.click,AAAA,NOERROR,12.164.197.135,F
2020-01-10 19:08:16,Cw9tkfs5y50vmfvtl,56.142.131.158,47586,10.30.0.113,53,udp,49079,google.com,MX,REFUSED,-,T
2020-01-11 03:12:35,Cvvhvzpjchjr.clic,125.106.129.141,7081,10.10.0.66,53,udp,17901,ns1.nilgiritelecom.example,TXT,NOERROR,195.115.50.92,F
2020-01-11 06:16:42,Cc58jba442of2n3.i,34.124.235.232,31964,10.30.0.46,53,udp,1018,5y1sa2625zxmx.top,A,NOERROR,141.16.83.64,F
2020-01-11 09:09:09,Cydbnzflipa8ka.to,14.115.195.9,53246,10.20.0.117,53,tcp,64286,ns1.nilgiritelecom.example,AAAA,NOERROR,30.163.208.159,F
2020-01-11 13:29:54,Cppxx574vh8lssq7.,221.2.126.208,10930,10.10.0.18,53,tcp,33557,xnjszwwivriwe71.click,A,REFUSED,-,T
2020-01-11 14:33:54,Cxc59vfo2v05.top,185.124.159.64,37278,10.30.0.128,53,udp,46664,998la5ks04.top,AAAA,NOERROR,76.226.62.68,F
2020-01-11 14:44:28,C1q1o756eyw.click,5.17.223.100,16449,10.10.0.99,53,tcp,1057,ns1.nilgiritelecom.example,MX,REFUSED,-,T
2020-01-11 23:38:43,Cex47qsjn8l.top,220.61.46.129,25132,10.10.0.76,53,udp,20186,coyjloxwpn2.xyz,A,REFUSED,-,T
2020-01-12 02:22:07,Ctd9k2ofd5m1uxjb.,36.26.77.46,47086,10.30.0.91,53,tcp,11343,cc1pjsiksn6z.click,TXT,REFUSED,-,T
2020-01-12 03:54:53,Cvlp4fmwe4wd15n0l,110.137.242.86,20848,10.30.0.96,53,udp,23467,ANY.nilgiritelecom.example,ANY,REFUSED,-,T
2020-01-12 04:00:59,Cxvn9ub8q8mzcfi.x,177.107.23.13,31129,10.30.0.35,53,udp,53261,ANY.nilgiritelecom.example,ANY,REFUSED,-,T
2020-01-12 06:58:40,Cgj0nklo2lwdt34aj,17.118.66.27,19083,10.20.0.21,53,tcp,5438,bau6obflk6vjn.top,TXT,NOERROR,78.134.167.194,F
2020-01-12 09:38:12,Cn1giesvff9f9.inf,85.215.197.162,12337,10.20.0.68,53,udp,43824,ANY.ns1.nilgiritelecom.example,ANY,REFUSED,-,T
2020-01-12 10:16:09,Cwofieu7waifvx9m.,5.16.24.32,8765,10.20.0.81,53,udp,60893,ns1.nilgiritelecom.example,A,NOERROR,143.50.206.137,F
2020-01-12 12:34:50,C5l245jwf1kz0iny.,167.75.75.189,16492,10.20.0.83,53,udp,33500,ANY.ns1.nilgiritelecom.example,ANY,NOERROR,120.63.144.172,F
2020-01-12 13:07:06,Ch7u4a1xa6sj.info,49.76.157.22,37314,10.20.0.22,53,udp,25000,nilgiritelecom.example,A,REFUSED,-,T
2020-01-12 14:12:23,Cwsify02c637c1bgn,143.37.226.108,37674,10.10.0.46,53,udp,61408,google.com,AAAA,NOERROR,132.110.167.95,F
2020-01-12 16:53:16,Cfswsyqrqiz023ey.,98.28.211.58,51750,10.30.0.109,53,udp,17064,bv8p6zmt8treiqrd9.info,A,REFUSED,-,T
2020-01-12 19:33:29,Cmqbbszs1uqz4bi39,158.145.58.183,35384,10.10.0.122,53,udp,47417,netbanking.nilgiritelecom.example,A,NOERROR,133.175.131.167,F
2020-01-13 03:55:52,Chipe3gol86.click,123.80.101.4,53380,10.20.0.133,53,tcp,46048,ANY.ns1.nilgiritelecom.example,ANY,NOERROR,67.103.205.83,F
2020-01-13 07:02:44,Cowfbc3ohd2vzojg7,33.77.57.20,17618,10.10.0.100,53,udp,52253,ns1.nilgiritelecom.example,MX,NOERROR,148.61.220.167,F
2020-01-13 09:11:44,C17110dlnr0p7b1te,175.36.80.17,44009,10.20.0.130,53,udp,48253,83kxvet1shm4qcnn1.xyz,MX,NOERROR,90.64.90.38,F
2020-01-13 11:25:14,C4ltzuyxrmvq3xa.t,83.248.116.124,63377,10.30.0.133,53,udp,34718,2cfiyu5ide3luwuym.info,MX,NXDOMAIN,15.179.151.150,F
2020-01-13 11:39:19,Cm3kglbgavcjj.top,44.94.217.57,35176,10.10.0.116,53,udp,6566,ANY.mail.nilgiritelecom.example,ANY,REFUSED,-,T
2020-01-13 12:28:26,C9luoienfnlow.top,192.8.18.66,59061,10.30.0.84,53,udp,33571,lqqw28amtmclof8.top,A,NOERROR,126.5.174.247,F
2020-01-13 13:18:59,C3umqlxfovq92kyf.,80.79.97.125,60680,10.20.0.94,53,tcp,15339,update.microsoft.com,TXT,REFUSED,-,T
2020-01-13 15:16:41,Cpn3xx6yat73yw.in,214.129.215.167,14564,10.30.0.115,53,udp,18248,update.microsoft.com,AAAA,NOERROR,23.221.185.147,F
2020-01-13 21:55:32,C93vgzk1geejg96p.,147.196.97.104,54447,10.20.0.69,53,tcp,13900,bylqe2fihbjhqe.xyz,AAAA,NXDOMAIN,111.182.229.134,F
2020-01-13 22:05:13,C07dptfj8l54tn3he,98.70.30.25,20753,10.10.0.129,53,udp,12093,or01nd621ksx8mj.info,A,NOERROR,124.176.251.91,F
2020-01-13 22:44:32,Czc4gibqrr7lgi.in,182.226.54.199,56452,10.10.0.132,53,tcp,6609,6dqf3643uu04k.xyz,A,REFUSED,-,T
2020-01-13 23:10:32,Cltl1kf4hb2fxat.c,12.25.208.63,22616,10.30.0.31,53,tcp,45645,ANY.ns1.nilgiritelecom.example,ANY,NOERROR,203.232.60.242,F
2020-01-14 00:16:42,Cfputrztdd3p6e.xy,80.99.235.222,5164,10.30.0.107,53,udp,10803,dqedzirp0yeuqx5.top,MX,NXDOMAIN,45.69.199.118,F
2020-01-14 04:02:58,Clakfc1jnlfxb23vh,148.199.222.151,25865,10.30.0.44,53,udp,23910,ANY.mail.nilgiritelecom.example,ANY,NOERROR,206.135.161.192,F
2020-01-14 04:12:02,Co0600fzdbk6ll.cl,85.251.151.253,12731,10.30.0.42,53,tcp,56809,mail.nilgiritelecom.example,TXT,NOERROR,114.228.121.143,F
2020-01-14 14:21:31,Cj5ihv7u4dv06d7a.,43.75.42.231,5472,10.20.0.9,53,udp,46798,netbanking.nilgiritelecom.example,A,NOERROR,194.49.162.21,F
2020-01-14 15:50:28,Cv1u56go8tle4.xyz,88.144.104.156,57725,10.30.0.125,53,tcp,60161,g1sbxj5xnxnw7ql.click,A,NOERROR,223.139.71.59,F
2020-01-14 21:06:28,C4w8cbb40e4tuob6p,116.93.155.45,49698,10.20.0.129,53,tcp,32105,ns1.nilgiritelecom.example,A,NOERROR,152.185.107.11,F
2020-01-14 21:28:21,Cs20fhc5szfc1nv4.,25.89.31.199,48909,10.30.0.72,53,tcp,21732,ANY.nilgiritelecom.example,ANY,NOERROR,190.144.94.161,F
2020-01-15 02:58:28,Ce6iyrls9qp6.xyz,15.125.154.143,64885,10.10.0.67,53,udp,60008,ANY.mail.nilgiritelecom.example,ANY,REFUSED,-,T
2020-01-15 03:05:33,C0yhyytlprs7.info,136.27.146.62,28879,10.20.0.123,53,udp,30290,ANY.mail.nilgiritelecom.example,ANY,NOERROR,207.73.92.139,F
2020-01-15 03:20:07,Codrscm94ntjq0enl,194.101.147.168,54573,10.10.0.59,53,udp,20261,update.microsoft.com,AAAA,NOERROR,157.205.253.171,F
2020-01-15 04:58:29,Chbnqdpsc8z.info,166.104.236.118,20705,10.30.0.41,53,udp,47680,h8dd74ywgrdb.top,MX,NXDOMAIN,105.240.190.244,F
2020-01-15 06:59:18,Czw75oxvwjmtsibu.,173.12.212.21,47935,10.10.0.83,53,udp,61714,661hmeht9z.top,TXT,NXDOMAIN,17.103.153.12,F
2020-01-15 10:41:06,C7qbzrq5aj28f4z.i,6.208.78.169,58956,10.10.0.64,53,udp,21313,mail.nilgiritelecom.example,TXT,NOERROR,19.72.228.50,F
2020-01-15 20:04:12,Ckpi5zaq1mz8za.to,28.170.102.78,7088,10.20.0.47,53,udp,22484,ANY.mail.nilgiritelecom.example,ANY,NOERROR,102.141.106.69,F
2020-01-16 02:03:00,C13uizwkt9f80666q,40.139.68.73,10518,10.10.0.52,53,udp,42128,81uabbhlp40.info,MX,NOERROR,26.126.170.114,F
2020-01-16 02:45:04,C62qr5mfb3lkjnhn.,165.102.234.57,4533,10.30.0.113,53,tcp,59863,43gtk6mbl2qa.xyz,A,NXDOMAIN,97.91.168.221,F
2020-01-16 05:47:13,Cd09xgrapp4g7xge.,13.64.255.36,26725,10.30.0.65,53,tcp,61673,ANY.ns1.nilgiritelecom.example,ANY,NOERROR,70.158.189.1,F
2020-01-16 09:29:54,Cdewutpl5n2lvudkr,101.92.98.237,61121,10.20.0.54,53,udp,33695,57czqec4oahmq0.click,TXT,NXDOMAIN,178.242.240.80,F
2020-01-16 10:34:25,Cmvgjfp0vkxsit02h,48.168.96.135,21519,10.10.0.118,53,udp,56798,6l3eu24pvb.xyz,TXT,REFUSED,-,T
2020-01-16 14:28:36,C9p7l4qerdxl0zf1r,143.230.223.83,35168,10.20.0.15,53,udp,18803,mail.nilgiritelecom.example,TXT,REFUSED,-,T
2020-01-16 20:20:23,C3l3qdednyebd3.cl,197.52.11.184,3964,10.20.0.87,53,tcp,58331,d76950xjt3fotv3j.click,A,REFUSED,-,T
2020-01-17 01:03:56,C8k5ttcjrrj.top,48.158.187.92,50479,10.10.0.37,53,udp,9434,ANY.mail.nilgiritelecom.example,ANY,REFUSED,-,T
2020-01-17 01:12:44,C9oc47qv0x1zq23h.,123.76.197.47,64187,10.30.0.17,53,udp,6941,ANY.ns1.nilgiritelecom.example,ANY,REFUSED,-,T
2020-01-17 02:47:55,Cce8o6idcikurku3b,46.99.22.61,19734,10.20.0.12,53,udp,25780,02nvg8snk7f.click,AAAA,REFUSED,-,T
2020-01-17 02:48:43,Cuadba35thjkbt6.t,202.226.239.97,22734,10.20.0.126,53,udp,53093,netbanking.nilgiritelecom.example,A,NOERROR,2.191.43.89,F
2020-01-17 11:21:35,C5btivah9qyi1sj5b,17.167.59.53,21357,10.20.0.15,53,udp,19828,sk0thuu766671r0il.info,A,NXDOMAIN,59.215.208.40,F
2020-01-17 13:36:25,Cyzje4tpe39aoqi.x,176.135.123.40,24123,10.10.0.70,53,udp,594,ANY.ns1.nilgiritelecom.example,ANY,NOERROR,133.61.93.229,F
2020-01-17 16:49:35,Cdh76su8crxm.info,210.86.60.160,25710,10.10.0.77,53,tcp,26955,ns1.nilgiritelecom.example,TXT,NOERROR,161.18.74.241,F
2020-01-17 17:09:03,Caojqwl4pwj3i.top,110.9.22.22,64937,10.10.0.74,53,udp,15407,mail.nilgiritelecom.example,AAAA,NOERROR,167.237.51.150,F
2020-01-17 21:47:00,Clina23vxtspje6xq,70.156.223.102,63236,10.20.0.132,53,udp,35388,ns1.nilgiritelecom.example,MX,NOERROR,95.93.183.58,F
2020-01-18 00:05:58,Cagh395p1cxrnnhtt,23.144.123.110,49338,10.10.0.116,53,udp,11417,google.com,A,REFUSED,-,T
2020-01-18 01:03:26,C7xphwkrkrp.top,17.74.155.47,10098,10.30.0.88,53,udp,60015,ANY.ns1.nilgiritelecom.example,ANY,NOERROR,17.77.174.143,F
2020-01-18 01:35:10,Cxu6p9eqqv17q0ss3,208.73.97.42,58797,10.20.0.57,53,udp,23973,ANY.mail.nilgiritelecom.example,ANY,NOERROR,164.72.255.84,F
2020-01-18 01:55:27,Cq2slsxyuodxlxfep,80.86.56.2,5303,10.10.0.98,53,udp,36587,rnziwyoc3bmfi1ibdi.click,MX,NOERROR,62.186.165.117,F
2020-01-18 13:13:28,Cqx5qzk6gsnxyh.to,140.48.237.32,39652,10.10.0.50,53,udp,48497,ANY.ns1.nilgiritelecom.example,ANY,NOERROR,84.227.225.117,F
2020-01-18 13:37:12,Ceumhqfwdff.xyz,24.21.192.219,4708,10.30.0.13,53,udp,24767,p7fx6o54wq.click,A,NXDOMAIN,106.139.160.154,F
2020-01-18 15:27:03,C3x0mt3hk6onrg2w1,107.22.199.92,36051,10.10.0.3,53,udp,28383,gckm3k99il8j7.info,TXT,NXDOMAIN,196.70.52.141,F
2020-01-18 18:52:24,C8vao1zcptn.info,161.195.68.240,58908,10.30.0.33,53,tcp,27006,netbanking.nilgiritelecom.example,TXT,REFUSED,-,T
2020-01-19 04:11:05,Ci1pa85ka4kdrnup.,106.102.25.250,12078,10.10.0.29,53,udp,59325,ns1.nilgiritelecom.example,MX,NOERROR,112.103.139.205,F
