timestamp,device,message_id,result,user,client_ip,detail
2020-01-26 17:34:20,NTN-VPN-01,ASA-113005,REJECTED,lavanya.dyal,11.54.168.216,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-01-26 23:18:49,NTN-VPN-01,ASA-113005,REJECTED,zoya.sankaran,191.44.20.247,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-01-27 01:27:10,NTN-VPN-01,ASA-113005,REJECTED,tanya.setty,199.207.221.150,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-01-27 03:29:35,NTN-VPN-01,ASA-722051,CONNECTED,vihaan.grewal,32.41.110.215,Group <SSL-Staff> User <vihaan.grewal> IP <32.41.110.215> IPv4 Address <10.99.0.116> assig
2020-01-27 04:35:59,NTN-VPN-01,ASA-722051,CONNECTED,tushar.mall,206.238.175.216,Group <SSL-Staff> User <tushar.mall> IP <206.238.175.216> IPv4 Address <10.99.2.180> assig
2020-01-27 07:02:48,NTN-VPN-01,ASA-722051,CONNECTED,tejas.sethi,203.160.200.166,Group <SSL-Staff> User <tejas.sethi> IP <203.160.200.166> IPv4 Address <10.99.3.102> assig
2020-01-27 22:20:02,NTN-VPN-01,ASA-722051,CONNECTED,misha.borah,40.224.165.46,Group <SSL-Staff> User <misha.borah> IP <40.224.165.46> IPv4 Address <10.99.3.163> assigne
2020-01-29 13:00:05,NTN-VPN-01,ASA-113005,REJECTED,ivan.deep,105.42.187.14,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-01-30 19:43:41,NTN-VPN-01,ASA-113005,REJECTED,lagan.gour,65.186.1.160,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-01-31 02:36:38,NTN-VPN-01,ASA-722051,CONNECTED,madhav.ganguly,178.131.183.85,Group <SSL-Staff> User <madhav.ganguly> IP <178.131.183.85> IPv4 Address <10.99.2.201> ass
2020-01-31 06:46:02,NTN-VPN-01,ASA-722051,CONNECTED,baiju.ramakrishnan,92.4.70.16,Group <SSL-Staff> User <baiju.ramakrishnan> IP <92.4.70.16> IPv4 Address <10.99.2.59> assi
2020-01-31 10:14:46,NTN-VPN-01,ASA-722051,CONNECTED,lakshit.thaker,87.152.82.22,Group <SSL-Staff> User <lakshit.thaker> IP <87.152.82.22> IPv4 Address <10.99.0.198> assig
2020-01-31 10:36:54,NTN-VPN-01,ASA-113005,REJECTED,vivaan.doshi,46.157.79.224,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-01-31 21:48:27,NTN-VPN-01,ASA-113005,REJECTED,armaan.wagle,69.72.101.198,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-01 11:09:46,NTN-VPN-01,ASA-113005,REJECTED,sahil.kurian,46.60.253.29,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-02 06:11:46,NTN-VPN-01,ASA-113005,REJECTED,hazel.sen,162.185.202.158,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-04 02:04:17,NTN-VPN-01,ASA-722051,CONNECTED,romil.taneja,65.154.101.220,Group <SSL-Staff> User <romil.taneja> IP <65.154.101.220> IPv4 Address <10.99.3.21> assign
2020-02-04 11:36:58,NTN-VPN-01,ASA-113005,REJECTED,saksham.sachar,102.96.32.10,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-04 12:22:16,NTN-VPN-01,ASA-113005,REJECTED,aaryahi.bali,34.13.201.60,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-05 14:24:36,NTN-VPN-01,ASA-722051,CONNECTED,yuvraj..joshi,195.43.28.242,Group <SSL-Staff> User <yuvraj..joshi> IP <195.43.28.242> IPv4 Address <10.99.2.160> assig
2020-02-05 18:32:47,NTN-VPN-01,ASA-113005,REJECTED,yashvi.reddy,158.61.144.41,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-06 06:32:55,NTN-VPN-01,ASA-113005,REJECTED,anay.vig,63.168.113.232,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-06 08:18:16,NTN-VPN-01,ASA-113005,REJECTED,yuvaan.bail,109.48.210.209,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-06 22:15:07,NTN-VPN-01,ASA-113005,REJECTED,inaaya..dora,24.140.49.54,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-06 22:22:28,NTN-VPN-01,ASA-113005,REJECTED,lagan.ravi,85.112.106.238,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-06 23:21:39,NTN-VPN-01,ASA-113005,REJECTED,aayush.bandi,195.52.110.207,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-07 05:01:02,NTN-VPN-01,ASA-722051,CONNECTED,dhanush.chakrabarti,130.62.155.51,Group <SSL-Staff> User <dhanush.chakrabarti> IP <130.62.155.51> IPv4 Address <10.99.3.171>
2020-02-08 02:51:10,NTN-VPN-01,ASA-722051,CONNECTED,bhamini.mani,36.124.142.159,Group <SSL-Staff> User <bhamini.mani> IP <36.124.142.159> IPv4 Address <10.99.2.227> assig
2020-02-08 11:03:16,NTN-VPN-01,ASA-722051,CONNECTED,jayesh.kalita,143.110.218.246,Group <SSL-Staff> User <jayesh.kalita> IP <143.110.218.246> IPv4 Address <10.99.3.203> ass
2020-02-08 17:38:36,NTN-VPN-01,ASA-722051,CONNECTED,mishti.bhargava,135.204.200.155,Group <SSL-Staff> User <mishti.bhargava> IP <135.204.200.155> IPv4 Address <10.99.1.242> a
2020-02-08 17:49:52,NTN-VPN-01,ASA-113005,REJECTED,anika.vora,21.98.146.130,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-08 21:07:00,NTN-VPN-01,ASA-722051,CONNECTED,badal.ravel,137.148.157.5,Group <SSL-Staff> User <badal.ravel> IP <137.148.157.5> IPv4 Address <10.99.2.197> assigne
2020-02-08 23:45:55,NTN-VPN-01,ASA-113005,REJECTED,vaibhav.gara,47.172.60.176,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-09 01:02:51,NTN-VPN-01,ASA-113005,REJECTED,jayan.arora,15.197.252.167,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-09 06:47:55,NTN-VPN-01,ASA-113005,REJECTED,advik.tella,90.148.54.238,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-10 11:59:29,NTN-VPN-01,ASA-722051,CONNECTED,mehul.loyal,184.72.17.68,Group <SSL-Staff> User <mehul.loyal> IP <184.72.17.68> IPv4 Address <10.99.3.249> assigned
2020-02-11 00:41:36,NTN-VPN-01,ASA-722051,CONNECTED,madhup.bava,7.145.124.248,Group <SSL-Staff> User <madhup.bava> IP <7.145.124.248> IPv4 Address <10.99.3.194> assigne
2020-02-12 07:13:24,NTN-VPN-01,ASA-722051,CONNECTED,kimaya.sarraf,120.202.206.111,Group <SSL-Staff> User <kimaya.sarraf> IP <120.202.206.111> IPv4 Address <10.99.2.172> ass
2020-02-12 09:52:37,NTN-VPN-01,ASA-722051,CONNECTED,uthkarsh.vohra,191.150.158.196,Group <SSL-Staff> User <uthkarsh.vohra> IP <191.150.158.196> IPv4 Address <10.99.2.81> ass
2020-02-13 10:56:26,NTN-VPN-01,ASA-113005,REJECTED,mohanlal.bhatt,78.8.191.138,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-13 13:39:57,NTN-VPN-01,ASA-722051,CONNECTED,kavya.ramesh,197.191.205.89,Group <SSL-Staff> User <kavya.ramesh> IP <197.191.205.89> IPv4 Address <10.99.0.227> assig
2020-02-13 14:50:01,NTN-VPN-01,ASA-722051,CONNECTED,anahita.balay,188.251.11.205,Group <SSL-Staff> User <anahita.balay> IP <188.251.11.205> IPv4 Address <10.99.3.19> assig
2020-02-13 15:02:19,NTN-VPN-01,ASA-113005,REJECTED,arnav.thakur,40.228.206.28,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-14 10:27:34,NTN-VPN-01,ASA-722051,CONNECTED,nakul.ghose,188.108.204.140,Group <SSL-Staff> User <nakul.ghose> IP <188.108.204.140> IPv4 Address <10.99.3.37> assign
2020-02-14 22:40:32,NTN-VPN-01,ASA-113005,REJECTED,kaira.deol,105.54.231.250,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-15 04:58:46,NTN-VPN-01,ASA-113005,REJECTED,jhanvi.kalla,110.228.201.73,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-15 07:06:09,NTN-VPN-01,ASA-113005,REJECTED,stuvan.din,174.86.134.199,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-16 06:33:05,NTN-VPN-01,ASA-722051,CONNECTED,jivika.bajaj,75.216.223.226,Group <SSL-Staff> User <jivika.bajaj> IP <75.216.223.226> IPv4 Address <10.99.2.174> assig
2020-02-16 06:46:48,NTN-VPN-01,ASA-722051,CONNECTED,saanvi.keer,145.12.230.119,Group <SSL-Staff> User <saanvi.keer> IP <145.12.230.119> IPv4 Address <10.99.0.98> assigne
2020-02-17 06:42:44,NTN-VPN-01,ASA-722051,CONNECTED,nayantara.ratti,74.19.203.53,Group <SSL-Staff> User <nayantara.ratti> IP <74.19.203.53> IPv4 Address <10.99.2.211> assi
2020-02-17 17:15:40,NTN-VPN-01,ASA-722051,CONNECTED,priyansh.kapoor,120.78.232.150,Group <SSL-Staff> User <priyansh.kapoor> IP <120.78.232.150> IPv4 Address <10.99.2.8> assi
2020-02-17 19:46:05,NTN-VPN-01,ASA-113005,REJECTED,eva.kamdar,85.212.169.182,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-18 01:30:03,NTN-VPN-01,ASA-113005,REJECTED,devansh.singh,150.55.79.140,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-18 19:51:38,NTN-VPN-01,ASA-113005,REJECTED,sahil.mallick,66.186.24.138,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-20 09:09:20,NTN-VPN-01,ASA-722051,CONNECTED,vidur.sarkar,43.4.118.138,Group <SSL-Staff> User <vidur.sarkar> IP <43.4.118.138> IPv4 Address <10.99.1.36> assigned
2020-02-20 12:53:39,NTN-VPN-01,ASA-113005,REJECTED,vritika.mani,187.236.228.88,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-20 18:25:49,NTN-VPN-01,ASA-113005,REJECTED,uthkarsh.desai,75.45.7.57,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-20 19:11:33,NTN-VPN-01,ASA-113005,REJECTED,nirvi.badami,7.70.127.16,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-20 23:19:50,NTN-VPN-01,ASA-722051,CONNECTED,indrajit.varkey,77.66.22.41,Group <SSL-Staff> User <indrajit.varkey> IP <77.66.22.41> IPv4 Address <10.99.0.6> assigne
2020-02-21 10:54:10,NTN-VPN-01,ASA-722051,CONNECTED,kaira.sandal,218.44.117.245,Group <SSL-Staff> User <kaira.sandal> IP <218.44.117.245> IPv4 Address <10.99.2.58> assign
2020-02-21 20:36:11,NTN-VPN-01,ASA-722051,CONNECTED,amira.boase,121.84.211.13,Group <SSL-Staff> User <amira.boase> IP <121.84.211.13> IPv4 Address <10.99.3.124> assigne
2020-02-21 21:01:18,NTN-VPN-01,ASA-113005,REJECTED,kiaan.sarkar,12.75.145.235,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-22 23:50:25,NTN-VPN-01,ASA-113005,REJECTED,vritika.dora,136.21.60.152,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-23 12:18:48,NTN-VPN-01,ASA-722051,CONNECTED,miraya.chakraborty,28.198.75.122,Group <SSL-Staff> User <miraya.chakraborty> IP <28.198.75.122> IPv4 Address <10.99.0.27> a
2020-02-24 13:04:09,NTN-VPN-01,ASA-722051,CONNECTED,divyansh.kothari,49.129.61.127,Group <SSL-Staff> User <divyansh.kothari> IP <49.129.61.127> IPv4 Address <10.99.0.209> as
2020-02-25 05:46:56,NTN-VPN-01,ASA-113005,REJECTED,dhruv.korpal,119.126.151.163,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-25 07:57:37,NTN-VPN-01,ASA-722051,CONNECTED,amani.kala,126.131.157.114,Group <SSL-Staff> User <amani.kala> IP <126.131.157.114> IPv4 Address <10.99.1.239> assign
2020-02-25 17:37:51,NTN-VPN-01,ASA-722051,CONNECTED,diya.sandal,102.90.154.109,Group <SSL-Staff> User <diya.sandal> IP <102.90.154.109> IPv4 Address <10.99.0.118> assign
2020-02-25 18:36:22,NTN-VPN-01,ASA-113005,REJECTED,suhana.iyengar,188.254.109.20,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-25 20:05:40,NTN-VPN-01,ASA-722051,CONNECTED,khushi.verma,41.3.142.207,Group <SSL-Staff> User <khushi.verma> IP <41.3.142.207> IPv4 Address <10.99.2.218> assigne
2020-02-25 20:47:08,NTN-VPN-01,ASA-722051,CONNECTED,aaryahi.tripathi,75.203.128.70,Group <SSL-Staff> User <aaryahi.tripathi> IP <75.203.128.70> IPv4 Address <10.99.2.202> as
2020-02-26 01:51:41,NTN-VPN-01,ASA-722051,CONNECTED,neysa.khurana,94.102.51.189,Group <SSL-Staff> User <neysa.khurana> IP <94.102.51.189> IPv4 Address <10.99.3.161> assig
2020-02-26 08:47:33,NTN-VPN-01,ASA-722051,CONNECTED,aarav.tak,149.255.153.120,Group <SSL-Staff> User <aarav.tak> IP <149.255.153.120> IPv4 Address <10.99.3.80> assigned
2020-02-27 03:37:44,NTN-VPN-01,ASA-113005,REJECTED,rhea.d’alia,95.113.215.45,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-27 06:15:49,NTN-VPN-01,ASA-113005,REJECTED,miraan.balay,46.207.183.250,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-27 09:23:28,NTN-VPN-01,ASA-113005,REJECTED,eva.deol,157.106.80.47,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-27 23:42:12,NTN-VPN-01,ASA-113005,REJECTED,dishani.dey,46.10.142.162,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-28 00:59:45,NTN-VPN-01,ASA-722051,CONNECTED,heer.tandon,130.38.78.180,Group <SSL-Staff> User <heer.tandon> IP <130.38.78.180> IPv4 Address <10.99.0.212> assigne
2020-02-28 12:02:34,NTN-VPN-01,ASA-113005,REJECTED,mishti.chokshi,3.19.102.1,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-28 16:38:49,NTN-VPN-01,ASA-722051,CONNECTED,ranbir.kuruvilla,182.56.58.193,Group <SSL-Staff> User <ranbir.kuruvilla> IP <182.56.58.193> IPv4 Address <10.99.0.19> ass
2020-02-28 17:12:15,NTN-VPN-01,ASA-113005,REJECTED,divit.kaul,71.60.136.217,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-02-28 23:23:17,NTN-VPN-01,ASA-113005,REJECTED,aniruddh.bhardwaj,83.235.228.15,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-03-01 04:27:35,NTN-VPN-01,ASA-722051,CONNECTED,renee.magar,120.138.242.89,Group <SSL-Staff> User <renee.magar> IP <120.138.242.89> IPv4 Address <10.99.1.147> assign
2020-03-01 05:28:43,NTN-VPN-01,ASA-722051,CONNECTED,divyansh.soman,58.186.157.145,Group <SSL-Staff> User <divyansh.soman> IP <58.186.157.145> IPv4 Address <10.99.0.76> assi
2020-03-01 11:57:49,NTN-VPN-01,ASA-722051,CONNECTED,anahita.kota,126.23.19.74,Group <SSL-Staff> User <anahita.kota> IP <126.23.19.74> IPv4 Address <10.99.1.168> assigne
2020-03-01 23:41:37,NTN-VPN-01,ASA-722051,CONNECTED,amira.kale,49.233.36.98,Group <SSL-Staff> User <amira.kale> IP <49.233.36.98> IPv4 Address <10.99.1.247> assigned 
2020-03-02 08:29:20,NTN-VPN-01,ASA-722051,CONNECTED,nitara.khosla,207.192.222.99,Group <SSL-Staff> User <nitara.khosla> IP <207.192.222.99> IPv4 Address <10.99.1.209> assi
2020-03-02 10:13:51,NTN-VPN-01,ASA-722051,CONNECTED,yasmin.sastry,154.204.107.107,Group <SSL-Staff> User <yasmin.sastry> IP <154.204.107.107> IPv4 Address <10.99.3.169> ass
2020-03-02 18:42:21,NTN-VPN-01,ASA-722051,CONNECTED,reyansh.chhabra,45.146.231.17,Group <SSL-Staff> User <reyansh.chhabra> IP <45.146.231.17> IPv4 Address <10.99.0.80> assi
2020-03-04 00:55:19,NTN-VPN-01,ASA-722051,CONNECTED,aniruddh.mani,23.127.163.108,Group <SSL-Staff> User <aniruddh.mani> IP <23.127.163.108> IPv4 Address <10.99.3.102> assi
2020-03-04 08:27:10,NTN-VPN-01,ASA-113005,REJECTED,badal.babu,42.68.242.5,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-03-05 02:13:07,NTN-VPN-01,ASA-113005,REJECTED,amani.dar,72.10.215.26,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
2020-03-05 10:27:48,NTN-VPN-01,ASA-113005,REJECTED,ritvik.luthra,26.50.96.157,AAA user authentication Rejected : reason = Invalid password : server = 10.30.1.5 : user =
