asset_id,hostname,ip,segment,role,os,criticality,exposed,high_sev_alerts,first_seen,last_seen,permitted
AST-0073,NTN-WEB-073,10.10.0.74,Segment A,WEB,Linux,High,True,51,2020-02-06T04:11:17.644366+0000,2023-09-23T06:18:03.085697+0000,40
AST-0076,NTN-SMS-076,10.10.0.77,Segment A,SMS,Linux,Critical,True,52,2020-01-17T16:49:35.783465+0000,2023-05-31T23:23:03.906065+0000,31
AST-0077,NTN-WEB-077,10.10.0.78,Segment A,WEB,Linux,High,True,43,2020-03-15T04:26:50.059105+0000,2023-10-05T04:54:53.897178+0000,26
AST-0078,NTN-PRX-078,10.10.0.79,Segment A,PRX,Windows,High,True,19,2020-01-17T20:22:26.934262+0000,2023-07-19T01:22:01.599570+0000,12
AST-0080,NTN-SMS-080,10.10.0.81,Segment A,SMS,Linux,Critical,True,48,2020-01-18T16:59:39.892647+0000,2023-10-06T14:23:45.077684+0000,36
AST-0082,NTN-PRX-082,10.10.0.83,Segment A,PRX,Linux,Low,True,49,2020-01-15T06:59:18.870609+0000,2023-09-21T04:57:32.735086+0000,30
AST-0084,NTN-SMS-084,10.10.0.85,Segment A,SMS,Windows,High,True,23,2020-02-24T19:07:29.677210+0000,2023-08-22T13:03:57.978362+0000,14
AST-0088,NTN-SMS-088,10.10.0.89,Segment A,SMS,Linux,Low,True,64,2020-02-21T15:42:29.612655+0000,2023-10-01T11:26:33.557970+0000,40
AST-0090,NTN-PRX-090,10.10.0.91,Segment A,PRX,Windows,Medium,True,24,2020-02-14T11:50:13.566063+0000,2023-10-07T15:23:57.572449+0000,17
AST-0094,NTN-PRX-094,10.10.0.95,Segment A,PRX,Linux,Medium,True,35,2020-02-06T15:52:58.794368+0000,2023-09-07T22:50:53.904052+0000,21
AST-0097,NTN-WEB-097,10.10.0.98,Segment A,WEB,Linux,Critical,True,50,2020-04-01T07:52:56.245705+0000,2023-10-04T17:17:30.836331+0000,37
AST-0098,NTN-PRX-098,10.10.0.99,Segment A,PRX,Linux,Critical,True,43,2020-01-23T14:31:14.524394+0000,2023-09-24T03:26:03.497091+0000,26
AST-0099,NTN-DNS-099,10.10.0.100,Segment A,DNS,Linux,High,True,49,2020-01-12T21:02:10.990496+0000,2023-09-23T16:44:31.171015+0000,27
AST-0103,NTN-DNS-103,10.10.0.104,Segment A,DNS,Linux,Critical,True,43,2020-01-02T10:18:29.377852+0000,2023-09-10T09:24:28.311613+0000,28
AST-0109,NTN-WEB-109,10.10.0.110,Segment A,WEB,Linux,Critical,True,33,2020-01-12T00:11:43.363518+0000,2023-10-06T03:59:08.441691+0000,23
AST-0114,NTN-PRX-114,10.10.0.115,Segment A,PRX,Windows,Medium,True,18,2020-02-03T16:50:32.077187+0000,2023-01-21T23:59:46.370106+0000,11
AST-0115,NTN-DNS-115,10.10.0.116,Segment A,DNS,Linux,Low,True,53,2020-01-13T11:39:19.423823+0000,2023-10-10T12:41:42.222994+0000,35
AST-0117,NTN-WEB-117,10.10.0.118,Segment A,WEB,Linux,High,True,32,2020-03-07T17:24:51.499269+0000,2023-08-08T08:07:43.177349+0000,21
AST-0120,NTN-SMS-120,10.10.0.121,Segment A,SMS,Windows,Critical,True,18,2020-03-24T05:59:35.254147+0000,2023-06-15T22:35:36.484767+0000,14
AST-0121,NTN-WEB-121,10.10.0.122,Segment A,WEB,Linux,Low,True,52,2020-01-20T13:20:45.943006+0000,2023-08-29T20:25:01.875645+0000,41
AST-0123,NTN-DNS-123,10.10.0.124,Segment A,DNS,Linux,Low,True,42,2020-02-16T03:40:54.930923+0000,2023-10-05T08:45:22.418751+0000,33
AST-0124,NTN-SMS-124,10.10.0.125,Segment A,SMS,Linux,Medium,True,55,2020-03-03T07:47:46.697014+0000,2023-08-20T14:23:21.599722+0000,35
AST-0127,NTN-DNS-127,10.10.0.128,Segment A,DNS,Linux,Critical,True,47,2020-02-04T12:05:35.219080+0000,2023-09-28T12:35:28.122230+0000,30
AST-0130,NTN-PRX-130,10.10.0.131,Segment A,PRX,Linux,Critical,True,43,2020-01-27T14:25:27.567474+0000,2023-09-21T10:04:12.744568+0000,30
AST-0132,NTN-SMS-132,10.10.0.133,Segment A,SMS,Windows,High,True,19,2020-01-24T05:49:25.664806+0000,2023-01-20T16:41:22.889070+0000,13
AST-0133,NTN-WEB-133,10.10.0.134,Segment A,WEB,Linux,Low,True,51,2020-01-11T04:26:05.852772+0000,2023-09-20T03:55:50.985493+0000,34
AST-0134,NTN-PRX-134,10.10.0.135,Segment A,PRX,Linux,Low,True,45,2020-02-25T06:15:42.577704+0000,2023-08-25T23:32:10.673225+0000,24
AST-0136,NTN-BSS-136,10.20.0.3,Segment B,BSS,Linux,Low,True,48,2020-01-23T02:54:29.469406+0000,2023-06-30T11:22:05.192935+0000,29
AST-0139,NTN-CRM-139,10.20.0.6,Segment B,CRM,Linux,High,True,47,2020-01-31T20:14:50.111381+0000,2023-08-26T22:29:21.321537+0000,31
AST-0141,NTN-AAA-141,10.20.0.8,Segment B,AAA,Linux,Critical,True,43,2020-01-17T00:56:52.740601+0000,2023-10-01T17:10:58.415666+0000,30
AST-0142,NTN-API-142,10.20.0.9,Segment B,API,Linux,Medium,True,38,2020-02-24T01:21:08.494706+0000,2023-09-23T23:16:06.926693+0000,26
AST-0144,NTN-BSS-144,10.20.0.11,Segment B,BSS,Windows,High,True,22,2020-01-15T19:02:01.115924+0000,2023-09-15T13:42:56.840803+0000,17
AST-0151,NTN-CRM-151,10.20.0.18,Segment B,CRM,Linux,Medium,True,54,2020-02-22T14:10:51.725908+0000,2023-07-20T12:49:03.655681+0000,38
AST-0154,NTN-API-154,10.20.0.21,Segment B,API,Linux,Critical,True,34,2020-02-06T15:58:28.608725+0000,2023-09-24T03:13:29.942648+0000,18
AST-0157,NTN-AAA-157,10.20.0.24,Segment B,AAA,Linux,High,True,52,2020-01-02T09:46:14.060907+0000,2023-09-21T07:58:58.245001+0000,33
AST-0158,NTN-API-158,10.20.0.25,Segment B,API,Linux,Low,True,42,2020-01-13T18:34:08.598008+0000,2023-09-28T21:04:28.425129+0000,26
AST-0159,NTN-CRM-159,10.20.0.26,Segment B,CRM,Linux,High,True,35,2020-02-03T17:25:34.953880+0000,2023-09-04T04:20:33.525576+0000,25
AST-0160,NTN-BSS-160,10.20.0.27,Segment B,BSS,Linux,Low,True,37,2020-01-05T18:54:49.838944+0000,2023-10-07T21:13:30.481505+0000,21
AST-0164,NTN-BSS-164,10.20.0.31,Segment B,BSS,Linux,Medium,True,47,2020-03-11T16:23:04.482484+0000,2023-09-29T14:07:06.754996+0000,34
AST-0165,NTN-AAA-165,10.20.0.32,Segment B,AAA,Linux,Medium,True,42,2020-01-20T20:08:49.220855+0000,2023-09-20T06:33:31.246932+0000,32
AST-0177,NTN-AAA-177,10.20.0.44,Segment B,AAA,Linux,Medium,True,31,2020-03-05T18:36:23.309374+0000,2023-09-18T12:22:32.258899+0000,26
AST-0179,NTN-CRM-179,10.20.0.46,Segment B,CRM,Linux,Low,True,50,2020-01-03T21:24:58.069536+0000,2023-10-05T02:07:18.728054+0000,39
AST-0180,NTN-BSS-180,10.20.0.47,Segment B,BSS,Windows,High,True,19,2020-04-08T01:16:10.119926+0000,2023-10-08T09:09:49.969546+0000,15
AST-0181,NTN-AAA-181,10.20.0.48,Segment B,AAA,Linux,High,True,26,2020-02-03T02:19:38.212394+0000,2023-09-17T09:26:24.127313+0000,19
AST-0182,NTN-API-182,10.20.0.49,Segment B,API,Linux,Low,True,45,2020-02-05T18:47:20.020401+0000,2023-10-06T06:29:18.019768+0000,27
AST-0183,NTN-CRM-183,10.20.0.50,Segment B,CRM,Linux,Low,True,50,2020-01-08T12:08:06.425794+0000,2023-09-19T01:00:18.754692+0000,33
AST-0184,NTN-BSS-184,10.20.0.51,Segment B,BSS,Linux,Medium,True,49,2020-01-27T11:19:36.205213+0000,2023-09-21T20:05:33.203327+0000,35
AST-0186,NTN-API-186,10.20.0.53,Segment B,API,Windows,Low,True,18,2020-01-23T19:46:32.547154+0000,2022-10-15T02:56:02.031236+0000,12
AST-0187,NTN-CRM-187,10.20.0.54,Segment B,CRM,Linux,High,True,37,2020-01-01T03:11:48.964541+0000,2023-09-03T20:51:32.578078+0000,22
AST-0188,NTN-BSS-188,10.20.0.55,Segment B,BSS,Linux,High,True,43,2020-01-08T06:50:22.433222+0000,2023-08-26T19:55:05.827964+0000,25
AST-0189,NTN-AAA-189,10.20.0.56,Segment B,AAA,Linux,Critical,True,39,2020-01-22T20:55:28.863780+0000,2023-09-30T06:34:13.862243+0000,20
AST-0194,NTN-API-194,10.20.0.61,Segment B,API,Linux,Critical,True,40,2020-01-26T05:34:17.669676+0000,2023-08-30T02:23:18.222720+0000,28
AST-0197,NTN-AAA-197,10.20.0.64,Segment B,AAA,Linux,Medium,True,43,2020-02-09T03:50:06.313491+0000,2023-10-01T05:34:15.986249+0000,26
AST-0198,NTN-API-198,10.20.0.65,Segment B,API,Windows,Critical,True,24,2020-02-26T00:47:27.673085+0000,2023-10-05T01:33:56.434121+0000,14
AST-0200,NTN-BSS-200,10.20.0.67,Segment B,BSS,Linux,Critical,True,41,2020-01-01T23:08:08.610511+0000,2023-09-27T18:39:53.049040+0000,24
AST-0202,NTN-API-202,10.20.0.69,Segment B,API,Linux,Critical,True,45,2020-01-29T00:34:01.580737+0000,2023-10-03T23:22:38.965613+0000,29
AST-0209,NTN-AAA-209,10.20.0.76,Segment B,AAA,Linux,Medium,True,44,2020-01-15T14:40:53.589456+0000,2023-10-09T18:45:00.465365+0000,30
AST-0211,NTN-CRM-211,10.20.0.78,Segment B,CRM,Linux,Medium,True,55,2020-01-06T02:17:27.726393+0000,2023-10-02T21:37:51.629424+0000,36
AST-0212,NTN-BSS-212,10.20.0.79,Segment B,BSS,Linux,Medium,True,40,2020-01-03T01:20:46.309620+0000,2023-10-09T04:37:17.696430+0000,22
AST-0213,NTN-AAA-213,10.20.0.80,Segment B,AAA,Linux,Critical,True,32,2020-01-20T21:06:48.734441+0000,2023-05-25T17:18:22.434836+0000,21
AST-0214,NTN-API-214,10.20.0.81,Segment B,API,Linux,High,True,39,2020-02-26T09:59:51.130014+0000,2023-08-02T10:39:39.862348+0000,29
AST-0215,NTN-CRM-215,10.20.0.82,Segment B,CRM,Linux,Medium,True,33,2020-01-05T11:12:29.492901+0000,2023-06-26T07:52:14.837644+0000,21
AST-0216,NTN-BSS-216,10.20.0.83,Segment B,BSS,Windows,Medium,True,14,2020-02-06T03:38:04.930162+0000,2023-02-01T14:36:28.959674+0000,10
AST-0217,NTN-AAA-217,10.20.0.84,Segment B,AAA,Linux,Critical,True,30,2020-02-17T22:26:27.996415+0000,2023-09-26T04:23:33.687916+0000,16
AST-0218,NTN-API-218,10.20.0.85,Segment B,API,Linux,High,True,41,2020-01-07T12:21:37.913363+0000,2023-06-25T23:15:18.929019+0000,29
AST-0220,NTN-BSS-220,10.20.0.87,Segment B,BSS,Linux,Critical,True,38,2020-03-19T03:30:04.426812+0000,2023-09-21T18:24:20.355396+0000,23
AST-0221,NTN-AAA-221,10.20.0.88,Segment B,AAA,Linux,Critical,True,40,2020-02-02T18:01:56.486958+0000,2023-08-30T16:25:47.516769+0000,29
AST-0227,NTN-CRM-227,10.20.0.94,Segment B,CRM,Linux,Critical,True,48,2020-02-22T21:07:56.675519+0000,2023-10-02T03:10:24.884589+0000,29
AST-0236,NTN-BSS-236,10.20.0.103,Segment B,BSS,Linux,Medium,True,42,2020-03-10T04:31:21.729057+0000,2023-10-09T22:42:37.984639+0000,32
AST-0238,NTN-API-238,10.20.0.105,Segment B,API,Linux,Low,True,46,2020-02-28T20:22:38.862880+0000,2023-10-10T03:38:31.055070+0000,33
AST-0241,NTN-AAA-241,10.20.0.108,Segment B,AAA,Linux,High,True,40,2020-01-06T22:53:49.736069+0000,2023-08-15T19:36:52.584298+0000,26
AST-0245,NTN-AAA-245,10.20.0.112,Segment B,AAA,Linux,Medium,True,35,2020-04-21T09:12:08.264459+0000,2023-10-02T20:14:22.687414+0000,25
AST-0247,NTN-CRM-247,10.20.0.114,Segment B,CRM,Linux,Critical,True,48,2020-01-01T19:14:34.407422+0000,2023-08-25T05:44:12.187362+0000,36
AST-0250,NTN-API-250,10.20.0.117,Segment B,API,Linux,Medium,True,45,2020-01-25T18:51:50.379995+0000,2023-09-26T16:26:53.575568+0000,24
AST-0253,NTN-AAA-253,10.20.0.120,Segment B,AAA,Linux,Critical,True,52,2020-04-26T12:53:49.384718+0000,2023-10-05T14:27:36.564684+0000,32
AST-0255,NTN-CRM-255,10.20.0.122,Segment B,CRM,Linux,High,True,41,2020-01-19T05:24:43.811559+0000,2023-08-19T09:22:11.573874+0000,25
AST-0256,NTN-BSS-256,10.20.0.123,Segment B,BSS,Linux,High,True,46,2020-01-15T03:05:33.708980+0000,2023-09-29T10:21:12.215789+0000,28
AST-0257,NTN-AAA-257,10.20.0.124,Segment B,AAA,Linux,Critical,True,52,2020-01-31T06:45:30.518908+0000,2023-09-18T01:37:44.463791+0000,27
AST-0258,NTN-API-258,10.20.0.125,Segment B,API,Windows,Low,True,18,2020-03-05T05:58:19.240275+0000,2023-07-23T00:02:49.975011+0000,11
AST-0260,NTN-BSS-260,10.20.0.127,Segment B,BSS,Linux,High,True,34,2020-01-03T02:13:03.916272+0000,2023-09-21T10:43:16.652517+0000,24
AST-0262,NTN-API-262,10.20.0.129,Segment B,API,Linux,Critical,True,43,2020-02-22T10:52:10.460658+0000,2023-09-07T02:35:27.630755+0000,29
AST-0264,NTN-BSS-264,10.20.0.131,Segment B,BSS,Windows,High,True,21,2020-06-20T09:47:08.754191+0000,2023-07-29T05:05:56.325497+0000,10
AST-0266,NTN-API-266,10.20.0.133,Segment B,API,Linux,High,True,43,2020-01-13T03:55:52.211720+0000,2023-08-07T07:55:59.031456+0000,28
AST-0267,NTN-CRM-267,10.20.0.134,Segment B,CRM,Linux,Low,True,33,2020-03-05T09:18:48.409295+0000,2023-05-21T03:32:44.042355+0000,28
AST-0270,NTN-CORE-270,10.30.0.3,Segment C,CORE,Windows,High,True,17,2020-02-19T10:02:55.802144+0000,2023-09-06T15:38:44.075464+0000,12
AST-0277,NTN-HLR-277,10.30.0.10,Segment C,HLR,Linux,Critical,True,28,2020-02-07T15:03:41.182880+0000,2023-09-15T00:55:14.723751+0000,18
AST-0281,NTN-HLR-281,10.30.0.14,Segment C,HLR,Linux,Critical,True,41,2020-02-07T05:38:21.950216+0000,2023-08-05T18:54:57.440188+0000,27
AST-0284,NTN-OSS-284,10.30.0.17,Segment C,OSS,Linux,Medium,True,64,2020-01-06T01:39:43.177200+0000,2023-09-19T16:24:44.037702+0000,48
AST-0285,NTN-HLR-285,10.30.0.18,Segment C,HLR,Linux,Critical,True,48,2020-01-17T13:39:25.390084+0000,2023-10-08T19:14:50.427706+0000,31
AST-0286,NTN-CORE-286,10.30.0.19,Segment C,CORE,Linux,Critical,True,47,2020-01-04T09:19:45.554553+0000,2023-08-10T13:53:51.544182+0000,32
AST-0295,NTN-MSC-295,10.30.0.28,Segment C,MSC,Linux,High,True,56,2020-01-02T08:30:12.081852+0000,2023-09-29T00:24:46.537948+0000,34
AST-0298,NTN-CORE-298,10.30.0.31,Segment C,CORE,Linux,High,True,46,2020-01-15T05:42:27.785871+0000,2023-10-08T00:25:57.886529+0000,34
AST-0299,NTN-MSC-299,10.30.0.32,Segment C,MSC,Linux,Critical,True,68,2020-01-21T00:26:46.390004+0000,2023-08-14T07:14:09.804112+0000,44
AST-0300,NTN-OSS-300,10.30.0.33,Segment C,OSS,Windows,High,True,21,2020-01-22T01:29:03.195419+0000,2023-09-29T08:13:44.546627+0000,17
AST-0309,NTN-HLR-309,10.30.0.42,Segment C,HLR,Linux,High,True,28,2020-03-10T09:38:29.548717+0000,2023-09-22T03:17:25.923328+0000,22
AST-0312,NTN-OSS-312,10.30.0.45,Segment C,OSS,Windows,Medium,True,28,2020-01-05T21:21:20.668491+0000,2023-09-25T10:39:12.306416+0000,20
AST-0314,NTN-CORE-314,10.30.0.47,Segment C,CORE,Linux,High,True,51,2020-03-31T21:05:38.809696+0000,2023-10-06T09:21:28.595514+0000,36
AST-0316,NTN-OSS-316,10.30.0.49,Segment C,OSS,Linux,High,True,46,2020-02-16T11:38:47.852819+0000,2023-08-28T22:48:59.582007+0000,35
AST-0319,NTN-MSC-319,10.30.0.52,Segment C,MSC,Linux,Critical,True,53,2020-01-01T08:58:10.915788+0000,2023-10-03T20:26:28.654163+0000,38
AST-0321,NTN-HLR-321,10.30.0.54,Segment C,HLR,Linux,Critical,True,40,2020-01-18T16:40:09.290547+0000,2023-08-06T02:37:40.097686+0000,30
AST-0322,NTN-CORE-322,10.30.0.55,Segment C,CORE,Linux,High,True,54,2020-01-11T19:34:35.797944+0000,2023-10-06T00:14:14.595290+0000,38
AST-0324,NTN-OSS-324,10.30.0.57,Segment C,OSS,Windows,Critical,True,29,2020-01-01T03:02:42.269489+0000,2023-10-09T12:42:05.551612+0000,19
AST-0325,NTN-HLR-325,10.30.0.58,Segment C,HLR,Linux,High,True,52,2020-01-06T06:02:31.498666+0000,2023-09-06T22:54:28.668978+0000,36
AST-0327,NTN-MSC-327,10.30.0.60,Segment C,MSC,Linux,Critical,True,44,2020-02-17T02:50:04.891575+0000,2023-10-07T23:48:54.724880+0000,31
AST-0328,NTN-OSS-328,10.30.0.61,Segment C,OSS,Linux,Critical,True,51,2020-01-11T11:17:24.185034+0000,2023-10-09T11:01:20.791050+0000,27
AST-0329,NTN-HLR-329,10.30.0.62,Segment C,HLR,Linux,Critical,True,49,2020-01-08T10:29:29.570067+0000,2023-09-11T18:11:12.522633+0000,30
AST-0331,NTN-MSC-331,10.30.0.64,Segment C,MSC,Linux,High,True,54,2020-01-05T20:41:36.770831+0000,2023-09-18T06:54:33.718126+0000,38
AST-0332,NTN-OSS-332,10.30.0.65,Segment C,OSS,Linux,High,True,38,2020-01-03T01:19:39.318521+0000,2023-09-28T06:50:03.193952+0000,25
AST-0333,NTN-HLR-333,10.30.0.66,Segment C,HLR,Linux,High,True,53,2020-03-03T18:27:14.749030+0000,2023-09-17T21:54:43.737650+0000,34
AST-0334,NTN-CORE-334,10.30.0.67,Segment C,CORE,Linux,Critical,True,52,2020-01-07T23:12:37.886223+0000,2023-10-08T16:45:36.578586+0000,36
AST-0336,NTN-OSS-336,10.30.0.69,Segment C,OSS,Windows,Critical,True,17,2020-03-19T04:35:54.763442+0000,2023-05-03T20:12:36.839821+0000,11
AST-0337,NTN-HLR-337,10.30.0.70,Segment C,HLR,Linux,High,True,41,2020-02-01T19:06:47.362167+0000,2023-10-03T04:07:10.903655+0000,30
AST-0338,NTN-CORE-338,10.30.0.71,Segment C,CORE,Linux,High,True,46,2020-02-08T17:38:36.752343+0000,2023-09-10T21:33:40.769994+0000,28
AST-0340,NTN-OSS-340,10.30.0.73,Segment C,OSS,Linux,Low,True,58,2020-01-23T02:18:50.576409+0000,2023-10-03T15:58:56.709825+0000,28
AST-0343,NTN-MSC-343,10.30.0.76,Segment C,MSC,Linux,Critical,True,61,2020-02-06T19:41:14.572682+0000,2023-09-18T20:17:54.113493+0000,45
AST-0351,NTN-MSC-351,10.30.0.84,Segment C,MSC,Linux,Critical,True,50,2020-02-01T10:47:02.350767+0000,2023-10-09T09:40:54.420315+0000,31
AST-0352,NTN-OSS-352,10.30.0.85,Segment C,OSS,Linux,Critical,True,45,2020-01-01T19:58:27.909572+0000,2023-09-02T03:56:36.125378+0000,31
AST-0353,NTN-HLR-353,10.30.0.86,Segment C,HLR,Linux,High,True,53,2020-01-05T23:27:28.239295+0000,2023-10-06T05:32:23.568854+0000,38
AST-0359,NTN-MSC-359,10.30.0.92,Segment C,MSC,Linux,Critical,True,47,2020-01-16T21:39:50.855822+0000,2023-09-09T12:08:19.283508+0000,28
AST-0360,NTN-OSS-360,10.30.0.93,Segment C,OSS,Windows,High,True,22,2020-02-06T04:19:42.858735+0000,2023-06-18T23:27:28.383040+0000,15
AST-0362,NTN-CORE-362,10.30.0.95,Segment C,CORE,Linux,High,True,49,2020-02-02T18:33:33.951136+0000,2023-10-06T06:18:54.578917+0000,31
AST-0363,NTN-MSC-363,10.30.0.96,Segment C,MSC,Linux,Critical,True,49,2020-01-26T18:10:04.983307+0000,2023-09-21T22:22:32.058108+0000,27
AST-0364,NTN-OSS-364,10.30.0.97,Segment C,OSS,Linux,Medium,True,50,2020-01-10T07:51:48.100742+0000,2023-09-30T15:40:28.980656+0000,33
AST-0372,NTN-OSS-372,10.30.0.105,Segment C,OSS,Windows,Critical,True,25,2020-02-06T08:18:16.113674+0000,2023-10-04T07:12:54.229928+0000,17
AST-0376,NTN-OSS-376,10.30.0.109,Segment C,OSS,Linux,Low,True,60,2020-01-06T20:54:56.856105+0000,2023-07-24T10:26:51.223087+0000,45
AST-0380,NTN-OSS-380,10.30.0.113,Segment C,OSS,Linux,Medium,True,46,2020-01-01T20:01:32.721424+0000,2023-07-01T18:11:21.133206+0000,33
AST-0387,NTN-MSC-387,10.30.0.120,Segment C,MSC,Linux,Critical,True,49,2020-04-28T14:26:22.022114+0000,2023-10-08T21:50:38.227806+0000,29
AST-0388,NTN-OSS-388,10.30.0.121,Segment C,OSS,Linux,Medium,True,48,2020-01-05T17:37:31.736467+0000,2023-09-05T14:47:37.720506+0000,31
AST-0390,NTN-CORE-390,10.30.0.123,Segment C,CORE,Windows,Critical,True,23,2020-02-07T18:41:46.030470+0000,2023-08-04T18:26:24.579152+0000,18
AST-0392,NTN-OSS-392,10.30.0.125,Segment C,OSS,Linux,High,True,43,2020-01-27T15:53:08.367628+0000,2023-08-26T19:28:04.812649+0000,26
AST-0394,NTN-CORE-394,10.30.0.127,Segment C,CORE,Linux,High,True,58,2020-01-01T00:43:27.033400+0000,2023-09-11T09:22:15.793076+0000,34
AST-0397,NTN-HLR-397,10.30.0.130,Segment C,HLR,Linux,Critical,True,45,2020-02-10T04:44:08.492508+0000,2023-10-01T19:22:31.705426+0000,35
AST-0399,NTN-MSC-399,10.30.0.132,Segment C,MSC,Linux,Critical,True,43,2020-02-03T02:40:30.778714+0000,2023-10-06T00:53:01.867395+0000,29
AST-0400,NTN-OSS-400,10.30.0.133,Segment C,OSS,Linux,Critical,True,42,2020-02-27T01:04:20.827362+0000,2023-10-08T06:49:43.359713+0000,30
