ts,uid,src_ip,src_port,resolver_ip,resolver_port,proto,trans_id,query,qtype,rcode,answers,rejected
2020-01-05 06:24:03,C6eu5azk1qr.info,101.211.146.5,4128,10.20.0.18,53,tcp,11320,netbanking.godavaricare.example,MX,NOERROR,218.41.215.231,F
2020-01-05 07:37:20,Cvqqbthnovne.top,15.253.103.63,63368,10.30.0.81,53,udp,3592,mkoaks5va0wv.info,A,REFUSED,-,T
2020-01-05 11:12:29,Cms6bn9p149z.xyz,31.172.98.7,1636,10.20.0.115,53,tcp,16807,fza49l47prxp.top,AAAA,REFUSED,-,T
2020-01-05 12:51:06,Cxay09hsfwwgsnk1n,25.171.94.88,9688,10.30.0.109,53,tcp,33845,5pjadvj671egbke.top,AAAA,NOERROR,207.203.34.66,F
2020-01-05 14:09:44,Cgkmaagth8p.top,24.28.135.236,29167,10.30.0.59,53,udp,52967,1yajknkxy76m44u.click,A,NOERROR,67.130.198.124,F
2020-01-05 14:19:20,Cs1mmjnyiv9pa.cli,119.86.201.223,15108,10.20.0.62,53,udp,5319,google.com,TXT,REFUSED,-,T
2020-01-05 14:28:50,Ccdum0waa8sdxlkg5,154.226.123.216,54082,10.10.0.118,53,tcp,1464,e06dckpz81r7u.info,MX,NXDOMAIN,48.54.44.138,F
2020-01-05 14:51:54,Cx7om1bzz5ozkhrwk,203.48.165.211,51015,10.20.0.12,53,tcp,3631,ANY.godavaricare.example,ANY,REFUSED,-,T
2020-01-05 17:09:17,Chsn0evov45n.xyz,3.23.13.171,16873,10.30.0.67,53,tcp,45793,4zd7caezf0pqxx5k52.xyz,A,NOERROR,146.225.46.65,F
2020-01-05 21:21:20,C38yz09s958ui5f.i,162.224.1.2,37924,10.30.0.13,53,tcp,35644,netbanking.godavaricare.example,AAAA,NOERROR,164.43.128.161,F
2020-01-05 23:27:28,Cuxyswljxmsit.top,54.206.153.93,5180,10.30.0.44,53,tcp,5047,nmv0mhzt3uvfiym9q2.top,AAAA,NOERROR,114.161.189.165,F
2020-01-06 00:56:01,Cnlqcydyg5mnutx.x,73.99.218.98,55552,10.20.0.31,53,tcp,30174,netbanking.godavaricare.example,TXT,REFUSED,-,T
2020-01-06 01:39:43,Cldn52k20r9xgq.in,67.166.97.34,64551,10.30.0.100,53,tcp,10494,f00okouh5f.top,A,NXDOMAIN,117.171.138.234,F
2020-01-06 05:05:41,Cut1elxhdnjw.top,41.36.67.194,3101,10.30.0.37,53,udp,10690,netbanking.godavaricare.example,AAAA,NOERROR,134.211.141.71,F
2020-01-06 05:25:43,C4vd1wmtitou6ay.t,151.18.52.157,59643,10.10.0.121,53,udp,39443,ced490v9lzg3g.info,A,NOERROR,35.172.195.223,F
2020-01-06 06:42:36,C1qni37qw9bx9s.xy,120.96.177.232,31693,10.20.0.38,53,tcp,54500,nyi3bjvmsvxavfo6.top,TXT,NXDOMAIN,157.109.25.154,F
2020-01-06 14:40:53,Csmwz53rflyie.cli,116.36.45.184,44170,10.20.0.62,53,udp,64762,0b3srzf8o3lm3q.info,A,REFUSED,-,T
2020-01-06 15:28:14,Camrrkftl3tkf8m6e,145.143.79.86,6329,10.10.0.53,53,udp,34655,google.com,A,NOERROR,69.140.161.187,F
2020-01-06 16:46:49,Czmg6oujo6e4of99v,86.187.26.238,47335,10.30.0.72,53,tcp,52336,update.microsoft.com,A,REFUSED,-,T
2020-01-06 18:21:48,C7q8wy5kyx1.info,195.170.233.24,10321,10.20.0.21,53,tcp,4978,ns1.godavaricare.example,TXT,NOERROR,10.0.119.248,F
2020-01-06 20:04:06,Cqn8vx14ulpsu1z18,161.9.94.72,31360,10.20.0.5,53,tcp,28548,netbanking.godavaricare.example,MX,NOERROR,162.185.95.21,F
2020-01-06 21:02:37,Cfizbdddn4dowj1um,128.71.83.240,45697,10.20.0.86,53,udp,16748,tuuhbjueqhk8pwz.top,TXT,NOERROR,106.98.173.60,F
2020-01-06 21:50:08,Clv82q8loqthvwqns,33.215.72.104,60066,10.30.0.101,53,udp,23722,x0j5tndyo48j.top,A,NOERROR,130.101.220.127,F
2020-01-06 22:53:49,Cpsqug4kyddeq4u4.,78.145.74.153,2096,10.20.0.115,53,tcp,39965,irpbtj3i60fd8tv6sc.info,AAAA,REFUSED,-,T
2020-01-07 02:26:41,C4wgxo425z54jb.in,176.139.14.231,25762,10.30.0.103,53,udp,53897,ANY.ns1.godavaricare.example,ANY,REFUSED,-,T
2020-01-07 02:48:14,C7yqdj4rkt5nypkd3,3.49.109.218,21707,10.20.0.22,53,udp,17873,ANY.ns1.godavaricare.example,ANY,NOERROR,72.143.221.241,F
2020-01-07 08:17:53,Cyd8huap1052.xyz,68.112.171.182,6524,10.30.0.5,53,udp,358,ejwk75o5hfzt77iy.xyz,A,NXDOMAIN,143.207.189.6,F
2020-01-07 09:43:29,C9l2zt2sdfbdlu0d.,198.38.222.81,50988,10.20.0.44,53,udp,19483,fzjmjc3j4nfzby7v9g.click,AAAA,NXDOMAIN,31.1.86.69,F
2020-01-07 12:21:37,C1emvfy7oikjkat53,151.164.223.85,58350,10.20.0.18,53,tcp,17055,k183kprcwsinir5be.click,AAAA,NXDOMAIN,32.88.123.163,F
2020-01-07 19:21:36,Cmeghgbqdli8n90pn,145.244.91.119,44904,10.30.0.119,53,udp,28909,ANY.mail.godavaricare.example,ANY,REFUSED,-,T
2020-01-08 00:29:13,C4g166v09ukvfy.cl,145.33.37.124,58939,10.20.0.102,53,tcp,48160,ANY.mail.godavaricare.example,ANY,REFUSED,-,T
2020-01-08 04:42:42,Cd87qq8xkg0jy0f.t,177.8.83.174,58389,10.30.0.78,53,tcp,40006,ANY.mail.godavaricare.example,ANY,NOERROR,191.49.50.236,F
2020-01-08 06:18:37,Cw7o3ijgyv6li1.cl,36.195.77.102,63308,10.10.0.43,53,udp,30408,netbanking.godavaricare.example,A,NOERROR,31.185.147.42,F
2020-01-08 12:08:06,Cdjsw73lzfvrq.top,187.181.109.125,34996,10.20.0.78,53,tcp,44931,netbanking.godavaricare.example,A,REFUSED,-,T
2020-01-08 13:38:50,Coorkbrynquaa.inf,80.91.207.102,24069,10.30.0.28,53,tcp,41160,u32osrue4lmny.info,A,REFUSED,-,T
2020-01-08 16:06:45,Cy4tbx6w9zn2.xyz,220.183.185.6,35497,10.30.0.52,53,udp,20748,ANY.ns1.godavaricare.example,ANY,NOERROR,72.114.97.100,F
2020-01-08 18:35:32,Crz0c77xdynt.xyz,40.161.122.240,39569,10.20.0.12,53,udp,32971,update.microsoft.com,MX,NOERROR,65.176.239.35,F
2020-01-08 19:14:13,Clku22besg2.info,179.28.66.2,52217,10.20.0.106,53,udp,49783,update.microsoft.com,A,NOERROR,134.23.108.9,F
2020-01-08 22:42:35,C4zvgktni3luh79cj,151.253.90.136,64815,10.30.0.132,53,udp,51365,ig5ciqdlftp.top,TXT,NOERROR,142.120.123.253,F
2020-01-08 23:08:04,Cwxk3foydfqg1gho3,119.219.58.251,6942,10.20.0.26,53,udp,26897,dq2wo59nk6meu2g.click,TXT,NOERROR,34.159.228.234,F
2020-01-09 02:15:35,Cccaqtiljgv.xyz,51.155.174.148,55946,10.30.0.96,53,tcp,34270,mail.godavaricare.example,A,REFUSED,-,T
2020-01-09 07:17:49,Cl4l3uhzjqjmlhpx4,221.180.100.158,1759,10.10.0.5,53,tcp,45317,fi8e9kbb0x26y.xyz,MX,NXDOMAIN,61.198.235.238,F
2020-01-09 12:43:27,Ces0l607a6co.info,144.102.187.76,47399,10.30.0.82,53,tcp,37961,bpsb1spcxy8j.xyz,AAAA,REFUSED,-,T
2020-01-09 15:07:46,C9k2wf3fdmt94d1g.,100.233.48.130,11922,10.10.0.110,53,udp,18529,mail.godavaricare.example,AAAA,NOERROR,201.57.175.218,F
2020-01-09 18:45:52,Ciubksl7bhob0hm.t,122.212.81.108,50196,10.10.0.113,53,udp,2975,ANY.ns1.godavaricare.example,ANY,NOERROR,36.43.58.219,F
2020-01-10 04:57:48,Comegwo18ttd2eij8,173.84.81.68,38032,10.20.0.36,53,udp,20276,dneaeeec26ma1y5ut.top,AAAA,REFUSED,-,T
2020-01-10 07:21:10,Clxvz2s8gyo.top,24.236.198.167,63055,10.20.0.123,53,udp,50922,ANY.godavaricare.example,ANY,NOERROR,171.61.10.83,F
2020-01-10 08:03:46,Cz0oj7mccdzwkf1z7,221.201.243.10,41337,10.20.0.88,53,tcp,28131,jas3i8238xj27p.click,MX,NOERROR,95.135.136.77,F
2020-01-10 09:23:15,C5h2hadgmxvo4.xyz,109.160.0.79,20834,10.10.0.119,53,udp,31836,7eih7ktgb5k23pm3uj.xyz,MX,NOERROR,136.115.130.61,F
2020-01-10 10:35:16,Cisxdmcrvi6q3i1q1,100.140.115.150,59140,10.30.0.25,53,udp,30951,ANY.mail.godavaricare.example,ANY,NOERROR,82.121.105.80,F
2020-01-10 10:52:11,C3ic28e4yqisr.top,126.159.149.60,29404,10.30.0.70,53,udp,22725,ns1.godavaricare.example,A,NOERROR,186.192.34.173,F
2020-01-10 14:14:27,Cxd8053xx8t.top,18.120.156.250,37121,10.20.0.81,53,udp,34999,wajwwvfn20uew7.top,A,REFUSED,-,T
2020-01-10 14:45:34,Cuduxqdj1sgbsw64.,17.216.63.104,64432,10.30.0.19,53,tcp,61753,netbanking.godavaricare.example,AAAA,NOERROR,6.240.54.61,F
2020-01-10 16:32:59,Comw19nw5psb.xyz,6.161.254.82,54054,10.30.0.72,53,udp,6922,ANY.mail.godavaricare.example,ANY,NOERROR,220.48.226.131,F
2020-01-10 17:49:52,Cv30gdhsn3xg5vfu1,120.68.156.90,3827,10.10.0.57,53,tcp,15961,e9yna0vbw7zecg.info,MX,NOERROR,32.20.171.93,F
2020-01-10 19:08:16,C3thz792aatw3.xyz,56.142.131.158,47586,10.30.0.30,53,udp,5557,mail.godavaricare.example,MX,REFUSED,-,T
2020-01-11 03:12:35,C7kw68wh4ftziy8i6,125.106.129.141,7081,10.10.0.69,53,udp,64888,godavaricare.example,TXT,NOERROR,34.140.17.205,F
2020-01-11 06:16:42,Cf1e16x1trhln99p.,34.124.235.232,31964,10.30.0.128,53,udp,32821,q497htcq96c3.top,A,NXDOMAIN,25.27.43.180,F
2020-01-11 09:09:09,Cer9qzxinl84ufjhn,14.115.195.9,53246,10.20.0.39,53,tcp,45658,ns1.godavaricare.example,MX,NOERROR,49.149.221.24,F
2020-01-11 13:29:54,Cgp9ro630hr.top,221.2.126.208,10930,10.10.0.62,53,tcp,33806,9en9io1js124m1rn2.click,A,REFUSED,-,T
2020-01-11 14:33:54,C0hwcjh2zwjswsjjs,185.124.159.64,37278,10.30.0.54,53,udp,62932,a8e6orvidt8ro15.click,AAAA,NOERROR,89.254.44.28,F
2020-01-11 14:44:28,Ca4tdhtb0f7a2.xyz,5.17.223.100,16449,10.10.0.116,53,tcp,42265,mail.godavaricare.example,AAAA,REFUSED,-,T
2020-01-11 23:38:43,Cjff4uostms8zguaa,220.61.46.129,25132,10.10.0.112,53,udp,19309,dim17xjiw3.xyz,A,REFUSED,-,T
2020-01-12 02:22:07,Cuao0hx2o30g9.xyz,36.26.77.46,47086,10.30.0.102,53,tcp,47181,zprli114wanza.top,A,REFUSED,-,T
2020-01-12 03:54:53,Cor6jb7w5ar.xyz,110.137.242.86,20848,10.30.0.68,53,udp,33537,ANY.ns1.godavaricare.example,ANY,REFUSED,-,T
2020-01-12 04:00:59,C0tnxvoww8ls0pa36,177.107.23.13,31129,10.30.0.6,53,udp,3039,ANY.ns1.godavaricare.example,ANY,REFUSED,-,T
2020-01-12 06:58:40,Cu2busknvul.click,17.118.66.27,19083,10.20.0.127,53,tcp,30846,ck96ehy0gaertj.top,TXT,NXDOMAIN,120.26.233.173,F
2020-01-12 09:38:12,Cx41pkrtl59q.clic,85.215.197.162,12337,10.20.0.66,53,udp,1806,ANY.mail.godavaricare.example,ANY,REFUSED,-,T
2020-01-12 10:16:09,C9y9ugipsqg2.xyz,5.16.24.32,8765,10.20.0.64,53,udp,50350,google.com,A,NOERROR,78.188.38.146,F
2020-01-12 12:34:50,C9orwfslhylc4an.x,167.75.75.189,16492,10.20.0.88,53,udp,28551,ANY.mail.godavaricare.example,ANY,NOERROR,150.168.35.37,F
2020-01-12 13:07:06,Cn707n5hjgz2.info,49.76.157.22,37314,10.20.0.72,53,udp,64937,godavaricare.example,A,REFUSED,-,T
2020-01-12 14:12:23,Cozoskjm8xb.click,143.37.226.108,37674,10.10.0.63,53,udp,40931,netbanking.godavaricare.example,AAAA,NOERROR,63.246.196.29,F
2020-01-12 16:53:16,Cfmr5vgefw92sq2r.,98.28.211.58,51750,10.30.0.80,53,udp,19658,vkst3018xwn1mns4.top,A,REFUSED,-,T
2020-01-12 19:33:29,Cyv4r47ckkl5mhv0n,158.145.58.183,35384,10.10.0.37,53,udp,11645,google.com,A,NOERROR,92.206.98.89,F
2020-01-13 03:55:52,Cehz80t2wpo.info,123.80.101.4,53380,10.20.0.132,53,tcp,22177,ANY.mail.godavaricare.example,ANY,NOERROR,191.137.19.150,F
2020-01-13 07:02:44,C3ndu8svkdc.top,33.77.57.20,17618,10.10.0.84,53,udp,22944,google.com,A,NOERROR,216.226.99.193,F
2020-01-13 09:11:44,Cikub8myrl7n7.inf,175.36.80.17,44009,10.20.0.117,53,udp,1065,8uigwxrfa6k.xyz,MX,NOERROR,91.114.136.41,F
2020-01-13 11:25:14,Cgjgizyirakuj1hjd,83.248.116.124,63377,10.30.0.97,53,udp,14023,pde2zacv74r9hlkqr.click,MX,NXDOMAIN,98.217.94.190,F
2020-01-13 11:39:19,Cbow4cy6u0nxuouq.,44.94.217.57,35176,10.10.0.46,53,udp,62418,ANY.godavaricare.example,ANY,REFUSED,-,T
2020-01-13 12:28:26,Cf3x3exj1tlu.clic,192.8.18.66,59061,10.30.0.45,53,udp,40665,xo1haji5fcusie7.info,TXT,NXDOMAIN,168.26.119.226,F
2020-01-13 13:18:59,C5fyzx33x68sbg.xy,80.79.97.125,60680,10.20.0.126,53,tcp,29355,godavaricare.example,TXT,REFUSED,-,T
2020-01-13 15:16:41,Cfa3gd2t1a1l.info,214.129.215.167,14564,10.30.0.129,53,udp,30028,godavaricare.example,A,NOERROR,27.202.203.158,F
2020-01-13 21:55:32,Cr9zsoptr7esct1oq,147.196.97.104,54447,10.20.0.58,53,tcp,10792,9nrff225mk89pa0d.click,A,NXDOMAIN,195.5.110.36,F
2020-01-13 22:05:13,C6meuyv9z2q6pjpo4,98.70.30.25,20753,10.10.0.120,53,udp,32067,7vckkutv98t.top,A,NOERROR,13.87.198.254,F
2020-01-13 22:44:32,Clusockomwqiz3iqf,182.226.54.199,56452,10.10.0.82,53,tcp,2600,eh6dcg5wwyufestw67.top,AAAA,REFUSED,-,T
2020-01-13 23:10:32,Ck91idu8fef9h.inf,12.25.208.63,22616,10.30.0.97,53,tcp,50154,ANY.ns1.godavaricare.example,ANY,NOERROR,37.69.70.27,F
2020-01-14 00:16:42,Ch16wz8rnyqcor.cl,80.99.235.222,5164,10.30.0.29,53,udp,33508,s1ip7mzzlkh3j8hh8.info,MX,NXDOMAIN,2.30.251.142,F
2020-01-14 04:02:58,Cwyewwerx3vl.xyz,148.199.222.151,25865,10.30.0.105,53,udp,59264,ANY.mail.godavaricare.example,ANY,NOERROR,150.244.184.29,F
2020-01-14 04:12:02,Cwnngg7gsenzrfv0h,85.251.151.253,12731,10.30.0.128,53,tcp,48301,netbanking.godavaricare.example,MX,NOERROR,168.121.37.228,F
2020-01-14 14:21:31,Cgl7zev0wh1v09b9g,43.75.42.231,5472,10.20.0.134,53,udp,39627,netbanking.godavaricare.example,MX,NOERROR,157.137.79.240,F
2020-01-14 15:50:28,Ckcp3vo4we0p4w9r.,88.144.104.156,57725,10.30.0.117,53,tcp,24411,9ptr6f656z.info,TXT,NOERROR,223.42.161.20,F
2020-01-14 21:06:28,Ca70hfxslqs9.clic,116.93.155.45,49698,10.20.0.7,53,tcp,58590,mail.godavaricare.example,A,NOERROR,50.205.159.21,F
2020-01-14 21:28:21,C815iwr17y4.info,25.89.31.199,48909,10.30.0.13,53,tcp,10218,ANY.ns1.godavaricare.example,ANY,NOERROR,157.143.232.25,F
2020-01-15 02:58:28,C22c9j2xy4lej.xyz,15.125.154.143,64885,10.10.0.89,53,udp,20422,ANY.ns1.godavaricare.example,ANY,REFUSED,-,T
2020-01-15 03:05:33,Cr5gxut7v1jn.top,136.27.146.62,28879,10.20.0.7,53,udp,63380,ANY.mail.godavaricare.example,ANY,NOERROR,170.181.197.211,F
2020-01-15 03:20:07,C7c2cs7oz5lihkl1d,194.101.147.168,54573,10.10.0.14,53,udp,13856,google.com,AAAA,NOERROR,130.194.127.31,F
2020-01-15 04:58:29,Cyhssq50ra48r5sqf,166.104.236.118,20705,10.30.0.47,53,udp,3710,lf3gtm4tnwp6y9v.xyz,MX,NXDOMAIN,99.233.161.198,F
2020-01-15 06:59:18,Cup79acdsbu.xyz,173.12.212.21,47935,10.10.0.117,53,udp,46563,iypfk4dgaj.click,MX,NOERROR,15.52.34.233,F
2020-01-15 10:41:06,Czwd3msyl8qmg0n4.,6.208.78.169,58956,10.10.0.88,53,udp,9479,update.microsoft.com,AAAA,NOERROR,115.8.241.178,F
2020-01-15 20:04:12,Cy8p010dzj1l18air,28.170.102.78,7088,10.20.0.70,53,udp,45074,ANY.godavaricare.example,ANY,NOERROR,43.157.130.228,F
2020-01-16 02:03:00,Cfwalxgyq4h1p.xyz,40.139.68.73,10518,10.10.0.124,53,udp,11427,ubh2fzczw5bs.click,MX,NOERROR,181.167.132.42,F
2020-01-16 02:45:04,Cnrzlid9xoton4.cl,165.102.234.57,4533,10.30.0.108,53,tcp,49235,vmgm1z8fmauge6l7.xyz,TXT,NXDOMAIN,164.160.209.228,F
2020-01-16 05:47:13,Cdlxsrwz1d9c.top,13.64.255.36,26725,10.30.0.73,53,tcp,41962,ANY.godavaricare.example,ANY,NOERROR,5.15.13.83,F
2020-01-16 09:29:54,Cwjyq8609wwyryl.t,101.92.98.237,61121,10.20.0.27,53,udp,44526,nigzvcp24br75ib.info,TXT,NXDOMAIN,170.233.100.235,F
2020-01-16 10:34:25,Cam8us5n4inaa.top,48.168.96.135,21519,10.10.0.34,53,udp,58296,61fqk3asko9i642o8.xyz,A,REFUSED,-,T
2020-01-16 14:28:36,Cvhqvwjxe5drk.cli,143.230.223.83,35168,10.20.0.60,53,udp,63085,update.microsoft.com,AAAA,REFUSED,-,T
2020-01-16 20:20:23,Cm27vdjsxf14584q.,197.52.11.184,3964,10.20.0.99,53,tcp,12576,9vkuf2lqv2mqqz.top,A,REFUSED,-,T
2020-01-17 01:03:56,C88rmjx9gsup6kw3u,48.158.187.92,50479,10.10.0.96,53,udp,16934,ANY.ns1.godavaricare.example,ANY,REFUSED,-,T
2020-01-17 01:12:44,Cch3y55nc1bk.xyz,123.76.197.47,64187,10.30.0.116,53,udp,48015,ANY.ns1.godavaricare.example,ANY,REFUSED,-,T
2020-01-17 02:47:55,Cgho1bi2pmyqkrel.,46.99.22.61,19734,10.20.0.127,53,udp,39721,an533qw45r.top,AAAA,REFUSED,-,T
2020-01-17 02:48:43,Cjw0qklp0oa5hhg1f,202.226.239.97,22734,10.20.0.122,53,udp,1022,google.com,A,NOERROR,173.232.139.179,F
2020-01-17 11:21:35,Cgcz9azj4rl0g.top,17.167.59.53,21357,10.20.0.3,53,udp,35561,qi28o1bk79fx.click,A,NXDOMAIN,30.246.130.120,F
2020-01-17 13:36:25,Ciov42hqh90467l9o,176.135.123.40,24123,10.10.0.11,53,udp,28675,ANY.ns1.godavaricare.example,ANY,NOERROR,6.35.189.190,F
2020-01-17 16:49:35,Cctg4xj86og6crb5.,210.86.60.160,25710,10.10.0.88,53,tcp,9432,mail.godavaricare.example,A,NOERROR,207.85.9.123,F
2020-01-17 17:09:03,Cxdg2h8gumz1yf0jh,110.9.22.22,64937,10.10.0.59,53,udp,2124,mail.godavaricare.example,A,NOERROR,134.181.195.178,F
2020-01-17 21:47:00,Cwosjuxm5jp5u2tvi,70.156.223.102,63236,10.20.0.9,53,udp,28223,google.com,AAAA,NOERROR,138.235.66.232,F
2020-01-18 00:05:58,Cv7yezg4418dgzj4w,23.144.123.110,49338,10.10.0.47,53,udp,10558,ns1.godavaricare.example,A,REFUSED,-,T
2020-01-18 01:03:26,C4vun01gcobionpp2,17.74.155.47,10098,10.30.0.90,53,udp,39947,ANY.godavaricare.example,ANY,NOERROR,122.130.215.159,F
2020-01-18 01:35:10,Cl535mv6ycn.top,208.73.97.42,58797,10.20.0.17,53,udp,16119,ANY.godavaricare.example,ANY,NOERROR,74.1.202.157,F
2020-01-18 01:55:27,Cra9z0dudrpl5nojq,80.86.56.2,5303,10.10.0.48,53,udp,17242,fv7ax221ulh.top,A,NOERROR,43.99.38.197,F
2020-01-18 13:13:28,Cq49uquc22uuj6wu9,140.48.237.32,39652,10.10.0.62,53,udp,49114,ANY.ns1.godavaricare.example,ANY,NOERROR,137.233.211.39,F
2020-01-18 13:37:12,Cnbx3kkoixz4u.xyz,24.21.192.219,4708,10.30.0.41,53,udp,59796,fk6on868i8addjyk0i.info,TXT,NXDOMAIN,118.10.136.215,F
2020-01-18 15:27:03,Cs0r9qien9cxhwdxl,107.22.199.92,36051,10.10.0.96,53,udp,61185,f3euejemp27tn0a3.info,A,NXDOMAIN,147.185.42.80,F
2020-01-18 18:52:24,C0d91q9kqfr7qzu.c,161.195.68.240,58908,10.30.0.38,53,tcp,1967,mail.godavaricare.example,MX,REFUSED,-,T
2020-01-19 04:11:05,Cc1ya2c1cgcuca.to,106.102.25.250,12078,10.10.0.86,53,udp,24377,google.com,A,NOERROR,88.210.112.134,F
2020-01-19 06:01:41,C0vj6fl7avl61pzm5,66.102.100.2,9011,10.30.0.71,53,tcp,54152,ns1.godavaricare.example,A,NOERROR,142.56.169.73,F
2020-01-19 12:39:42,Ct91g0lwro66o2ckg,163.82.197.241,31690,10.30.0.132,53,tcp,25424,google.com,TXT,REFUSED,-,T
2020-01-19 14:49:31,Cssj69ld9fkkt8ftc,97.148.33.39,27598,10.30.0.89,53,udp,41973,netbanking.godavaricare.example,A,NOERROR,200.239.222.98,F
2020-01-20 10:46:57,Cmdlbv71gg3h6lzv7,115.77.213.114,63792,10.20.0.22,53,tcp,9730,godavaricare.example,AAAA,NOERROR,55.182.23.41,F
