eventTime,eventSource,eventName,region,sourceIP,user,errorCode,bucket,mfaUsed
2020-01-17T18:13:33Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.219,ryan.doshi,AccessDenied,,
2020-01-18T15:27:03Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.235,alisha.zacharia,AccessDenied,gch-patient-backups,
2020-01-19T04:11:05Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.24,drishya.madan,AccessDenied,,
2020-01-20T04:36:45Z,iam.amazonaws.com,CreateAccessKey,ap-south-1,193.246.108.38,amira.solanki,,,
2020-01-20T12:06:47Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.36,bhamini.vala,,,
2020-01-21T08:20:08Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.1.198,dishani.khatri,AccessDenied,gch-patient-backups,
2020-01-21T12:58:39Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.44,alisha.maharaj,,,
2020-01-21T21:52:11Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.30,uthkarsh.subramanian,,gch-claims-data,
2020-01-22T09:58:11Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.248,charvi.lala,,gch-claims-data,
2020-01-22T15:38:21Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,151.68.221.165,ishaan.sahni,,,
2020-01-24T07:22:48Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.123,zara.vala,,gch-radiology-archive,
2020-01-25T06:46:21Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.245,ryan.din,,,No
2020-01-25T18:51:50Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,109.13.213.155,advika.doctor,,,
2020-01-25T18:51:50Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.2.226,miraan.comar,,,
2020-01-25T20:00:07Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.3.73,hazel.shankar,,,Yes
2020-01-27T01:20:24Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.2.50,mannat.saraf,,gch-claims-data,
2020-01-29T06:04:47Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.193,badal.chaudhry,,,
2020-01-29T13:28:23Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.104,madhav.bhatt,AccessDenied,gch-patient-backups,
2020-01-29T19:52:25Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.0.36,vedika.dhar,AccessDenied,gch-claims-data,
2020-01-30T04:38:52Z,s3.amazonaws.com,ListBuckets,ap-south-1,95.199.218.16,kimaya.balasubramanian,,gch-radiology-archive,
2020-01-31T01:27:09Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.3.98,dhruv.mahajan,,,No
2020-01-31T06:46:02Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.84,aradhya.garg,,gch-patient-backups,
2020-01-31T15:09:44Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.86,ela.keer,,,
2020-02-01T12:12:57Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.28,dhruv.lata,,gch-patient-backups,
2020-02-02T09:34:01Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.195,riya.sem,,gch-radiology-archive,
2020-02-02T11:28:50Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.146,anika.virk,,,
2020-02-02T11:50:56Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.0.218,anahi.thakur,,,
2020-02-02T15:03:21Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,207.27.64.151,mohanlal.andra,,,
2020-02-02T17:22:25Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,141.228.165.111,saanvi.buch,,,Yes
2020-02-02T21:09:09Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.0.44,arnav.vora,,,
2020-02-03T02:40:30Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.76,samiha.sachdeva,,,No
2020-02-03T18:02:56Z,s3.amazonaws.com,PutObject,ap-south-1,74.244.148.114,zain.shukla,,gch-patient-backups,
2020-02-04T02:48:30Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.62,divit.bhandari,,,
2020-02-04T06:06:16Z,sts.amazonaws.com,AssumeRole,ap-south-1,76.155.42.239,rati.khatri,AccessDenied,,
2020-02-04T19:45:09Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.196,zoya.sani,,gch-patient-backups,
2020-02-05T13:27:58Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.199,krish.varughese,,gch-radiology-archive,
2020-02-05T14:24:36Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.179,samiha.joshi,AccessDenied,,Yes
2020-02-06T04:37:09Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.98,krish.sridhar,,gch-patient-backups,
2020-02-06T12:09:48Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.107,kavya.kurian,,gch-radiology-archive,
2020-02-06T12:40:57Z,iam.amazonaws.com,CreateAccessKey,ap-south-1,210.156.230.123,madhav.deep,,,
2020-02-06T13:11:54Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.75,ehsaan.srinivasan,AccessDenied,gch-claims-data,
2020-02-06T13:20:47Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.6,misha.seshadri,,gch-patient-backups,
2020-02-06T21:02:28Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.201,mishti.brahmbhatt,,gch-claims-data,
2020-02-07T06:31:27Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.46,alisha.thakur,,,
2020-02-07T07:36:50Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.0.227,khushi.choudhary,,gch-radiology-archive,
2020-02-08T14:35:01Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.174,indrans.biswas,,,
2020-02-08T19:00:59Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.151,taimur.lala,AccessDenied,,
2020-02-09T03:06:21Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,47.27.115.166,tara.setty,,,
2020-02-10T04:34:37Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.149,anvi.bhatnagar,AccessDenied,,
2020-02-10T14:21:12Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.227,ishaan.sawhney,,gch-patient-backups,
2020-02-10T21:46:45Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.108,vardaniya.balan,,gch-radiology-archive,
2020-02-11T18:40:08Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.226,riaan.dani,,gch-radiology-archive,
2020-02-12T07:13:24Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.248,bhamini.manne,,,Yes
2020-02-12T07:13:24Z,s3.amazonaws.com,PutObject,ap-south-1,211.98.229.23,nishith.agate,,gch-claims-data,
2020-02-12T09:52:37Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.189,riaan.hegde,,gch-claims-data,
2020-02-12T09:52:37Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.3.53,azad.lata,AccessDenied,gch-patient-backups,
2020-02-14T07:52:20Z,s3.amazonaws.com,PutBucketPolicy,ap-south-1,179.19.132.27,ivan.rana,AccessDenied,gch-radiology-archive,
2020-02-14T15:12:13Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.115,manjari.balan,,,
2020-02-14T18:43:16Z,sts.amazonaws.com,AssumeRole,ap-south-1,13.35.167.91,kartik.ray,,,
2020-02-15T07:37:40Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.15,gokul.basu,,,
2020-02-15T12:03:24Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.2.66,jayan.kala,,,
2020-02-15T12:03:24Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.2.74,veer.chhabra,,gch-claims-data,
2020-02-16T09:06:46Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.113,tara.mane,,,
2020-02-16T23:31:28Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.0.17,emir.deo,,,
2020-02-17T04:33:30Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.2.50,alia.bhasin,,,
2020-02-17T22:11:54Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.135,trisha.koshy,,,
2020-02-18T01:30:03Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.29,adah.jayaraman,,,
2020-02-18T05:01:15Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.53,gokul.bains,,gch-patient-backups,
2020-02-18T12:18:12Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.132,samar.dash,,,
2020-02-18T18:23:23Z,iam.amazonaws.com,CreateAccessKey,ap-south-1,15.108.127.156,mamooty.chaudhuri,,,
2020-02-19T19:23:30Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.2.96,renee.bhattacharyya,,,
2020-02-20T05:37:31Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.225,elakshi.sur,AccessDenied,gch-radiology-archive,
2020-02-20T14:44:26Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.3.101,hridaan.hegde,,gch-claims-data,
2020-02-21T03:13:59Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.2.161,abram.datta,,,
2020-02-21T10:59:32Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.39,parinaaz.kade,,,Yes
2020-02-22T18:28:36Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,134.75.217.252,jivin.srinivasan,,,
2020-02-22T23:46:17Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,35.40.175.91,chirag.hegde,,,No
2020-02-23T04:48:24Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.129,dishani.dey,,gch-patient-backups,
2020-02-24T03:36:19Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.1.81,oorja.gour,,gch-radiology-archive,
2020-02-24T07:20:57Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.128,zoya.khatri,AccessDenied,,Yes
2020-02-25T00:19:49Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.215,mehul.sule,AccessDenied,,
2020-02-25T07:57:37Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.72,ritvik.tailor,,gch-claims-data,
2020-02-25T07:57:37Z,s3.amazonaws.com,GetObject,ap-south-1,66.203.65.54,suhana.ganguly,,gch-radiology-archive,
2020-02-25T09:07:43Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.2.249,elakshi.mani,,,
2020-02-25T18:08:51Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.150,aradhya.upadhyay,,,Yes
2020-02-25T19:30:19Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.116,darshit.mall,,gch-claims-data,
2020-02-25T23:13:05Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.92,prerak.bora,,gch-patient-backups,
2020-02-26T05:28:19Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.124,biju.magar,,gch-radiology-archive,
2020-02-26T11:46:54Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.61,anay.ganguly,,,
2020-02-27T19:32:04Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.145,ira.dar,,gch-radiology-archive,
2020-02-27T20:16:58Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.14,sumer.sengupta,,,
2020-02-27T23:42:12Z,s3.amazonaws.com,ListBuckets,ap-south-1,16.235.39.120,vritika.wason,AccessDenied,gch-radiology-archive,
2020-02-28T02:58:32Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.54,jiya.shere,,,Yes
2020-02-28T07:50:16Z,s3.amazonaws.com,GetObject,ap-south-1,181.163.169.101,rasha.ramakrishnan,,gch-radiology-archive,
2020-02-28T12:45:46Z,s3.amazonaws.com,ListBuckets,ap-south-1,124.144.99.56,lakshit.kade,,gch-patient-backups,
2020-02-29T02:35:02Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.64,bhamini.devi,AccessDenied,gch-radiology-archive,
2020-03-02T07:24:37Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,181.23.102.238,aaina.bahri,,,
2020-03-02T14:00:32Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.0.77,neelofar.ganguly,,,
2020-03-02T14:29:54Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.25,tejas.sunder,,gch-radiology-archive,
2020-03-02T20:10:33Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.100,ritvik.verma,,,
2020-03-02T22:10:38Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.241,tushar.din,,gch-radiology-archive,
2020-03-04T08:42:01Z,s3.amazonaws.com,GetObject,ap-south-1,121.77.2.50,trisha.vohra,,gch-radiology-archive,
2020-03-05T06:52:23Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.208,samarth.sastry,,gch-patient-backups,
2020-03-06T17:23:55Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.0.30,jayan.chopra,,,Yes
2020-03-06T20:32:36Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.2.125,pihu.tandon,,gch-claims-data,
2020-03-07T18:20:09Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.63,neysa.chopra,,gch-claims-data,
2020-03-07T21:11:04Z,s3.amazonaws.com,ListBuckets,ap-south-1,203.249.217.157,samarth.krishnan,,gch-radiology-archive,
2020-03-08T04:31:29Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.123,hansh.kothari,,gch-claims-data,
2020-03-08T04:34:58Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.171,vaibhav.subramaniam,,,
2020-03-08T05:52:40Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.1.46,nirvi.dugar,,gch-radiology-archive,
2020-03-08T10:34:15Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.2.154,zeeshan.karan,,,
2020-03-10T01:40:18Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.2.14,adah.kapadia,,gch-patient-backups,
2020-03-10T06:59:25Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.106,tejas.zachariah,,,
2020-03-11T04:14:10Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.0.124,abram.kanda,,,
2020-03-11T06:28:30Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.215,kiaan.sama,,,
2020-03-11T10:48:07Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.3.43,armaan.ramachandran,,gch-patient-backups,
2020-03-11T12:48:30Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.77,anika.sheth,,gch-claims-data,
2020-03-11T13:02:01Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,218.18.153.49,anya.halder,,,
2020-03-11T14:02:02Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.80,ivan.sekhon,,,
2020-03-12T03:16:37Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.0.23,vihaan.bose,,,
2020-03-12T22:06:52Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.94,diya.saxena,,,No
2020-03-14T04:52:00Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.2.183,aaina.sharma,,,
2020-03-14T16:41:02Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.1.71,zoya.sehgal,,gch-radiology-archive,
2020-03-14T17:06:33Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.237,taran.dara,,gch-claims-data,
2020-03-15T14:14:38Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.0.138,tara.rastogi,,gch-radiology-archive,
2020-03-15T19:13:11Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.210,dharmajan.goda,,gch-radiology-archive,
2020-03-16T10:01:38Z,cloudtrail.amazonaws.com,DeleteTrail,ap-south-1,197.187.12.66,manjari.kibe,,,
2020-03-17T03:45:08Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.78,biju.subramaniam,,,Yes
2020-03-17T06:16:45Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,184.230.73.102,renee.khatri,,,Yes
2020-03-17T21:58:00Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.12,zoya.chaudhari,,gch-claims-data,
2020-03-17T23:11:45Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.142,lavanya.hora,,gch-patient-backups,
2020-03-19T02:20:53Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.136,madhup.sangha,,,
2020-03-19T02:54:11Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.195,vritika.seth,,gch-radiology-archive,
2020-03-19T11:53:24Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.71,dharmajan.bora,,gch-claims-data,
2020-03-19T23:12:25Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.21,nakul.sehgal,,gch-radiology-archive,
2020-03-20T02:41:42Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.216,vanya.chandra,,gch-claims-data,
2020-03-21T04:09:20Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.2.126,manjari.kaur,,,
2020-03-21T09:11:02Z,ec2.amazonaws.com,AuthorizeSecurityGroupIngress,ap-south-1,104.220.204.153,ehsaan.dass,,,
2020-03-21T17:16:52Z,s3.amazonaws.com,PutObject,ap-south-1,41.208.25.100,alisha.bawa,,gch-claims-data,
2020-03-21T17:16:52Z,iam.amazonaws.com,CreateAccessKey,ap-south-1,189.119.224.71,prerak.batta,,,
2020-03-22T04:34:34Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.144,kaira.choudhry,AccessDenied,,
2020-03-22T11:34:53Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.34,adah.loke,,,
2020-03-22T11:34:53Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.11,purab.bali,,gch-patient-backups,
2020-03-22T18:30:29Z,s3.amazonaws.com,GetObject,ap-south-1,11.90.22.33,seher.halder,,gch-patient-backups,
2020-03-22T23:59:55Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.93,lakshay.garde,,gch-radiology-archive,
2020-03-23T10:34:35Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.1.97,renee.issac,,,
2020-03-24T04:43:41Z,s3.amazonaws.com,PutObject,ap-south-1,57.110.170.123,aaina.chauhan,,gch-claims-data,
2020-03-24T16:33:43Z,s3.amazonaws.com,PutObject,ap-south-1,199.0.84.233,eva.joshi,,gch-claims-data,
2020-03-25T06:16:52Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.100,azad.dube,,gch-claims-data,
2020-03-25T06:54:54Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.90,mehul.sharaf,,gch-radiology-archive,
2020-03-25T08:16:08Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.3.120,rasha.chowdhury,,,No
2020-03-26T13:09:34Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.0.42,oorja.kari,,,
2020-03-27T16:45:49Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.130,nitya.singhal,,,
2020-03-28T05:57:54Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.80,purab.wadhwa,,gch-patient-backups,
2020-03-29T02:01:03Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.218,alia.madan,,gch-patient-backups,
2020-03-29T16:34:06Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.35,renee.kadakia,,gch-claims-data,
2020-03-30T10:24:49Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.1.19,aaina.kaur,,,
2020-03-31T18:40:05Z,s3.amazonaws.com,GetObject,ap-south-1,83.223.16.27,dharmajan.bumb,,gch-radiology-archive,
2020-03-31T18:40:05Z,s3.amazonaws.com,GetObject,ap-south-1,104.56.52.137,mamooty.jayaraman,,gch-claims-data,
2020-04-01T21:24:06Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.139,indrans.bala,,gch-radiology-archive,
2020-04-01T21:37:27Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.1.233,nirvaan.kalla,,gch-radiology-archive,
2020-04-01T21:37:27Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.209,biju.mammen,,gch-claims-data,
2020-04-02T21:41:41Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.13,nishith.kota,,gch-patient-backups,
2020-04-02T22:05:54Z,s3.amazonaws.com,GetObject,ap-south-1,106.191.47.89,ojas.sarraf,,gch-claims-data,
2020-04-02T23:08:32Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.2.247,dharmajan.dass,,,No
2020-04-03T10:24:38Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.59,aaryahi.bains,,,Yes
2020-04-04T05:27:08Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.93,zara.kaur,,gch-radiology-archive,
2020-04-05T06:18:18Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.82,rati.sahota,,gch-radiology-archive,
2020-04-05T09:44:21Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.0.159,zoya.dugar,AccessDenied,gch-claims-data,
2020-04-05T17:20:28Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.147,kabir.deshmukh,AccessDenied,,
2020-04-05T19:07:06Z,s3.amazonaws.com,ListBuckets,ap-south-1,42.245.145.162,tiya.ahuja,,gch-radiology-archive,
2020-04-05T21:17:32Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.0.40,manikya.chokshi,,gch-patient-backups,
2020-04-06T16:07:19Z,s3.amazonaws.com,ListBuckets,ap-south-1,10.20.3.250,anahi.bansal,,gch-patient-backups,
2020-04-07T05:27:08Z,s3.amazonaws.com,GetObject,ap-south-1,81.108.159.175,shayak.sem,,gch-radiology-archive,
2020-04-07T13:14:30Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.2.32,ryan.kar,,gch-patient-backups,
2020-04-08T01:30:32Z,ec2.amazonaws.com,DescribeInstances,ap-south-1,10.20.3.22,nirvi.dugar,,,
2020-04-08T11:57:11Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.1.4,dhanush.kaur,,,Yes
2020-04-08T14:27:49Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.3.128,ahana..shroff,,gch-claims-data,
2020-04-08T22:42:01Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.3.23,ivan.mander,AccessDenied,gch-claims-data,
2020-04-08T23:08:16Z,s3.amazonaws.com,GetObject,ap-south-1,10.20.0.32,baiju.dhawan,,gch-radiology-archive,
2020-04-10T06:15:09Z,signin.amazonaws.com,ConsoleLogin,ap-south-1,10.20.3.246,aarush.malhotra,AccessDenied,,Yes
2020-04-10T14:07:08Z,s3.amazonaws.com,ListBuckets,ap-south-1,152.85.195.178,neysa.agrawal,,gch-radiology-archive,
2020-04-11T13:39:18Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.3.156,vritika.chander,,,
2020-04-12T01:37:44Z,s3.amazonaws.com,PutObject,ap-south-1,10.20.2.222,rati.shah,,gch-claims-data,
2020-04-12T08:55:59Z,sts.amazonaws.com,AssumeRole,ap-south-1,209.207.122.43,jayesh.sodhi,,,
2020-04-12T09:55:45Z,sts.amazonaws.com,AssumeRole,ap-south-1,10.20.2.187,hridaan.chand,,,
