client_ip,user,timestamp,method,path,status,bytes,user_agent
221.214.42.13,-,2020-01-06 13:09:46,GET,/,503,4361,Opera/9.16.(X11; Linux x86_64; szl-PL) Presto/2.9.180 Version/10.00
159.34.19.60,-,2020-01-06 16:53:39,GET,/,503,30864,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/13.5t2750.0 Mobile/43E885 Safari/535.0"
157.242.206.248,-,2020-01-06 18:28:48,GET,/api/v1/status,403,29383,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_8; rv:1.9.2.20) Gecko/3257-05-21 10:05:44 Firefox/13.0
146.75.12.136,-,2020-01-06 20:54:56,GET,/dl/setup.exe,403,12045,Opera/9.63.(Windows NT 4.0; bo-CN) Presto/2.9.171 Version/10.00
79.163.183.75,-,2020-01-06 23:29:31,GET,/wp-login.php,200,29915,Opera/9.72.(X11; Linux i686; km-KH) Presto/2.9.186 Version/10.00
58.93.5.221,-,2020-01-07 03:38:09,GET,/api/v1/status,200,20397,Opera/8.86.(X11; Linux i686; ne-NP) Presto/2.9.173 Version/11.00
160.247.145.144,-,2020-01-07 10:37:04,GET,/api/v1/status,403,6218,"Mozilla/5.0 (Linux; Android 7.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/57.0.827.0 Safari/534.0"
79.37.124.129,-,2020-01-08 10:40:54,GET,/dl/setup.exe,200,7561,Opera/8.23.(X11; Linux x86_64; ss-ZA) Presto/2.9.175 Version/11.00
198.237.110.127,aniruddh.bansal,2020-01-08 13:42:56,GET,/gate.php,200,33688,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.29.5 (KHTML, like Gecko) Version/5.1 Safari/531.29.5"
39.242.222.199,-,2020-01-08 13:59:17,GET,/dl/setup.exe,403,5190,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/531.16.5 (KHTML, like Gecko) Version/5.0 Safari/531.16.5"
199.151.239.230,-,2020-01-08 21:16:24,GET,/,200,41941,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/3.1)
112.156.211.121,-,2020-01-09 13:21:05,GET,/admin/../../etc/passwd,403,45671,"Mozilla/5.0 (Linux; Android 10) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/57.0.891.0 Safari/536.2"
108.56.138.113,-,2020-01-09 21:11:05,GET,/gate.php,200,16678,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/3.0)
64.238.175.100,-,2020-01-10 01:13:43,GET,/update/payload.bin,200,629,Opera/9.85.(X11; Linux i686; kk-KZ) Presto/2.9.187 Version/10.00
90.150.130.146,rhea.ramakrishnan,2020-01-10 03:03:32,GET,/,403,18361,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_9; rv:1.9.2.20) Gecko/5121-12-18 00:59:36 Firefox/10.0
128.131.4.173,shalv.vig,2020-01-10 05:41:17,GET,/index.php?id=1'+OR+'1'='1,200,4077,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/39.0.856.0 Mobile/20A316 Safari/536.1"
168.142.251.35,tiya.bhavsar,2020-01-10 11:21:05,GET,/api/v1/status,200,11446,Opera/9.50.(X11; Linux x86_64; tk-TM) Presto/2.9.180 Version/12.00
45.89.216.66,-,2020-01-10 18:00:07,GET,/gate.php,200,35146,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/56.0.859.0 Mobile/33B448 Safari/532.2"
67.98.196.2,stuvan.dewan,2020-01-11 00:45:53,GET,/update/payload.bin,403,36739,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/6617-11-02 18:53:24 Firefox/3.8
109.133.151.131,-,2020-01-11 02:01:42,GET,/login,503,19328,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/62.0.808.0 Safari/532.2"
58.203.238.193,aradhya.chatterjee,2020-01-11 12:59:13,GET,/login,503,20834,Opera/8.87.(X11; Linux i686; mk-MK) Presto/2.9.183 Version/10.00
105.248.144.214,-,2020-01-11 14:52:53,GET,/actuator/env,200,21176,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/10.3a0501.0 Mobile/92L885 Safari/535.0"
66.204.163.30,samaira.guha,2020-01-11 19:34:35,GET,/login,503,25992,Opera/8.67.(Windows NT 5.01; mhr-RU) Presto/2.9.174 Version/12.00
119.132.103.69,saanvi.desai,2020-01-12 00:11:43,GET,/actuator/env,200,20478,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0)
37.225.176.201,anaya.anand,2020-01-12 11:01:33,GET,/,403,38023,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/51.0.812.0 Safari/534.2"
211.202.78.252,-,2020-01-12 11:36:36,GET,/index.php?id=1'+OR+'1'='1,403,2246,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/55.0.843.0 Safari/536.0"
144.142.184.41,-,2020-01-12 19:21:59,GET,/actuator/env,200,5258,Opera/9.86.(X11; Linux x86_64; ga-IE) Presto/2.9.184 Version/10.00
188.172.192.148,-,2020-01-12 21:02:10,GET,/admin/../../etc/passwd,403,6540,Opera/8.96.(Windows 95; az-AZ) Presto/2.9.189 Version/11.00
183.14.181.215,-,2020-01-12 21:04:10,GET,/index.php?id=1'+OR+'1'='1,200,49312,Opera/8.19.(X11; Linux i686; sd-IN) Presto/2.9.181 Version/11.00
124.174.161.79,-,2020-01-12 21:31:57,GET,/dl/setup.exe,200,20801,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.0)
200.116.222.78,-,2020-01-13 02:56:30,GET,/api/v1/status,403,16827,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_9; rv:1.9.6.20) Gecko/2899-08-29 17:14:57 Firefox/3.8
34.120.149.233,-,2020-01-13 13:50:57,GET,/,403,23047,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/4.1)
70.82.205.230,-,2020-01-13 18:34:08,GET,/gate.php,200,37569,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.45.5 (KHTML, like Gecko) Version/5.0 Safari/535.45.5"
141.102.192.177,-,2020-01-13 19:08:07,GET,/actuator/env,200,50321,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/5.0)
139.211.75.57,-,2020-01-13 19:44:38,GET,/update/payload.bin,403,13980,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/61.0.898.0 Safari/533.0"
60.248.184.224,-,2020-01-14 03:05:12,GET,/actuator/env,200,2477,Opera/9.40.(X11; Linux i686; so-ET) Presto/2.9.172 Version/10.00
44.53.205.108,-,2020-01-14 04:58:17,GET,/gate.php,200,47267,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_3; rv:1.9.5.20) Gecko/3304-04-08 22:44:17 Firefox/12.0
203.219.235.217,madhav.gade,2020-01-14 14:22:20,GET,/admin/../../etc/passwd,200,1080,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/4.0)
217.146.131.201,-,2020-01-14 16:01:04,GET,/update/payload.bin,200,8275,Mozilla/5.0 (Android 11; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0
214.8.255.1,-,2020-01-15 05:42:27,GET,/actuator/env,200,36782,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_9 rv:6.0; crh-UA) AppleWebKit/534.40.5 (KHTML, like Gecko) Version/4.0.5 Safari/534.40.5"
13.147.35.167,-,2020-01-15 14:40:53,GET,/update/payload.bin,200,31210,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/3.0)
129.139.156.90,-,2020-01-15 21:38:50,GET,/update/payload.bin,403,44576,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.0)
2.253.22.49,rhea.shukla,2020-01-15 23:26:24,GET,/wp-login.php,403,46574,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.0)
54.109.3.93,kiaan.sampath,2020-01-16 03:32:52,GET,/dl/setup.exe,403,16429,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/30.0.876.0 Mobile/81A628 Safari/535.2"
187.23.170.79,-,2020-01-16 05:35:24,GET,/index.php?id=1'+OR+'1'='1,200,23513,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/43.0.807.0 Mobile/96W522 Safari/533.0"
88.229.243.122,-,2020-01-16 13:25:25,GET,/,200,24771,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0)
75.140.45.219,yuvraj..bir,2020-01-16 18:09:50,GET,/api/v1/status,403,2810,Opera/9.59.(Windows 95; yue-HK) Presto/2.9.187 Version/10.00
118.159.235.52,madhav.anne,2020-01-16 21:14:55,GET,/index.php?id=1'+OR+'1'='1,200,29726,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/4.1)
143.170.130.193,-,2020-01-17 11:00:43,GET,/,503,21917,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_5 rv:2.0; ve-ZA) AppleWebKit/535.25.1 (KHTML, like Gecko) Version/5.1 Safari/535.25.1"
166.46.10.213,hiran.contractor,2020-01-17 14:39:40,GET,/,403,10977,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/4.0)
76.188.115.125,-,2020-01-17 18:10:15,GET,/actuator/env,403,8147,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.42.7 (KHTML, like Gecko) Version/4.1 Safari/532.42.7"
119.23.34.99,trisha.sabharwal,2020-01-17 19:03:49,GET,/login,200,44126,Opera/8.91.(Windows NT 4.0; wo-SN) Presto/2.9.165 Version/12.00
19.234.17.243,-,2020-01-18 01:29:49,GET,/,403,7877,Opera/9.48.(X11; Linux i686; bem-ZM) Presto/2.9.175 Version/12.00
193.69.116.228,-,2020-01-18 09:17:56,GET,/,200,32694,Opera/9.25.(Windows NT 10.0; st-ZA) Presto/2.9.174 Version/10.00
128.84.178.115,samarth.sarkar,2020-01-18 13:02:31,GET,/gate.php,403,34834,Mozilla/5.0 (Windows NT 10.0; sw-KE; rv:1.9.0.20) Gecko/4186-02-04 20:28:18 Firefox/3.8
22.196.24.66,akarsh.sule,2020-01-18 16:59:39,GET,/admin/../../etc/passwd,403,38234,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; af-ZA) AppleWebKit/535.6.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6535.6.7"
144.115.241.14,-,2020-01-18 19:52:02,GET,/index.php?id=1'+OR+'1'='1,403,31074,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_6 rv:4.0; ky-KG) AppleWebKit/533.26.2 (KHTML, like Gecko) Version/4.1 Safari/533.26.2"
54.198.81.219,-,2020-01-19 02:39:32,GET,/index.php?id=1'+OR+'1'='1,200,40159,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.0)
82.36.239.64,aarna.andra,2020-01-19 04:39:00,GET,/login,200,3604,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_2 rv:4.0; ku-TR) AppleWebKit/532.20.1 (KHTML, like Gecko) Version/5.1 Safari/532.20.1"
99.165.59.196,-,2020-01-19 07:17:08,GET,/wp-login.php,403,48104,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/10.5w2804.0 Mobile/96E512 Safari/534.2"
105.59.15.55,-,2020-01-19 09:57:27,GET,/login,200,39458,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_9 rv:5.0; st-ZA) AppleWebKit/535.21.1 (KHTML, like Gecko) Version/5.0.1 Safari/535.21.1"
49.210.187.123,-,2020-01-19 20:42:18,GET,/api/v1/status,200,28125,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.1)
58.105.15.201,-,2020-01-20 20:08:49,GET,/gate.php,200,9421,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_7 rv:6.0; ce-RU) AppleWebKit/535.17.3 (KHTML, like Gecko) Version/5.0 Safari/535.17.3"
41.219.214.154,kashvi.lall,2020-01-20 21:39:57,GET,/dl/setup.exe,200,7816,"Mozilla/5.0 (Linux; Android 2.3.3) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/51.0.869.0 Safari/533.2"
9.233.70.26,-,2020-01-21 05:53:23,GET,/gate.php,200,7847,Opera/9.52.(X11; Linux i686; is-IS) Presto/2.9.163 Version/10.00
101.4.86.52,-,2020-01-21 07:19:31,GET,/login,200,33393,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/59.0.854.0 Safari/535.1"
221.121.145.129,-,2020-01-21 17:56:25,GET,/wp-login.php,403,32499,Opera/8.40.(Windows 98; Win 9x 4.90; he-IL) Presto/2.9.167 Version/10.00
149.55.38.51,-,2020-01-21 21:52:11,GET,/login,200,8010,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5; rv:1.9.4.20) Gecko/5402-12-23 16:07:05 Firefox/3.6.13
45.60.204.111,-,2020-01-22 00:48:41,GET,/actuator/env,200,9786,Opera/9.39.(Windows NT 5.1; mg-MG) Presto/2.9.161 Version/11.00
199.176.153.85,-,2020-01-22 08:30:58,GET,/index.php?id=1'+OR+'1'='1,200,35029,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.1)
69.11.31.235,-,2020-01-22 09:58:11,GET,/dl/setup.exe,200,14837,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.15.1 (KHTML, like Gecko) Version/5.0.2 Safari/535.15.1"
150.6.210.204,-,2020-01-22 11:17:45,GET,/api/v1/status,200,1472,Opera/8.38.(X11; Linux x86_64; el-GR) Presto/2.9.179 Version/10.00
113.42.167.237,ritvik.shetty,2020-01-22 17:05:13,GET,/wp-login.php,403,30321,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2214-12-01 23:10:23 Firefox/10.0
212.112.217.236,tiya.agate,2020-01-22 23:26:46,GET,/gate.php,200,7706,Opera/8.59.(X11; Linux i686; fa-IR) Presto/2.9.180 Version/10.00
195.167.202.199,anahi.deo,2020-01-23 02:54:29,GET,/api/v1/status,200,4536,Opera/9.95.(Windows NT 5.01; si-LK) Presto/2.9.174 Version/10.00
62.254.119.238,-,2020-01-23 06:23:05,GET,/update/payload.bin,200,38316,Opera/9.54.(X11; Linux x86_64; szl-PL) Presto/2.9.177 Version/11.00
187.163.90.173,-,2020-01-23 13:42:39,GET,/api/v1/status,200,29599,"Mozilla/5.0 (Windows CE) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/49.0.831.0 Safari/532.2"
92.44.31.97,jivin.bedi,2020-01-23 17:12:28,GET,/login,503,44269,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_5 rv:2.0; hsb-DE) AppleWebKit/531.9.4 (KHTML, like Gecko) Version/5.0 Safari/531.9.4"
125.4.232.131,aniruddh.ahluwalia,2020-01-23 21:50:36,GET,/admin/../../etc/passwd,200,13402,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.1)
176.31.190.13,-,2020-01-24 04:47:46,GET,/wp-login.php,403,13064,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_4 rv:6.0; the-NP) AppleWebKit/533.1.7 (KHTML, like Gecko) Version/4.0 Safari/533.1.7"
30.118.63.120,-,2020-01-24 16:59:30,GET,/gate.php,200,3335,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.40.2 (KHTML, like Gecko) Version/4.1 Safari/535.40.2"
164.33.61.46,-,2020-01-24 21:05:31,GET,/update/payload.bin,200,15253,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.1)
153.44.4.152,-,2020-01-24 23:28:13,GET,/gate.php,200,7223,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.0)
199.176.26.10,-,2020-01-25 00:03:26,GET,/dl/setup.exe,200,23854,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/5.0)
104.73.58.189,-,2020-01-25 02:19:44,GET,/index.php?id=1'+OR+'1'='1,403,23726,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; hr-HR) AppleWebKit/531.41.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6531.41.7"
1.127.116.39,-,2020-01-25 02:26:40,GET,/gate.php,200,43397,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; mr-IN) AppleWebKit/531.11.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.11.2"
170.54.123.111,ryan.bobal,2020-01-25 04:53:21,GET,/api/v1/status,403,27030,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.0)
84.1.239.221,-,2020-01-25 10:45:03,GET,/actuator/env,200,9187,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/4695-05-31 20:31:34 Firefox/11.0
71.58.194.110,-,2020-01-25 18:08:50,GET,/dl/setup.exe,403,49070,Opera/9.12.(Windows NT 5.1; xh-ZA) Presto/2.9.169 Version/11.00
19.18.238.248,-,2020-01-26 00:09:53,GET,/dl/setup.exe,403,22007,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/533.16.4 (KHTML, like Gecko) Version/5.0.5 Safari/533.16.4"
88.1.90.93,nayantara.baral,2020-01-26 07:17:22,GET,/api/v1/status,200,28234,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.0)
69.171.3.132,tejas.date,2020-01-26 07:42:17,GET,/actuator/env,200,38097,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.0)
79.246.249.11,-,2020-01-26 08:28:44,GET,/admin/../../etc/passwd,200,16996,Mozilla/5.0 (Android 2.3.4; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0
173.36.50.133,-,2020-01-26 09:53:36,GET,/admin/../../etc/passwd,200,19814,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.0)
185.0.125.53,-,2020-01-26 20:10:35,GET,/gate.php,403,45980,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/55.0.824.0 Safari/532.2"
180.156.127.136,-,2020-01-27 00:48:17,GET,/,403,45646,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; fa-IR) AppleWebKit/531.29.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6531.29.2"
64.17.55.67,-,2020-01-27 04:10:07,GET,/login,200,37519,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_5; rv:1.9.4.20) Gecko/9131-05-11 07:42:07 Firefox/12.0
120.117.170.110,shaan.venkatesh,2020-01-27 15:22:06,GET,/api/v1/status,200,1739,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_4; rv:1.9.4.20) Gecko/9074-11-12 08:26:11 Firefox/3.6.11
171.108.211.109,aaryahi.madan,2020-01-27 18:25:38,GET,/actuator/env,200,46432,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/49.0.837.0 Safari/531.2"
30.102.28.99,-,2020-01-28 01:14:50,GET,/update/payload.bin,200,11991,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_6; rv:1.9.4.20) Gecko/5134-09-26 21:56:55 Firefox/3.8
64.194.85.234,-,2020-01-28 02:18:57,GET,/api/v1/status,200,41408,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/15.0.880.0 Mobile/09N301 Safari/531.1"
164.41.143.12,-,2020-01-28 15:41:15,GET,/index.php?id=1'+OR+'1'='1,200,17358,Opera/9.71.(X11; Linux x86_64; ayc-PE) Presto/2.9.181 Version/11.00
157.100.69.173,-,2020-01-28 21:56:07,GET,/update/payload.bin,403,32169,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.0)
94.59.113.191,kanav.tiwari,2020-01-29 02:41:14,GET,/dl/setup.exe,403,7968,Opera/8.68.(X11; Linux x86_64; hne-IN) Presto/2.9.164 Version/11.00
19.245.6.125,anya.buch,2020-01-29 18:45:41,GET,/dl/setup.exe,403,16642,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.0)
46.210.59.255,-,2020-01-29 19:52:25,GET,/actuator/env,403,5507,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_6 rv:2.0; pt-BR) AppleWebKit/533.32.1 (KHTML, like Gecko) Version/4.1 Safari/533.32.1"
56.54.33.2,-,2020-01-30 07:10:41,GET,/api/v1/status,503,50650,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.8.4 (KHTML, like Gecko) Version/4.1 Safari/531.8.4"
78.221.123.176,-,2020-01-30 07:33:20,GET,/actuator/env,200,46362,Opera/8.16.(X11; Linux i686; km-KH) Presto/2.9.184 Version/10.00
