TimeGenerated,SystemAlertId,AlertName,AlertSeverity,Status,ProviderName,VendorName,Tactics,Techniques,CompromisedEntity,RemediationSteps,Entities,ExtendedProperties
2020-01-02 09:46:14.0000000,7e7fb1fd-8dd8-d785-b0e0-b121a6ccb0dd,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),High,InProgress,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-LIS-192,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""13.19.31.179""}, {""Type"": ""host"", ""HostName"": ""GCH-LIS-192""}]","{""Action"": ""Logged"", ""Segment"": ""Segment B"", ""AnomalyScore"": 73.32, ""Signature"": ""Known Pattern A""}"
2020-01-02 15:00:15.0000000,fff651f5-5b60-3d0b-946d-e97e758ce4e2,ET DOS Possible SYN Flood Inbound,High,New,Azure Sentinel Analytics,Microsoft,Impact,T1498,GCH-WEB-001,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""78.168.250.18""}, {""Type"": ""host"", ""HostName"": ""GCH-WEB-001""}]","{""Action"": ""Logged"", ""Segment"": ""Segment A"", ""AnomalyScore"": 44.48, ""Signature"": ""Known Pattern A""}"
2020-01-03 00:54:00.0000000,4b62e5c7-c7b4-0b1e-7f0b-8b75a4499e2f,ET MALWARE Suspicious Executable Download,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-PTL-080,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""69.75.57.137""}, {""Type"": ""host"", ""HostName"": ""GCH-PTL-080""}]","{""Action"": ""Logged"", ""Segment"": ""Segment A"", ""AnomalyScore"": 97.65, ""Signature"": ""Known Pattern B""}"
2020-01-03 08:44:28.0000000,b70cc9b4-e621-0d25-6413-4f7efe7d710a,ET MALWARE Generic C2 Beacon Activity,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-PTL-016,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""46.51.148.150""}, {""Type"": ""host"", ""HostName"": ""GCH-PTL-016""}]","{""Action"": ""Logged"", ""Segment"": ""Segment A"", ""AnomalyScore"": 85.11, ""Signature"": ""Known Pattern A""}"
2020-01-03 13:20:11.0000000,3a1f672b-c915-c54e-b89b-e1f9d3b12573,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),High,New,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-LIS-220,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""142.190.182.51""}, {""Type"": ""host"", ""HostName"": ""GCH-LIS-220""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment B"", ""AnomalyScore"": 9.64, ""Signature"": ""Known Pattern A""}"
2020-01-03 16:21:05.0000000,921da75e-adb4-8e4e-f4af-74edc5d4dd03,ET DOS Possible SYN Flood Inbound,High,InProgress,Azure Sentinel Analytics,Microsoft,Impact,T1498,GCH-PRX-014,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""162.193.92.149""}, {""Type"": ""host"", ""HostName"": ""GCH-PRX-014""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment A"", ""AnomalyScore"": 74.5, ""Signature"": ""Known Pattern A""}"
2020-01-03 20:29:03.0000000,3ad7bca1-c125-145f-9f57-16895a9bbd6d,ET MALWARE Suspicious Executable Download,High,Resolved,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-EMR-381,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""220.164.157.155""}, {""Type"": ""host"", ""HostName"": ""GCH-EMR-381""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment C"", ""AnomalyScore"": 91.58, ""Signature"": ""Known Pattern B""}"
2020-01-03 21:24:58.0000000,c334a922-15f6-0916-1650-c5ecd24d248a,ET MALWARE Suspicious Executable Download,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-LIS-140,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""146.16.164.245""}, {""Type"": ""host"", ""HostName"": ""GCH-LIS-140""}]","{""Action"": ""Logged"", ""Segment"": ""Segment B"", ""AnomalyScore"": 60.79, ""Signature"": ""Known Pattern B""}"
2020-01-03 22:10:49.0000000,65b6ce88-c229-b330-b486-9a7e4e7e528b,ET MALWARE Suspicious Executable Download,High,Resolved,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-LAB-383,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""8.182.28.62""}, {""Type"": ""host"", ""HostName"": ""GCH-LAB-383""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment C"", ""AnomalyScore"": 0.99, ""Signature"": ""Known Pattern B""}"
2020-01-04 09:19:45.0000000,37a0603b-82aa-68d0-1d5c-78d03943bd81,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),High,Resolved,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-DB-274,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""91.116.23.209""}, {""Type"": ""host"", ""HostName"": ""GCH-DB-274""}]","{""Action"": ""Logged"", ""Segment"": ""Segment C"", ""AnomalyScore"": 88.1, ""Signature"": ""Known Pattern A""}"
2020-01-04 10:39:32.0000000,4e3a6e3d-ae27-3872-cb48-ece5e225609a,ET SCAN SSH/RDP Brute Force Attempt,High,Resolved,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-WEB-029,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""216.175.209.129""}, {""Type"": ""host"", ""HostName"": ""GCH-WEB-029""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment A"", ""AnomalyScore"": 36.22, ""Signature"": ""Known Pattern B""}"
2020-01-05 02:49:07.0000000,cf8cafdc-c470-a007-d537-dc9cf73743be,ET SCAN SSH/RDP Brute Force Attempt,High,New,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-DB-382,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""170.115.62.230""}, {""Type"": ""host"", ""HostName"": ""GCH-DB-382""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment C"", ""AnomalyScore"": 64.88, ""Signature"": ""Known Pattern B""}"
2020-01-05 07:37:20.0000000,fd979e38-9fbb-c16f-a242-c9118a7e06dd,ET MALWARE Generic C2 Beacon Activity,High,Resolved,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-IOT-348,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""15.253.103.63""}, {""Type"": ""host"", ""HostName"": ""GCH-IOT-348""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment C"", ""AnomalyScore"": 13.46, ""Signature"": ""Known Pattern A""}"
2020-01-05 09:12:14.0000000,8248c217-6b12-ecc8-0ed4-e24dfda276e2,ET MALWARE Suspicious Executable Download,High,Resolved,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-DNS-027,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""202.115.221.44""}, {""Type"": ""host"", ""HostName"": ""GCH-DNS-027""}]","{""Action"": ""Logged"", ""Segment"": ""Segment A"", ""AnomalyScore"": 50.68, ""Signature"": ""Known Pattern B""}"
2020-01-05 12:51:06.0000000,f71e4b28-1860-2ce9-884f-4724c188fd61,ET MALWARE Generic C2 Beacon Activity,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-IOT-376,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""25.171.94.88""}, {""Type"": ""host"", ""HostName"": ""GCH-IOT-376""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment C"", ""AnomalyScore"": 95.82, ""Signature"": ""Known Pattern A""}"
2020-01-05 14:28:50.0000000,4901f045-e3c7-cf71-5800-977816128c59,ET MALWARE Generic C2 Beacon Activity,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-WEB-117,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""154.226.123.216""}, {""Type"": ""host"", ""HostName"": ""GCH-WEB-117""}]","{""Action"": ""Logged"", ""Segment"": ""Segment A"", ""AnomalyScore"": 12.13, ""Signature"": ""Known Pattern A""}"
2020-01-05 20:41:36.0000000,bb911634-a04a-7252-a7de-259aabb30cfe,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),High,Resolved,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-DB-338,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""99.79.43.46""}, {""Type"": ""host"", ""HostName"": ""GCH-DB-338""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment C"", ""AnomalyScore"": 86.46, ""Signature"": ""Known Pattern A""}"
2020-01-06 06:02:31.0000000,6cacad57-39ef-072f-38f2-af903a4846fe,ET SCAN SSH/RDP Brute Force Attempt,High,Resolved,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-IOT-280,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""39.198.204.252""}, {""Type"": ""host"", ""HostName"": ""GCH-IOT-280""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment C"", ""AnomalyScore"": 44.76, ""Signature"": ""Known Pattern B""}"
2020-01-06 06:42:36.0000000,8db16394-8abf-c7c9-792a-cbced105a93d,ET MALWARE Generic C2 Beacon Activity,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-HIS-171,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""120.96.177.232""}, {""Type"": ""host"", ""HostName"": ""GCH-HIS-171""}]","{""Action"": ""Logged"", ""Segment"": ""Segment B"", ""AnomalyScore"": 79.98, ""Signature"": ""Known Pattern A""}"
2020-01-06 18:21:48.0000000,2013606c-f079-28e9-829b-c290f165b78a,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),High,Resolved,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-AD-154,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""195.170.233.24""}, {""Type"": ""host"", ""HostName"": ""GCH-AD-154""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment B"", ""AnomalyScore"": 27.7, ""Signature"": ""Known Pattern A""}"
2020-01-06 19:56:41.0000000,886a2a2b-01b3-892a-26d9-fc9bf45087a8,ET DOS Possible SYN Flood Inbound,High,Resolved,Azure Sentinel Analytics,Microsoft,Impact,T1498,GCH-DB-394,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""158.100.121.120""}, {""Type"": ""host"", ""HostName"": ""GCH-DB-394""}]","{""Action"": ""Logged"", ""Segment"": ""Segment C"", ""AnomalyScore"": 6.36, ""Signature"": ""Known Pattern A""}"
2020-01-06 21:17:48.0000000,2d83e974-7038-4337-8f00-54b08598ac87,ET DOS UDP/ICMP Amplification Flood,High,Resolved,Azure Sentinel Analytics,Microsoft,Impact,T1498,GCH-WEB-045,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""194.45.105.32""}, {""Type"": ""host"", ""HostName"": ""GCH-WEB-045""}]","{""Action"": ""Logged"", ""Segment"": ""Segment A"", ""AnomalyScore"": 95.26, ""Signature"": ""Known Pattern B""}"
2020-01-06 21:33:34.0000000,1b19a026-07c4-e9ce-942d-30b6cf721e11,ET SCAN SSH/RDP Brute Force Attempt,High,Resolved,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-DNS-011,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""85.230.182.23""}, {""Type"": ""host"", ""HostName"": ""GCH-DNS-011""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment A"", ""AnomalyScore"": 32.03, ""Signature"": ""Known Pattern B""}"
2020-01-07 12:21:37.0000000,04a02352-9449-f672-5e47-92e00b7ce5b7,ET MALWARE Generic C2 Beacon Activity,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-HIS-151,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""151.164.223.85""}, {""Type"": ""host"", ""HostName"": ""GCH-HIS-151""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment B"", ""AnomalyScore"": 47.16, ""Signature"": ""Known Pattern A""}"
2020-01-07 12:34:33.0000000,fe349244-4950-6ccf-afa3-79238ae0fd2e,ET SCAN SSH/RDP Brute Force Attempt,High,New,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-PACS-201,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""61.158.218.95""}, {""Type"": ""host"", ""HostName"": ""GCH-PACS-201""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment B"", ""AnomalyScore"": 63.26, ""Signature"": ""Known Pattern B""}"
2020-01-07 23:12:37.0000000,49d41912-d054-9afc-e089-40f637d6f900,ET MALWARE Generic C2 Beacon Activity,High,Resolved,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-DB-274,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""168.8.143.117""}, {""Type"": ""host"", ""HostName"": ""GCH-DB-274""}]","{""Action"": ""Logged"", ""Segment"": ""Segment C"", ""AnomalyScore"": 62.42, ""Signature"": ""Known Pattern A""}"
2020-01-08 07:39:59.0000000,cef3668d-62e8-cedf-e26e-0fec523dbbf0,ET MALWARE Suspicious Executable Download,High,InProgress,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-LAB-343,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""20.111.43.173""}, {""Type"": ""host"", ""HostName"": ""GCH-LAB-343""}]","{""Action"": ""Logged"", ""Segment"": ""Segment C"", ""AnomalyScore"": 86.38, ""Signature"": ""Known Pattern B""}"
2020-01-08 09:57:34.0000000,ef27a3a5-25b1-cb0b-856c-4b66f56233cf,ET SCAN SSH/RDP Brute Force Attempt,High,Resolved,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-HIS-203,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""37.228.106.85""}, {""Type"": ""host"", ""HostName"": ""GCH-HIS-203""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment B"", ""AnomalyScore"": 31.59, ""Signature"": ""Known Pattern B""}"
2020-01-08 10:29:29.0000000,4f294b74-3892-e6d2-e793-d35a412ba659,ET MALWARE Suspicious Executable Download,High,Resolved,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-LAB-287,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""41.20.102.238""}, {""Type"": ""host"", ""HostName"": ""GCH-LAB-287""}]","{""Action"": ""Logged"", ""Segment"": ""Segment C"", ""AnomalyScore"": 60.0, ""Signature"": ""Known Pattern B""}"
2020-01-08 10:40:54.0000000,7cef727f-679f-1e59-80c2-db50320185eb,ET MALWARE Suspicious Executable Download,High,InProgress,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-WEB-045,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""79.37.124.129""}, {""Type"": ""host"", ""HostName"": ""GCH-WEB-045""}]","{""Action"": ""Logged"", ""Segment"": ""Segment A"", ""AnomalyScore"": 15.54, ""Signature"": ""Known Pattern B""}"
2020-01-08 12:08:06.0000000,38a58184-c95f-ebbe-699b-7429e1655b6a,ET SCAN SSH/RDP Brute Force Attempt,High,Resolved,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-HIS-211,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""187.181.109.125""}, {""Type"": ""host"", ""HostName"": ""GCH-HIS-211""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment B"", ""AnomalyScore"": 27.46, ""Signature"": ""Known Pattern B""}"
2020-01-08 13:42:56.0000000,403809c2-02e4-8740-bce5-b9ea413f1bc9,ET MALWARE Generic C2 Beacon Activity,High,InProgress,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-HIS-175,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""198.237.110.127""}, {""Type"": ""host"", ""HostName"": ""GCH-HIS-175""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment B"", ""AnomalyScore"": 21.71, ""Signature"": ""Known Pattern A""}"
2020-01-08 21:16:53.0000000,7269e747-e5ba-2f8b-a43c-26d2d7de8e87,ET DOS Possible SYN Flood Inbound,High,InProgress,Azure Sentinel Analytics,Microsoft,Impact,T1498,GCH-EMR-305,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""117.223.29.187""}, {""Type"": ""host"", ""HostName"": ""GCH-EMR-305""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment C"", ""AnomalyScore"": 17.92, ""Signature"": ""Known Pattern A""}"
2020-01-09 07:17:49.0000000,bad0bb36-2c47-3248-b134-d7774f30a1c4,ET MALWARE Suspicious Executable Download,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-PTL-004,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""221.180.100.158""}, {""Type"": ""host"", ""HostName"": ""GCH-PTL-004""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment A"", ""AnomalyScore"": 14.27, ""Signature"": ""Known Pattern B""}"
2020-01-09 21:57:25.0000000,f6f64ee9-7ecd-1f69-812b-67499077e55e,ET SCAN SSH/RDP Brute Force Attempt,High,New,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-DNS-027,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""111.17.146.61""}, {""Type"": ""host"", ""HostName"": ""GCH-DNS-027""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment A"", ""AnomalyScore"": 31.69, ""Signature"": ""Known Pattern B""}"
2020-01-10 01:13:43.0000000,3c891a95-7e0c-42d2-685b-fff5e280de73,ET MALWARE Generic C2 Beacon Activity,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-DB-278,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""64.238.175.100""}, {""Type"": ""host"", ""HostName"": ""GCH-DB-278""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment C"", ""AnomalyScore"": 77.76, ""Signature"": ""Known Pattern A""}"
2020-01-10 17:31:28.0000000,a5dbfba8-7214-fb0e-05ac-d06b21e0387f,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),High,New,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-HIS-259,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""142.44.109.129""}, {""Type"": ""host"", ""HostName"": ""GCH-HIS-259""}]","{""Action"": ""Logged"", ""Segment"": ""Segment B"", ""AnomalyScore"": 32.24, ""Signature"": ""Known Pattern A""}"
2020-01-10 18:37:12.0000000,916657f2-b3cb-d222-2d4d-ec803dd9631e,ET MALWARE Generic C2 Beacon Activity,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-IOT-272,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""22.223.64.178""}, {""Type"": ""host"", ""HostName"": ""GCH-IOT-272""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment C"", ""AnomalyScore"": 59.33, ""Signature"": ""Known Pattern A""}"
2020-01-11 04:26:05.0000000,b7cf87e2-38aa-3d84-ebd5-b5e3bc8a4c5a,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),High,InProgress,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-WEB-085,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""28.219.174.251""}, {""Type"": ""host"", ""HostName"": ""GCH-WEB-085""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment A"", ""AnomalyScore"": 57.34, ""Signature"": ""Known Pattern A""}"
2020-01-11 11:17:24.0000000,727f7a68-afde-ae8b-bfa3-d71113da3ed5,ET MALWARE Generic C2 Beacon Activity,High,New,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-DB-374,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""50.61.108.169""}, {""Type"": ""host"", ""HostName"": ""GCH-DB-374""}]","{""Action"": ""Logged"", ""Segment"": ""Segment C"", ""AnomalyScore"": 33.07, ""Signature"": ""Known Pattern A""}"
2020-01-11 14:44:28.0000000,2dbb6440-992d-b52a-04a3-776657352ee9,ET SCAN SSH/RDP Brute Force Attempt,High,New,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-DNS-115,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""5.17.223.100""}, {""Type"": ""host"", ""HostName"": ""GCH-DNS-115""}]","{""Action"": ""Blocked"", ""Segment"": ""Segment A"", ""AnomalyScore"": 57.23, ""Signature"": ""Known Pattern B""}"
2020-01-12 00:11:43.0000000,c9956198-128f-ba6f-d62a-ab288eaf16da,ET EXPLOIT Apache Log4j RCE Attempt (CVE-2021-44228),High,Resolved,Azure Sentinel Analytics,Microsoft,InitialAccess,T1190,GCH-WEB-045,Isolate host and reset credentials,"[{""Type"": ""ip"", ""Address"": ""119.132.103.69""}, {""Type"": ""host"", ""HostName"": ""GCH-WEB-045""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment A"", ""AnomalyScore"": 7.67, ""Signature"": ""Known Pattern A""}"
2020-01-12 04:47:55.0000000,e2c48814-28d9-503b-802c-976282e1953e,ET MALWARE Suspicious Executable Download,High,Resolved,Azure Sentinel Analytics,Microsoft,CommandAndControl,T1071,GCH-IOT-372,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""190.133.134.191""}, {""Type"": ""host"", ""HostName"": ""GCH-IOT-372""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment C"", ""AnomalyScore"": 40.36, ""Signature"": ""Known Pattern B""}"
2020-01-12 12:34:50.0000000,9d1e9736-3e8e-283b-98bb-7613e8f3c3cf,ET DOS Possible SYN Flood Inbound,High,Resolved,Azure Sentinel Analytics,Microsoft,Impact,T1498,GCH-PACS-221,Block IoC at perimeter,"[{""Type"": ""ip"", ""Address"": ""167.75.75.189""}, {""Type"": ""host"", ""HostName"": ""GCH-PACS-221""}]","{""Action"": ""Ignored"", ""Segment"": ""Segment B"", ""AnomalyScore"": 50.52, ""Signature"": ""Known Pattern A""}"
